source,target,weight
start,raini,1
start,riot,1
start,season,1
start,white,1
statement,lead,1
station,nativ,1
stai,clean,1
stai,comm,1
stai,race,1
stai,healthi,1
stai,home,1
stai,outfit,2
stai,race,1
stai,week,1
stink,unclear,1
stomach,chang,1
strife,troubl,1
stripe,suit,1
strive,credit,1
strong,armi,1
strong,intermingl,1
strong,weakest,1
subscrib,question,1
suscept,deseas,1
suit,unclear,1
suitabl,climat,1
suit,job,1
superior,complex,1
superior,lead,1
superior,negro,1
superior,race,1
superior,soldier,1
superior,troubl,1
superior,complex,1
suppos,grate,1
suppos,soldier,1
suppos,unit,1
surest,ruin,1
talent,white,1
talk,act,1
teach,carri,1
teach,diseas,1
teach,negro,1
teach,competit,1
teach,unifi,1
team,exist,1
team,obtain,1
team,separ,1
teamwork,harmoni,1
temper,moral,1
tend,bulli,1
tend,discrep,1
tend,effici,1
tend,impair,1
tend,reciproc,1
tend,separ,1
tend,underdog,1
tendenc,class,1
tendenc,lower,1
tendenc,mix,1
tendenc,moral,1
tendenc,oppos,1
tendenc,overbear,1
tendenc,peopl,1
tendenc,white,1
tent,barrack,1
test,monkei,1
theori,racial,1
theori,superior,1
tie,armi,1
tie,soldier,1
tie,southern,1
time,argu,1
time,choos,1
time,concentr,1
time,fight,1
time,saver,1
time,start,1
time,wast,1
tip,peopl,1
total,negro,1
total,outfit,1
trace,distinct,1
track,diseas,1
tradit,peopl,1
train,accept,1
train,harder,1
train,peopl,1
train,soldier,1
train,white,1
train,separ,1
trait,soldier,1
treat,dog,1
treat,equal,1
treat,slave,1
troop,background,1
troop,fight,1
troop,lower,1
troop,separ,1
troubl,answer,1
troubl,aris,1
troubl,delet,1
troubl,diseas,1
troubl,feel,1
troubl,handl,1
troubl,intermingl,1
troubl,maker,1
troubl,mix,1
troubl,mix,1
troubl,negro,1
troubl,outfit,2
troubl,race,1
troubl,race,2
troubl,result,1
troubl,soldier,1
troubl,start,1
troubl,time,2
troubl,white,2
troubl,white,1
troubl,negro,1
truck,drive,1
truck,garbag,1
trust,fight,1
trust,mix,1
trust,negro,1
twain,meet,1
type,class,1
type,peopl,1
unaccustom,live,1
unaccustom,negro,1
unclean,diseas,1
unclean,filthi,1
unclean,rate,1
unclear,[/unclear,3
unclear,affect,1
unclear,armi,1
unclear,bad,2
unclear,car,1
unclear,characterist,1
unclear,clean,1
unclear,color,1
unclear,competit,1
unclear,die,1
unclear,dress,1
unclear,eas,1
unclear,form,1
unclear,gather,1
unclear,hall,1
unclear,head,1
unclear,kick,1
unclear,lead,1
unclear,live,1
unclear,mess,1
unclear,negro,1
unclear,negro,1
unclear,mingl,1
unclear,minor,1
unclear,mistreat,1
unclear,mix,1
unclear,moral,1
unclear,negro,1
unclear,occur,1
unclear,outfit,2
unclear,peopl,1
unclear,poor,1
unclear,privileg,1
unclear,quot,1
unclear,race,1
unclear,race,1
unclear,rais,1
unclear,replac,1
unclear,seper,1
unclear,social,1
unclear,soldier,1
unclear,spirit,1
unclear,unclear,42
unclear,white,3
unclear,win,1
uncomfort,race,1
uncomfort,white,1
unconsider,white,1
underdog,negro,1
underlin,underlin,1
understand,american,1
understand,fellow,1
understand,mean,1
understand,mix,1
understand,peopl,1
undesir,result,1
undesir,result,1
undesir,undesir,1
unnecessari,argument,1
unnecessari,fight,1
unfair,fighter,1
unifi,bear,1
unifi,corp,1
unit,mix,1
unit,peopl,1
unit,achiev,1
unit,develop,1
unit,segreg,1
unit,victori,1
uniti,tie,1
unusu,amount,1
unusu,lost,1
unusu,motion,1
versa,understand,1
view,devil,1
view,poor,1
vice,versa,1
victori,separ,1
view,race,1
vice,versa,1
volunt,mix,1
volunt,outfit,1
war,american,1
war,delet,1
war,effort,1
war,hurri,1
war,job,1
war,liber,1
war,lower,1
war,moral,1
war,person,1
war,stai,1
war,win,1
weakest,bad,1
weakest,feel,1
weakest,link,1
week,advantag,1
week,train,1
west,twain,1
wet,cold,1
white,adjust,1
white,bad,1
white,belong,1
white,black,5
white,black,1
white,boi,9
white,bring,1
white,buddi,1
white,care,1
white,cent,1
white,color,1
white,color,4
white,color,4
white,color,1
white,command,1
white,complain,1
white,control,1
white,courtmarti,1
white,damn,1
white,discrimin,1
white,except,1
white,exist,1
white,feel,4
white,fellow,3
white,fight,1
white,folk,1
white,foreman,1
white,friendli,1
white,gather,1
white,hate,1
white,head,1
white,impos,1
white,inferior,1
white,intellig,1
white,job,1
white,learn,2
white,live,2
white,live,1
white,lose,1
white,love,1
white,mix,8
white,nco,1
white,negro,1
white,negro,20
white,negro,1
white,negro,6
white,negro,1
white,northern,1
white,obei,1
white,offend,1
white,offic,2
white,outfit,11
white,peopl,46
white,person,1
white,person,1
white,prefer,1
white,prejudic,3
white,privat,1
white,quell,1
white,race,8
white,racial,1
white,resent,2
white,respect,1
white,seldom,1
white,separ,2
white,seper,1
white,sleep,1
white,smarter,1
white,soldier,43
white,soldier,3
white,soldier,1
white,south,1
white,southern,1
white,southern,1
white,superior,2
white,tendenc,1
white,troop,3
white,troubl,1
white,trust,1
white,unclear,3
white,underlin,1
white,unequ,1
white,war,1
white,white,1
white,white,1
white,woman,1
white,wood,1
white,would not,1
white,north,1
white,white,1
white,accustom,1
white,bad,1
white,fight,2
white,fratern,1
white,lose,1
white,negro,2
white,negro,5
white,negro,1
white,northern,1
white,resent,1
white,white,3
white,white,1
white,advantag,1
white,fight,1
white,live,1
white,moral,1
white,negro,1
white,negro,1
win,war,4
white,fellow,1
white,negro,1
world,bless,1
worth,effort,1
worth,fight,1
worth,understand,1
wrong,camp,1
yellow,fighter,1
yellow,unfair,1
