"Source","Target","Weight"
"mdu","wshpst",1
"mdu","xylein",1
"mdu","msccmp",1
"mdu","nrgeng",1
"oklhmg","srv",1
"oklhmg","stgtg",1
"oklhmg","suzfod",1
"oklhmg","symt",1
"oklhmg","unpacf",1
"oklhmg","wpsrss",1
"oklhmg","wshpst",1
"oklhmg","xylein",1
"oklhmg","msccmp",1
"oklhmg","nrgeng",1
"srv","stgtg",1
"srv","suzfod",1
"srv","symt",1
"srv","unpacf",1
"srv","wpsrss",1
"srv","wshpst",1
"srv","xylein",1
"srv","msccmp",1
"srv","nrgeng",1
"stgtg","suzfod",1
"stgtg","symt",1
"stgtg","unpacf",1
"stgtg","wpsrss",1
"stgtg","wshpst",1
"stgtg","xylein",1
"stgtg","msccmp",1
"stgtg","nrgeng",1
"suzfod","symt",1
"suzfod","unpacf",1
"suzfod","wpsrss",1
"suzfod","wshpst",1
"suzfod","xylein",1
"suzfod","msccmp",1
"suzfod","nrgeng",1
"symt","unpacf",1
"symt","wpsrss",1
"symt","wshpst",1
"symt","xylein",1
"symt","msccmp",1
"symt","nrgeng",1
"unpacf","wpsrss",1
"unpacf","wshpst",1
"unpacf","xylein",1
"unpacf","msccmp",1
"unpacf","nrgeng",1
"wpsrss","wshpst",1
"wpsrss","xylein",1
"wpsrss","msccmp",1
"wpsrss","nrgeng",1
"wshpst","xylein",1
"wshpst","msccmp",1
"wshpst","nrgeng",1
"xylein","msccmp",1
"xylein","nrgeng",1
"msccmp","nrgeng",1
"boehig","lrgkef",1
"boehig","usfda",3
"boehig","borngi",2
"lrgkef","usfda",4
"lrgkef","borngi",1
"usfda","borngi",4
"amge","artboe",1
"amge","bmw",1
"amge","fdexps",1
"amge","fed",1
"amge","gdxc",1
"amge","nokia",1
"amge","sabrew",1
"amge","stndpr",2
"amge","usboc",1
"amge","usdtr",1
"amge","zarspa",1
"artboe","bmw",1
"artboe","fdexps",1
"artboe","fed",1
"artboe","gdxc",1
"artboe","nokia",1
"artboe","sabrew",1
"artboe","stndpr",1
"artboe","usboc",1
"artboe","usdtr",1
"artboe","zarspa",1
"bmw","fdexps",1
"bmw","fed",1
"bmw","gdxc",1
"bmw","nokia",1
"bmw","sabrew",1
"bmw","stndpr",1
"bmw","usboc",1
"bmw","usdtr",1
"bmw","zarspa",1
"fdexps","fed",1
"fdexps","gdxc",1
"fdexps","nokia",1
"fdexps","sabrew",1
"fdexps","stndpr",1
"fdexps","usboc",1
"fdexps","usdtr",1
"fdexps","zarspa",1
"fed","gdxc",1
"fed","nokia",1
"fed","sabrew",1
"fed","stndpr",1
"fed","usboc",1
"fed","usdtr",1
"fed","zarspa",1
"gdxc","nokia",1
"gdxc","sabrew",1
"gdxc","stndpr",1
"gdxc","usboc",1
"gdxc","usdtr",1
"gdxc","zarspa",1
"nokia","sabrew",1
"nokia","stndpr",1
"nokia","usboc",1
"nokia","usdtr",1
"nokia","zarspa",1
"sabrew","stndpr",1
"sabrew","usboc",1
"sabrew","usdtr",1
"sabrew","zarspa",1
"stndpr","usboc",1
"stndpr","usdtr",1
"stndpr","zarspa",1
"usboc","usdtr",1
"usboc","zarspa",1
"usdtr","zarspa",1
"dfbcct","jonjon",3
"dfbcct","ntnct",1
"dfbcct","usfda",3
"jonjon","ntnct",2
"jonjon","usfda",5
"ntnct","usfda",4
"klbspi","turiph",2
