GEOID,NAME,year,labor_force_over_16,labor_force_over_16_moe,employment_over_16,employment_over_16_moe,unemployment_over_16,unemployment_over_16_moe,labor_force_20_to_64,labor_force_20_to_64_moe,employment_20_to_64,employment_20_to_64_moe,unemployment_20_to_64,unemployment_20_to_64_moe,below_poverty,below_poverty_moe,earnings_16_older_total,earnings_16_older_total_moe,earnings_16_older_median,earnings_16_older_median_moe,earnings_25_older_total,earnings_25_older_total_moe,earnings_25_older_less_hs,earnings_25_older_less_hs_moe,earnings_25_older_hs_grad,earnings_25_older_hs_grad_moe,earnings_25_older_some_college,earnings_25_older_some_college_moe,earnings_25_older_bachelors,earnings_25_older_bachelors_moe,earnings_25_older_graduate,earnings_25_older_graduate_moe,median_household_income,median_household_income_moe,income_less_than_10k,income_less_than_10k_moe,income_10k_14999,income_10k_14999_moe,income_15k_24999,income_15k_24999_moe,income_25k_34999,income_25k_34999_moe,income_35K_49999,income_35K_49999_moe,income_50K_74999,income_50K_74999_moe,income_75K_99999,income_75K_99999_moe,income_100K_149999,income_100K_149999_moe,income_150K_199999,income_150K_199999_moe,income_200K_more,income_200K_more_moe,total_pop,total_pop_moe,race_white,race_white_moe,race_black,race_black_moe,race_american_indian,race_american_indian_moe,race_asian,race_asian_moe,race_native_hawaiian,race_native_hawaiian_moe,race_hispanic,race_hispanic_moe,race_other,race_other_moe,race_two_more,race_two_more_moe,family_children_total,family_children_total_moe,family_married_parent_perc,family_married_parent_perc_moe,family_single_parent_male_perc,family_single_parent_male_perc_moe,family_single_parent_female_perc,family_single_parent_female_perc_moe,family_single_parent_perc,family_single_parent_perc_moe,family_children_nonfamily_perc,family_children_nonfamily_perc_moe,household_single_or_nonfamily_perc,household_single_or_nonfamily_perc_moe,education_less_hs,education_less_hs_moe,education_hs_grad,education_hs_grad_moe,education_assoc_some_college,education_assoc_some_college_moe,education_bachelors_or_higher,education_bachelors_or_higher_moe,disability,disability_moe,housing_occupied_total,housing_occupied_total_moe,owner_occupied_housing_total,owner_occupied_housing_total_moe,renter_occupied_housing_total,renter_occupied_housing_total_moe,owner_occupied_housing_perc,owner_occupied_housing_perc_moe,renter_occupied_housing_perc,renter_occupied_housing_perc_moe,affordable_housing_own_total,affordable_housing_own_total_moe,affordable_housing_own_perc,affordable_housing_own_perc_moe,affordable_housing_rent_total,affordable_housing_rent_total_moe,affordable_housing_rent_perc,affordable_housing_rent_perc_moe,affordable_housing_all_perc,affordable_housing_all_perc_moe,affordable_housing_less_50k,affordable_housing_less_50k_moe
41065970100,"Census Tract 9701, Wasco County, OR",2015,52.3,5.6,52.3,5.6,5.1,3.4,79.2,5.6,75.2,5.3,5,3.6,13.9,5.3,1926,293,26560,3874,31671,5623,20000,11032,26473,11959,27304,16702,55221,15022,65156,6796,46016,9493,7.4,4.7,5,2.9,10.9,4.6,16.2,4.9,12.8,5,12.6,4.6,16.6,6.3,12.6,4.2,2.9,2.8,3.1,2.2,4264,380,88.6022514071295,8.84146341463415,0,0.281425891181989,1.54784240150094,1.64165103189493,0.0938086303939962,0.187617260787992,0.938086303939962,1.61819887429644,17.8939962476548,6.91838649155722,6.59005628517824,5.51125703564728,2.22795497185741,1.75891181988743,1052,194,71.1026615969582,19.106463878327,3.42205323193916,4.18250950570342,25.4752851711027,13.7832699619772,28.8973384030418,17.9657794676806,0,1.14068441064639,12.3804730749874,3.32159033719175,9.3715545755237,6.98272693862551,24.9540610069827,6.35795663359059,43.513414185961,9.88607129731716,22.1609702315325,8.26901874310915,19.4,4.7,1546,117,1028,113,518,120,66.4941785252264,7.3091849935317,33.5058214747736,7.76196636481242,766,387,74.5136186770428,37.6459143968872,133,199,25.6756756756757,38.4169884169884,58.150064683053,37.9042690815006,32.7784891165173,32.1382842509603
41065970200,"Census Tract 9702, Wasco County, OR",2015,61.5,5.5,61.5,5.5,7.7,5,79.9,5.7,74.5,5.3,6.8,4.8,11.9,3.8,1600,204,21203,4343,,,,,,,,,,,,,44375,6657,5.6,2.8,4.3,2.7,13.3,5.8,14.6,4.9,24.4,9,13.2,6.7,17.4,6.7,4.5,2.8,2.8,3.1,0,2.9,2820,282,90.2836879432624,10.6737588652482,0.815602836879433,0.99290780141844,3.15602836879433,2.94326241134752,0,0.425531914893617,1.91489361702128,1.45390070921986,11.1347517730496,7.02127659574468,0.851063829787234,0.957446808510638,2.97872340425532,2.16312056737589,642,188,57.7881619937695,20.7165109034268,22.5856697819315,19.6261682242991,17.2897196261682,7.78816199376947,39.8753894080997,27.4143302180685,2.33644859813084,4.04984423676012,23.1560283687943,5.24822695035461,14.5118733509235,9.34036939313984,25.4353562005277,5.64643799472296,39.6833773087071,10.6068601583113,20.3693931398417,9.12928759894459,12.1,3.6,1095,86,597,98,498,105,54.5205479452055,8.94977168949772,45.4794520547945,9.58904109589041,451,306,75.5443886097153,51.2562814070352,220,255,44.1767068273092,51.2048192771084,61.2785388127854,51.2328767123288,42.566510172144,42.4100156494523
41065970300,"Census Tract 9703, Wasco County, OR",2015,61.6,8.2,61.6,8.2,9.4,6.1,79.3,6.7,73.5,8.7,7.3,4.4,10.1,6.4,1638,246,25923,4789,,,,,,,,,,,,,52344,13727,4.6,4,6.5,4.5,5.7,3.5,12.5,7.2,20.1,7.2,17,7.5,21.7,7.2,8.4,4.1,2.1,2,1.5,1.9,3113,403,83.167362672663,10.2473498233216,1.67041439126245,1.79890780597494,0.835207195631224,0.835207195631224,0.449726951493736,0.674590427240604,0,0.385480244137488,20.3340828782525,12.4959845807902,10.9540636042403,11.403790555734,2.92322518470928,2.2807581111468,950,221,68.7368421052632,24.9473684210526,7.68421052631579,7.89473684210526,23.5789473684211,11.4736842105263,31.2631578947368,19.3684210526316,0,1.26315789473684,10.3357472021066,3.35747202106649,13.6317395727365,11.1902339776195,18.7182095625636,6.0528992878942,46.3377416073245,12.8179043743642,21.3123092573754,8.03662258392675,13.3,4.6,1115,78,835,106,280,86,74.8878923766816,9.5067264573991,25.1121076233184,7.71300448430493,573,402,68.622754491018,48.1437125748503,96,148,34.2857142857143,52.8571428571429,60,49.3273542600897,40.6185567010309,50.5154639175258
41065970400,"Census Tract 9704, Wasco County, OR",2015,44,5.7,44,5.7,9.1,4.7,67.7,7.8,61.3,7.3,9.5,5.5,24,13.1,1479,183,24792,7452,,,,,,,,,,,,,38857,5347,5.4,3.4,12,5.6,11.4,6.7,14,6.4,22.8,6.3,13.9,5.7,12.5,5.1,6.2,3.9,0.6,1,1.1,1.5,3387,277,93.5931502804842,7.44021257750221,2.18482432831414,1.8010038382049,0.856214939474461,0.70859167404783,1.44670800118099,2.30292294065545,0,0.354295837023915,25.066430469442,6.90876882196634,0.797165633303809,0.797165633303809,1.1219368172424,1.62385591969294,794,159,86.5239294710328,23.9294710327456,3.5264483627204,5.54156171284635,9.94962216624685,14.8614609571788,13.4760705289673,20.4030226700252,0,1.51133501259446,21.2772785622593,3.94736842105263,20.6881533101045,13.8066202090592,31.2282229965157,7.22996515679443,34.0592334494774,11.2369337979094,14.0243902439024,5.96689895470383,18.6,4.1,1308,94,603,119,705,139,46.1009174311927,9.09785932721713,53.8990825688074,10.6269113149847,407,269,67.4958540630183,44.6102819237148,177,225,25.1063829787234,31.9148936170213,44.6483180428135,37.7675840978593,31,33.375
41065970500,"Census Tract 9705, Wasco County, OR",2015,51.1,5.6,51.1,5.6,4.5,3.4,66.1,7.1,62.5,7.4,5.4,4.1,19.5,5.6,1367,195,25161,3418,,,,,,,,,,,,,36202,5792,14,5.4,3,2.6,14.8,5.1,17.2,5.9,17.7,5.8,19.8,5.3,8.5,4,3.9,2.7,1.1,1.2,0,2.4,2974,351,86.5837256220578,8.23806321452589,0,0.403496973772697,1.24411566913248,1.10961667787492,0.605245460659045,1.1768661735037,0.840618695359785,1.51311365164761,17.3167451244116,9.7511768661735,7.90181573638198,7.59919300605245,2.82447881640888,2.32010759919301,541,201,64.5101663585952,35.1201478743068,5.73012939001848,5.73012939001848,29.7597042513863,17.0055452865065,35.4898336414048,22.735674676525,0,2.2181146025878,16.1062542030935,4.27034297242771,22.1464301955434,7.95816280127331,34.1973624374716,6.36653024101865,33.4697589813552,8.50386539336062,10.1864483856298,5.72987721691678,23.4,5,1311,91,858,90,453,132,65.4462242562929,6.8649885583524,34.5537757437071,10.0686498855835,606,365,70.6293706293706,42.5407925407925,125,194,27.5938189845475,42.8256070640177,55.7589626239512,42.6392067124333,42.8571428571429,36.1275088547816
41065970600,"Census Tract 9706, Wasco County, OR",2015,52.2,7.1,52.2,7.1,15.6,8.8,75.6,8.4,62.8,9,17,10.1,23.4,10.7,1341,259,23550,11452,,,,,,,,,,,,,51845,18046,3,2.3,6.8,4.2,12.2,7.3,15.4,5.8,10.9,4.9,22.7,6.6,6.9,3.6,15.1,5.9,4.4,3.8,2.5,1.8,2564,370,90.9516380655226,12.98751950078,0,0.46801872074883,0.585023400936037,0.702028081123245,0.93603744149766,0.93603744149766,0,0.46801872074883,11.2324492979719,7.29329173166927,5.18720748829953,4.52418096723869,2.34009360374415,4.21216848673947,549,151,72.8597449908925,13.8433515482696,20.4007285974499,26.775956284153,6.73952641165756,6.92167577413479,27.1402550091075,33.6976320582878,0,2.18579234972678,11.2818439142742,3.76061463809139,17.7789934354486,11.1597374179431,26.5864332603939,6.50984682713348,31.5098468271335,8.42450765864333,24.1247264770241,9.40919037199125,19.3,6.3,953,123,664,97,289,92,69.6747114375656,10.1783840503673,30.3252885624344,9.65372507869884,482,276,72.5903614457831,41.566265060241,131,187,45.3287197231834,64.7058823529412,64.3231899265478,48.5834207764953,36.6292134831461,45.1685393258427
41065970700,"Census Tract 9707, Wasco County, OR",2015,66.1,5.5,66.1,5.5,10.4,10.6,89,7.7,79.1,5.3,11,10.9,8.3,7.4,1157,658,26992,11847,,,,,,,,,,,,,61346,13916,1.7,1.8,3.5,2.4,6.7,3.2,19.7,7.8,13.8,5.8,14,6.5,12.4,5.9,16.2,5,3.2,2.7,8.9,5.3,1789,645,88.2615986584684,17.9429849077697,0,0.670765790944662,0,0.670765790944662,4.47177193963108,9.7261039686976,0,0.670765790944662,26.4393515930688,29.9608719955282,6.98714365567356,10.3409726103969,0.279485746226942,0.447177193963108,234,96,100,41.025641025641,0,5.12820512820513,0,5.12820512820513,0,10.2564102564103,0,5.12820512820513,18.7118644067797,5.08474576271187,17.7683013503909,27.6474769012083,29.7796730632552,12.864250177683,29.4953802416489,7.96019900497513,22.956645344705,9.02629708599858,12.2,5.8,630,59,473,58,157,48,75.0793650793651,9.20634920634921,24.9206349206349,7.61904761904762,335,179,70.8245243128964,37.8435517970402,79,136,50.3184713375796,86.6242038216561,65.7142857142857,50,52.4444444444445,74.2222222222222
41065970800,"Census Tract 9708, Wasco County, OR",2015,47.9,4.1,47.9,4.1,11,3.8,72.4,3.9,65.4,4.9,9.7,3.5,15.9,3.3,2074,234,25398,2454,,,,,,,,,,,,,43632,3693,9,2.5,3.2,1.4,12.6,3.5,11.4,2.8,21.9,4.3,22.5,3.7,7.4,2.2,8.6,2.4,2.8,1.9,0.5,0.4,4581,413,76.4461907880376,7.83671687404497,0.436585898275486,0.436585898275486,16.9831914429164,2.90329622353198,1.54987993887797,1.17878192534381,0.261951538965291,0.371098013534163,8.29513206723423,4.23488321327221,0.45841519318926,0.851342501637197,3.86378519973805,2.00829513206723,966,164,65.1138716356108,17.0807453416149,11.9047619047619,6.83229813664596,22.9813664596273,7.86749482401656,34.8861283643892,14.6997929606625,0,1.24223602484472,16.8224299065421,3.21404148620926,10.3521554341226,4.55373406193078,33.6672738312083,4.43230115361263,38.6763812993321,7.1645415907711,17.304189435337,4.82695810564663,17.2,2.5,1746,157,1205,122,541,99,69.0148911798396,6.98739977090493,30.9851088201604,5.67010309278351,914,328,75.850622406639,27.2199170124481,239,204,44.177449168207,37.7079482439926,66.036655211913,30.4696449026346,54.7592385218365,31.3549832026876
41065,"Wasco County, OR",2015,53.3,2,53.3,2,9,2,75.6,2.4,69,2.4,8.7,2.2,16.1,2.7,12582,381,25491,1609,29131,2752,16839,3398,25831,2778,30941,1735,43657,6332,52303,7190,43422,2729,7,1.5,5.5,1.2,11.3,1.9,14.7,1.9,18.5,2.2,17.2,2.1,12.7,1.9,8.9,1.3,2.4,1,1.7,0.6,25492,,86.5801035619018,1.58481092107328,0.662953083320257,0.317746744076573,4.07971128197081,0.513886709555939,1.0199278204927,0.325592342695748,0.513886709555939,0.188294366860191,16.5345990899106,,4.65636278048015,1.67503530519379,2.48705476227836,0.698258277106543,5728,51,71.0719273743017,4.97555865921788,9.42737430167598,3.45670391061453,19.2388268156425,4.52164804469274,28.6662011173184,7.97835195530726,0.261871508379888,0.45391061452514,16.0530980747825,1.54182297893392,15.1993638532319,3.15233443144383,28.4675678745882,1.76076337612178,37.6576167215722,3.02169714869931,18.6754515506077,2.69794388276724,17.3,1.5,9704,336,6263,264,3441,317,64.540395713108,2.72052761747733,35.459604286892,3.26669414674361,4534,940,72.3934216828996,15.0087817339933,1200,582,34.87358326068,16.9136878814298,59.0890354492993,15.684253915911,41.1730205278592,14.2326490713588
41027950100,"Census Tract 9501, Hood River County, OR",2015,60.1,6.8,60.1,6.8,4.9,2.6,78,5.4,74.3,6,4.7,2.7,15.5,8.2,2194,374,23482,5723,,,,,,,,,,,,,54593,11711,4.4,2.6,1.9,1.7,9.7,5.4,9.1,4.9,18.6,7,21.1,4.9,19.2,6.7,7.7,3.5,5.2,3.3,3.1,2.3,3955,536,84.5259165613148,10.1390644753477,0.834386852085967,1.28950695322377,0.859671302149178,1.46649810366625,1.28950695322377,1.06194690265487,0,0.303413400758534,22.0480404551201,14.1087231352718,9.20353982300885,10.7206068268015,3.28697850821745,1.87104930467762,714,265,85.8543417366947,38.655462184874,10.5042016806723,8.82352941176471,3.64145658263305,3.22128851540616,14.1456582633053,12.0448179271709,0,1.68067226890756,16.1354019746121,3.83638928067701,19.4249649368864,8.90603085553997,23.1416549789621,5.57503506311361,32.258064516129,8.48527349228612,25.1753155680224,7.39831697054699,16.2,3.8,1396,142,1015,133,381,112,72.7077363896848,9.52722063037249,27.2922636103152,8.02292263610315,800,404,78.8177339901478,39.8029556650246,129,165,33.8582677165354,43.3070866141732,66.5472779369627,40.7593123209169,45.0946643717728,45.0946643717728
41027950200,"Census Tract 9502, Hood River County, OR",2015,64.7,3.7,64.7,3.7,4.3,2,82.5,3.9,78.7,4.2,4.5,2.2,9.8,4.6,3793,338,30489,2698,31946,3051,23418,9256,28929,12339,31035,5941,45192,9073,62955,24441,62933,8749,2.5,2.2,4.6,3.7,11.2,4.5,8.3,4.8,7.3,3.7,22.3,5.9,22.2,5.9,11.2,4.2,4.1,2.8,6.3,2.8,6656,500,91.3461538461539,7.21153846153846,0.901442307692308,1.02163461538462,0.570913461538462,0.646033653846154,3.80108173076923,1.44230769230769,0,0.255408653846154,14.9489182692308,4.95793269230769,2.88461538461538,2.67427884615385,0.495793269230769,0.676081730769231,1411,249,56.4847625797307,16.442239546421,18.9227498228207,10.347271438696,20.0566973777463,16.5131112686038,38.979447200567,26.8603827072998,4.53579021970234,7.0871722182849,22.3055725658298,5.37354562155542,13.2164948453608,5.7319587628866,22.1649484536082,4.92783505154639,23.9175257731959,5.93814432989691,40.7010309278351,9.17525773195876,8,2.7,2604,198,1957,216,647,177,75.1536098310292,8.29493087557604,24.8463901689708,6.79723502304147,1444,653,73.7864077669903,33.3673990802248,224,300,34.6213292117465,46.3678516228748,64.0552995391705,36.5975422427035,29.6432964329643,46.2484624846249
41027950300,"Census Tract 9503, Hood River County, OR",2015,63.9,5.9,63.9,5.9,3.5,2.5,77.8,6.1,75.9,6.2,2.4,2.3,23.8,8.4,3204,369,23503,3166,26256,2769,16887,5636,22298,4815,26166,2011,49583,21238,41375,9554,42841,8476,9.4,5.2,3.3,3.3,19.5,6.2,10.9,5.1,12.5,6.4,18.4,5.2,9.8,5,10.3,3.7,2.8,2.3,3.1,2.1,5793,403,90.4194717762817,7.50906266183325,0,0.293457621267046,0.362506473329881,0.552390816502676,1.10478163300535,0.880372863801139,0,0.293457621267046,27.9993095114794,8.06145347833592,3.29708268600035,3.26255825996893,4.8161574313827,2.95183842568617,1442,282,63.9389736477115,16.0887656033287,5.61719833564494,5.89459084604716,30.4438280166436,21.497919556172,36.0610263522885,27.3925104022191,0,1.17891816920943,23.4852453291427,5.51772306617775,15.6427604871448,7.87550744248985,25.4127198917456,6.63058186738836,21.4343707713126,7.52368064952639,37.510148849797,10.9878213802436,10.1,3.5,2362,218,1047,200,1315,221,44.3268416596105,8.46740050804403,55.6731583403895,9.35647756138865,741,423,70.7736389684814,40.4011461318052,645,565,49.0494296577947,42.9657794676806,58.6790855207451,41.8289585097375,39.3617021276596,41.9803600654665
41027950400,"Census Tract 9504, Hood River County, OR",2015,64.8,4.8,64.8,4.8,7.9,3.5,80.7,4.7,75.7,5,6.2,3,9.6,4.5,3320,324,24340,2834,,,,,,,,,,,,,59775,3985,1,1.1,1.3,1.2,6.7,3.3,11.5,4.3,14.8,4.3,29.5,6.8,14.2,5.3,12.8,4.2,5.1,2.7,3.1,2,6345,528,83.7982663514578,8.84160756501182,0.488573680063042,0.551615445232467,2.08037825059102,1.74940898345154,0.504334121355398,0.488573680063042,0.12608353033885,0.236406619385343,54.5153664302601,9.61386918833727,11.1268715524035,6.52482269503546,1.87549251379039,1.30811662726556,1895,337,84.4854881266491,16.2005277044855,10.0263852242744,9.65699208443272,5.48812664907652,3.90501319261214,15.5145118733509,13.5620052770449,0,0.897097625329815,8.47287340924313,2.56195579370395,28.4417941405237,9.41145968369199,31.9937775473166,6.19652579725175,19.7562872698989,5.85947627689914,19.8081410422608,7.25952813067151,8.6,3.4,1827,198,1294,195,533,123,70.8264915161467,10.6732348111658,29.1735084838533,6.73234811165846,846,464,65.3786707882535,35.8578052550232,147,235,27.5797373358349,44.0900562851782,54.3513957307061,38.2594417077176,44.9438202247191,58.2022471910112
41027,"Hood River County, OR",2015,63.7,2.3,63.7,2.3,5.1,1.3,80,2.7,76.4,2.8,4.5,1.2,14.3,3.2,12511,397,25459,1232,27562,2275,21482,2891,25026,4073,28630,3452,41870,6314,51075,5731,55827,3214,4.5,1.8,3,1.5,12.3,2.5,9.9,2.4,12.4,2.4,22.6,3.1,16.3,3,10.7,2,4.1,1.4,4.1,1.3,22749,,87.8192448019693,2.59791639192932,0.545078904567234,0.189019297551541,0.989054463932481,0.553870499802189,1.75831904699108,0.303310035605961,0.0351663809398215,0.0659369642621654,30.542001846235,,6.38709393819509,2.51879203481472,2.46604246340499,0.694536023561475,5462,147,72.0065909923105,8.01904064445258,11.2229952398389,4.81508604906628,15.5986818015379,6.97546686195533,26.8216770413768,11.7905529110216,1.17173196631271,1.8308311973636,17.8177810433505,2.23181484202792,18.814737118133,3.32371836895241,25.6195096368166,2.5829290677855,23.8232594729251,3.50072112232857,31.7424937721253,3.91372754687295,10.1,1.3,8189,333,5313,307,2876,349,64.8797166931249,3.74893149346685,35.1202833068751,4.26181462938088,3831,1002,72.1061547148504,18.8594014680971,1145,705,39.8122392211405,24.5132127955494,60.7644401025766,20.8450360239346,38.6801698791245,25.7432211695524
41055950100,"Census Tract 9501, Sherman County, OR",2015,50,3.4,50,3.4,7.9,3.1,73.1,4,66.9,4.4,8.5,3.4,21.6,5,899,73,22875,2743,,,,,,,,,,,,,38362,5362,12.3,4.3,7.8,2.8,13.1,3.4,13.4,3.2,11.4,4,17.7,3.6,10.8,2.8,6.1,2,4.2,1.7,3.1,1.6,1795,128,91.866295264624,6.85236768802229,0.557103064066852,0.389972144846797,3.17548746518106,1.61559888579387,0.222841225626741,0.278551532033426,0,0.668523676880223,7.13091922005571,2.89693593314763,0.222841225626741,0.278551532033426,3.95543175487465,1.44846796657382,321,65,64.4859813084112,20.2492211838006,5.9190031152648,6.23052959501558,28.3489096573209,14.3302180685358,34.2679127725857,20.5607476635514,1.24610591900312,0.934579439252336,24.354657687991,3.36700336700337,8.14307458143075,2.8158295281583,36.6818873668189,4.94672754946728,37.8995433789954,6.31659056316591,17.2754946727549,4.10958904109589,19.5,2.7,804,56,495,49,309,46,61.5671641791045,6.09452736318408,38.4328358208955,5.72139303482587,386,134,77.979797979798,27.0707070707071,123,99,39.8058252427185,32.0388349514563,63.3084577114428,28.9800995024876,46.2790697674419,28.3720930232558
41055,"Sherman County, OR",2015,50,3.4,50,3.4,7.9,3.1,73.1,4,66.9,4.4,8.5,3.4,21.6,5,899,73,22875,2743,,,,,,,,,,,,,38362,5362,12.3,4.3,7.8,2.8,13.1,3.4,13.4,3.2,11.4,4,17.7,3.6,10.8,2.8,6.1,2,4.2,1.7,3.1,1.6,1795,128,91.866295264624,6.85236768802229,0.557103064066852,0.389972144846797,3.17548746518106,1.61559888579387,0.222841225626741,0.278551532033426,0,0.668523676880223,7.13091922005571,2.89693593314763,0.222841225626741,0.278551532033426,3.95543175487465,1.44846796657382,321,65,64.4859813084112,20.2492211838006,5.9190031152648,6.23052959501558,28.3489096573209,14.3302180685358,34.2679127725857,20.5607476635514,1.24610591900312,0.934579439252336,24.354657687991,3.36700336700337,8.14307458143075,2.8158295281583,36.6818873668189,4.94672754946728,37.8995433789954,6.31659056316591,17.2754946727549,4.10958904109589,19.5,2.7,804,56,495,49,309,46,61.5671641791045,6.09452736318408,38.4328358208955,5.72139303482587,386,134,77.979797979798,27.0707070707071,123,99,39.8058252427185,32.0388349514563,63.3084577114428,28.9800995024876,46.2790697674419,28.3720930232558
41031940000,"Census Tract 9400, Jefferson County, OR",2015,46,4.7,46,4.7,27.4,6.1,70.3,5.3,50.2,5,28.5,6.3,34.2,5.7,1495,160,20740,3465,,,,,,,,,,,,,44612,6038,13.3,5.3,8.2,3.7,6.1,3.2,11.3,5,17.2,5.2,21.9,5.6,13.4,4.6,7.4,4.2,1.2,1.4,0,3.9,3579,275,7.82341436155351,3.71612182173792,1.28527521654093,1.62056440346465,85.9457949147807,7.23665828443699,0.167644593461861,0.307348421346745,2.59849119865884,2.45878737077396,12.1262922604079,4.86169321039397,0.726459905001397,0.61469684269349,1.45291981000279,1.03380832634814,1230,192,29.349593495935,12.1138211382114,20.4065040650407,9.02439024390244,50.2439024390244,13.8211382113821,70.6504065040651,22.8455284552846,0,0.975609756097561,2.41751990898749,1.16609783845279,18.2053941908714,5.3941908713693,27.1784232365145,4.51244813278008,46.3692946058091,8.60995850622407,8.24688796680498,3.99377593360996,13.8,2.9,821,96,517,83,304,60,62.9719853836784,10.1096224116931,37.0280146163216,7.30816077953715,468,247,90.5222437137331,47.7756286266925,132,148,43.421052631579,48.6842105263158,73.0816077953715,48.1120584652862,67.0761670761671,51.5970515970516
41031960100,"Census Tract 9601, Jefferson County, OR",2015,38.1,10.8,38.1,10.8,7.2,4.8,46.8,14.1,43.1,13.3,8,5.2,13.8,6.3,1011,177,20889,4291,,,,,,,,,,,,,49659,13201,3,2.1,0.8,1.3,15.3,6.7,22,11.6,9.5,5.8,19.8,7.5,7.3,4.9,11.8,5.5,7.6,6.5,3,2.7,2398,456,86.2385321100918,15.2210175145955,2.50208507089241,2.12677231025855,4.42035029190992,2.87739783152627,0.166805671392827,0.291909924937448,0,0.500417014178482,13.1359466221852,8.25688073394496,4.71226021684737,6.00500417014179,1.95996663886572,1.87656380316931,395,107,76.4556962025316,26.3291139240506,13.4177215189873,10.126582278481,10.126582278481,7.08860759493671,23.5443037974684,17.2151898734177,0,3.0379746835443,14.3917761279269,8.10965162764135,17.3863636363636,15.7954545454545,33.8068181818182,8.35227272727273,32.4431818181818,9.31818181818182,16.3636363636364,6.13636363636364,16.2,5.7,642,90,400,66,242,98,62.3052959501558,10.2803738317757,37.6947040498442,15.2647975077882,306,204,76.5,51,128,173,52.8925619834711,71.4876033057851,67.601246105919,58.7227414330218,55.4307116104869,73.4082397003745
41031960201,"Census Tract 9602.01, Jefferson County, OR",2015,58.2,6.5,58.2,6.5,18.2,6.6,83.2,6.8,68.1,8,18.2,7.4,24,7.8,1620,213,17207,3695,,,,,,,,,,,,,36350,9061,13.3,6.6,5.7,4.7,20.7,7.7,9.2,5.3,16.5,7.4,19.9,9.8,10,6.3,4.9,4.4,0,2.8,0,2.8,3349,318,71.8124813377128,11.8542848611526,0,0.358315915198567,7.91280979396835,5.40459838757838,0.119438638399522,0.209017617199164,0,0.358315915198567,41.0271722902359,7.25589728277098,18.4532696327262,10.9584950731562,1.70200059719319,1.88115855479248,1064,187,56.7669172932331,19.0789473684211,18.984962406015,10.2443609022556,24.2481203007519,14.8496240601504,43.2330827067669,25.093984962406,0,1.12781954887218,13.8847417139445,5.31501940877874,27.0801815431165,12.4558749369642,33.3333333333333,10.3378719112456,26.8784669692385,10.9430156328795,12.7080181543117,7.36258194654564,14.7,4.4,1123,122,561,118,562,130,49.9554764024933,10.5075690115761,50.0445235975067,11.5761353517364,418,393,74.5098039215686,70.0534759358289,312,340,55.5160142348754,60.4982206405694,65.0044523597507,65.2715939447907,50.1449275362319,52.7536231884058
41031960202,"Census Tract 9602.02, Jefferson County, OR",2015,47,5.6,47,5.6,9.5,4.4,69.5,7.5,62.3,6.9,10.4,4.8,19.5,7.5,2484,297,26839,2643,,,,,,,,,,,,,45688,7943,4.2,3.7,4.1,2.7,14.9,6,13.2,5.9,16.5,6.5,26.8,9.1,11.2,5.1,5.8,3.5,1.6,1.7,1.7,2,4999,373,80.9361872374475,9.7619523904781,0,0.24004800960192,5.64112822564513,3.42068413682737,2.8005601120224,1.16023204640928,0.18003600720144,0.400080016003201,25.6651330266053,6.98139627925585,8.34166833366673,7.14142828565713,2.1004200840168,1.88037607521504,1199,232,58.2985821517932,25.1042535446205,10.675562969141,14.3452877397832,31.0258548790659,15.0959132610509,41.7014178482068,29.441201000834,0,1.00083402835696,19.8614789162762,4.62415970666123,16.2898730257046,8.29978321461753,26.354908640446,6.53453081449365,37.5038711675441,11.025085165686,19.8513471663054,8.51656859708888,17.5,4.4,1943,161,1145,176,798,163,58.9294904786413,9.05815748841997,41.0705095213587,8.38908903757077,918,665,80.174672489083,58.0786026200874,498,402,62.406015037594,50.3759398496241,72.8769943386516,54.9150797735461,54.6251217137293,48.7828627069133
41031960301,"Census Tract 9603.01, Jefferson County, OR",2015,37,5,37,5,11.1,6.6,63.4,6.6,56.1,8.1,11.6,7.6,14.3,8.1,1366,177,27083,7933,,,,,,,,,,,,,48908,3938,3.6,2.5,3.6,2.5,6.5,3.6,15.8,6.1,23,6.8,24.9,6.4,13.8,5,7.3,4.7,1.6,1.5,0,2.1,3291,361,95.2294135521118,10.2704345183835,1.03312063202674,1.51929504709815,2.9474323913704,4.52749924035248,0.121543603767852,0.243087207535703,0,0.364630811303555,0.850805226374962,0.881191127316925,0.455788514129444,0.638103919781222,0.21270130659374,0.303859009419629,459,183,34.4226579520697,23.3115468409586,34.8583877995643,26.1437908496732,27.2331154684096,21.5686274509804,62.0915032679739,47.7124183006536,3.48583877995643,4.79302832244009,17.1680340322091,4.70981464600425,7.01881331403763,4.6671490593343,28.3646888567294,4.95658465991317,47.684515195369,10.0217076700434,16.931982633864,5.8972503617945,25.6,4.5,1540,121,1329,121,211,87,86.2987012987013,7.85714285714286,13.7012987012987,5.64935064935065,959,506,72.1595184349135,38.0737396538751,70,166,33.175355450237,78.6729857819905,66.8181818181818,43.6363636363636,48.692403486924,40.8468244084682
