distance,nearest_property_index,subscriber_index
0.04168169276571717,483923,893
0.15757075962789105,485285,894
0.04998781627721908,487407,895
0.002889964134332157,485297,896
0.013321677434992251,485297,897
0.052801915078411726,487467,898
0.04153502937308538,487467,899
0.03086964712147689,485730,900
0.033413014292492584,485723,901
0.056330041699964285,485569,902
0.019919333239684485,485282,903
0.07096030071605164,483195,904
0.08227860431059118,483097,905
0.06745661496773388,485517,906
0.10753638297428371,413284,907
0.017081012842274187,485116,908
0.01825078300108704,413300,909
0.05048730342318137,413302,910
0.006799654452420968,485195,911
0.14048628907361813,486967,912
0.009053055782835082,485069,913
0.032371422770093826,486934,914
0.0672915524043373,482758,915
0.04135590080398004,486964,916
0.051793642561660476,482758,917
0.13912852256142427,484967,918
0.14506505387608742,482759,919
0.14482110231237663,482759,920
0.08094469059264663,482663,921
0.00919256067264066,484910,922
0.025671647078334275,412837,923
0.010286479732309957,412825,924
0.05097707606250566,412838,925
0.029585620335968375,485008,926
0.2803522999749122,482701,927
0.0319991020935224,412800,928
0.02576579372768566,484942,929
0.05587773842812744,486974,930
0.018975924830423374,486939,931
0.025899994209361312,486939,932
0.021048927136081502,486939,933
0.1370178758060856,485040,934
0.11047699068486995,482605,935
0.00592868834440058,433967,936
0.13667285293956444,412747,937
0.12057592620517932,486345,938
0.016101895587392258,412706,939
0.12129062062209828,434020,940
0.04367130978204625,486326,941
0.22567950360758554,484411,942
0.04838199048557838,412748,943
0.04247960135761367,412618,944
0.163881076911994,412615,945
0.16338329671387092,484311,946
0.024252226058648255,484310,947
0.10749468824735604,484410,948
0.11248124744252633,484330,949
0.014407119745961304,484273,950
0.026264689910968114,486208,951
0.05328000659941557,486208,952
0.006426133657169755,483946,953
0.07729086824601168,412523,954
0.06769771099812902,486168,955
0.012925990394054463,486168,956
0.030209124149371186,484025,957
0.03537744347818143,412644,958
0.026131258736908903,483925,959
0.09301344692961391,486154,960
0.027460514132039815,484128,961
0.04879367157679923,409098,962
0.13039013370382152,472756,963
0.15124348344235866,473711,964
0.09477353582278798,473675,965
0.019054186363969963,473566,966
0.3078000029603043,409485,967
0.036504929642343094,473669,968
0.034110356973022074,409231,969
0.017294108272327385,473644,970
0.040963838048459995,473627,971
0.18600247136093082,409171,972
0.03476569239677067,473647,973
0.03592355133690389,473647,974
0.020638079144811042,472446,975
0.02125198830389004,472700,976
0.025982085586969853,472709,977
0.017953730988690665,472699,978
0.0941882638643863,472742,979
0.04147781951887395,472709,980
0.02453236063622068,473608,981
0.1304838145023616,473602,982
0.01735274047210234,471141,983
0.03967580585095174,471287,984
0.2840372728569293,473714,985
0.18245198860017708,409082,986
0.15696127208518515,408676,987
0.047493843362522714,471382,988
0.08273114494033475,471378,989
0.36741891174832536,408762,990
0.05080523756833179,471443,991
0.11261460796761065,408689,992
0.29029785582288065,408690,993
0.02136555651565868,408431,994
0.11968914683958526,408512,995
0.07931373334148913,408429,996
0.02431934461396069,408671,997
0.20802922621647107,408720,998
0.023412095496223286,473299,999
0.1950589539039623,408757,1000
0.0827203926670473,471040,1001
0.20134402799941825,471004,1002
0.040029553751303876,473274,1003
0.0817637217540251,408397,1004
0.04982773714796814,473274,1005
0.14891284879997468,351630,1006
0.1105196689572434,408398,1007
0.1592126941722952,473364,1008
0.22753853947433875,410717,1009
0.4339742983873466,408354,1010
0.030031850239526273,470860,1011
0.027941735368050502,470951,1012
0.02601899505171604,470954,1013
0.017584164553768412,470954,1014
0.09469899605105966,473224,1015
0.21878056218146677,473330,1016
0.040479875740226906,408469,1017
0.4951175409215078,410599,1018
0.04029728831491381,408312,1019
0.4193163835820251,408353,1020
0.10903211749563688,408387,1021
0.021152609363207425,473182,1022
0.005744449410631839,470841,1023
0.4556512863314955,410167,1024
0.08188044134023831,470843,1025
0.055081716538542255,408499,1026
0.04315913055768036,473327,1027
0.12036763814444622,473251,1028
0.027243579420309305,408532,1029
0.10459455842534911,473181,1030
0.026545416683790957,408382,1031
0.11095279457066748,470889,1032
0.10049921237709462,472959,1033
0.027828799480496835,472864,1034
0.004752861858864057,470734,1035
0.07734992457864624,470734,1036
0.08523889065085034,410301,1037
0.3034848616308927,409381,1038
0.02317785124944203,409380,1039
0.11317674331592133,408246,1040
0.023970368901832698,409381,1041
0.023986040971893947,472637,1042
0.029732147058827277,408268,1043
0.06686152284996211,472536,1044
0.043087067838635286,469736,1045
0.11525671204278408,408251,1046
0.11515134943363406,408251,1047
0.01203136155163752,472536,1048
0.11215589174912292,482538,1049
0.15822121725982669,408251,1050
0.15968996546506986,408272,1051
0.13350285348647667,408307,1052
0.08051962957034921,468125,1053
0.04209404852171756,468125,1054
0.030417902940137433,468934,1055
0.6660307012197234,408237,1056
0.4089830248535624,408268,1057
0.6513963573328999,408272,1058
0.47683355003196454,408268,1059
0.5026977919598409,408268,1060
0.5107581403977708,408268,1061
0.5706941770509866,397201,1062
0.6457436832937964,397414,1063
0.3226629022921671,397414,1064
0.2639517546057834,468921,1065
0.01805546281945254,397354,1066
0.08219846125715943,397354,1067
0.009725185398872833,397249,1068
0.017168475093019747,397356,1069
0.012314805535609352,397249,1070
0.5689189593674197,397415,1071
0.07069090280182475,78812,1072
0.1291628481245594,397796,1073
0.11292088408191833,397796,1074
0.027267755883283302,397793,1075
0.02955646021701053,78844,1076
0.035028582171943774,79562,1077
0.07106042448002406,397332,1078
0.17026446491691793,397030,1079
0.06190996773505662,78437,1080
0.11065249537819773,79479,1081
0.11188022741753796,78486,1082
0.022260543859055508,396955,1083
0.015419930274193845,79254,1084
0.010926284104958398,78496,1085
0.33415946495993637,397124,1086
0.11214350773806558,78420,1087
1.0596314287203932,78463,1088
0.08762380144172015,397151,1089
0.013627016480268567,79244,1090
0.106687998133889,78411,1091
0.018116841949790134,397034,1092
1.3607450466110442,78398,1093
0.10248819697675308,79268,1094
0.4113939276854063,412516,1095
0.03411027995021623,78366,1096
0.013985116726638786,79219,1097
0.16313667219652758,78336,1098
0.05037048359613546,78280,1099
1.1663520423341343,78296,1100
1.6022716547259697,78296,1101
0.46293133980622386,395874,1102
0.049590911091380356,79006,1103
1.1486653348317757,78296,1104
0.6913570718046209,78296,1105
1.3518122407131627,412370,1106
0.09447242443651026,78929,1107
1.2972165464143044,78296,1108
1.3287347065737714,78296,1109
0.871080860167439,395482,1110
0.03769906667373003,78892,1111
0.1961765510198814,412370,1112
0.40603998913978834,395441,1113
0.05563038261888801,78837,1114
0.10495742619283113,61831,1115
0.09734658409333241,61751,1116
0.6374847104127995,395440,1117
0.9850613648134786,412370,1118
0.7149408562224091,412195,1119
0.2037561980072162,53072,1120
0.9016064836013064,49925,1121
0.01796414970218118,61786,1122
0.06629718283687226,61786,1123
1.0529283280999446,49014,1124
1.0400006006896765,49014,1125
0.2117672783810468,412195,1126
0.43643232208418603,412195,1127
0.4400663956976487,412195,1128
0.12555006286848622,61482,1129
0.03201144420077706,61623,1130
0.03412115618258835,48876,1131
0.023776834150354222,61594,1132
0.014739046935002179,48972,1133
1.4008133304295716,412195,1134
0.010689221361321211,48692,1135
1.6700336825143094,412195,1136
0.07830367810891455,48579,1137
0.019075302087229788,60872,1138
1.6975622937556645,47873,1139
0.05142478876118877,48577,1140
0.08881934531440755,60753,1141
0.01272529720987561,60683,1142
0.023929803447534693,60751,1143
0.13605492468735786,47802,1144
1.4552747920464129,47895,1145
0.9035003634777382,47895,1146
1.104983861207896,47895,1147
1.0972591997971288,47895,1148
0.6252060589860651,47590,1149
0.7661174553404773,47802,1150
0.26025667494589017,411493,1151
0.5807075737193109,411299,1152
0.4415795141521668,411312,1153
28.15817785881176,53754,1154
28.15817785881176,53754,1155
31.62020792867917,53754,1156
31.041104200971493,53754,1157
31.814304709520666,53754,1158
31.887497361153635,53754,1159
31.599285093350748,53754,1160
29.74668827528698,53754,1161
30.567207003171227,53754,1162
31.448469331360627,53754,1163
30.441994607760297,53754,1164
32.88793427561604,53754,1165
29.268478971911005,53754,1166
28.712173622283203,53754,1167
31.010365820121905,53754,1168
32.406898656439125,53754,1169
28.94343434933537,53754,1170
29.691801270596798,53754,1171
29.269711240863835,53754,1172
30.50520586937907,53754,1173
29.030455846960223,53754,1174
28.506975338343715,53754,1175
30.421911183555128,53754,1176
30.292928563481713,53754,1177
30.226126392532937,53754,1178
28.120227121491634,53754,1179
28.041796261576344,53754,1180
28.022239403004026,53754,1181
168.24142116498234,97649,1355
168.08857943534804,97649,1356
168.12689187735717,97649,1357
168.01133006546428,97649,1358
167.53361167025992,97649,1359
168.08041079006495,97649,1360
167.7886169302088,97649,1361
167.83136318349727,97649,1362
171.84995225813356,97649,1363
168.357493225612,97649,1364
172.2038510846994,97649,1365
168.3370745574598,97649,1366
167.8508385802415,97649,1367
167.4628353281152,97649,1368
168.35065240367717,97649,1369
172.1284807061189,97649,1370
168.01303590660186,97649,1371
168.55259714945214,97649,1372
169.53156118747856,97649,1373
168.33999695960074,97649,1374
167.49942649392284,97649,1375
168.31762353960139,97649,1376
167.60752817401516,97649,1377
173.2887214502665,97649,1378
167.65926742154235,97649,1379
171.56682899940597,97649,1380
172.94713368834698,97649,1381
171.43464694749605,97649,1382
168.01841865565424,97649,1383
168.14727698541347,97649,1384
169.18399017272338,97649,1385
167.01019254398653,97649,1386
168.26299829933095,97649,1387
170.97471333452157,97649,1388
171.0803266209714,97649,1389
172.1456935746224,97649,1390
173.1490610377475,97649,1391
172.42751749327994,97649,1392
172.20051181160443,97649,1393
168.13196742439968,97649,1394
167.14207187718935,97649,1395
168.2510478386551,97649,1396
168.09091113460704,97649,1397
168.12609861115556,97649,1398
167.16013260236994,97649,1399
172.212146131956,97649,1400
172.57179682303314,97649,1401
171.83683036894524,97649,1402
171.66318498593552,97649,1403
167.62353819393314,97649,1404
167.51038059722632,97649,1405
167.96932990608337,97649,1406
167.65068988149545,97649,1407
168.00617212705697,97649,1408
167.75008594809287,97649,1409
172.12553148601447,97649,1410
167.59356104890279,97649,1411
167.91130016336228,97649,1412
167.63558136518017,97649,1413
167.6299745192855,97649,1414
172.60410529970622,97649,1415
172.34760612323169,97649,1416
171.9908036802088,97649,1417
167.4321023330084,97649,1418
167.74366278754874,97649,1419
172.3553082181772,97649,1420
171.7848908961183,97649,1421
171.88398693414115,97649,1422
167.35957512126686,97649,1423
171.79298914615487,97649,1424
167.41541235904555,97649,1425
171.91208071669328,97649,1426
167.24891743389668,97649,1427
172.2214061078616,97649,1428
167.5436576812724,97649,1429
171.91357277336743,97649,1430
172.77749112288694,97649,1431
166.14932008553993,97649,1432
167.09085915858896,97649,1433
168.30076783801493,97649,1434
167.73859839211593,97649,1435
167.7795958922022,97649,1436
167.81148347741913,97649,1437
167.8393662235934,97649,1438
172.66573793393422,97649,1439
167.86768693591716,97649,1440
168.057111897659,97649,1441
167.70748298582296,97649,1442
172.49305489066836,97649,1443
167.22548172606184,97649,1444
167.25849232221825,97649,1445
172.0945208658109,97649,1446
168.22000878850784,97649,1447
167.66319513689677,97649,1448
172.45344697770943,97649,1449
168.2071536481898,97649,1450
173.48483892108484,97649,1451
172.07523243423176,97649,1452
173.0256500321741,97649,1453
168.26340879952036,97649,1454
173.3463803625676,97649,1455
168.73837172835692,97649,1456
168.58405132090135,97649,1457
168.38531126379792,97649,1458
169.31322219161018,97649,1459
173.52332136392727,97649,1460
167.70364713894926,97649,1461
169.43648420145436,97649,1462
172.8926612696404,97649,1463
171.7968502272249,97649,1464
172.5623491500346,97649,1465
173.4195299146544,97649,1466
168.73974315711087,97649,1467
169.10372148868078,97649,1468
168.3468272447572,97649,1469
172.06577030284586,97649,1470
170.67127354111236,97649,1471
169.98926197672577,97649,1472
171.68252482899794,97649,1473
167.82188899952294,97649,1474
168.69197126813248,97649,1475
173.48726646680885,97649,1476
171.9660682029776,97649,1477
172.87965598225256,97649,1478
172.24304023256826,97649,1479
170.6427044863384,97649,1480
170.58563916190386,97649,1481
169.4671843601551,97649,1482
172.31236920028385,97649,1483
170.44347216970593,97649,1484
172.10609250722652,97649,1485
172.18170367579089,97649,1486
167.75290129123388,97649,1487
171.60599414864996,97649,1488
173.17391008531675,97649,1489
167.63007341004698,97649,1490
172.54853670820958,97649,1491
172.10122195119135,97649,1492
173.1934008722849,97649,1493
168.22523814457043,97649,1494
171.93398713774621,97649,1495
168.24106505062198,97649,1496
171.31730545929287,97649,1497
171.47298623003968,97649,1498
171.922420750981,97649,1499
173.2759006412722,97649,1500
168.0064240450745,97649,1501
171.96711482490016,97649,1502
168.7778778149597,97649,1503
172.19098260470793,97649,1504
170.8423254297279,97649,1505
171.31016863634608,97649,1506
171.39965160871805,97649,1507
168.65719343893468,97649,1508
170.79742552777205,97649,1509
169.42642959497002,97649,1510
171.1870539567828,97649,1511
168.65954438754807,97649,1512
171.6515775375765,97649,1513
172.4740488138515,97649,1514
168.67347244573514,97649,1515
172.0602662178953,97649,1516
169.1054572255021,97649,1517
168.68464720189147,97649,1518
168.87479593120298,97649,1519
169.34299640783183,97649,1520
168.9142509115083,97649,1521
168.95418326711572,97649,1522
169.2923524622378,97649,1523
172.02604498102184,97649,1524
172.09316373657703,97649,1525
171.0365171472864,97649,1526
168.6492525048769,97649,1527
169.27347459085473,97649,1528
171.6275821014064,97649,1529
168.60788821548127,97649,1530
169.17999058701758,97649,1531
168.88104030419444,97649,1532
168.8117764524492,97649,1533
171.63248203268185,97649,1534
168.6167299942089,97649,1535
170.5211551190483,97649,1536
169.10828381444722,97649,1537
171.42263943588262,97649,1538
171.3408058040964,97649,1539
168.6203627089152,97649,1540
169.16873384075282,97649,1541
170.49971695571742,97649,1542
171.5968755931185,97649,1543
169.9215931874211,97649,1544
170.94802403816004,97649,1545
168.28131304591687,97649,1546
169.22685733901605,97649,1547
169.65414535279064,97649,1548
171.08090252740357,97649,1549
171.7282175839494,97649,1550
170.97782583458297,97649,1551
170.86364180235609,97649,1552
167.00726163054006,97649,1553
171.6504685440762,97649,1554
170.2734362595003,97649,1555
171.32123200503008,97649,1556
169.97027270787794,97649,1557
170.2329155888348,97649,1558
168.01169815347944,97649,1559
166.97590079255545,97649,1560
167.98855521076294,97649,1561
166.91412335104602,97649,1562
167.60346229677043,97649,1563
172.12262619619958,97649,1564
167.582964069024,97649,1565
166.88972624092108,97649,1566
172.1326392532723,97649,1567
166.8544443832886,97649,1568
166.8990497057678,97649,1569
166.80160434522202,97649,1570
170.2427957713647,97649,1571
166.76615695413838,97649,1572
171.9593739165636,97649,1573
167.6736171860306,97649,1574
167.0675486752501,97649,1575
166.7737757861025,97649,1576
167.73300776687697,97649,1577
167.35045870655208,97649,1578
167.81298103405106,97649,1579
167.86800440872662,97649,1580
169.13957609953812,97649,1581
167.47358486599964,97649,1582
167.60315221485627,97649,1583
168.80756518835025,97649,1584
168.62004796029294,97649,1585
168.73361442291454,97649,1586
168.70573442181518,97649,1587
169.20456938156627,97649,1588
168.83878121611428,97649,1589
168.6537675466194,97649,1590
169.07334823587837,97649,1591
168.49329092172493,97649,1592
166.81769070494437,97649,1593
169.03221545166824,97649,1594
169.26976589106812,97649,1595
166.87478899987363,97649,1596
170.04200700148542,97649,1597
168.24335354702077,97649,1598
172.02799649175583,97649,1599
168.56239195586403,97649,1600
166.79608264461476,97649,1601
166.96673366470935,97649,1602
167.08828691353014,97649,1603
168.23358484528853,97649,1604
170.14115638673422,97649,1605
166.65761854967832,97649,1606
168.1634592571927,97649,1607
167.13451245694318,97649,1608
167.06704640563757,97649,1609
171.78862413625023,97649,1610
168.59363159103773,97649,1611
167.06771554598504,97649,1612
171.49542584705196,97649,1613
168.18818458944781,97649,1614
170.10246618200304,97649,1615
171.71913495443331,97649,1616
167.12371295494452,97649,1617
170.09988186633507,97649,1618
166.72887185944313,97649,1619
170.14514132064716,97649,1620
171.6867902136406,97649,1621
167.13413270079383,97649,1622
167.0637214758355,97649,1623
168.51230568800162,97649,1624
166.64093018221277,97649,1625
168.67553023295224,97649,1626
171.43385746720162,97649,1627
168.04010488920352,97649,1628
171.28700103895503,97649,1629
171.405332682047,97649,1630
168.70715855604658,97649,1631
171.59404531755916,97649,1632
168.29526791761444,97649,1633
171.6794095088265,97649,1634
169.9480286562578,97649,1635
171.24604518084178,97649,1636
168.398225592692,97649,1637
171.58005039297962,97649,1638
168.8103476737029,97649,1639
168.61810509695394,97649,1640
169.02431942566574,97649,1641
169.43572071566064,97649,1642
168.33078588747088,97649,1643
169.36556802839362,97649,1644
170.43346945176475,97649,1645
170.17912181908758,97649,1646
170.96917499282358,97649,1647
171.15531140300746,97649,1648
170.1741817617164,97649,1649
170.732999314444,97649,1650
171.0175972111627,97649,1651
169.93179534444081,97649,1652
170.88787054958934,97649,1653
171.25790280025973,97649,1654
169.73186884747744,97649,1655
169.52745810979698,97649,1656
169.5511295107546,97649,1657
170.1006347274496,97649,1658
169.6026558710827,97649,1659
170.88512575784483,97649,1660
170.45755373201257,97649,1661
171.03637361630726,97649,1662
171.13082057056778,97649,1663
169.5720299260657,97649,1664
170.3180924964559,97649,1665
170.63940382421657,97649,1666
170.48835412385682,97649,1667
170.90950128528814,97649,1668
170.17221339532801,97649,1669
169.4075067681839,97649,1670
169.49199160497483,97649,1671
170.92735287739936,97649,1672
170.36998257402874,97649,1673
170.17697192353265,97649,1674
170.1947111751993,97649,1675
170.1765220847313,97649,1676
170.233323393417,97649,1677
169.3003720740973,97649,1678
169.94372619737106,97649,1679
169.48302026945558,97649,1680
169.54888749150524,97649,1681
169.575456774593,97649,1682
168.40588201822732,97649,1683
169.01630919619964,97649,1684
168.28500913097741,97649,1685
0.28153033817740947,184039,1827
0.28153033817740947,184039,1828
0.1382029448750825,183876,1829
0.1382029448750825,183876,1830
0.228454366996283,183659,1831
0.228454366996283,183659,1832
0.09536095474300846,183641,1833
0.09536095474300846,183641,1834
0.01917801952177504,180350,1835
0.01917801952177504,180350,1836
0.09709178619902362,179692,1837
0.09709178619902362,179692,1838
0.07411198104922151,170445,1839
0.07411198104922151,170445,1840
0.2243280549540414,186993,1841
0.15083989442573892,186993,1842
0.47563583581143104,186409,1843
0.09642413115629365,187164,1844
0.022821654990519295,187168,1845
0.059400862582990877,187166,1846
0.28413037879312597,184239,1847
0.03130163655787018,184415,1848
0.07432720124981937,183983,1849
0.24060187970562885,183980,1850
0.15798440348288,183978,1851
0.14671359303108447,183978,1852
0.04722922581837297,184028,1853
0.04969473725840988,184246,1854
0.036067777324593216,184029,1855
0.07854020199012111,184311,1856
0.054836775608021464,184029,1857
0.15925365017434784,184230,1858
0.09602669649568435,184308,1859
0.4422030121698909,184003,1860
0.09190783316324203,184308,1861
0.03462854556379646,184011,1862
0.03110325853339798,184011,1863
0.01731875322184804,184275,1864
0.15426157457568673,183991,1865
0.22602322564627983,184234,1866
0.052447732897488865,184261,1867
0.11994185201152646,184307,1868
0.019171884790752436,183972,1869
0.11519059804460213,183939,1870
0.05335240044402253,184288,1871
0.3831112377426342,184203,1872
0.07877596436706974,184294,1873
0.19832974294346858,184270,1874
0.21382623774722673,184270,1875
0.1883704174783464,184270,1876
0.3059039065321613,184142,1877
0.27901200719692776,184142,1878
0.06632042657243514,184204,1879
0.06335020532838137,184189,1880
0.030247729210349013,184190,1881
0.016626908769028535,184220,1882
0.12400508356534404,184218,1883
0.18590129547829984,183904,1884
0.13937146753521637,183904,1885
0.01315325438054888,183903,1886
0.13387672423856167,183882,1887
0.07950101278407486,183941,1888
0.27483780586682627,183865,1889
0.015049325768269908,183870,1890
0.12725750110082795,183875,1891
0.14849983565618638,184174,1892
0.07215750908378715,184215,1893
0.2758266845666913,184184,1894
0.10456169815658083,183891,1895
0.29436150203316996,184622,1896
0.0648980048603621,183891,1897
0.1771562372791812,184133,1898
0.03386766885530732,183695,1899
0.03306171873642258,183695,1900
0.11271219428489204,183914,1901
0.09300856670173947,183914,1902
0.07592708040681449,183896,1903
0.09102180662271668,183930,1904
0.10389068685103194,183930,1905
0.168190937384098,184103,1906
0.0872917244071726,184133,1907
0.13436399919713213,183860,1908
0.05143110163987603,184182,1909
0.23972777875251783,184158,1910
0.055016238787046166,183860,1911
0.010652084663093498,184038,1912
0.14292123794876177,184038,1913
0.15229702602695785,183786,1914
0.15700722831334726,183786,1915
0.15071737942307847,170223,1916
0.010838487648369413,183761,1917
0.4727231437534924,184117,1918
0.09645624496655018,183724,1919
0.29567313286731667,184117,1920
0.03566984001232763,183721,1921
0.041779724628871376,183721,1922
0.28422491629571595,184111,1923
0.14121942080560215,183747,1924
0.013489234602483406,184114,1925
0.16268261804752882,184112,1926
0.14834156723471983,184112,1927
0.13949165480943043,183722,1928
0.16869074062152886,183722,1929
0.025947775974837706,184111,1930
0.17651130747132174,183691,1931
0.187580708789035,183731,1932
0.11394285047760956,183730,1933
0.035676003084343884,180202,1934
0.07605988459475002,180439,1935
0.0373808490255309,180447,1936
0.028660886156283465,180427,1937
0.010873549773542863,183730,1938
0.034616198755079604,182697,1939
0.055624828604517076,182694,1940
0.157984860106474,183659,1941
0.11931071024361184,183702,1942
0.4435980465912424,184108,1943
0.3667799929172821,180202,1944
0.019474450650999377,180426,1945
0.01017626520375639,183645,1946
0.06278209964892077,183684,1947
0.061458636863612935,182843,1948
0.061264235178390324,182843,1949
0.012022788237627305,183347,1950
0.03347860724371719,183675,1951
0.07844259054053046,180258,1952
0.10662839328796939,183644,1953
0.019240078774401016,183093,1954
0.07241903505175937,183641,1955
0.06792538861755838,183349,1956
0.04283143632194982,183349,1957
0.058761755862984,183667,1958
0.09140052384162109,180401,1959
0.08668330942442096,180401,1960
0.09097680706834461,183669,1961
0.14689702731569795,183278,1962
0.06970345772152554,183666,1963
0.03393998831652691,183279,1964
0.020003575756804302,183353,1965
0.08543866608359454,183272,1966
0.10727206934025883,183272,1967
0.08817994387066484,182785,1968
0.13374357272427137,182788,1969
0.1926519814741482,182788,1970
0.03574622324297603,182660,1971
0.06739062218670087,182638,1972
0.024415410633122223,182635,1973
0.04226477682156771,182636,1974
0.053859753700165984,180391,1975
0.022280979294773087,170160,1976
0.13263331361649927,180367,1977
0.13767570432175946,180367,1978
0.173997061334882,183682,1979
0.1475802027100836,180367,1980
0.12569608423347112,182785,1981
0.08465076256918502,183679,1982
0.08610833312902487,183679,1983
0.08009686432652174,182639,1984
0.09507526823818158,182579,1985
0.0957661804606729,182579,1986
0.01018056305162158,180404,1987
0.07990339055233747,183678,1988
0.03559866442375924,180404,1989
0.023858405515029272,182664,1990
0.048879537181401436,180405,1991
0.046294920083836726,182659,1992
0.02274691910281497,180389,1993
0.10773021180076112,182659,1994
0.1166880061214732,182592,1995
0.15567316413299556,170221,1996
0.1588087149225324,170221,1997
0.08728980537987636,180328,1998
0.12862932638712646,170219,1999
0.06605113663446051,182619,2000
0.07478255708180684,180408,2001
0.026340391363584806,182590,2002
0.10248770295442833,180408,2003
0.08879053326303372,183276,2004
0.1189913309397207,180177,2005
0.1690898931301242,182674,2006
0.03880721294271918,182615,2007
0.05676358167387487,182656,2008
0.16457282165096998,183660,2009
0.14656405693047148,180177,2010
0.18338977227116413,170218,2011
0.031155034968165077,182623,2012
0.11960931912337507,183660,2013
0.08129796036398701,182643,2014
0.20868059656436652,184237,2015
0.00040786888574657215,182644,2016
0.24029162876287408,170215,2017
0.07285471980956212,182578,2018
0.007317720305425779,182578,2019
0.2904379189049608,180214,2020
0.12405518826636733,180388,2021
0.13072262857741676,180388,2022
0.13949269188967117,180388,2023
0.15953366328602592,180388,2024
0.15732339707712784,180388,2025
0.046637296643789836,182622,2026
0.11326095701170093,173617,2027
0.019136129363500804,182479,2028
0.018684523886411435,182479,2029
0.018500546099979864,182479,2030
0.12293456940850754,182303,2031
0.14841217155840067,180235,2032
0.09204610697432263,182477,2033
0.24616702769355106,169584,2034
0.13528485215248107,182334,2035
0.033486651536452965,173573,2036
0.03493765900829905,182328,2037
0.034828778435120965,182338,2038
0.11896743869277997,180235,2039
0.037753803851135144,184130,2040
0.03618988927318363,169595,2041
0.0871552025893691,180290,2042
0.020339745431555024,182541,2043
0.21436129046703029,169595,2044
0.1125181960293654,180230,2045
0.23937389830223574,178720,2046
0.19018836035182693,169634,2047
0.20319325234586993,173516,2048
0.00969840031899902,180340,2049
0.029680669803512118,180231,2050
0.14393387914986933,169582,2051
0.07101138005789369,180231,2052
0.2594173656492345,180199,2053
0.229095639046212,180199,2054
0.13695142646992065,169636,2055
0.1644406716919527,169483,2056
0.18805055682873925,169483,2057
0.2120073332546839,169483,2058
0.43706509490617396,169483,2059
0.08353122106015654,169482,2060
0.09236410818171495,179697,2061
0.07371009310679437,182473,2062
0.06584566912651613,182473,2063
0.05418061768362549,182444,2064
0.042664501618667756,182433,2065
0.10809022189272272,182429,2066
0.04238306030168128,182426,2067
0.011182499198653582,182432,2068
0.017537793719446235,182222,2069
0.12037388282257654,182444,2070
0.06200924161007671,182402,2071
0.09216914159291599,179753,2072
0.16428403218122647,182499,2073
0.1135951626878348,182449,2074
0.07808209022589524,182494,2075
0.1072323379563202,182427,2076
0.10899530890105644,182427,2077
0.022734038083236784,182470,2078
0.09678659255627499,180227,2079
0.05933448027976846,169545,2080
0.021396018420456346,180226,2081
0.06632193858486671,180226,2082
0.0838701717148031,180226,2083
0.09563939439998063,179692,2084
0.20058917921280062,182499,2085
0.20784545816950542,182499,2086
0.0897260288209578,179692,2087
0.10602374709557338,179690,2088
0.10892457979048423,179700,2089
0.02979720224267763,170503,2090
0.1885772275323338,179687,2091
0.280269134301284,179686,2092
0.15865145857127946,169503,2093
0.020659252094000696,170474,2094
0.09443824183728018,170756,2095
0.1233115314812217,170471,2096
0.07849033738419514,170568,2097
0.022796770797493073,170471,2098
0.058639367764795745,170755,2099
