dpid,full_address
380910001498,"7152 N SHORE DR, HATTON, ND, 58240"
380910001521,"1101 PARKE AVE, PORTLAND, ND, 58274"
380910001521,"1101 PARKE AVE, PORTLAND, ND, 58274"
380990015652,"110 FRONT ST E, FOREST RIVER, ND, 58233"
380990008085,"7475 133RD AVE NE, HOOPLE, ND, 58243"
380910001555,"301 6TH ST E, FINLEY, ND, 58230"
380910001556,"13371 9TH ST NE, FINLEY, ND, 58230"
380910001557,"13062 8TH ST NE, FINLEY, ND, 58230"
380910001575,"683 144TH AVE NE, PORTLAND, ND, 58274"
380910001577,"13716 8TH ST NE, PORTLAND, ND, 58274"
380910001583,"13652 11TH ST NE, HATTON, ND, 58240"
380910001591,"1020 GOLDEN SHORES DR, HATTON, ND, 58240"
380910001593,"1028 GOLDEN SHORES DR, HATTON, ND, 58240"
380910001565,"501 LEXINGTON AVE, FINLEY, ND, 58230"
380910001566,"14551 8TH ST NE, PORTLAND, ND, 58274"
380910001567,"3016 E SANDY BEACH RD, HATTON, ND, 58240"
380910001596,"1040 GOLDEN SHORES DR, HATTON, ND, 58240"
380910001601,"1060 GOLDEN SHORES DR, HATTON, ND, 58240"
380910001609,"19 137TH AVE NE, HOPE, ND, 58046"
380910001610,"1094 GOLDEN SHORES DR, FINLEY, ND, 58230"
380970004495,"515 153RD AVE NE, MAYVILLE, ND, 58257"
380970004501,"15177 5TH ST NE, MAYVILLE, ND, 58257"
380670004540,"14733 90TH ST NE, GLASSTON, ND, 58236"
380910001668,"6572 LAKEVIEW TERRACE DR, FINLEY, ND, 58230"
380910001673,"12717 17TH ST NE, SHARON, ND, 58277"
380910001634,"300 6TH ST E, FINLEY, ND, 58230"
380910001639,"14388 9TH ST NE, PORTLAND, ND, 58274"
380910001657,"8016 INTERLAKE RD, HATTON, ND, 58240"
380910001658,"3181 3RD AVE NE, NORTHWOOD, ND, 58267"
380910001625,"4115 11TH AVE NE, NORTHWOOD, ND, 58267"
380910001625,"4115 11TH AVE NE, NORTHWOOD, ND, 58267"
380910001678,"6520 LAKEVIEW TERRACE DR, FINLEY, ND, 58230"
380670004869,"15928 91ST ST NE, DRAYTON, ND, 58225"
380910001804,"875 127TH AVE NE, FINLEY, ND, 58230"
380670005097,"15185 91ST ST NE, HAMILTON, ND, 58238"
380970005635,"1209 PARKE AVE, PORTLAND, ND, 58274"
380990009905,"1001 PARK ST WEST APT 4 WEST RIDGE ESTATES, PARK RIVER, ND, 58270"
380970005672,"14405 5TH ST NE, PORTLAND, ND, 58274"
380990010355,"5552 152ND AVE NE, MINTO, ND, 58261"
380990010526,"15615 COUNTY ROAD 15, MINTO, ND, 58261"
380910001850,"13062 8TH ST NE, FINLEY, ND, 58230"
380910001856,"773 130TH AVE NE, FINLEY, ND, 58230"
380990010449,"15615 COUNTY ROAD 15, MINTO, ND, 58261"
380910001832,"845 130TH AVE NE, FINLEY, ND, 58230"
380990010602,"15113 60TH ST NE, MINTO, ND, 58261"
380990010769,"13809 61ST ST NE, PISEK, ND, 58273"
380990010716,"620 MAJOR AVE, MINTO, ND, 58261"
380990010673,"7333 141ST AVE NE, HOOPLE, ND, 58243"
380990010782,"5540 156TH AVE NE, ARDOCH, ND, 58261"
380990010996,"6296 155TH AVE NE, MINTO, ND, 58261"
380970006299,"921 HIGHWAY 18 NE, PORTLAND, ND, 58274"
380910001875,"12860 7TH ST NE, FINLEY, ND, 58230"
380910001888,"626 129TH AVE NE, FINLEY, ND, 58230"
380970006468,"14799 HIGHWAY 200 NE, PORTLAND, ND, 58274"
380990011161,"14360 76TH ST NE, HOOPLE, ND, 58243"
380910001890,"665 131ST AVE NE, FINLEY, ND, 58230"
380990011236,"14181 COUNTY ROAD 9, HOOPLE, ND, 58243"
380970006509,"685 150TH AVE NE, MAYVILLE, ND, 58257"
380970006538,"14910 7TH ST NE, PORTLAND, ND, 58274"
380970006517,"682 150TH AVE NE, MAYVILLE, ND, 58257"
380990011355,"509 ALMERON AVE, DRAYTON, ND, 58225"
380990011362,"509 ALMERON AVE, DRAYTON, ND, 58225"
380970006511,"694 150TH AVE NE, MAYVILLE, ND, 58257"
380990011371,"509 ALMERON AVE, DRAYTON, ND, 58225"
380990011363,"509 ALMERON AVE, DRAYTON, ND, 58225"
380990011367,"509 ALMERON AVE, DRAYTON, ND, 58225"
380990011368,"509 ALMERON AVE, DRAYTON, ND, 58225"
380990011369,"509 ALMERON AVE, DRAYTON, ND, 58225"
380670005474,"16041 COUNTY 3, DRAYTON, ND, 58225"
380990011527,"200 7TH ST, MINTO, ND, 58261"
380910001954,"1091 122ND AVE NE, SHARON, ND, 58277"
380910002005,"924 122ND AVE NE, SHARON, ND, 58277"
380990011937,"14074 HIGHWAY 17, GRAFTON, ND, 58237"
380990011930,"14076 HIGHWAY 17, GRAFTON, ND, 58237"
380990011931,"14076 HIGHWAY 17, GRAFTON, ND, 58237"
380990012019,"6898 137TH AVE NE, PARK RIVER, ND, 58270"
380990012021,"217 RAILROAD AVE W, PARK RIVER, ND, 58270"
380990012025,"208 SANDWOOD CIR, PARK RIVER, ND, 58270"
380990012103,"314 RAILROAD AVE E, PARK RIVER, ND, 58270"
380990012092,"208 SANDWOOD CIR, PARK RIVER, ND, 58270"
380670005667,"15907 86TH ST NE, DRAYTON, ND, 58225"
380670005654,"8622 157TH AVE NE, DRAYTON, ND, 58225"
380670005656,"8614 157TH AVE NE, DRAYTON, ND, 58225"
380990012068,"307 CODE AVE S, PARK RIVER, ND, 58270"
380990012049,"208 SANDWOOD CIR, PARK RIVER, ND, 58270"
380990012050,"309 3RD ST W, PARK RIVER, ND, 58270"
380990012052,"208 SANDWOOD CIR, PARK RIVER, ND, 58270"
380990012053,"208 WADGE AVE S, PARK RIVER, ND, 58270"
380990012055,"305 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012056,"307 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012041,"218 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012042,"216 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012046,"211 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012048,"217 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012065,"310 WADGE AVE S, PARK RIVER, ND, 58270"
380990012034,"205 CODE AVE S, PARK RIVER, ND, 58270"
380990012036,"211 CODE AVE S, PARK RIVER, ND, 58270"
380990012038,"203 3RD ST, PARK RIVER, ND, 58270"
380990012076,"6518 137TH AVE NE, PARK RIVER, ND, 58270"
380990012031,"109 3RD ST W, PARK RIVER, ND, 58270"
380990012067,"13809 61ST ST NE, PISEK, ND, 58273"
380990012057,"311 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012058,"311 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012059,"5540 156TH AVE NE, ARDOCH, ND, 58261"
380990012060,"323 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012061,"307 4TH ST W, PARK RIVER, ND, 58270"
380990012062,"307 4TH ST W, PARK RIVER, ND, 58270"
380990012063,"318 WADGE AVE S, PARK RIVER, ND, 58270"
380990012064,"304 WADGE AVE S, PARK RIVER, ND, 58270"
380990012105,"419 HONEY AVE S, PARK RIVER, ND, 58270"
380990012088,"208 SANDWOOD CIR, PARK RIVER, ND, 58270"
380990012107,"419 HONEY AVE S, PARK RIVER, ND, 58270"
380990012108,"424 RAILROAD AVE E, PARK RIVER, ND, 58270"
380990012109,"420 RAILROAD AVE E, PARK RIVER, ND, 58270"
380990012145,"715 CODE AVE S, PARK RIVER, ND, 58270"
380990012146,"411 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012147,"415 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012148,"419 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012149,"309 5TH ST W, PARK RIVER, ND, 58270"
380990012150,"305 5TH ST W, PARK RIVER, ND, 58270"
380990012139,"418 CODE AVE S, PARK RIVER, ND, 58270"
380990012140,"6856 HIGHWAY 18, PARK RIVER, ND, 58270"
380990012141,"414 CODE AVE S, PARK RIVER, ND, 58270"
380990012143,"412 CODE AVE S, PARK RIVER, ND, 58270"
380990012163,"204 5TH ST W, PARK RIVER, ND, 58270"
380990012164,"513 CODE AVE S, PARK RIVER, ND, 58270"
380990012168,"512 HARRIS AVE S, PARK RIVER, ND, 58270"
380670005719,"15757 85TH ST NE, DRAYTON, ND, 58225"
380990012191,"607 RAILROAD AVE W, PARK RIVER, ND, 58270"
380990012192,"109 7TH ST E, PARK RIVER, ND, 58270"
380990012194,"620 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012195,"614 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012196,"608 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012197,"104 6TH ST E, PARK RIVER, ND, 58270"
380990012198,"603 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012199,"607 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012201,"623 BRIGGS AVE S, PARK RIVER, ND, 58270"
380670005710,"8543 159TH AVE NE, DRAYTON, ND, 58225"
380670005696,"8563 161ST AVE NE, DRAYTON, ND, 58225"
380670005698,"8524 160TH AVE NE, DRAYTON, ND, 58225"
380990012218,"313 7TH ST W, PARK RIVER, ND, 58270"
380990012220,"616 WADGE AVE S, PARK RIVER, ND, 58270"
380990012222,"308 6TH ST W, PARK RIVER, ND, 58270"
380990012223,"6518 137TH AVE NE, PARK RIVER, ND, 58270"
380910002065,"308 LEXINGTON AVE, FINLEY, ND, 58230"
380990012169,"206 5TH ST W, PARK RIVER, ND, 58270"
380990012170,"208 5TH ST W, PARK RIVER, ND, 58270"
380990012175,"517 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012210,"622 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012211,"616 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012213,"604 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012216,"623 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012217,"623 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012234,"810 CODE AVE S, PARK RIVER, ND, 58270"
380990012236,"310 ELM DR, PARK RIVER, ND, 58270"
380990012237,"308 ELM DR, PARK RIVER, ND, 58270"
380990012238,"306 ELM DR, PARK RIVER, ND, 58270"
380990012239,"304 ELM DR, PARK RIVER, ND, 58270"
380670005729,"15649 COUNTY 11, DRAYTON, ND, 58225"
380670005740,"8477 160TH AVE NE, DRAYTON, ND, 58225"
380990012177,"520 CODE AVE S, PARK RIVER, ND, 58270"
380990012185,"524 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012202,"622 CODE AVE S, PARK RIVER, ND, 58270"
380990012203,"616 CODE AVE S, PARK RIVER, ND, 58270"
380990012205,"602 CODE AVE S, PARK RIVER, ND, 58270"
380990012207,"609 CODE AVE S, PARK RIVER, ND, 58270"
380990012208,"615 CODE AVE S, PARK RIVER, ND, 58270"
380990012226,"204 7TH ST W, PARK RIVER, ND, 58270"
380990012228,"310 7TH ST W, PARK RIVER, ND, 58270"
380990012230,"314 7TH ST W, PARK RIVER, ND, 58270"
380990012231,"802 CODE AVE S, PARK RIVER, ND, 58270"
380990012240,"302 ELM DR, PARK RIVER, ND, 58270"
380990012241,"208 ELM DR, PARK RIVER, ND, 58270"
380990012242,"206 ELM DR, PARK RIVER, ND, 58270"
380990012243,"204 ELM DR, PARK RIVER, ND, 58270"
380990012244,"801 CODE AVE S, PARK RIVER, ND, 58270"
380990012245,"201 ELM DR, PARK RIVER, ND, 58270"
380990012246,"230 ELM DR, PARK RIVER, ND, 58270"
380990012247,"205 ELM DR, PARK RIVER, ND, 58270"
380990012248,"207 ELM DR, PARK RIVER, ND, 58270"
380990012249,"301 ELM DR, PARK RIVER, ND, 58270"
380990012250,"303 ELM DR, PARK RIVER, ND, 58270"
380990012251,"305 ELM DR, PARK RIVER, ND, 58270"
380990012252,"307 ELM DR, PARK RIVER, ND, 58270"
380990012253,"309 ELM DR, PARK RIVER, ND, 58270"
380990012153,"410 WADGE AVE S, PARK RIVER, ND, 58270"
380990012154,"404 WADGE AVE S, PARK RIVER, ND, 58270"
380990012156,"6369 129TH AVE NE, PARK RIVER, ND, 58270"
380990012157,"510 WADGE AVE S, PARK RIVER, ND, 58270"
380990012278,"205 SOUTHVIEW DR, PARK RIVER, ND, 58270"
380990012279,"206 SOUTHVIEW DR, PARK RIVER, ND, 58270"
380990012280,"202 SOUTHVIEW DR, PARK RIVER, ND, 58270"
380990012282,"202 SOUTHVIEW DR, PARK RIVER, ND, 58270"
380990012283,"405 PARK AVE S, PARK RIVER, ND, 58270"
380990012294,"111 WADGE AVE S, PARK RIVER, ND, 58270"
380990012295,"103 WADGE AVE S, PARK RIVER, ND, 58270"
380990012297,"119 WADGE AVE S, PARK RIVER, ND, 58270"
380990012298,"123 WADGE AVE S, PARK RIVER, ND, 58270"
380990012299,"133 WADGE AVE S, PARK RIVER, ND, 58270"
380990012300,"127 WADGE AVE S, PARK RIVER, ND, 58270"
380990012263,"506 HILLTOP DR, PARK RIVER, ND, 58270"
380990012264,"902 CODE AVE S, PARK RIVER, ND, 58270"
380990012266,"602 HILLTOP DR, PARK RIVER, ND, 58270"
380990015352,"108 REGINA AVE S, PARK RIVER, ND, 58270"
380990012268,"606 HILLTOP DR, PARK RIVER, ND, 58270"
380990012284,"501 5TH ST W, PARK RIVER, ND, 58270"
380990012288,"405 HILL AVE S, PARK RIVER, ND, 58270"
380990012292,"503 WADGE AVE S, PARK RIVER, ND, 58270"
380990012347,"202 SANDWOOD CIR, PARK RIVER, ND, 58270"
380990012348,"123 PARK AVE S, PARK RIVER, ND, 58270"
380990012349,"127 PARK AVE S, PARK RIVER, ND, 58270"
380990012352,"208 PARK AVE, PARK RIVER, ND, 58270"
380990012353,"212 PARK AVE S, PARK RIVER, ND, 58270"
380990012269,"511 HILLTOP DR, PARK RIVER, ND, 58270"
380990012270,"604 HILLTOP DR, PARK RIVER, ND, 58270"
380990012273,"902 CODE AVE S, PARK RIVER, ND, 58270"
380990012274,"906 CODE AVE S, PARK RIVER, ND, 58270"
380990012275,"910 CODE AVE S, PARK RIVER, ND, 58270"
380990012316,"602 3RD ST W, PARK RIVER, ND, 58270"
380990012317,"602 3RD ST W, PARK RIVER, ND, 58270"
380990012301,"201 WADGE AVE S, PARK RIVER, ND, 58270"
380990012302,"203 WADGE AVE S, PARK RIVER, ND, 58270"
380990012303,"215 WADGE AVE S, PARK RIVER, ND, 58270"
380990012306,"303 WADGE AVE S, PARK RIVER, ND, 58270"
380990012307,"404 3RD ST W, PARK RIVER, ND, 58270"
380990012309,"210 PARK AVE N, PARK RIVER, ND, 58270"
380990012311,"506 3RD ST W, PARK RIVER, ND, 58270"
380990012312,"306 HILL AVE S, PARK RIVER, ND, 58270"
380990012313,"508 3RD ST W, PARK RIVER, ND, 58270"
380990012318,"608 3RD ST W, PARK RIVER, ND, 58270"
380990012319,"610 3RD ST W, PARK RIVER, ND, 58270"
380990012320,"612 3RD ST W, PARK RIVER, ND, 58270"
380990012323,"307 PARK AVE S, PARK RIVER, ND, 58270"
380990012340,"120 PARK AVE S, PARK RIVER, ND, 58270"
380990012342,"130 PARK AVE S, PARK RIVER, ND, 58270"
380990012343,"116 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012344,"107 PARK AVE S, PARK RIVER, ND, 58270"
380990012345,"212 SANDWOOD CIR, PARK RIVER, ND, 58270"
380990012346,"117 PARK AVE S, PARK RIVER, ND, 58270"
380990012331,"405 4TH ST W, PARK RIVER, ND, 58270"
380990012336,"104 PARK AVE S, PARK RIVER, ND, 58270"
380990012338,"112 PARK AVE S, PARK RIVER, ND, 58270"
380990012377,"218 HILL AVE S, PARK RIVER, ND, 58270"
380990012378,"214 HILL AVE S, PARK RIVER, ND, 58270"
380990012379,"204 HILL AVE S, PARK RIVER, ND, 58270"
380990012380,"201 HILL AVE S, PARK RIVER, ND, 58270"
380990012384,"104 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012371,"107 HILL AVE S, PARK RIVER, ND, 58270"
380990012372,"111 HILL AVE S, PARK RIVER, ND, 58270"
380990012373,"119 HILL AVE S, PARK RIVER, ND, 58270"
380990012374,"115 HILL AVE S, PARK RIVER, ND, 58270"
380990012375,"210 HILL AVE S, PARK RIVER, ND, 58270"
380990012376,"220 HILL AVE S, PARK RIVER, ND, 58270"
380990012357,"203 PARK AVE N, PARK RIVER, ND, 58270"
380990012358,"205 PARK AVE S, PARK RIVER, ND, 58270"
380990012362,"13809 61ST ST NE, PISEK, ND, 58273"
380990012385,"112 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012363,"102 HILL AVE S, PARK RIVER, ND, 58270"
380990012364,"106 HILL AVE S, PARK RIVER, ND, 58270"
380990012365,"108 HILL AVE S, PARK RIVER, ND, 58270"
380990012366,"112 HILL AVE S, PARK RIVER, ND, 58270"
380990012368,"116 HILL AVE S, PARK RIVER, ND, 58270"
380990012369,"103 HILL AVE S, PARK RIVER, ND, 58270"
380990012382,"209 HILL AVE S, PARK RIVER, ND, 58270"
380990012383,"213 HILL AVE S, PARK RIVER, ND, 58270"
380990012256,"502 HILLTOP DR, PARK RIVER, ND, 58270"
380990012257,"502B HILLTOP DR, PARK RIVER, ND, 58270"
380990012262,"504 HILLTOP DR, PARK RIVER, ND, 58270"
380990012495,"105 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012393,"608 2ND ST W, PARK RIVER, ND, 58270"
380990012394,"204 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012395,"208 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012396,"605 3RD ST W, PARK RIVER, ND, 58270"
380990012397,"201 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012398,"203 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012399,"209 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012480,"214 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012481,"222 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012486,"301 VIVIAN ST W, PARK RIVER, ND, 58270"
380990012502,"105 CODE AVE N, PARK RIVER, ND, 58270"
380990012506,"112 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012507,"116 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012508,"120 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012431,"123 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012433,"304 WADGE AVE S, PARK RIVER, ND, 58270"
380990012435,"126 WADGE AVE S, PARK RIVER, ND, 58270"
380990012436,"124 WADGE AVE S, PARK RIVER, ND, 58270"
380990012438,"112 WADGE AVE S, PARK RIVER, ND, 58270"
380990012402,"403 WADGE AVE S, PARK RIVER, ND, 58270"
380990012461,"124 VERNON AVE N, PARK RIVER, ND, 58270"
380990012462,"108 VERNON AVE N, PARK RIVER, ND, 58270"
380990012465,"132 BRIGGS AVE N, PARK RIVER, ND, 58270"
380990012404,"6893 138TH AVE NE, PARK RIVER, ND, 58270"
380990012405,"411 5TH ST W, PARK RIVER, ND, 58270"
380990012406,"421 WADGE AVE S, PARK RIVER, ND, 58270"
380990012407,"104 BRIGGS AVE, PARK RIVER, ND, 58270"
380990012487,"204 WADGE AVE N, PARK RIVER, ND, 58270"
380990012488,"13211 HIGHWAY 17, PARK RIVER, ND, 58270"
380990012490,"220 WADGE AVE N, PARK RIVER, ND, 58270"
380990012491,"220 WADGE AVE N, PARK RIVER, ND, 58270"
380990012492,"616 CODE AVE S, PARK RIVER, ND, 58270"
380990012493,"117 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012494,"111 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012419,"103 CODE AVE S, PARK RIVER, ND, 58270"
380990012420,"113 CODE AVE S, PARK RIVER, ND, 58270"
380990012422,"201 2ND ST W, PARK RIVER, ND, 58270"
380990012423,"13488 73RD ST NE, HOOPLE, ND, 58243"
380990012474,"12909 66TH ST NE, PARK RIVER, ND, 58270"
380990012475,"211 CODE AVE N, PARK RIVER, ND, 58270"
380990012478,"209 VIVIAN ST W, PARK RIVER, ND, 58270"
380990012479,"208 HARRIS AVE N, PARK RIVER, ND, 58270"
380990012412,"104 CODE AVE S, PARK RIVER, ND, 58270"
380990012415,"116 CODE AVE S, PARK RIVER, ND, 58270"
380990012416,"114 CODE AVE S, PARK RIVER, ND, 58270"
380990012417,"416 CODE AVE S, PARK RIVER, ND, 58270"
380990012446,"303 SANDWOOD DR, PARK RIVER, ND, 58270"
380990012447,"212 PROSPECT AVE N, PARK RIVER, ND, 58270"
380990012448,"5540 156TH AVE NE, ARDOCH, ND, 58261"
380990012451,"205 PARK ST E, PARK RIVER, ND, 58270"
380990012401,"410 4TH ST W, PARK RIVER, ND, 58270"
380990012425,"116 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012426,"112 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012427,"104 HARRIS AVE S, PARK RIVER, ND, 58270"
380990012430,"13224 64TH ST NE, PISEK, ND, 58273"
380990012466,"604 BRIGGS AVE S, PARK RIVER, ND, 58270"
380990012468,"118 BRIGGS AVE N, PARK RIVER, ND, 58270"
380990012471,"225 BRIGGS AVE N, PARK RIVER, ND, 58270"
380990012472,"221 BRIGGS AVE N, PARK RIVER, ND, 58270"
380990012386,"108 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012387,"110 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012388,"112 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012391,"107 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012392,"109 SUMMIT AVE S, PARK RIVER, ND, 58270"
380990012452,"205 PARK ST E, PARK RIVER, ND, 58270"
380990012497,"104 WADGE AVE N, PARK RIVER, ND, 58270"
380990012498,"13809 61ST ST NE, PISEK, ND, 58273"
380990012499,"110 WADGE AVE N, PARK RIVER, ND, 58270"
380990012546,"109 3RD ST W, PARK RIVER, ND, 58270"
380990012547,"201 PARK AVE N, PARK RIVER, ND, 58270"
380990012548,"203 PARK AVE N, PARK RIVER, ND, 58270"
380990012552,"207 PARK AVE N, PARK RIVER, ND, 58270"
380990012553,"205 PARK AVE N, PARK RIVER, ND, 58270"
380990012557,"208 HILL AVE N, PARK RIVER, ND, 58270"
380990012559,"205 HILL AVE N, PARK RIVER, ND, 58270"
380990012509,"121 BRIGGS AVE N, PARK RIVER, ND, 58270"
380990012512,"117 BRIGGS AVE N, PARK RIVER, ND, 58270"
380990012514,"105 PARK ST W, PARK RIVER, ND, 58270"
380990012515,"109 PARK ST W, PARK RIVER, ND, 58270"
380990012517,"118 CODE AVE N, PARK RIVER, ND, 58270"
380990012521,"103 WADGE AVE N, PARK RIVER, ND, 58270"
380990012540,"201 HILL AVE N, PARK RIVER, ND, 58270"
380990012544,"209 WADGE AVE N, PARK RIVER, ND, 58270"
380990012545,"202 PARK AVE N, PARK RIVER, ND, 58270"
380990012560,"206 HILL AVE N, PARK RIVER, ND, 58270"
380990012561,"206 PARK AVE N, PARK RIVER, ND, 58270"
380990012570,"210 HILL AVE N, PARK RIVER, ND, 58270"
380990012571,"212 HILL AVE N, PARK RIVER, ND, 58270"
380990012573,"211 HILL AVE N, PARK RIVER, ND, 58270"
380990012574,"209 HILL AVE N, PARK RIVER, ND, 58270"
380990012529,"123 WADGE AVE N, PARK RIVER, ND, 58270"
380990013019,"429 3RD ST, MINTO, ND, 58261"
380990012649,"104 VETERANS AVE S, PARK RIVER, ND, 58270"
380990012651,"13809 61ST ST NE, PISEK, ND, 58273"
380990012653,"120 VETERANS AVE S, PARK RIVER, ND, 58270"
380990012654,"124 VETERANS AVE S, PARK RIVER, ND, 58270"
380970007675,"817 CENTER AVE S, MAYVILLE, ND, 58257"
380990012589,"214 HILL AVE N, PARK RIVER, ND, 58270"
380990012592,"405 HOBBS ST W, PARK RIVER, ND, 58270"
380990012594,"503 HOBBS ST W, PARK RIVER, ND, 58270"
380990012595,"505 HOBBS ST W, PARK RIVER, ND, 58270"
380970007667,"617 3RD ST SE, HILLSBORO, ND, 58045"
380990012698,"405 PARK ST E, PARK RIVER, ND, 58270"
380990012611,"607 RAILROAD AVE W, PARK RIVER, ND, 58270"
380990012612,"315 WADGE AVE N, PARK RIVER, ND, 58270"
380990012620,"709A PARK ST W, PARK RIVER, ND, 58270"
380990012621,"118 BIRCH ST, PARK RIVER, ND, 58270"
380990012655,"127 VETERANS AVE S, PARK RIVER, ND, 58270"
380990012656,"123 VETERANS AVE S, PARK RIVER, ND, 58270"
380990012657,"119 VETERANS AVE S, PARK RIVER, ND, 58270"
380990012659,"13211 HIGHWAY 17, PARK RIVER, ND, 58270"
380990012660,"107 VETERANS AVE S, PARK RIVER, ND, 58270"
380990012661,"102 EUGENE AVE, PARK RIVER, ND, 58270"
380990012638,"13353 HIGHWAY 17, PARK RIVER, ND, 58270"
380970007680,"828 CENTER AVE S, MAYVILLE, ND, 58257"
380990012676,"111 REGINA AVE S, PARK RIVER, ND, 58270"
380990012678,"115 REGINA AVE S, PARK RIVER, ND, 58270"
380990012679,"6937 HIGHWAY 18, PARK RIVER, ND, 58270"
380990012680,"119 REGINA AVE S, PARK RIVER, ND, 58270"
380990013022,"429 3RD ST, MINTO, ND, 58261"
380990012575,"211 PARK AVE N, PARK RIVER, ND, 58270"
380990012577,"210 PARK AVE N, PARK RIVER, ND, 58270"
380990012578,"212 PARK AVE N, PARK RIVER, ND, 58270"
380990013071,"238 BROUGHTON AVE, MINTO, ND, 58261"
380990012683,"222 WADGE AVE N, PARK RIVER, ND, 58270"
380990012684,"226 WADGE AVE N, PARK RIVER, ND, 58270"
380990015746,"307 SPRING ST E, PARK RIVER, ND, 58270"
380990012631,"118 MAPLE ST, PARK RIVER, ND, 58270"
380990013070,"238 BROUGHTON AVE, MINTO, ND, 58261"
380990012640,"617 WADGE AVE S, PARK RIVER, ND, 58270"
380990012643,"719 WADGE AVE S, PARK RIVER, ND, 58270"
380990012644,"713 WADGE AVE S, PARK RIVER, ND, 58270"
380990012645,"705 WADGE AVE S, PARK RIVER, ND, 58270"
380990012583,"235 WADGE AVE N, PARK RIVER, ND, 58270"
380990012584,"216 PARK AVE N, PARK RIVER, ND, 58270"
380990012585,"214 PARK AVE N, PARK RIVER, ND, 58270"
380990012586,"213 PARK AVE N, PARK RIVER, ND, 58270"
380990012587,"215 PARK AVE N, PARK RIVER, ND, 58270"
380990012588,"216 HILL AVE N, PARK RIVER, ND, 58270"
380990012664,"108 REGINA AVE S, PARK RIVER, ND, 58270"
380990012665,"120 REGINA AVE S, PARK RIVER, ND, 58270"
380990012690,"303 SPRING ST E, PARK RIVER, ND, 58270"
380990012607,"401 HILL AVE N, PARK RIVER, ND, 58270"
380990012669,"112 REGINA AVE S, PARK RIVER, ND, 58270"
380990012670,"103 REGINA AVE S, PARK RIVER, ND, 58270"
380990012672,"406 PARK ST E, PARK RIVER, ND, 58270"
380990012673,"404 PARK ST E, PARK RIVER, ND, 58270"
380990012674,"107 REGINA AVE S, PARK RIVER, ND, 58270"
380990012675,"109 REGINA AVE S, PARK RIVER, ND, 58270"
380990012596,"507 HOBBS ST W, PARK RIVER, ND, 58270"
380990012601,"401 HILL AVE N, PARK RIVER, ND, 58270"
380990012738,"6518 137TH AVE NE, PARK RIVER, ND, 58270"
380990012711,"207 REGINA AVE S, PARK RIVER, ND, 58270"
380990012713,"211 REGINA AVE S, PARK RIVER, ND, 58270"
380990012714,"203 REGINA AVE S, PARK RIVER, ND, 58270"
380990012761,"13809 61ST ST NE, PISEK, ND, 58273"
380990012763,"701 5TH ST W, PARK RIVER, ND, 58270"
380990012742,"6914 101ST AVE NE, EDMORE, ND, 58330"
380990012743,"701 5TH ST W, PARK RIVER, ND, 58270"
