dpid,total_numberof_rooms,numberof_bedrooms,numberof_baths,full_address
290790000253,0,0,100,"933 NE 55TH AVE, SPICKARD, MO, 64679"
290790000217,0,0,100,"957 NE 80TH ST, SPICKARD, MO, 64679"
290790000219,0,0,100,"848 NE 100TH ST, SPICKARD, MO, 64679"
290790000228,0,0,100,"657 NE 108TH ST, SPICKARD, MO, 64679"
290790009632,0,0,100,"657 NE 108TH ST, SPICKARD, MO, 64679"
290790000232,0,0,100,"1033 HIGHWAY NN, SPICKARD, MO, 64679"
290790000259,0,0,100,"948 HIGHWAY NN, SPICKARD, MO, 64679"
290790000275,0,0,100,"1061 HIGHWAY Y, SPICKARD, MO, 64679"
290790000278,0,0,100,"377 NE 100TH ST, SPICKARD, MO, 64679"
290610008021,0,0,100,"23098 RIDGE AVE, GALLATIN, MO, 64640"
290610007952,0,0,100,"24955 RIDGE AVE, GALLATIN, MO, 64640"
290610007953,0,0,100,"25101 RIDGE AVE, GALLATIN, MO, 64640"
290610007980,0,0,100,"1404 S PROSPECT ST, GALLATIN, MO, 64640"
290610007981,0,0,100,"1510 S PROSPECT ST, GALLATIN, MO, 64640"
290610007986,0,0,100,"26622 STATE HIGHWAY 13, GALLATIN, MO, 64640"
290610008004,0,0,100,"26518 228TH ST, GALLATIN, MO, 64640"
290610008005,0,0,100,"26390 228TH ST, GALLATIN, MO, 64640"
290790000294,0,0,100,"1261 NW 10TH AVE, SPICKARD, MO, 64679"
290610007960,0,0,100,"602 E ELM ST, GALLATIN, MO, 64640"
290610007962,0,0,100,"510 E ELM ST, GALLATIN, MO, 64640"
290610007967,0,0,100,"1602 S MAIN ST, GALLATIN, MO, 64640"
290610007968,0,0,100,"1505 S PROSPECT ST, GALLATIN, MO, 64640"
290610007969,0,0,100,"1507 S PROSPECT ST, GALLATIN, MO, 64640"
290610007970,0,0,100,"1509 S PROSPECT ST, GALLATIN, MO, 64640"
290610007995,0,0,100,"26921 STATE HIGHWAY 13, GALLATIN, MO, 64640"
290610007998,0,0,100,"26005 228TH ST, GALLATIN, MO, 64640"
290610008000,0,0,100,"26563 228TH ST, GALLATIN, MO, 64640"
290790000280,0,0,100,"382 NE 100TH ST, SPICKARD, MO, 64679"
290790000282,0,0,100,"356 HIGHWAY C, SPICKARD, MO, 64679"
290610008016,0,0,100,"26927 STATE HIGHWAY 13, GALLATIN, MO, 64640"
290790000286,0,0,100,"922 NE 90TH ST, SPICKARD, MO, 64679"
290610007963,0,0,100,"1309 S PROSPECT ST, GALLATIN, MO, 64640"
290610007964,0,0,100,"1401 S PROSPECT ST, GALLATIN, MO, 64640"
290610007965,0,0,100,"1601 S MAIN ST, GALLATIN, MO, 64640"
290610007974,0,0,100,"208 W ELM ST, GALLATIN, MO, 64640"
290610007977,0,0,100,"1508 S PROSPECT ST, GALLATIN, MO, 64640"
290610007978,0,0,100,"1502 S PROSPECT ST, GALLATIN, MO, 64640"
290610007979,0,0,100,"1402 S PROSPECT ST, GALLATIN, MO, 64640"
290790000271,0,0,100,"1065 HIGHWAY Y, SPICKARD, MO, 64679"
290610007989,0,0,100,"1511 S PROSPECT ST, GALLATIN, MO, 64640"
290610007991,0,0,100,"1601 S PROSPECT ST, GALLATIN, MO, 64640"
290790000297,0,0,100,"193 NW 125TH ST, SPICKARD, MO, 64679"
290790000299,0,0,100,"148 NW 125TH ST, SPICKARD, MO, 64679"
290790000300,0,0,100,"191 NW 125TH ST, SPICKARD, MO, 64679"
290790009488,0,0,100,"510 NE 90TH ST, SPICKARD, MO, 64679"
290610008047,0,0,100,"32215 NICKEL AVE, JAMESPORT, MO, 64648"
290610008042,0,0,100,"22117 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008043,0,0,100,"22122 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008036,0,0,100,"22885 340TH ST, JAMESPORT, MO, 64648"
290610008037,0,0,100,"22735 340TH ST, JAMESPORT, MO, 64648"
290610008038,0,0,100,"22765 340TH ST, JAMESPORT, MO, 64648"
290610008030,0,0,100,"22251 340TH ST, JAMESPORT, MO, 64648"
290610008033,0,0,100,"22504 330TH ST, JAMESPORT, MO, 64648"
290610010696,0,0,100,"22255 320TH ST, JAMESPORT, MO, 64648"
290610008068,0,0,100,"31298 MAJOR AVE, JAMESPORT, MO, 64648"
290610008070,0,0,100,"31051 NICKEL AVE, JAMESPORT, MO, 64648"
290610008059,0,0,100,"33582 NICKEL AVE, JAMESPORT, MO, 64648"
290610008060,0,0,100,"33140 NICKEL AVE, JAMESPORT, MO, 64648"
290610008061,0,0,100,"23654 330TH ST, JAMESPORT, MO, 64648"
290610008062,0,0,100,"23920 330TH ST, JAMESPORT, MO, 64648"
290610008063,0,0,100,"23983 340TH ST, JAMESPORT, MO, 64648"
290610008064,0,0,100,"23397 340TH ST, JAMESPORT, MO, 64648"
290790000313,0,0,100,"287 HIGHWAY C, SPICKARD, MO, 64679"
290790000314,0,0,100,"228 HIGHWAY C, SPICKARD, MO, 64679"
290790000315,0,0,100,"1095 NW 25TH ST, SPICKARD, MO, 64679"
290610008073,0,0,100,"31907 NICKEL AVE, JAMESPORT, MO, 64648"
290610008080,0,0,100,"30043 STATE HIGHWAY 6, JAMESPORT, MO, 64648"
290610008081,0,0,100,"22533 304TH ST, JAMESPORT, MO, 64648"
290610008083,0,0,100,"22612 305TH ST, JAMESPORT, MO, 64648"
290610008055,0,0,100,"23483 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008056,0,0,100,"23774 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008086,0,0,100,"30706 NICKEL AVE, JAMESPORT, MO, 64648"
290610008048,0,0,100,"22846 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008049,0,0,100,"23061 330TH ST, JAMESPORT, MO, 64648"
290610008099,0,0,100,"23783 320TH ST, JAMESPORT, MO, 64648"
290610008132,0,0,100,"28750 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008135,0,0,100,"24899 300TH ST, JAMESPORT, MO, 64648"
290610008128,0,0,100,"24067 300TH ST, JAMESPORT, MO, 64648"
290610008130,0,0,100,"29736 OTTER AVE, GALLATIN, MO, 64640"
290610008131,0,0,100,"29474 OTTER AVE, GALLATIN, MO, 64640"
290610008087,0,0,100,"23107 302ND ST, JAMESPORT, MO, 64648"
290610008091,0,0,100,"23624 304TH ST, JAMESPORT, MO, 64648"
290790000335,0,0,100,"1190 NW 2ND AVE, SPICKARD, MO, 64679"
290790000320,0,0,100,"1136 NW 12TH AVE, SPICKARD, MO, 64679"
290790000321,0,0,100,"1195 NW 12TH AVE, SPICKARD, MO, 64679"
290790000329,0,0,100,"120 NW 12TH AVE, SPICKARD, MO, 64679"
290790000333,0,0,100,"1260 N HIGHWAY 65, SPICKARD, MO, 64679"
290610008100,0,0,100,"23225 320TH ST, JAMESPORT, MO, 64648"
290610008140,0,0,100,"24948 280TH ST, GALLATIN, MO, 64640"
290610008141,0,0,100,"24956 280TH ST, GALLATIN, MO, 64640"
290790000363,0,0,100,"59 NW 125TH ST, SPICKARD, MO, 64679"
290790000324,0,0,100,"140 NW 125TH ST, SPICKARD, MO, 64679"
290790009546,0,0,100,"1191 NW 12TH AVE, SPICKARD, MO, 64679"
290790000326,0,0,100,"165 HIGHWAY C, SPICKARD, MO, 64679"
290790000341,0,0,100,"1232 NE 10TH AVE, SPICKARD, MO, 64679"
290790000348,0,0,100,"91 HIGHWAY B, SPICKARD, MO, 64679"
290790000354,0,0,100,"1250 NW 10TH AVE, SPICKARD, MO, 64679"
290610008149,0,0,100,"29841 PRAIRIE AVE, GALLATIN, MO, 64640"
290610008150,0,0,100,"29076 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008143,0,0,100,"28903 STATE HIGHWAY V, GALLATIN, MO, 64640"
290790000373,0,0,100,"205 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000419,0,0,100,"306 N 2ND ST, SPICKARD, MO, 64679"
290610008167,0,0,100,"24479 320TH ST, JAMESPORT, MO, 64648"
290610008169,0,0,100,"24775 320TH ST, JAMESPORT, MO, 64648"
290610008173,0,0,100,"30095 PEPPER AVE, JAMESPORT, MO, 64648"
290610008152,0,0,100,"29167 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008153,0,0,100,"29560 PRAIRIE AVE, GALLATIN, MO, 64640"
290610008155,0,0,100,"29526 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008157,0,0,100,"31956 OTTER AVE, JAMESPORT, MO, 64648"
290610008158,0,0,100,"24114 320TH ST, JAMESPORT, MO, 64648"
290610008159,0,0,100,"24353 320TH ST, JAMESPORT, MO, 64648"
290610008184,0,0,100,"25066 320TH ST, JAMESPORT, MO, 64648"
290790000426,0,0,100,"211 PINE ST, SPICKARD, MO, 64679"
290610008205,0,0,100,"24963 335TH AVE, JAMESPORT, MO, 64648"
290610008206,0,0,100,"24993 335TH AVE, JAMESPORT, MO, 64648"
290610008207,0,0,100,"24848 335TH AVE, JAMESPORT, MO, 64648"
290610008189,0,0,100,"25523 QUARRY RD, JAMESPORT, MO, 64648"
290610008198,0,0,100,"24512 335TH AVE, JAMESPORT, MO, 64648"
290610008199,0,0,100,"24168 330TH ST, JAMESPORT, MO, 64648"
290610008201,0,0,100,"33046 OVAL AVE, JAMESPORT, MO, 64648"
290610008202,0,0,100,"33525 OVAL AVE, JAMESPORT, MO, 64648"
290610008204,0,0,100,"24959 335TH AVE, JAMESPORT, MO, 64648"
290610008193,0,0,100,"25938 QUARRY RD, JAMESPORT, MO, 64648"
290610008195,0,0,100,"31680 PRAIRIE AVE, JAMESPORT, MO, 64648"
290610008196,0,0,100,"25390 320TH ST, JAMESPORT, MO, 64648"
290790000438,0,0,100,"103 S 3RD ST, SPICKARD, MO, 64679"
290790000442,0,0,100,"209 MADISON ST, SPICKARD, MO, 64679"
290790000443,0,0,100,"111 S 2ND ST, SPICKARD, MO, 64679"
290610008236,0,0,100,"25670 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290790000460,0,0,100,"504 S 2ND ST, SPICKARD, MO, 64679"
290790000461,0,0,100,"211 LINCOLN ST, SPICKARD, MO, 64679"
290790000462,0,0,100,"511 S 2ND ST, SPICKARD, MO, 64679"
290790000463,0,0,100,"603 S 3RD ST, SPICKARD, MO, 64679"
290790000479,0,0,100,"65 NE 115TH ST, SPICKARD, MO, 64679"
290790000447,0,0,100,"203 S 2ND ST, SPICKARD, MO, 64679"
290790000448,0,0,100,"211 S 2ND ST, SPICKARD, MO, 64679"
290790000451,0,0,100,"212 S 2ND ST, SPICKARD, MO, 64679"
290610008209,0,0,100,"32679 OVAL AVE, JAMESPORT, MO, 64648"
290610008213,0,0,100,"32362 OTTER AVE, JAMESPORT, MO, 64648"
290610008219,0,0,100,"24777 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008220,0,0,100,"24968 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008224,0,0,100,"25325 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290790000465,0,0,100,"704 S 2ND ST, SPICKARD, MO, 64679"
290790000466,0,0,100,"705 S 2ND ST, SPICKARD, MO, 64679"
290790000467,0,0,100,"711 S 2ND ST, SPICKARD, MO, 64679"
290790000468,0,0,100,"717 S 2ND ST, SPICKARD, MO, 64679"
290790000513,0,0,100,"317 WASHINGTON ST, SPICKARD, MO, 64679"
290790000514,0,0,100,"414 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000516,0,0,100,"405 WASHINGTON ST, SPICKARD, MO, 64679"
290790000523,0,0,100,"615 N 8TH ST, SPICKARD, MO, 64679"
290790000524,0,0,100,"522 N 7TH ST, SPICKARD, MO, 64679"
290790000525,0,0,100,"514 N 7TH ST, SPICKARD, MO, 64679"
290790000526,0,0,100,"504 N 7TH ST, SPICKARD, MO, 64679"
290610008252,0,0,100,"26640 336TH ST, JAMESPORT, MO, 64648"
290610008254,0,0,100,"26645 330TH ST, JAMESPORT, MO, 64648"
290610008256,0,0,100,"32467 REEL AVE, JAMESPORT, MO, 64648"
290790000507,0,0,100,"821 GEARIN LN, SPICKARD, MO, 64679"
290790000508,0,0,100,"921 GEARIN LN, SPICKARD, MO, 64679"
290610008216,0,0,100,"32104 OVAL AVE, JAMESPORT, MO, 64648"
290610008226,0,0,100,"25597 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008227,0,0,100,"25455 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008228,0,0,100,"25551 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008229,0,0,100,"32083 PRAIRIE AVE, JAMESPORT, MO, 64648"
290610008230,0,0,100,"32304 PRAIRIE AVE, JAMESPORT, MO, 64648"
290610008231,0,0,100,"25753 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008233,0,0,100,"32672 PRAIRIE AVE, JAMESPORT, MO, 64648"
290610010711,0,0,100,"32860 PRAIRIE AVE, JAMESPORT, MO, 64648"
290610008235,0,0,100,"32733 PRAIRIE AVE, JAMESPORT, MO, 64648"
290790000452,0,0,100,"206 GRANT ST, SPICKARD, MO, 64679"
290790000453,0,0,100,"314 S 2ND ST, SPICKARD, MO, 64679"
290790000455,0,0,100,"315 S 2ND ST, SPICKARD, MO, 64679"
290790000517,0,0,100,"514 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000518,0,0,100,"508 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000521,0,0,100,"605 WASHINGTON ST, SPICKARD, MO, 64679"
290790000470,0,0,100,"743 S 2ND ST, SPICKARD, MO, 64679"
290790000474,0,0,100,"80 HIGHWAY B, SPICKARD, MO, 64679"
290790000489,0,0,100,"81 NE 115TH ST, SPICKARD, MO, 64679"
290790000491,0,0,100,"827 GEARIN LN, SPICKARD, MO, 64679"
290610008245,0,0,100,"26625 336TH ST, JAMESPORT, MO, 64648"
290610008247,0,0,100,"26616 330TH ST, JAMESPORT, MO, 64648"
290610008248,0,0,100,"26718 330TH ST, JAMESPORT, MO, 64648"
290610008250,0,0,100,"33015 REEL AVE, JAMESPORT, MO, 64648"
290610008266,0,0,100,"27432 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008267,0,0,100,"27205 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008270,0,0,100,"32305 STATE HIGHWAY V, JAMESPORT, MO, 64648"
290790000499,0,0,100,"303 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000500,0,0,100,"315 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000501,0,0,100,"415 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000503,0,0,100,"503 COMMERCIAL ST, SPICKARD, MO, 64679"
290610008259,0,0,100,"32671 REEL AVE, JAMESPORT, MO, 64648"
290610008262,0,0,100,"32837 REEL AVE, JAMESPORT, MO, 64648"
290790000374,0,0,100,"211 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000375,0,0,100,"653 N 2ND ST, SPICKARD, MO, 64679"
290790000376,0,0,100,"635 N 2ND ST, SPICKARD, MO, 64679"
290790000377,0,0,100,"613 N 2ND ST, SPICKARD, MO, 64679"
290610008277,0,0,100,"27570 332ND ST, JAMESPORT, MO, 64648"
290610008278,0,0,100,"27909 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008279,0,0,100,"27633 332ND ST, JAMESPORT, MO, 64648"
290610008271,0,0,100,"32282 STATE HIGHWAY V, JAMESPORT, MO, 64648"
290610008272,0,0,100,"27167 340TH ST, JAMESPORT, MO, 64648"
290610008290,0,0,100,"26501 QUARRY RD, JAMESPORT, MO, 64648"
290610008292,0,0,100,"26806 QUARRY RD, JAMESPORT, MO, 64648"
290790000533,0,0,100,"506 N 8TH ST, SPICKARD, MO, 64679"
290790000534,0,0,100,"810 WASHINGTON ST, SPICKARD, MO, 64679"
290790000535,0,0,100,"314 N 7TH ST, SPICKARD, MO, 64679"
290790000536,0,0,100,"304 N 7TH ST, SPICKARD, MO, 64679"
290790000538,0,0,100,"204 N 7TH ST, SPICKARD, MO, 64679"
290790000575,0,0,100,"513 JEWELL ST, SPICKARD, MO, 64679"
290790000580,0,0,100,"209 N 4TH ST, SPICKARD, MO, 64679"
290790000623,0,0,100,"416 CHALET LN, SPICKARD, MO, 64679"
290790000547,0,0,100,"512 WASHINGTON ST, SPICKARD, MO, 64679"
290790000548,0,0,100,"511 JEFFERSON ST, SPICKARD, MO, 64679"
290790000550,0,0,100,"408 WASHINGTON ST, SPICKARD, MO, 64679"
290790000599,0,0,100,"613 PINE ST, SPICKARD, MO, 64679"
290790000584,0,0,100,"203 N 4TH ST, SPICKARD, MO, 64679"
290790000569,0,0,100,"603 WATER ST, SPICKARD, MO, 64679"
290790000571,0,0,100,"612 WATER ST, SPICKARD, MO, 64679"
290790000572,0,0,100,"204 N 6TH ST, SPICKARD, MO, 64679"
290790000573,0,0,100,"214 N 6TH ST, SPICKARD, MO, 64679"
290790000574,0,0,100,"505 JEWELL ST, SPICKARD, MO, 64679"
290790000631,0,0,100,"905 CORAL ST, SPICKARD, MO, 64679"
290790000632,0,0,100,"304 S 8TH ST, SPICKARD, MO, 64679"
290790000551,0,0,100,"405 JEFFERSON ST, SPICKARD, MO, 64679"
290790000552,0,0,100,"419 N 4TH ST, SPICKARD, MO, 64679"
290790000611,0,0,100,"816 PINE ST, SPICKARD, MO, 64679"
290790000614,0,0,100,"714 GRANT ST, SPICKARD, MO, 64679"
290790000615,0,0,100,"618 GRANT ST, SPICKARD, MO, 64679"
290790000616,0,0,100,"614 GRANT ST, SPICKARD, MO, 64679"
290790000540,0,0,100,"102 N 7TH ST, SPICKARD, MO, 64679"
290790000543,0,0,100,"1008 PINE ST, SPICKARD, MO, 64679"
290790000544,0,0,100,"412 N 7TH ST, SPICKARD, MO, 64679"
290790000593,0,0,100,"514 JEWELL ST, SPICKARD, MO, 64679"
290790000595,0,0,100,"503 PINE ST, SPICKARD, MO, 64679"
290790000596,0,0,100,"511 PINE ST, SPICKARD, MO, 64679"
290790000527,0,0,100,"900 COMMERCIAL LN, SPICKARD, MO, 64679"
290790000530,0,0,100,"806 COMMERCIAL ST, SPICKARD, MO, 64679"
290790000566,0,0,100,"506 JEFFERSON ST, SPICKARD, MO, 64679"
290790000567,0,0,100,"305 N 6TH ST, SPICKARD, MO, 64679"
290790000568,0,0,100,"612 JEFFERSON ST, SPICKARD, MO, 64679"
290790000620,0,0,100,"404 S 4TH ST, SPICKARD, MO, 64679"
290790000622,0,0,100,"415 CHALET LN, SPICKARD, MO, 64679"
290790000561,0,0,100,"307 N 3RD ST, SPICKARD, MO, 64679"
290790000606,0,0,100,"918 PINE ST, SPICKARD, MO, 64679"
290790000607,0,0,100,"104 S 9TH ST, SPICKARD, MO, 64679"
290790000588,0,0,100,"104 N 3RD ST, SPICKARD, MO, 64679"
290790000591,0,0,100,"105 N 5TH ST, SPICKARD, MO, 64679"
290790000912,0,0,100,"372 NW 110TH ST, SPICKARD, MO, 64679"
290610008287,0,0,100,"31382 REEL AVE, JAMESPORT, MO, 64648"
290610008306,0,0,100,"29903 STATE HIGHWAY V, JAMESPORT, MO, 64648"
290610008307,0,0,100,"27477 QUARRY RD, JAMESPORT, MO, 64648"
290610008345,0,0,100,"28272 QUICK AVE, GALLATIN, MO, 64640"
290610008348,0,0,100,"26764 285TH ST, GALLATIN, MO, 64640"
290610008349,0,0,100,"28562 QUICK AVE, GALLATIN, MO, 64640"
290610008314,0,0,100,"30982 STATE HIGHWAY V, JAMESPORT, MO, 64648"
290610008333,0,0,100,"29679 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008334,0,0,100,"28902 QUICK AVE, GALLATIN, MO, 64640"
290610008335,0,0,100,"29592 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008301,0,0,100,"26875 QUARRY RD, JAMESPORT, MO, 64648"
290610008305,0,0,100,"27345 QUARRY RD, JAMESPORT, MO, 64648"
290610008327,0,0,100,"27707 SHADY RD, JAMESPORT, MO, 64648"
290610008328,0,0,100,"27906 SHADY RD, JAMESPORT, MO, 64648"
290610008329,0,0,100,"29592 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008338,0,0,100,"29781 STATE HIGHWAY V, JAMESPORT, MO, 64648"
290610008340,0,0,100,"28627 QUICK AVE, GALLATIN, MO, 64640"
290610008342,0,0,100,"28100 QUICK AVE, GALLATIN, MO, 64640"
290610008344,0,0,100,"28249 QUICK AVE, GALLATIN, MO, 64640"
290610008321,0,0,100,"31367 STATE HIGHWAY V, JAMESPORT, MO, 64648"
290610010948,0,0,100,"31257 STATE HIGHWAY V, JAMESPORT, MO, 64648"
290610008323,0,0,100,"27006 QUARRY RD, JAMESPORT, MO, 64648"
290610008324,0,0,100,"27000 QUARRY RD, JAMESPORT, MO, 64648"
290790000634,0,0,100,"714 PINE ST, SPICKARD, MO, 64679"
290790000635,0,0,100,"712 PINE ST, SPICKARD, MO, 64679"
290790000636,0,0,100,"708 PINE ST, SPICKARD, MO, 64679"
290790000637,0,0,100,"702 PINE ST, SPICKARD, MO, 64679"
290790000638,0,0,100,"616 PINE ST, SPICKARD, MO, 64679"
290790000639,0,0,100,"612 PINE ST, SPICKARD, MO, 64679"
290610008362,0,0,100,"29742 STATE HIGHWAY V, GALLATIN, MO, 64640"
290610008376,0,0,100,"28167 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008380,0,0,100,"28885 332ND ST, JAMESPORT, MO, 64648"
290610008382,0,0,100,"28572 332ND ST, JAMESPORT, MO, 64648"
290610008384,0,0,100,"28476 332ND ST, JAMESPORT, MO, 64648"
290790000640,0,0,100,"602 PINE ST, SPICKARD, MO, 64679"
290790000641,0,0,100,"103 S 6TH ST, SPICKARD, MO, 64679"
290790000644,0,0,100,"111 S 6TH ST, SPICKARD, MO, 64679"
290790000645,0,0,100,"408 PINE ST, SPICKARD, MO, 64679"
290790000649,0,0,100,"113 S 4TH ST, SPICKARD, MO, 64679"
290790000655,0,0,100,"203 S 4TH ST, SPICKARD, MO, 64679"
290790000661,0,0,100,"414 MADISON ST, SPICKARD, MO, 64679"
290790000666,0,0,100,"707 GRANT ST, SPICKARD, MO, 64679"
290790000669,0,0,100,"610 MADISON ST, SPICKARD, MO, 64679"
290610008389,0,0,100,"28721 332ND ST, JAMESPORT, MO, 64648"
290610008391,0,0,100,"28405 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008395,0,0,100,"28564 SHADY RD, JAMESPORT, MO, 64648"
290790000670,0,0,100,"206 S 6TH ST, SPICKARD, MO, 64679"
290790000671,0,0,100,"605 GRANT ST, SPICKARD, MO, 64679"
290790000672,0,0,100,"305 S 4TH ST, SPICKARD, MO, 64679"
290610008397,0,0,100,"28660 SHADY RD, JAMESPORT, MO, 64648"
290610008400,0,0,100,"29046 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008402,0,0,100,"28823 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008405,0,0,100,"28405 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008408,0,0,100,"29065 SHADY RD, JAMESPORT, MO, 64648"
290610008410,0,0,100,"33062 TOPPER AVE, LOCK SPRINGS, MO, 64654"
290610008415,0,0,100,"29561 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008431,0,0,100,"29304 332ND ST, JAMESPORT, MO, 64648"
290610008432,0,0,100,"29149 332ND ST, JAMESPORT, MO, 64648"
290790000690,0,0,100,"739 S 8TH ST, SPICKARD, MO, 64679"
290790000691,0,0,100,"757 S 8TH ST, SPICKARD, MO, 64679"
290790000710,0,0,100,"131 HIGHWAY B, SPICKARD, MO, 64679"
290790009589,0,0,100,"155 NE 126TH ST, SPICKARD, MO, 64679"
290610008488,0,0,100,"307 LAKE ST, LOCK SPRINGS, MO, 64654"
290610008490,0,0,100,"201 2ND ST, CHILLICOTHE, MO, 64601"
290790000787,0,0,100,"25 NW QUAIL LN, SPICKARD, MO, 64679"
290610008427,0,0,100,"313 CEDAR ST LCK SPGS, JAMESPORT, MO, 64648"
290610008430,4,0,100,"29866 STATE HIGHWAY 190, CHILLICOTHE, MO, 64601"
290790000730,0,0,100,"265 HIGHWAY B, SPICKARD, MO, 64679"
290790000762,0,0,100,"905 HIGHWAY Y, SPICKARD, MO, 64679"
290790000779,0,0,100,"55 NE 100TH ST, SPICKARD, MO, 64679"
290790000677,0,0,100,"410 S 3RD ST, SPICKARD, MO, 64679"
290610008476,0,0,100,"104 1ST ALY, CHILLICOTHE, MO, 64601"
290610008479,0,0,100,"202 N LOCUST ST, JAMESPORT, MO, 64648"
290790000720,0,0,100,"120 HIGHWAY B, SPICKARD, MO, 64679"
290790000816,0,0,100,"281 NW 90TH ST, SPICKARD, MO, 64679"
290790000894,0,0,100,"426 HIGHWAY C, SPICKARD, MO, 64679"
290790000896,0,0,100,"1145 HIGHWAY A, SPICKARD, MO, 64679"
290610008480,0,0,100,"300 N LOCUST ST, JAMESPORT, MO, 64648"
290610008484,0,0,100,"201 LOCK SPRINGS 3RD ST, JAMESPORT, MO, 64648"
290790000769,0,0,100,"1095 S 8TH ST, SPICKARD, MO, 64679"
290790000771,0,0,100,"1086 S 8TH ST, SPICKARD, MO, 64679"
290790000882,0,0,100,"1255 HIGHWAY A, SPICKARD, MO, 64679"
290790000883,0,0,100,"1259 HIGHWAY A, SPICKARD, MO, 64679"
290790000751,0,0,100,"187 NE 100TH ST, SPICKARD, MO, 64679"
290790000825,0,0,100,"762 NW 130TH ST, SPICKARD, MO, 64679"
290790000777,0,0,100,"1036 NE STONE LN, SPICKARD, MO, 64679"
290790000903,0,0,100,"410 HIGHWAY C, SPICKARD, MO, 64679"
290790000905,0,0,100,"334 HIGHWAY C, SPICKARD, MO, 64679"
290790000848,0,0,100,"563 HIGHWAY C, SPICKARD, MO, 64679"
290790000856,0,0,100,"1271 NW 60TH AVE, SPICKARD, MO, 64679"
290790000890,0,0,100,"1206 HIGHWAY A, SPICKARD, MO, 64679"
290790009592,0,0,100,"1200 HIGHWAY A, SPICKARD, MO, 64679"
290790000906,0,0,100,"322 HIGHWAY C, SPICKARD, MO, 64679"
290790000907,0,0,100,"325 NW 110TH ST, SPICKARD, MO, 64679"
290790000908,0,0,100,"383 NW 110TH ST, SPICKARD, MO, 64679"
290790000911,0,0,100,"372 NW 110TH ST, SPICKARD, MO, 64679"
290790000692,0,0,100,"902 CORAL ST, SPICKARD, MO, 64679"
290790000694,0,0,100,"748 S 8TH ST, SPICKARD, MO, 64679"
290790000706,0,0,100,"165 NE 130TH ST, SPICKARD, MO, 64679"
290790000709,0,0,100,"155 NE 126TH ST, SPICKARD, MO, 64679"
290790000723,0,0,100,"186 HIGHWAY B, SPICKARD, MO, 64679"
290790000724,0,0,100,"210 HIGHWAY B, SPICKARD, MO, 64679"
290790000727,0,0,100,"1126 NE 7TH AVE, SPICKARD, MO, 64679"
290790000797,0,0,100,"920 NE 7TH AVE, SPICKARD, MO, 64679"
290790000860,0,0,100,"1175 NW 60TH AVE, SPICKARD, MO, 64679"
290790000683,0,0,100,"311 LINCOLN ST, SPICKARD, MO, 64679"
290790000844,0,0,100,"567 NW 128TH ST, SPICKARD, MO, 64679"
290790000875,0,0,100,"350 NW TERN LN, SPICKARD, MO, 64679"
290790000876,0,0,100,"312 NW TEAL LN, SPICKARD, MO, 64679"
290790000923,0,0,100,"1054 HIGHWAY A, SPICKARD, MO, 64679"
290790000925,0,0,100,"487 NW 100TH ST, SPICKARD, MO, 64679"
290610008417,0,0,100,"29357 STATE HIGHWAY 190, JAMESPORT, MO, 64648"
290610008454,0,0,100,"103 LAKE ST LOCK SPGS, JAMESPORT, MO, 64648"
290610008456,0,0,100,"521 3RD ST, CHILLICOTHE, MO, 64601"
