osm_id,name,addr.postcode,alt_name,bicycle,bridge,bridge.name,cycleway,highway,lanes,layer,maxspeed,maxspeed.variable,name_1,name_2,name_3,old_ref,oneway,pc_left,pc_right,postal_code,ref,sidewalk,source,surface,tiger.cfcc,tiger.county,tiger.name_base,tiger.name_base_1,tiger.name_base_2,tiger.name_base_3,tiger.name_base_4,tiger.name_direction_prefix,tiger.name_direction_suffix,tiger.name_type,tiger.name_type_1,tiger.name_type_2,tiger.name_type_3,tiger.name_type_4,tiger.reviewed,tiger.separated,tiger.source,tiger.tlid,turn.lanes,wikidata
"5193100",Seven Mile Hill Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Seven Mile Hill,,,,,,,Rd,,,,,no,,,,,
"5193124",Steele Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193182",Hostetler Way West,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Hostetler,,,,,,W,Way,,,,,no,,,,,
"5193215",Webber Street,,,,,,lane,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
"5193266",North Pine Hollow Access Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193356",Eight Mile Road,,,,,,,tertiary,"2",,,,State Road,County Highway 182,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193358",Washington Street,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193392",East Scenic Drive,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193408",Cherry Heights Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193423",East 16th Street,,East 16th Place,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193477",Cherry Heights Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193537",Emerson Loop Road,,County Highway 173,,,,,tertiary,"2",,,,,,,,,,,,CR 173,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193602",E-141 Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,E-141,,,,,,,Rd,,,,,,,,,,
"5193622",Browns Creek Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193624",Kahneeta Road,,,,,,,tertiary,,,,,E-141 Road,,,,,,,,,,,,A41,,Kahneeta,E-141,,,,,,Rd,Rd,,,,,,,,,
"5193629",South Street,,,,,,,secondary,,,,,State Highway 293,Antelope Highway,,,,,,,OR 293,,,,A31,,South,State Highway 293,Antelope,,,,,St,,Hwy,,,no,,,,,
"5193648",Three Mile Road,,,,,,,tertiary,"2",,,,Three Mile County Road,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193671",Shaniko-Fossil Highway,,State Highway 218,,,,,secondary,,,,,,,,,,,,,OR 218,,,,,,,,,,,,,,,,,,,,,,,
"5193675",Antelope Highway,,,,,,,secondary,,,,,State Highway 293,,,,,,,,OR 293,,,,A31,,Antelope,State Highway 293,,,,,,Hwy,,,,,no,,,,,
"5193727",Sandlin Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193731",State Road,,Pioneer Road,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5193754",East 4th Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193820",Simnasho Road,,S-400 Road,,,,,tertiary,,,,,,,,,,,,,BIA 9,,,,,,,,,,,,,,,,,,,,,,,
"5193866",Simnasho-Hot Springs Road,,S-100 Road,,,,,tertiary,,,,,,,,,,,,,BIA 3,,,,,,,,,,,,,,,,,,,,,,,
"5193871",Mill Creek Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193872",1st Avenue,,Mosier-The Dalles Highway,,,,,secondary,"2",,30 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"5193909",Chenowith Creek Road,,Chenoweth Road,,,,lane,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5193911",F. A. Morrow Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193927",West 13th Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,13th,,,,,W,,St,,,,,no,,,,,
"5193931",Three Mile Road,,Three Mile County Road,,,,,tertiary,,,,,,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,
"5193936",Three Mile Road,,,,,,,tertiary,"2",,,,Three Mile County Road,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193975",East 13th Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5193977",E-141 Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,E-141,,,,,,,Rd,,,,,,,,,,
"5194016",Marsh Cutoff Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5194031",Irvine Street West,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Irvine,,,,,,W,St,,,,,no,,,,,
"5194071",Snipes Street West,,,,,,lane,tertiary,,,,,,,,,,,,,,,,,A41,,Snipes,,,,,,,St,,,,,no,,,,,
"5194112",Dufur Valley Road,,Dufur Mill Road,,,,,tertiary,,,,,,,,,,,,,,,TIGER,paved,,,,,,,,,,,,,,,,,,,,
"5194114",Emerson Loop Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194153",Oak Grove Avenue,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5194211",State Road,,County Highway 182,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194213",E-141 Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,E-141,,,,,,,Rd,,,,,,,,,,
"5194229",State Road,,,,,,,tertiary,,,,,County Highway 182,,,,,,,,,,,,A41,,State,County Highway 182,,,,,,Rd,,,,,no,,,,,
"5194322",,,,,,,,tertiary,,,,,,,,,yes,,,,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,
"5194463",Kelly Springs Road,,,,,,,tertiary,"2",,,,S-654 Road,,,,,,,,,,,,A41,,Kelly Springs,S-654,,,,,,Rd,Rd,,,,no,,,,,
"5194484",Mount Hood Street,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194522",Fairgrounds Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5194526",Dry Hollow Road,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194530",Main Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194589",Emerson Street West,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Emerson,,,,,,,Dr,,,,,no,,,,,
"5194635",Dufur Gap Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5194657",Chenoweth Loop Road,,,,,,lane,secondary,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,,,,,,
"5194658",Olney Road,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194723",Discovery Drive,,,designated,,,,tertiary,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,,,,,,
"5194761",Boyd Loop Road,,Boyd Market Road,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194770",Eight Mile Road,,,,,,,tertiary,"2",,,,State Road,County Highway 182,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194787",Trevitt Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194792",Fifteen Mile Road,,,,,,,tertiary,"2",,,,County Highway 182,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194845",Columbia Hall Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Columbia Hall,,,,,,,Rd,,,,,no,no,tiger_import_dch_v0.6_20070825,"175545103",,
"5194861",Terminal Street,,,,,,,tertiary,,,,,Cherry Heights Road,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194917",Reservation Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Reservation,,,,,,,Rd,,,,,,,,,,
"5194958",Reservation Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A74,,Reservation,,,,,,,Rd,,,,,no,,,,,
"5194961",Heimrich Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194970",Webber Street,,,,,,lane,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5194973",Fairgrounds Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Fairgrounds,,,,,,,Rd,,,,,no,,,,,
"5194983",Cherry Heights Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195071",Bureau of Indian Affairs Road 3,,,,,,,tertiary,,,,,Highway 3,Wapinitia Road,S-400 Road,,,,,,,,,,A41,,BIA Road 3,Highway 3,Wapinitia,S-400,,,,,,Rd,Rd,,,,,,,
"5195090",1st Avenue,,Mosier-The Dalles Highway,,,,,secondary,"2",,30 mph,school_zone,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"5195095",Dufur Bypass Road,,,,,,,tertiary,,,,,,,,,,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,
"5195137",Wrentham Market Road,,,,,,,tertiary,,,,,County Highway 4,,,,,,,,,,,,A41,,Wrentham Market,County Highway 4,,,,,,Rd,,,,,no,,,,,
"5195168",Reservation Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Reservation,,,,,,,Rd,,,,,,,,,,
"5195187",Skyline Road,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195189",Wamic Market Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5195205",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
"5195211",Dodson Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Dodson,,,,,,,Rd,,,,,no,,,,,
"5195253",Discovery Drive,,,designated,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Discovery,,,,,,,Dr,,,,,,,,,,
"5195255",Bret Clodfelter Way,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195262",Columbia View Drive,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Columbia View,,,,,,,Dr,,,,,no,,,,,
"5195266",Smock Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,
"5195335",Cherry Heights Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195365",Ward Road,,,,,,,tertiary,"2",,,,County Highway 114,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195376",3rd Avenue,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,3rd,,,,,,,Ave,,,,,,,,,,
"5195393",Sherar's Bridge Highway,,Oregon Highway 216,,,,,secondary,,,,,,,,,,,,,OR 216,,,,,,,,,,,,,,,,,,,,,,,
"5195492",Steele Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195513",Shaniko-Fossil Highway,,State Highway 218,,,,,secondary,,,,,,,,,,,,,OR 218,,,,,,,,,,,,,,,,,,no,,,,,
"5195519",Brewery Overpass Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195611",Celilo-Wasco Highway,,,,yes,,,secondary,,"1",,,State Highway 206,,,,,,,,OR 206,,,,A31,,Celilo-Wasco,State Highway 206,,,,,,Hwy,,,,,,no,tiger_import_dch_v0.6_20070825,175544853:175544826:175544827,,
"5195633",West 10th Street,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195639",Dry Hollow Road,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195642",Warm Springs Road,,S-200 Road,,,,,tertiary,,,,,,,,,,,,,BIA 8,,,,,,,,,,,,,,,,,,,,,,,
"5195653",,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195664",,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195736",National Forest Development Road 1720,,Brooks Meadow Road,,,,,tertiary,,,,,,,,,,,,,NF 1720,,,unpaved,,,,,,,,,,,,,,,,,,,,
"5195739",1st Avenue,"97058",Mosier-The Dalles Highway,designated,,,,secondary,"2",,30 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"5195744",Kelly Avenue,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195765",Snipes Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Snipes,,,,,,,St,,,,,no,,,,,
"5195779",Veterans Drive,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195810",Northeast 1st Street,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195818",Skyline Road,,,,,,,tertiary,,,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,
"5195870",West Scenic Drive,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195903",West 13th Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5195963",East 2nd Street,,State Road,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"5196000",Fairgrounds Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Fairgrounds,,,,,,,Rd,,,,,no,,,,,
"5196011",S-507A Road,,,,,,,tertiary,,,,,,,,,,,,,,no,,unpaved,,,,,,,,,,,,,,,,,,,,
"5196093",Shadybrook Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5196098",Main Street,,,,,,,secondary,,,,,State Highway 218,Shaniko-Fossil Highway,,,,,,,OR 218,,,,A31,,Main,State Highway 218,Shaniko-Fossil,,,,,St,,Hwy,,,,,,,,
"5196127",Reservation,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Reservation,,,,,,,,,,,,,,,,,
"5201433",Cottonwood Road,,,,,,,secondary,,,,,State Highway 206,Wasco-Heppner Highway,,,,,,,OR 206,,,,A31,"Gilliam, OR",Cottonwood,State Highway 206,Wasco-Heppner,,,,,Rd,,Hwy,,,yes,,,,,
"5201736",Blalock Canyon Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,"Gilliam, OR",Blalock Canyon,,,,,,,Rd,,,,,no,,,,,
"5277594",Timberline Highway,,,,,,,secondary,,,,,,,,,,,,,OR 173,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"5279127",Timberline Highway,,,,,,,secondary,,,,,,,,,yes,,,,OR 173,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"5287205",National Forest Development Road 58,,,designated,,,,tertiary,,,,,,,,,,,,,NF 58,no,,paved,,,,,,,,,,,,,,,,,,,,
"5289838",Skyline Road,,National Forest Development Road 42,designated,,,,tertiary,,,,,,,,,,,,,NF 42,no,,paved,,,,,,,,,,,,,,,,,,,,
"5291454",Kiwanis Camp Road,,,,,,,tertiary,,,,,39 Road,National Forest Development Road 2639,,,,,,,,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"5295100",East Government Camp Loop,,,designated,,,,tertiary,,,25 mph,,,,,,,,,,,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"5300045",National Forest Development Road 2656,,,,,,,tertiary,,,,,,,,,,,,,,no,TIGER,paved,,,,,,,,,,,,,,,,,,,,
"5305982",East Government Camp Loop,,,designated,,,,tertiary,"2",,25 mph,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,
"5399659",Shaniko-Fossil Highway,,State Highway 218,,,,,secondary,,,,,,,,,,,,,OR 218,,,,,,,,,,,,,,,,,,,,,,,
"5447065",Blue Lake Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Jefferson, OR",Blue Lk,,,,,,,Rd,,,,,no,,,,,
"5448293",Ka-Nee-Ta Simnasho Road,,E-100 Road,,,,,tertiary,,,,,,,,,,,,,BIA 3,,,,,,,,,,,,,,,,,,,,,,,
"5922989",,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",,,,,,,,,,,,,no,,,,,
"5926287",Rock Creek Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",,,,,,,,,,,,,,,,,,
"5927055",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5927577",Wishram Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Wishram,,,,,,,Rd,,,,,,,,,,
"5927578",Wishram Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Wishram,,,,,,,Rd,,,,,,,,,,
"5927697",Dallesport Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Dallesport,,,,,,,Rd,,,,,no,,,,,
"5927703",Dallesport Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Dallesport,,,,,,,Rd,,,,,no,,,,,
"5927911",Old Highway 8,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5928020",Maryhill Highway,,,,,,,tertiary,,,,,,,,,,,,,,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,
"5928515",Boulder Drive,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Boulder,,,,,,,Dr,,,,,no,,,,,
"5928516",Boulder Drive,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Boulder,,,,,,,Dr,,,,,no,,,,,
"5928566",Glenwood Avenue,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Glenwood,,,,,,,Ave,,,,,no,,,,,
"5929355",Centerville Highway,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Centerville,,,,,,,Hwy,,,,,no,,,,,
"5929370",Centerville Highway,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Centerville,,,,,,,Hwy,,,,,,,,,,
"5929644",Main Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Main,,,,,,,St,,,,,,,,,,
"5930924",Stonehenge Drive,,,,,,,tertiary,,,,,,,,,,,,"98620",,,Yahoo,,,,,,,,,,,,,,,,,,,,,
"5930954",Bluff Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Bluff,,,,,,,Rd,,,,,,,,,,
"5930955",Bluff Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Bluff,,,,,,,Rd,,,,,,,,,,
"35457617",Highway 30,,Mosier-the Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"35457618",Highway 30,"97058",Mosier-the Dalles Highway,designated,yes,,,tertiary,"2","1",55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"35600386",Mosier-The Dalles Highway,,,,yes,,,secondary,"2","1",30 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"35600387",Mosier-The Dalles Highway,,,,,,,secondary,"2",,30 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"37031804",River Road,,,,,,lane,tertiary,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,no,,,,,
"37608085",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37608087",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37608088",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37608089",,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37608090",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"37877299",Wapinitia Highway,,Oregon Highway 216,,,,,secondary,,,,,,,,,,,,,OR 216,,,paved,,,,,,,,,,,,,,,,,,,,
"44164309",Timberline Highway,,,,,,,secondary,,,,,,,,,yes,,,,OR 173,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"45228753",,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"45228756",Mt. Hood Meadows Road,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"45416353",Brewery Overpass Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"45416354",Brewery Overpass Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"45845472",Biggs-Rufus Highway,,,,,,,secondary,,,,,State Route 206,State Highway 206,Fulton Canyon Road,,,,,,OR 206,,,,A31,"Sherman, OR",Biggs-Rufus,State Route 206,State Highway 206,Fulton Canyon,,,,Hwy,,,Rd,,,no,tiger_import_dch_v0.6_20070808,175497952:175497953:175497988:175497944:175497937,,
"48110059",National Forest Development Road 44,,Dufur Valley Road,,,,,tertiary,,,,,,,,,,,,,NF 44,,,paved,,,,,,,,,,,,,,,,,,,,
"66623336",Punchbowl Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66623339",Punchbowl Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66624308",Lost Lake Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66624310",Lost Lake Road,,,,yes,,,tertiary,"2","1",,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66626099",Dee Highway,,,,,,,secondary,"2",,,,,,,,,,,,OR 281,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66626106",Dee Highway,,,,yes,,,secondary,,"1",,,,,,,,,,,OR 281,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634598",Toll Bridge Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634601",Toll Bridge Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634604",Baseline Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634607",Baseline Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634615",Woodworth Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634616",Hood River Highway,,,,,,,secondary,,,,,Cooper Spur Road,,,,,,,,OR 281,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634621",Hood River Highway,,,,yes,,,secondary,,"1",,,Cooper Spur Road,,,,,,,,OR 281,,TIGER,,,,,,,,,,,,,,,,,,,,,
"66634638",Woodworth Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"74099973",Baseline Drive,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"74099999",May Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,May,,,,,,,St,,,,,no,,,,,
"74100000",May Street,,,,,,,secondary,,,,,,,,,,,,,,,,,A41,,May,,,,,,,St,,,,,,,,,,
"74112041",Lolo Pass Road,,National Forest Development Road 18,,,,,tertiary,,,,,,,,,,,,,NF 18,,,paved,,,,,,,,,,,,,,,,,,,,
"74112042",Lolo Pass Road,,National Forest Development Road 18,,yes,,,tertiary,,,,,,,,,,,,,NF 18,,,,,,,,,,,,,,,,,,,,,,,
"74112043",Lolo Pass Road,,National Forest Development Road 18,,,,,tertiary,,,,,,,,,,,,,NF 18,,,,,,,,,,,,,,,,,,,,,,,
"74112050",Lost Lake Road,,National Forest Development Road 13,,yes,,,tertiary,,"1",,,,,,,,,,,NF 13,,TIGER,,,,,,,,,,,,,,,,,,,,,
"74232993",Wasco-Heppner Highway,,State Highway 206,,,,,secondary,,,,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Wasco-Heppner,State Route 206,State Highway 206,,,,,Hwy,,,,,yes,,,,,
"74277470",Shaniko-Fossil Highway,,State Highway 218,,yes,,,secondary,,"1",,,,,,,,,,,OR 218,,,,,,,,,,,,,,,,,,,,,,,
"76842820",,,,,,,,secondary_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"87219980",Dethman Ridge Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Dethman Ridge,,,,,,,Rd,,,,,,,,,,
"87219982",Dethman Ridge Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,A41,,Dethman Ridge,,,,,,,Rd,,,,,,,,,,
"91096195",Baseline Drive,,,,,,,secondary,"2",,40 mph,,Hood River Highway,,,,,,,,OR 281,,TIGER,asphalt,,,,,,,,,,,,,,,,,,,,
"91185685",River Road,,,,yes,,lane,tertiary,,"1",,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,,,,,,
"91190223",Celilo-Wasco Highway,,Fulton Canyon Road,,,,,secondary,,,,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Celilo-Wasco,State Route 206,Fulton Canyon,State Highway 206,,,,Hwy,,Rd,,,,,,,,
"91190225",Celilo-Wasco Highway,,Fulton Canyon Road,,yes,,,secondary,,"1",,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Celilo-Wasco,State Route 206,Fulton Canyon,State Highway 206,,,,Hwy,,Rd,,,no,,,,,
"91191458",Armsworthy Street,,1st Street,,,,,secondary,,,,,,,,,,,,,OR 206,,,,A31,"Sherman, OR","Armsworthy; Celilo-Wasco","Celilo-Wasco; State Route 206","Old Wasco-Heppner; Fulton Canyon",State Highway 206,1st,,,"St; Hwy",Hwy,"Hwy; Rd",,St,,,,,,
