osm_id,name,addr.postcode,alt_name,bicycle,bridge,bridge.name,cycleway,highway,lanes,layer,maxspeed,maxspeed.variable,name_1,name_2,name_3,old_ref,oneway,pc_left,pc_right,postal_code,ref,sidewalk,source,surface,tiger.cfcc,tiger.county,tiger.name_base,tiger.name_base_1,tiger.name_base_2,tiger.name_base_3,tiger.name_base_4,tiger.name_direction_prefix,tiger.name_direction_suffix,tiger.name_type,tiger.name_type_1,tiger.name_type_2,tiger.name_type_3,tiger.name_type_4,tiger.reviewed,tiger.separated,tiger.source,tiger.tlid,turn.lanes,wikidata
"91191461",Wasco-Heppner Highway,,State Highway 206,,,,,secondary,,,,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Wasco-Heppner,State Route 206,State Highway 206,,,,,Hwy,,,,,,,,,,
"91191466",Clark Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Clark,,,,,,,St,,,,,,,,,,
"91191468",Deschutes Street,,4th Street,,,,,secondary,,,,,,,,US 97,,,,,,,,,A41,"Sherman, OR",Deschutes,4th,,,,,,St,St,,,,no,,,,,
"100849658",,,,,,,,secondary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"104146688",Massee Grade Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"104399144",Ehrck Hill Drive,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Ehrck Hill,,,,,,,Dr,,,,,,,,,,
"104401186",Neal Mill Road,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,A41,,Neal Mill,,,,,,,Rd,,,,,no,,,,,
"109657537",Mount Hood Street,,,,,,,tertiary,"2",,,,,,,,no,,,,,,,paved,,,,,,,,,,,,,,,,,,,,
"110486664",Brewery Overpass Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"110486665",East 7th Street,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"114917293",East 10th Street,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"114917295",East 10th Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"115226112",Brewery Grade,,,,,,,secondary,,,,,,,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,
"115226115",Brewery Grade,,,,,,,secondary,,,,,,,,,yes,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"115226120",Brewery Grade,,,,,,,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"119004748",Sherar's Bridge Highway,,Oregon Highway 216,,,,,secondary,,,,,,,,,,,,,OR 216,,,,,,,,,,,,,,,,,,,,,,,
"119004750",Sherar's Bridge Highway,,Oregon Highway 216,,yes,Sherar's Bridge,,secondary,,,,,,,,,,,,,OR 216,,,,,,,,,,,,,,,,,,,,,,,
"121782086",,,,,,,,tertiary,,,25 mph,,,,,,,,,,,,,,A41,"Klickitat, WA",,,,,,,,,,,,,,,,,,
"124692739",Brewery Overpass Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"135840831",Boyd Market Road,,Boyd Loop Road,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"135841063",Ka-Nee-Ta Simnasho Road,,E-100 Road,,yes,,,tertiary,,,,,,,,,,,,,BIA 3,,,,,,,,,,,,,,,,,,,,,,,
"146985875",Cooper Spur Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"147451590",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,
"147451609",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,
"148323440",National Forest Development Road 57,,,designated,,,,tertiary,,,,,"42",Oregon Skyline Road,,,,,,,,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"148376135",Portland Drive,"97031",,,,,,tertiary,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"148376142",Portland Drive,"97031",,,yes,,,tertiary,"2","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tiger_import_dch_v0.5_20070714,158140340:158133206:158140174:158140175:158139788:158140339:158140138:158141415:158141416:158140136:158140139:158134065:158139789,,
"150578069",Wamic Road,,National Forest Development Road 48,,yes,,,tertiary,,,,,,,,,,,,,NF 48,,,paved,,,,,,,,,,,,,,,,,,,,
"150578113",Lost Lake Road,,National Forest Development Road 13,,yes,,,tertiary,,"1",,,,,,,,,,,NF 13,,TIGER,,,,,,,,,,,,,,,,,,,,,
"150578168",Tygh Valley Road,,Old US Highway 197,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"150578172",Tygh Valley Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"164978553",Eight Mile Road,,,,,,,tertiary,"2",,,,State Road,County Highway 182,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"165567816",Sherar's Bridge Highway,,Oregon Highway 216,,yes,,,secondary,,,,,,,,,,,,,OR 216,,,,,,,,,,,,,,,,,,,,,,,
"165675388",Wrentham Market Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Wrentham Market,,,,,,,Rd,,,,,no,,,,,
"165844207",Frontage Road,,,,,,,tertiary,,,,,Biggs Rufus Highway,,,,,,,,,,,,A41,"Sherman, OR",Frontage,Biggs Rufus,,,,,,Rd,Hwy,,,,no,,,,,
"165844208",Frontage Road,,,,yes,,,tertiary,,"1",,,Biggs Rufus Highway,,,,,,,,,,,,A41,"Sherman, OR",Frontage,Biggs Rufus,,,,,,Rd,Hwy,,,,,,,,,
"165844211",Scott Canyon Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Scott Canyon,,,,,,,Rd,,,,,,,,,,
"168814653",Three Mile Road,,,,,,,tertiary,"2",,,,Three Mile County Road,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"168912975",Browns Creek Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Browns Creek,,,,,,,Rd,,,,,,,,,,
"168912976",Browns Creek Road,,,,yes,,,tertiary,"2","1",,,,,,,,,,,,,,,A41,,Browns Creek,,,,,,,Rd,,,,,,,,,,
"168950151",State Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,A41,,State,,,,,,,Rd,,,,,,,,,,
"168950152",State Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,State,,,,,,,Rd,,,,,no,,,,,
"169406006",Klondike Lane,,,,,,,tertiary,"2",,,,,,,,,,,,,,ODOTGis map,,A41,"Sherman, OR",Dormaier,,,,,,,Rd,,,,,no,,,,,
"169406007",Wasco-Heppner Highway,,State Highway 206,,yes,,,secondary,,"1",,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Wasco-Heppner,State Route 206,State Highway 206,,,,,Hwy,,,,,yes,,,,,
"169406008",Wasco-Heppner Highway,,State Highway 206,,,,,secondary,,,,,,,,,,,,,OR 206,,,,A31,"Sherman, OR",Wasco-Heppner,State Route 206,State Highway 206,,,,,Hwy,,,,,yes,,,,,
"169406170",Henrichs Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Henrichs,,,,,,,Rd,,,,,no,,,,,
"169406171",Monkland Lane,,,,yes,,,tertiary,"2","1",,,,,,,,,,,,,,,A41,"Sherman, OR",Monkland,,,,,,,Ln,,,,,,no,tiger_import_dch_v0.6_20070808,175500953:175500750:175500935:175500748:175506416:175504906,,
"169406172",Monkland Lane,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,"Sherman, OR",Monkland,,,,,,,Ln,,,,,no,,,,,
"169671313",Crites Lane,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Crites,,,,,,,Ln,,,,,no,,,,,
"169671314",E-130 Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"169671315",Emigrant Spring Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,asphalt,A41,"Sherman, OR",Emigrant Springs,,,,,,,Rd,,,,,no,,,,,
"179097642",Celilo-Wasco Highway,,,,,,,secondary,,,,,,,,,,,,,OR 206,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,
"179097664",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
"179097686",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,Bing,,,,,,,,,,,,,,,,,,,,,
"188010609",Reservation,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,A41,,Reservation,,,,,,,,,,,,,no,tiger_import_dch_v0.6_20070825,"175543727",,
"191026145",Fairgrounds Road,,,,yes,,,tertiary,"2","1",,,,,,,,,,,,,,,A41,,Fairgrounds,,,,,,,Rd,,,,,no,,,,,
"191026146",Tygh Valley Road,,Old US Highway 197,,yes,,,tertiary,"2","1",,,,,,,,,,,,,GPS,,,,,,,,,,,,,,,,,,,,,
"191026147",Fairgrounds Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Fairgrounds,,,,,,,Rd,,,,,no,,,,,
"191026148",Tygh Valley Road,,Old US Highway 197,,,,,tertiary,"2",,,,,,,,,,,,,,GPS,,A41,,Tygh Valley:Valley,Old US Hwy 197,,,,,,Ave:Rd,,,,,,,,,,
"191026173",Dufur Gap Road,,,,yes,,,tertiary,"2","1",,,,,,,,,,,,,,,A41,,Dufur Gap,,,,,,,Rd,,,,,no,,,,,
"191026174",Dufur Gap Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"191028603",Three Mile Road,,Three Mile County Road,,,,,tertiary,"2",,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,
"197317455",Old Dufur Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"197317457",Sandlin Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"198548230",Paasch Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Paasch,,,,,,,Rd,,,,,no,,,,,
"198548231",Paasch Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,A41,,Paasch,,,,,,,Rd,,,,,no,,,,,
"202501929",Lone Rock Road,,,,yes,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Lone Rock,,,,,,,Rd,,,,,no,,,,,
"202501930",Lone Rock Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Lone Rock,,,,,,,Rd,,,,,no,,,,,
"219077842",Cherry Heights Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"221166077",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221166079",,,,,,,,tertiary,,,,,,,,,,,,,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,
"221194444",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"229122144",Lost Lake Road,,National Forest Development Road 13,,,,,tertiary,"2",,,,,,,,,,,,NF 13,,TIGER,,,,,,,,,,,,,,,,,,,,,
"229949173",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"230170164",Country Club Road,,,,,,,secondary,,,,,,,,,,,,,,,,,A41,,Country Club,,,,,,,Rd,,,,,,,,,,
"230310538",Country Club Road,,,,,,,secondary,,,,,,,,,,,,,,,,,A41,,Country Club,,,,,,,Rd,,,,,,,,,,
"231354859",West 6th Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231357077",West 10th Street,,,,,,lane,secondary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"231357078",West 10th Street,,,,yes,,,secondary,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231776141",Heimrich Street,,,,yes,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"231776142",Heimrich Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"231776143",Boyd Loop Road,,Boyd Market Road,,yes,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"231776144",Boyd Loop Road,,Boyd Market Road,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"231776145",Boyd Market Road,,Boyd Loop Road,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"231776146",Boyd Loop Road,,Boyd Market Road,,yes,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"231776369",Wrentham Market Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Wrentham Market,,,,,,,Rd,,,,,no,,,,,
"231776370",Wrentham Market Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,A41,,Wrentham Market,,,,,,,Rd,,,,,no,,,,,
"231776602",Fifteenmile Road,,,,,,,tertiary,,,,,County Highway 18,,,,,,,,,,,,A41,,Fifteen Mile,County Highway 18,,,,,,Rd,,,,,no,,,,,
"231776603",Fifteenmile Road,,,,yes,,,tertiary,,,,,County Highway 18,,,,,,,,,,,,A41,,Fifteen Mile,County Highway 18,,,,,,Rd,,,,,no,,,,,
"231776709",Fifteenmile Road,,,,,,,tertiary,"2",,,,County Highway 18,,,,,,,,,,,,A41,,Fifteen Mile,County Highway 18,,,,,,Rd,,,,,no,,,,,
"231776710",Fifteenmile Road,,,,yes,,,tertiary,"2","1",,,County Highway 18,,,,,,,,,,,,A41,,Fifteen Mile,County Highway 18,,,,,,Rd,,,,,no,,,,,
"231786352",Fifteenmile Road,,,,yes,,,tertiary,"2","1",,,County Highway 18,,,,,,,,,,,,A41,,Fifteen Mile,County Highway 18,,,,,,Rd,,,,,no,,,,,
"231786353",Fifteenmile Road,,,,,,,tertiary,"2",,,,County Highway 18,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"233202058",,,,,,,,secondary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241719617",Wapinitia Highway,,Oregon Highway 216,,,,,secondary_link,"1",,,,,,,,yes,,,,OR 216,,TIGER,paved,,,,,,,,,,,,,,,,,,,through,
"241719618",Wapinitia Highway,,Oregon Highway 216,,,,,secondary,"2",,,,,,,,,,,,OR 216,,TIGER,paved,,,,,,,,,,,,,,,,,,,,
"241719620",,,,,,,,secondary_link,"2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"241719624",Wapinitia Highway,,Oregon Highway 216,,,,,secondary_link,"1",,,,,,,,yes,,,,OR 216,,Bing,paved,,,,,,,,,,,,,,,,,,,through,
"244102639",,,,,,,,tertiary_link,,,,,,,,,yes,,"97028",,,no,,,,,,,,,,,,,,,,,,,,,,
"244102648",,,,,,,,tertiary_link,,,,,,,,,yes,"97028","97028",,,no,,,,,,,,,,,,,,,,,,,,,,
"252374596",Ball Lane,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Ball,,,,,,,Ln,,,,,no,,,,,
"276657225",Courtney Road,,,,,,,tertiary,,,,,Francis Bean Road,Kurt Road,,,,,,,,,,,A41,"Klickitat, WA",Courtney,,,,,,,Rd,,,,,,,,,,
"281458855",17th Street,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,
"303411476",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"321571274",Wamic Market Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Leonard,,,,,,,Ave,,,,,no,,,,,
"330182974",E-130 Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"330182975",E-130 Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"330182976",E-141 Road,,,,yes,,,tertiary,,"1",,,,,,,,,,,,,,,A41,,E-141,,,,,,,Rd,,,,,,,,,,
"330182977",E-141 Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,E-141,,,,,,,Rd,,,,,,,,,,
"330184729",E-141 Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,E-141,,,,,,,Rd,,,,,,,,,,
"330190195",Bureau of Indian Affairs Road 3,,,,,,,tertiary,,,,,Highway 3,Wapinitia Road,S-400 Road,,,,,,,,,,A41,,BIA Road 3,Highway 3,Wapinitia,S-400,,,,,,Rd,Rd,,,,,,,
"330194715",Smock Road,,,,yes,,,tertiary,"2",,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,
"330194717",Smock Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,paved,,,,,,,,,,,,,,,,,,,,
"330194719",Wapinitia Highway,,Oregon Highway 216,,,,,secondary,"2",,,,,,,,,,,,OR 216,,,paved,,,,,,,,,,,,,,,,,,,,
"330197755",Wamic Market Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Wamic Market,,,,,,,Rd,,,,,,,,,,
"333329352",1st Avenue,,Mosier-The Dalles Highway,designated,yes,,,secondary,"1","1",30 mph,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"357019869",,,,,,,,tertiary_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"362688335",Main Street,,,,,,,tertiary,,,25 mph,,,,,,,,,,,,,,A41,"Klickitat, WA",Main,,,,,,,St,,,,,,,,,,
"363406569",National Forest Development Road 17,,Surveyors Ridge Road,,,,,tertiary,,,,,,,,,,,,,NF 17,,,paved,,,,,,,,,,,,,,,,,,,,
"363673414",Rock Creek Dam Road,,,,,,,tertiary,,,,,,,,,,,,,,,Bing,paved,,,,,,,,,,,,,,,,,,,,
"364439456",Skyline Road,,,,,,,tertiary,,,,,,,,,,,,,,,,unpaved,,,,,,,,,,,,,,,,,,,,
"365398003",Neal Creek Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"367930497",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,no,,,,,,,,,,,,,,,,,,,,,,
"367930498",East Government Camp Loop,,,designated,,,,tertiary,"2",,40 mph,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,
"367930499",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"374777377",Highway 30,"97058",Mosier-the Dalles Highway,designated,yes,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"374777378",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"375098105",Wapinitia Highway,,Oregon Highway 216,,,,,secondary_link,"1",,,,,,,,yes,,,,OR 216,,TIGER,paved,,,,,,,,,,,,,,,,,,,through,
"380983385",Fifteenmile Road,,,,,,,tertiary,"2",,,,County Highway 18,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"380983386",Fifteenmile Road,,,,yes,,,tertiary,"2","1",,,County Highway 18,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"397911748",,,,,,,,secondary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350041",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350043",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350045",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350047",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"409839238",Main Street,,,,,,,secondary,,,,,State Highway 218,Shaniko-Fossil Highway,,,,,,,OR 218,,,,A31,,Main,State Highway 218,Shaniko-Fossil,,,,,St,,Hwy,,,,,,,,
"417760754",Lone Rock Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Lone Rock,,,,,,,Rd,,,,,no,,,,,
"438455636",Centerville Highway,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Klickitat, WA",Centerville,,,,,,,Hwy,,,,,,,,,,
"450862652",1st Street,,,,yes,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",1st,,,,,,,St,,,,,no,,,,,
"450862653",1st Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",1st,,,,,,,St,,,,,no,,,,,
"450862654",1st Street,,,,yes,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",1st,,,,,,,St,,,,,,,,,,
"450862656",1st Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",1st,,,,,,,St,,,,,,,,,,
"452973965",Eastside Road,,,,,,,tertiary,,,45 mph,,,,,,,,,,,,,,A41,,Eastside,,,,,,,Rd,,,,,no,,,,,
"452973966",Eastside Road,,,,,,,tertiary,,,55 mph,,,,,,,,,,,,,,A41,,Eastside,,,,,,,Rd,,,,,no,,,,,
"453886398",Highway 30,"97058",Mosier-the Dalles Highway,designated,,,,tertiary,"2",,55 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"453886406",1st Avenue,,Mosier-the Dalles Highway,designated,,,,tertiary,"2",,35 mph,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"453886412",1st Avenue,"97058",Mosier-The Dalles Highway,designated,,,,secondary,"2",,30 mph,,,,,,,,,,US 30,,,,,,,,,,,,,,,,,,,,,,,
"453904621",Washington Street,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Washington,,,,,,,St,,,,,,,,,,
"456150477",Five Mile Road,,,,,,,tertiary,"2",,,,County Highway 115,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"468690922",Gordon Ridge Road,,,,,,,tertiary,,,,,Upper Fulton Canyon Road,,,,,,,,,,,,A41,"Sherman, OR",Gordon Ridge,Upper Fulton Canyon,,,,,,Rd,Rd,,,,no,,,,,
"468690957",Gordon Ridge Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Gordon Ridge,,,,,,,Rd,,,,,no,,,,,
"476735612",East Government Camp Loop,,,designated,,,,tertiary,"2",,25 mph,,,,,,,,,,,both,,asphalt,,,,,,,,,,,,,,,,,,,,
"476735614",East Government Camp Loop,,,designated,,,,tertiary,"2",,25 mph,,,,,,,,,,,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"481458111",Kingsley Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Kingsley,,,,,,,Rd,,,,,no,,,,,
"481458117",Country Club Road,,,,,,,secondary,,,,,,,,,,,,,,,,,A41,,Country Club,,,,,,,Rd,,,,,,,,,,
"481458118",Post Canyon Drive,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,Post Canyon,,,,,,,Dr,,,,,,,,,,
"490957554",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"493742098",Fir Mountain Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,,,A41,,Fir Mountain,,,,,,,Rd,,,,,,,,,,
"499901725",Baseline Drive,,,,,,,secondary,"2",,20 mph,,Hood River Highway,,,,,,,,OR 281,,TIGER,asphalt,,,,,,,,,,,,,,,,,,,,
"504857681",Horseshoe Bend Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Horseshoe Bend,,,,,,,Rd,,,,,no,,,,,
"511339845",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"511340606",Booth Hill Road,,,,,,,tertiary,"2",,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"511340670",Central Vale Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"511340671",Central Vale Road,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"517780602",River Road,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,no,,,,,
"519216493",Court Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"519216494",Northeast 5th Street,,,,,,,tertiary,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"519216495",,,,,,,,tertiary_link,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"519216496",,,,,,,,tertiary_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"519216497",Court Street,,,,,,,tertiary,,,,,,,,,yes,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,
"519216498",,,,,,,,tertiary_link,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"520434154",East Government Camp Loop,,,designated,,,,tertiary,,,25 mph,,,,,,,,,,,no,TIGER,,,,,,,,,,,,,,,,,,,,,
"520727514",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,
"520727515",Highway 30,,Mosier-The Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"520727516",Highway 30,,Mosier-The Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"520727517",Highway 30,,Mosier-The Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
"520876705",,,,,,,,tertiary_link,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,
"520876706",,,,,,,,tertiary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"530871678",Oehmn Road,,,,,,,tertiary,,,,,Oeham Road,Helms Creek Road,,,,,,,,,,,A41,"Sherman, OR",Grace Medler,Oeham,Helms Creek,,,,,Rd,Rd,Rd,,,no,,,,,
"530871679",Herin Lane,,,,,,,tertiary,,,,,,,,,,,,,,,,,A41,"Sherman, OR",Herrin,,,,,,,Rd,,,,,no,,,,,
"539765005",Lolo Pass Road,,National Forest Development Road 18,yes,,,,tertiary,"1",,,,,,,,no,,,,NF 18,,,,,,,,,,,,,,,,,,,,,,,
"543806116",National Forest Development Road 17,,Surveyor's Ridge Road,,,,,tertiary,,,,,,,,,,,,,NF 17,,,paved,,,,,,,,,,,,,,,,,,,,
"543806123",Wamic Road,,National Forest Development Road 48,,,,,tertiary,,,,,,,,,,,,,NF 48,,,paved,,,,,,,,,,,,,,,,,,,,
"548476061",Highway 30,,Mosier-The Dalles Highway,designated,,,,tertiary,"2",,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,
