osm_id,name,NHS,RLIS.bicycle,addr.postcode,alt_name,bicycle,bridge,bridge.name,bridge.structure,cycleway,destination,destination.ref,embankment,hgv,hgv.national_network,highway,junction,lanes,lanes.backward,lanes.forward,layer,length,length_unit,level,maxheight,maxspeed,maxspeed.hgv,name_1,old_ref,oneway,postal_code,ref,shoulder,sidewalk,source,source.hgv.national_network,start_date,surface,tiger.cfcc,tiger.county,tiger.name_base,tiger.name_base_1,tiger.name_base_2,tiger.name_base_3,tiger.name_base_4,tiger.name_direction_prefix,tiger.name_direction_prefix_1,tiger.name_direction_suffix_1,tiger.name_direction_suffix_2,tiger.name_type,tiger.name_type_1,tiger.name_type_2,tiger.name_type_3,tiger.reviewed,tiger.separated,tiger.source,tiger.tlid,tunnel,tunnel.name,wikidata
"171542391",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"171542392",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"171542393",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"172746119",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,A63,"Sherman, OR",,,,,,,,,,,,,,no,,tiger_import_dch_v0.6_20070808,175499541:175499431,,,
"172895526",,,,,,,,,,,,,,,,primary,roundabout,"1",,,,,,,,,,,,yes,,US 30,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"172895549",West 6th Street,,,,Mosier-the Dalles Highway,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,"97058",US 30,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097644",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097646",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097647",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097648",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097661",River Road,,,,,,yes,,,lane,,,,,,primary,,,,,"1",,,,,,,,,,,,,,,,,,A41,,,,,,,,,,,,,,,,,,,,,
"179097676",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097684",,,,,,yes,,,,,,,,no,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097687",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"179097695",,,,,,yes,,,,,Rest Area,,,no,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"183064759",,,caution_area,,,yes,,,,,,,,,,primary_link,,,,,,,,,,,,,,,,,,no,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"191026144",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 197,,,,,,,A21,,"State Highway 216; United States Highway 197","United States Highway 197; The Dalles-California",State Highway 216,The Dalles-California,,,,,,Rd,Hwy,,Hwy,no,,,,,,
"191026150",The Dalles-California Highway,,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,,,,US 197,,,,,,,A21,,"State Highway 216; United States Highway 197","United States Highway 197; The Dalles-California",State Highway 216,The Dalles-California,,,,,,Rd,Hwy,,Hwy,no,no,tiger_import_dch_v0.6_20070825,"175539310:175539305; 175537932:175539562:175539427:175539390:175539615:175539618:175539619:175539565:175539440:175551145:175551146:175539434:175539214:175539455:175539257:175539536:175539280:175539510:175539512:175539281:175539490:175539271:175554022:1755",,,
"221166076",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221166078",,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,yes,,US 30,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"221166080",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221166543",The Dalles-California Highway,,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,,,,US 197,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"221166544",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,65 mph,,,,,,US 197,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"221297432",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"221297433",The Dalles-California Highway,,,,,,yes,,,,,,,,,primary,,"2",,,"1",,,,,,,,,,,US 197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231354858",West 6th Street,,,,,,yes,,,,,,,,,primary,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q63039263
"231358892",West 3rd Street,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"231358893",,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231665969",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,I 84,,,TIGER,,,concrete,,,,,,,,,,,,,,,,,,,,,,
"231665970",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,I 84,,,TIGER,,,concrete,,,,,,,,,,,,,,,,,,,,,,
"231665971",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,I 84,,,,,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"231665972",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,I 84,,,,,,concrete,,,,,,,,,,,,,,,,,,,,,,
"231787034",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"231787035",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"231787036",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"231787037",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"233467009",Lewis and Clark Trail Highway,yes,,,,,,,,,,,,,,primary,,"2",,,,,,,,60 mph,,,US 830,,,WA 14,,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"241719615",Warm Springs Highway,yes,,,,,,,,,,,,designated,yes,primary,,"1",,,,,,,,55 mph,,,,yes,,US 26,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"241719616",Warm Springs Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,55 mph,,,,yes,,US 26,,,Bing,,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"241719621",Warm Springs Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 26,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"279204987",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 197,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"319173923",US Route 97 - Sherman Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,,,,,US 97,,,"Yahoo,TIGER",Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,"Sherman, OR",Main,Sherman,United States Highway 97,,,,,,,St,Hwy,,,,,,,,,
"319173930",US Route 97 - Sherman Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,"1",,,,,,,,,,,US 97,,,"Yahoo,TIGER",Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,"Sherman, OR",Main,Sherman,United States Highway 97,,,,,,,St,Hwy,,,,,,,,,
"319173940",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"319173944",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,,,,,A63,"Sherman, OR",,,,,,,,,,,,,,,,,,,,
"319173948",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"319173954",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,A63,"Sherman, OR",,,,,,,,,,,,,,,,,,,,
"319173956",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,,,,,A63,"Sherman, OR",,,,,,,,,,,,,,,,,,,,
"319173957",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"319173961",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"319173969",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,,,,,A63,"Sherman, OR",,,,,,,,,,,,,,,,,,,,
"321567807",Mill Creek Bridge,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 26,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,,Warm Springs,United States Highway 26,,,,,,,,Hwy,,,,no,,,,,,
"321567808",Warm Springs Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 26,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,,Warm Springs,United States Highway 26,,,,,,,,Hwy,,,,no,,,,,,
"321568327",Warm Springs Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 26,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,,Warm Springs,United States Highway 26,,,,,,,,Hwy,,,,no,,,,,,
"321568328",Warm Springs Highway,yes,,,,,yes,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 26,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,,Warm Springs,United States Highway 26,,,,,,,,Hwy,,,,,,,,,,
"333342402",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,55 mph,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"333342403",,,,,,yes,yes,,,,Mosier,,,,,motorway_link,,"1",,,"1",,,,,,,,,yes,,US 30,,,,,,,A63,,,,,,,,,,,,,,,,,,,,,
"333342404",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,65 mph,55 mph,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"333342405",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,65 mph,55 mph,,,yes,,I 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"333342406",,,,,,yes,,,,,,,,,,motorway_link,,"1",,,,,,,,,,,,yes,,US 30,,,,,,,A63,,,,,,,,,,,,,,,,,,,,,
"355576780",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,OR 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"364161222",Warm Springs Highway,,,,,,,,,,,,,,,primary,,"1",,,,,,,,55 mph,,,,yes,,US 26,,,Bing,,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"364161223",Warm Springs Highway,yes,,,,,,,,,,,,designated,yes,primary,,"1",,,,,,,,55 mph,,,,yes,,US 26,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"367930495",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 26,,no,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"367930496",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,,,,,US 26,,no,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"367930501",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,45 mph,,,,,,US 26,,no,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,,,,,,,,,,,,,,,,,,,,,,
"373206572",US Route 97 - Sherman Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,,,,,,,US 97,,,"Yahoo,TIGER",Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A21,"Sherman, OR",Main,Sherman,United States Highway 97,,,,,,,St,Hwy,,,,,,,,,
"375098106",Warm Springs Highway,yes,,,,,,,,,,,,designated,yes,primary,,"1",,,,,,,,55 mph,,,,yes,,US 26,,,TIGER,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"375098108",Warm Springs Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,55 mph,,,,yes,,US 26,,,Bing,,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"375098109",Warm Springs Highway,,,,,,,,,,,,,,,primary,,"1",,,,,,,,55 mph,,,,yes,,US 26,,,Bing,,,asphalt,,,,,,,,,,,,,,,,,,,,,,
"376306346",United States Route 97,yes,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 97,,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"376306349",United States Route 97,yes,,,,,,,,,,,,,,primary,,"3","1","2",,,,,,,,,,,,US 97,,,"Yahoo,TIGER",,,,,,,,,,,,,,,,,,,,,,,,,
"376306350",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,Bing,,,,,,,,,,,,,,,,,,,,,,,,,
"376306351",United States Route 97,yes,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 97,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"389324503",May Street,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,OR 281,,,,,,,A41,,May,,,,,,,,,St,,,,,,,,,,
"389324504",13th Street,,,,,,,,,,,,,,,primary,,"2",,,,,,,,25 mph,,,,,,OR 281,,,,,,,A41,,13th,,,,,,,,,St,,,,,,,,,,
"404668222",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350042",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350044",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350046",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"405350048",,,,,,,,,,,,,,,,primary_link,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"409424939",,,caution_area,,,yes,yes,,,,,,,,,primary_link,,,,,"1",,,,,,,,,,,,,no,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"410253248",,,,,,yes,,,,,"The Dalles City Center;National Historic Districts",,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"410253249",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"426194371",The Dalles-California Highway,,,,,,,,,,,,,,,primary,,"2",,,,,,,,,,,,,,US 197,,,TIGER,,,,,,,,,,,,,,,,,,,,,,,,,
"450862666",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450862667",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,,,,,,,,designated,,motorway,,"2",,,,,,,,,,,,yes,,"I 84;US 30",,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"450862668",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"450862672",Columbia River Highway,,,,Vietnam Veterans Memorial Highway,yes,yes,,,,,,,designated,,motorway,,"2",,,"1",,,,,,,,,yes,,"I 84;US 30",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"450862682",,,,,,yes,,,,,"Rufus;John Day Dam",,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"450862684",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"450862685",,,,,,yes,yes,,,,,,,,,motorway_link,,,,,"1",,,,,,,,,yes,,,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"450862687",,,,,,yes,,,,,,,,,,motorway_link,,,,,,,,,,,,,,yes,,,,,Yahoo image,,,,,,,,,,,,,,,,,,,,,,,,,
"452973964",Mount Hood Highway,yes,,,,,,,,,,,,designated,yes,primary,,"2",,,,,,,,55 mph,,Highway 35,,,,OR 35,,,,Title 23: Highways Part 658 http://ecfr.gpoaccess.gov/cgi/t/text/text-idx?c=ecfr&rgn=div5&view=text&node=23:1.0.1.7.33&idno=23,,,A31,,State Highway 35,Highway 35,,,,,,,,,,,,,,,,,,
