"id","gender","degree_highest","date_enter_job_market"
37193608,"female",NA,2014-05-01
31240358,"male",NA,1994-01-01
37187763,"male",NA,2005-09-01
31230710,"male","master",1996-01-01
37176399,"female","master",1991-01-01
31224371,"male",NA,NA
37199093,"male","certificate",2001-01-01
37201001,"male",NA,2001-01-01
37143696,"male","bachelor",1999-05-01
31243720,"male",NA,2008-08-01
31254335,"female",NA,1992-08-01
37196860,"male",NA,1992-02-01
37189235,"male","bachelor",2003-10-01
37182697,"male","master",1990-08-01
37176344,"female","others",2002-02-01
31311757,"male",NA,2000-09-01
31340835,"male","master",2002-01-01
37231641,"male",NA,NA
31385207,"male",NA,1994-01-01
31305857,"male","master",1997-10-01
31315900,"female","bachelor",1997-06-01
37341548,"male","master",1985-01-01
31384421,"male",NA,1980-11-01
31305056,"male","bachelor",1996-06-01
31284101,NA,NA,2006-12-01
37322429,"female","master",1999-11-01
37273655,"male","master",1986-01-01
37282152,"male","highschool",2009-04-01
37290454,"male","others",2000-11-01
31357344,"male",NA,1991-07-01
31307720,"male","doctor",1982-01-01
37280061,"male",NA,NA
31300978,"male",NA,2000-04-01
31259003,"male","bachelor",1996-01-01
31350426,"male","others",2009-01-01
31333734,NA,"bachelor",1991-06-01
31341881,"male","bachelor",2012-07-01
37344392,"female","highschool",1990-08-01
348590,"female",NA,2001-06-01
37344075,"male",NA,2006-06-01
37345768,"male","master",1984-01-01
37313520,"male",NA,1978-01-01
31360974,"male","master",2003-01-01
31352977,"male",NA,2005-01-01
31359972,"male","master",1990-01-01
31361235,"female","master",1997-01-01
31490283,"male",NA,2000-01-01
31461650,NA,"master",1999-01-01
31347911,"male","master",1986-01-01
37297970,"male","bachelor",2009-03-01
37322027,"male","master",1992-01-01
31361746,"male",NA,2005-07-01
31389904,"female","others",2000-07-01
37315465,"male","master",1986-07-01
31461348,"male","bachelor",1989-09-01
31479195,"male","master",1988-08-01
37355385,"male",NA,2010-06-01
37342643,"male",NA,2007-01-01
37360492,"male","master",1993-03-01
31589700,"female","master",1981-01-01
31399146,"male","highschool",2010-01-01
37396933,"female",NA,2008-02-01
360192,"male","master",1998-06-01
31400585,"male",NA,2000-06-01
31554401,"male",NA,2002-01-01
31505042,"male",NA,1991-01-01
37299007,NA,"master",1999-11-01
31384077,"male",NA,1980-01-01
31524922,"male","doctor",1997-01-01
31370929,"female","certificate",NA
31548855,"male",NA,1992-01-01
31545856,"male","bachelor",1995-07-01
31492779,"male","master",1992-09-01
31604036,NA,"bachelor",2005-07-01
37324060,"male","master",1988-01-01
37317158,NA,NA,2005-08-01
31533057,"female","doctor",2004-03-01
37297437,"male",NA,1991-08-01
7344864,"male","master",1988-06-01
3471406,"male","master",1987-01-01
6902551,"female",NA,1998-02-01
6020141,"male",NA,2001-08-01
7971526,"female","others",2005-12-01
2320918,"male","bachelor",1998-06-01
7322420,NA,NA,1997-01-01
6963786,"male",NA,1993-12-01
2452571,"male","others",1994-01-01
3848594,"female",NA,2000-11-01
8375426,NA,"others",1977-01-01
6983163,"male","bachelor",2004-11-01
7956621,"male","master",1984-01-01
7826581,"male",NA,1998-06-01
6962350,NA,NA,1985-01-01
6953635,NA,"master",2005-05-01
6938789,"male",NA,2001-04-01
7334502,"male","master",1981-01-01
8371332,"female","master",1983-01-01
31556693,"male","bachelor",2002-08-01
37435566,"male","associate",1988-04-01
31612881,"male",NA,1995-01-01
31549481,"male","master",1991-01-01
31533761,NA,NA,1988-01-01
31626818,"male","doctor",2001-09-01
31586730,"male",NA,1996-03-01
31616070,"male",NA,2003-06-01
31447425,NA,"bachelor",2003-11-01
37402606,"male","master",1997-01-01
37537086,"male","doctor",1999-12-01
31579214,"male",NA,1998-01-01
37365390,"male",NA,1999-04-01
37528870,"female",NA,1986-01-01
31463580,"male","bachelor",1975-01-01
31693346,"male",NA,1993-01-01
31697050,"female",NA,2011-03-01
31551955,"male","bachelor",2003-01-01
31386066,"male",NA,2006-01-01
31666064,"male","master",1982-08-01
31506967,"male","bachelor",2011-01-01
31588956,"male","master",1997-01-01
31754756,"male",NA,2009-10-01
37547088,"male",NA,2008-08-01
31574781,"male",NA,1976-01-01
37572125,NA,"doctor",1994-01-01
37450380,NA,"master",1989-01-01
37604681,"male","associate",2001-01-01
31636002,"male","others",1995-01-01
31744316,"male",NA,2001-01-01
37523123,"male","master",1969-06-01
31616563,NA,NA,2008-01-01
31677078,"male",NA,2002-03-01
31707512,"male",NA,1975-01-01
39105957,"female",NA,1998-04-01
31736761,"male",NA,2005-02-01
37458240,"male","others",2001-04-01
22444653,NA,NA,1985-01-01
31733601,"male","bachelor",1999-03-01
31670462,"male","master",1992-07-01
31641270,NA,NA,2008-01-01
31671047,"male",NA,2006-11-01
31746373,NA,NA,1979-01-01
31674629,"male","bachelor",2002-01-01
39100517,"male",NA,2009-06-01
31635448,"male","bachelor",2006-09-01
22429833,"male",NA,1976-06-01
37542971,"male","bachelor",2010-04-01
37438511,"male",NA,2006-06-01
31609044,"male",NA,2006-09-01
37888853,"male","master",1988-01-01
37864148,"male",NA,2005-07-01
20084931,"male","master",NA
20047467,"female","others",2001-11-01
20073020,NA,NA,1997-07-01
31550520,"male","others",2002-03-01
31718553,"male","bachelor",1979-05-01
37420537,"male",NA,1988-01-01
31750764,"male",NA,2004-03-01
31698994,"female",NA,2009-04-01
37571624,"female","bachelor",2004-01-01
22411238,"male","bachelor",1974-01-01
31576419,"female","master",2003-02-01
31774910,"male",NA,1992-01-01
37579002,"male","bachelor",2008-01-01
31768701,"male",NA,1999-04-01
22352091,"male",NA,1979-01-01
22441769,"male","bachelor",1992-08-01
31679621,"male","others",2000-02-01
31727235,"male","associate",1989-11-01
32392391,"male",NA,2001-12-01
39106373,NA,"associate",2008-06-01
37516955,"male",NA,2004-08-01
20034295,"male",NA,NA
22412239,"male","master",1985-11-01
22383745,NA,NA,NA
20051103,"male",NA,2002-01-01
31428544,"male",NA,1986-01-01
32428861,"male","master",1992-09-01
31813039,"male","master",2008-07-01
31457105,"male",NA,1991-01-01
31786549,"female",NA,2005-06-01
32373875,"male","master",2005-04-01
32398360,"male","bachelor",2013-01-01
20035663,"male","master",2013-07-01
32355497,"male","associate",2006-01-01
37862521,"female",NA,2003-08-01
32353059,"male","others",2006-11-01
32776540,NA,"master",1986-01-01
32825266,"male","master",1990-01-01
17937698,"male",NA,2013-07-01
32790754,"male",NA,1982-01-01
32384570,"female","master",2012-08-01
32779009,"male",NA,1999-01-01
32836431,NA,"others",1994-12-01
32847321,"male",NA,1993-01-01
31862264,NA,"doctor",2002-01-01
31669571,"male",NA,2013-09-01
32825012,NA,NA,2005-10-01
32871925,"male",NA,2010-06-01
32908801,"male","master",2007-07-01
32931919,"male","bachelor",2009-07-01
32931644,"male","master",1985-01-01
32858260,"male",NA,2004-01-01
32922706,"male",NA,1998-07-01
32921326,"male",NA,1999-07-01
32924032,"male",NA,1995-01-01
32826986,"female",NA,2002-04-01
32937089,"male",NA,1998-04-01
32882060,NA,NA,1975-01-01
32868857,"male",NA,2001-08-01
32934175,"male","master",2005-01-01
32873244,"male","bachelor",2013-12-01
32845620,"male",NA,2003-08-01
32857482,"male","bachelor",1998-01-01
32860581,"male","master",2001-01-01
32884618,"male","master",1988-09-01
32871032,NA,"master",1982-01-01
32953012,"female","master",2005-06-01
32871764,"male",NA,2002-01-01
32899530,NA,"master",2004-01-01
32956050,"male","master",2008-11-01
33000821,"female",NA,2005-09-01
33068818,"male",NA,1996-01-01
32975108,"male","master",1985-01-01
33010328,NA,"bachelor",1999-01-01
33059604,"male","bachelor",1991-01-01
33035577,"male","bachelor",2008-08-01
33024279,NA,"bachelor",2008-08-01
33027592,"male","doctor",1994-01-01
33064893,"male","bachelor",1991-06-01
33076475,"female",NA,2009-02-01
33037501,"male",NA,1992-01-01
32946995,"male","associate",1992-06-01
33035406,"male","others",1976-02-01
33029834,"male",NA,1983-01-01
32993417,"male","bachelor",1981-05-01
33006989,"male","master",2009-07-01
32995572,"female",NA,2003-01-01
33041773,"male","bachelor",2011-01-01
32985521,"male","bachelor",1978-01-01
33103819,"male","master",2010-01-01
33103830,"male","master",1990-01-01
33066412,"male","bachelor",1991-06-01
33235178,"male","bachelor",1998-02-01
33088882,"male",NA,NA
33089323,"female",NA,1994-03-01
33101584,"male","master",1987-01-01
33123183,"male",NA,2004-01-01
33248976,"male",NA,1995-01-01
33255097,"male","highschool",1989-01-01
33234391,"male","others",2008-05-01
33076819,"male",NA,1969-03-01
33229028,"male",NA,2014-06-01
33222232,"male","master",1977-01-01
7001213,"male","master",1977-01-01
3890368,"male",NA,1984-01-01
3850481,"female",NA,1999-01-01
3885307,"male",NA,1974-01-01
4685842,"male","master",1968-06-01
7374086,NA,"master",2000-08-01
5996475,"male","master",1995-09-01
6981936,"male",NA,1974-01-01
1002017,"male",NA,1975-03-01
1130374,"male","doctor",1994-01-01
955875,"male","master",2007-03-01
3893388,"male","others",1991-01-01
3801486,"male","master",1997-01-01
5993910,"male","master",1991-07-01
7335080,"male","master",1998-08-01
7006313,NA,NA,1981-01-01
7379766,"male",NA,2004-02-01
7350213,"male",NA,1999-01-01
7351597,"male","bachelor",NA
7351097,"male","master",1987-01-01
6930660,"male",NA,1996-11-01
7381872,"female","bachelor",1976-05-01
7391850,"female","others",1998-01-01
7351549,"male",NA,1973-01-01
8363120,"male",NA,1968-01-01
21804906,"female","master",1996-01-01
8358844,"male","master",1974-08-01
21799921,"male","certificate",1991-03-01
33233779,"male",NA,1989-10-23
21800565,"male","bachelor",1993-07-01
21803124,"male","doctor",1995-07-01
21791840,"female",NA,2001-10-01
23972143,"male","bachelor",1996-01-01
23972155,"male",NA,1983-11-01
33320890,NA,"bachelor",2007-01-01
47983681,"male",NA,2001-01-01
23972135,"male",NA,2006-06-01
23972145,"male","bachelor",1998-01-01
33354396,"female",NA,1997-01-01
33271717,"male",NA,1988-12-01
33312471,"male","bachelor",2002-04-01
33305544,"male","others",1994-07-01
23972182,"male","master",2007-01-01
48475540,"male","bachelor",2001-09-01
33315355,NA,"bachelor",2005-08-01
33324864,"female",NA,1998-04-01
33269780,"female","certificate",NA
33312463,"female","master",1993-03-01
32331529,"female",NA,2011-01-01
33791505,"male",NA,1995-01-01
32317534,NA,NA,2012-03-01
33345024,"male",NA,2005-01-01
33352643,"female","bachelor",NA
33269189,"male",NA,2012-02-01
32308540,"male","master",1975-02-01
32337076,"male","master",2006-08-01
33279848,"male",NA,1994-03-01
48487126,"female","master",2005-02-01
33772522,"male","highschool",2009-01-01
48532449,"female","master",2005-06-01
33775489,NA,"master",1982-01-01
33368509,"male",NA,1998-11-01
48548055,"male",NA,1986-01-01
48543907,"male",NA,1999-01-01
49255044,"male",NA,2007-07-01
50370145,"male","master",1974-12-01
33455969,"male","others",2008-03-01
48547652,"male","highschool",2011-05-01
48492091,"male",NA,1999-01-01
33805479,NA,"master",1993-06-01
50370148,"male",NA,1987-01-01
33405287,NA,"master",NA
33386781,"male","doctor",1976-06-01
33408259,"female",NA,2014-01-01
33383766,"male",NA,1974-03-01
33432241,"male","master",1989-01-01
33390252,"male","bachelor",2002-04-01
33394655,"male",NA,1988-09-01
49239968,"male",NA,2003-01-01
49470097,"male","bachelor",2006-01-01
50366033,"male","master",1981-01-01
50361476,NA,"bachelor",1988-01-01
50376843,"male",NA,1989-04-01
33428722,"male",NA,1983-01-01
49224441,"male","master",2011-01-01
50368723,"male","master",1996-01-01
50360269,"male",NA,1995-01-01
33851004,NA,NA,2009-01-01
49240894,NA,"bachelor",2009-05-01
50389217,"female",NA,1986-09-01
33789649,"female",NA,2008-01-01
33871699,"male","bachelor",2005-01-01
50391772,"male","master",1999-01-01
33460231,"male","certificate",2011-01-01
33868076,"male",NA,1973-07-01
33872657,"male",NA,1996-06-01
33877524,"male",NA,1999-08-01
33889087,"male","bachelor",2007-05-01
33888730,"male",NA,2008-12-01
33388765,"female","master",1993-03-01
33866946,"male",NA,1976-01-01
33835019,"male","master",1998-03-01
33822728,"male","highschool",2008-05-01
33890481,NA,"master",1975-01-01
33875407,"male","master",1989-01-01
50395480,"female",NA,2003-03-10
33773855,"male","highschool",2007-09-01
50402371,"male","master",2007-01-01
50462707,"male",NA,1976-09-10
33506024,NA,"bachelor",2007-01-01
33926948,"male","bachelor",2002-07-01
33928558,"male",NA,2008-08-01
33470136,NA,"others",2004-06-01
33851803,"male","others",2001-01-01
50422958,"female","master",1990-01-01
50415327,"male","bachelor",1994-04-01
50430654,"female",NA,2014-08-10
50456970,"male","master",2003-01-01
50413788,"female","master",2002-03-01
50472893,NA,"bachelor",1991-09-01
50411223,NA,"master",1989-03-01
50419879,"male","master",1999-01-01
50447217,NA,NA,2010-04-01
33529126,"male","bachelor",1996-01-01
33558010,"female",NA,1997-09-01
33556876,"male",NA,2010-03-01
33494117,"female","bachelor",2005-12-01
34020169,NA,"bachelor",2006-05-01
33544042,"female",NA,2002-06-01
50460930,"male","bachelor",1997-01-01
33974936,"male",NA,2009-01-01
34007621,"male","bachelor",1980-05-01
33498341,"male","associate",2007-01-01
34010645,"male","master",2000-01-01
33557913,"male","master",1998-01-01
33565444,"male","master",1999-07-01
50446002,"male",NA,1985-12-01
33985791,"female",NA,1997-04-01
33958172,"male","master",2006-01-01
33578726,"male",NA,1990-01-01
33554888,NA,"others",1975-06-01
33599805,"male","master",2006-01-01
33609890,NA,"master",NA
33603158,"female",NA,2011-01-01
33603452,"female","master",1989-08-01
33570577,"male","master",NA
33632300,"male",NA,1996-01-01
33936022,"male","master",1990-07-01
33987728,"male",NA,2000-01-01
33562549,NA,"master",2005-06-01
33600591,"female",NA,1997-01-01
34045356,NA,"bachelor",2003-04-01
33547364,"male","master",2002-04-01
33961279,"female","associate",2005-04-01
33634421,"male","bachelor",1989-05-01
33663858,"male",NA,2011-09-01
34685308,NA,NA,2005-03-01
33663505,"male","doctor",1997-01-01
33656883,"male","master",1991-11-01
34651711,"male",NA,1993-06-01
33608433,"male","highschool",2010-01-01
33675024,"male","bachelor",2006-01-01
34047886,"male","master",1986-04-01
33637862,"male",NA,1993-04-06
33696364,"male","master",2005-04-01
34658706,"male","master",NA
34661933,"male",NA,2005-09-01
33703506,"female",NA,2011-06-01
33726996,"male","others",2014-05-01
18534112,NA,NA,1989-08-01
22842310,"male","associate",2001-01-01
18521585,"male","master",2006-06-01
18523305,"male",NA,1998-06-01
18551537,"male",NA,1998-01-01
22984124,"female","bachelor",2007-06-01
18536325,"male",NA,1997-06-01
34825962,"female",NA,2013-01-01
34829499,"male",NA,1992-01-01
34850787,"male",NA,1998-06-01
6921242,"male",NA,1988-11-01
6913253,"male","bachelor",1999-10-01
5989210,"male",NA,1992-11-01
6010111,"male","highschool",1998-05-01
5990484,"male","associate",2010-10-01
5992895,"male",NA,1975-06-01
513697,"male","bachelor",1993-01-01
1187945,"male","master",1984-01-01
6021352,"male",NA,1993-05-01
6931553,"male",NA,1986-03-01
6505288,"male",NA,1981-01-01
6014604,"female","bachelor",1991-01-01
5993850,"male",NA,1982-01-01
6019907,"male","bachelor",1995-07-01
6974908,"male","bachelor",1995-07-01
7960018,"male",NA,1987-01-01
6031705,"male","master",1983-01-01
6533711,"female",NA,1985-06-01
7972900,"female",NA,2003-01-01
24900225,"male","master",1994-11-01
24857408,"male","master",1974-08-01
34719301,"male",NA,1983-01-01
18548913,"male","master",1989-01-01
18531820,"male",NA,1985-09-01
18547898,"male","bachelor",1996-01-01
34732856,"male","bachelor",1998-03-01
24873642,"female","bachelor",1995-01-01
18566318,"male","others",2001-01-01
34754690,NA,NA,2005-03-01
24863364,"female","master",2002-01-01
34807963,"male",NA,2010-06-01
34724256,"male",NA,1991-01-01
34729312,"male","master",1981-01-01
18542853,"female",NA,1997-06-01
34781077,"female","master",2011-06-01
18544307,"male","others",2005-01-01
24890017,"male","master",1976-01-01
24866582,"male","others",1999-01-01
24924626,"male",NA,2003-05-01
34817645,"male","bachelor",2002-04-01
24875877,"male","bachelor",1992-01-01
34951230,NA,"bachelor",2003-04-01
34889124,"male",NA,NA
24874741,"female","master",1988-01-01
34785053,NA,"highschool",2012-01-01
18658636,"male","master",1988-01-01
24948692,"male","bachelor",2003-05-01
18592197,"female","others",NA
18621169,"male","bachelor",NA
54085299,NA,"bachelor",NA
35407411,"male",NA,1996-01-11
54092118,"female","doctor",2004-06-01
54085081,"female",NA,2006-05-01
34960931,"male",NA,1998-06-01
54074901,"male",NA,1980-01-01
34916341,"female","master",2005-06-01
18604122,"male","bachelor",NA
26335701,NA,NA,1983-06-01
18527455,"female",NA,2005-07-01
35498400,"male","master",1988-05-01
18585491,"male","master",1988-01-01
35032885,"male",NA,2005-05-01
18595322,"female","master",1991-05-01
26330054,"male",NA,2000-01-01
35035791,"male","bachelor",1985-09-01
35435407,"female","master",1987-02-01
35034814,"male","master",2010-01-01
36079214,"male","bachelor",2007-08-01
54353490,"male","bachelor",2004-01-01
35434444,"male","master",1990-01-01
35482676,"male","master",2001-03-01
35441826,"male","master",1986-04-01
35026639,"male","master",1991-05-01
36026326,"male","associate",2003-03-01
54554770,NA,"master",2009-11-01
36017199,"female","master",2015-10-01
54545799,"male","master",2001-09-01
18671457,"male","master",2010-07-01
18668542,"male","bachelor",2007-04-01
35485054,NA,"master",1988-01-01
35476677,"male","master",1992-11-01
35021691,"male",NA,1994-05-01
36088677,"male",NA,1982-08-01
34920979,"male","master",1997-01-01
35486024,"male","master",2001-09-01
35487667,"male","bachelor",2003-03-01
54539842,"male",NA,1992-03-01
35422134,"male","others",2001-03-01
35528714,"male","master",2010-01-01
36102502,"male",NA,1989-01-01
18619695,"female","master",2011-06-01
18649077,"male","master",2001-04-01
18627334,"male",NA,2003-03-01
18683534,"male","bachelor",2006-08-01
18723987,"female",NA,1990-05-01
19173781,"male","others",1982-01-01
18656270,NA,NA,1993-01-01
35420661,"female","master",1990-01-01
36142829,"male",NA,2014-01-01
18661857,"male",NA,1980-01-01
18718093,"female","master",1999-01-01
36138744,"male","associate",2003-03-01
35106508,"female",NA,2015-10-01
36198015,"male",NA,NA
34952241,"male",NA,1996-06-01
35580557,"male","master",2005-11-01
36079043,"male",NA,2004-01-01
18630194,"male","bachelor",2013-08-01
26330000,NA,NA,1990-09-01
35079172,"male",NA,1999-04-01
35649745,"male",NA,2009-07-01
36063115,"female",NA,2015-01-01
35105550,"male","master",1981-01-01
36052285,"male","bachelor",1995-07-01
36239166,"male",NA,1982-04-01
36268789,"female","doctor",2008-04-01
35272513,"male","bachelor",2014-06-01
36265402,"male","master",1991-01-01
35247736,"female",NA,1990-09-01
36013005,"male",NA,2001-01-01
35496432,"male","others",2007-11-01
35346643,"female",NA,1983-09-01
36222116,"male",NA,2000-01-01
54578333,NA,"master",2003-07-01
26339342,"male",NA,1990-01-01
35494140,"female","master",2001-01-01
36247803,"male","master",2005-01-01
36125828,"male","bachelor",2003-10-01
35554707,"male","highschool",2000-01-01
36031819,"male","highschool",2011-04-01
35274569,"male",NA,1995-10-01
24879796,"male",NA,1998-01-01
35766540,"male","master",2011-06-01
35114517,"male","highschool",2009-08-01
35263184,"male","master",1989-06-01
36357958,"male",NA,2013-01-01
35739867,NA,"bachelor",2006-08-01
36037183,"male","master",1990-01-01
55388632,"male","master",1984-06-01
35522912,"male","others",1976-01-01
34821324,"male","bachelor",1998-08-01
35314662,"male",NA,2008-07-01
35301552,"male",NA,2001-05-01
35769007,NA,"bachelor",2000-10-01
18668850,"male",NA,1982-02-01
18552149,"female","others",2006-05-01
18549526,"male","master",1995-10-01
18651099,"female",NA,2008-06-01
35058767,"male",NA,2008-01-01
18690476,"male","master",1987-09-01
35071218,"male","bachelor",1993-08-01
36172592,"male","master",1999-01-01
35905832,"female","certificate",2012-12-01
36188280,NA,NA,1985-01-01
6022141,"male","master",1988-01-01
5986263,"male","master",2003-03-01
8348013,"male","doctor",2001-01-01
6042083,"male","associate",1999-07-01
6967754,"male","master",2008-07-01
6420492,"male","master",1979-01-01
6577002,"male","bachelor",1995-01-01
108820,NA,"master",2005-08-01
3835601,"male",NA,1988-06-01
6960041,"male","master",1974-06-01
2447346,"male","master",2008-10-01
3330602,"male",NA,1986-07-01
3468611,"male","master",1997-11-01
5575344,"male",NA,2002-02-01
5576047,NA,"master",2002-01-01
3871263,"male",NA,1987-10-01
7968961,"male",NA,1973-01-01
6544988,NA,"bachelor",1999-01-01
8335720,"female","master",2003-05-01
8410773,"male","bachelor",1976-01-01
8402401,"male","master",1997-03-01
35752155,"female",NA,2003-08-01
35534404,"male",NA,1991-06-01
34784934,"male",NA,1980-01-01
34804872,"female","bachelor",2002-04-01
35934246,"male",NA,2006-04-01
35258863,"male","others",2013-07-01
35775367,"female",NA,1994-09-01
55386780,"male",NA,1983-08-01
35624282,"male","master",1982-05-01
36367550,"male","bachelor",NA
35088218,"male",NA,2006-10-01
36277803,"male","master",1995-01-01
35423126,"male","highschool",2012-07-01
36253293,"male","bachelor",1993-12-01
18725001,NA,"bachelor",2005-04-01
36122731,"male",NA,1980-01-01
35266252,"male",NA,1998-01-01
35638888,"male","bachelor",2003-10-01
35073832,"male",NA,NA
35420043,NA,"bachelor",2006-05-01
35710483,"male",NA,1999-07-01
36000646,"male","doctor",2012-05-01
18594631,NA,NA,2008-01-01
30522590,"female","highschool",1978-01-01
35265679,"male","master",2012-11-01
30761997,"female","master",2009-01-01
30460377,"male","master",1999-01-01
35923971,"male",NA,2009-08-01
55377049,"male",NA,1990-01-01
35410377,NA,NA,2008-10-01
34895336,"female","master",1997-08-01
36283160,"male",NA,1999-10-01
35281106,"male",NA,1998-02-01
36286855,"male",NA,2008-05-01
54586352,"male","bachelor",1998-03-01
65006011,"male","master",2008-04-01
30791902,"male","highschool",1900-01-01
30826789,NA,"associate",1994-03-01
55397154,NA,"master",2009-01-01
36483646,"male",NA,1994-11-01
36543982,"male","master",1992-09-01
30794872,"male","master",2010-01-01
36513634,"male",NA,2000-01-01
35692849,"male","bachelor",1987-03-01
30522004,"male",NA,1986-01-01
54582110,"female","bachelor",1996-01-01
30516937,"female","bachelor",2007-12-01
30783635,"male",NA,2009-10-01
35923119,"male","doctor",1976-09-01
54565011,"female","master",2001-04-01
35256870,"male",NA,2001-04-01
36525670,"male","bachelor",1997-06-01
36521630,"male",NA,2002-03-01
36331595,"male",NA,2010-02-01
54581089,"male","master",2007-01-01
65030349,"male",NA,1998-10-01
54596829,"male",NA,1984-09-01
18633324,"male",NA,1981-01-01
30855484,NA,"bachelor",2004-01-01
65054004,"female","master",1991-01-01
34918729,"female","bachelor",2009-09-01
65112581,"male",NA,1982-01-01
36368707,"male","bachelor",1988-06-01
35346730,"male",NA,2001-04-01
36296568,"female",NA,1987-01-01
65101099,"male",NA,2000-12-01
30532575,"male","master",1990-05-01
35944313,"male","highschool",2009-09-01
18728961,"male","highschool",2010-05-01
18737619,"male",NA,2006-12-01
18726573,"male","bachelor",2003-03-01
30770877,"male","bachelor",2008-10-01
36060462,NA,"master",1975-08-01
65021416,"female",NA,2004-01-01
36493176,"male","bachelor",2015-10-01
35979758,NA,"others",2013-01-01
36503890,"female",NA,2004-10-01
36348592,"female",NA,1999-06-01
35105557,"male",NA,1988-03-01
36506824,"male","highschool",1982-01-01
35297494,NA,NA,2001-08-01
24859156,"male",NA,NA
18578831,"female",NA,1990-05-01
35587535,"male","highschool",1993-01-01
36588673,"male",NA,2006-03-01
36210217,"male","master",1995-01-01
35695495,NA,NA,2005-08-01
24874767,"male","master",2003-05-01
36352147,"female",NA,1998-07-01
36564579,"female","highschool",1980-07-01
35361909,"male","master",2000-07-01
36608604,"male","master",1991-08-01
54606017,"female","master",2002-01-01
35279438,"male","highschool",1990-01-01
35300963,NA,"master",1994-01-01
30874682,"male","bachelor",1991-04-01
30886692,"male","master",1980-01-01
30896329,"male","bachelor",1987-01-01
30877500,"male",NA,1978-01-01
35709724,"male",NA,2003-08-01
35976004,NA,"master",NA
36565898,"male","bachelor",2001-01-01
36612524,"male",NA,2008-07-01
36371872,"female","bachelor",2000-04-01
36618461,"female",NA,2007-06-01
30894037,"male",NA,2012-04-01
36579057,"female",NA,2001-06-01
65042676,"male",NA,2000-12-01
30906634,"male","bachelor",2011-11-01
65153644,"male",NA,1984-09-01
65146827,"female","bachelor",1984-08-01
65076906,"male","master",2008-07-01
65142102,"female","bachelor",2002-01-01
30869210,"male",NA,1980-09-01
30912895,"male","master",2003-03-01
65129508,"male","master",1999-01-01
30934323,"male","master",2007-05-01
30940738,"male","master",1990-10-01
34968009,"male","associate",2005-01-01
65107888,"female","bachelor",1998-07-01
36535643,"male","bachelor",2008-02-01
36546723,"male","master",2001-04-01
34970549,"male",NA,1990-04-02
30898034,"male","highschool",2002-02-01
30947537,"male","master",2001-01-01
65149839,"female",NA,1999-01-01
65089116,"female","master",2003-03-01
30959198,"male",NA,1988-01-01
65109832,"male",NA,2008-12-01
65153162,"male",NA,1978-06-01
65154944,NA,"bachelor",2009-06-01
34972354,"male",NA,1987-03-01
65159843,NA,NA,2006-08-01
65116702,"female","master",2005-06-01
65172305,"female",NA,1993-04-01
65104650,"male","bachelor",NA
65159642,NA,NA,2005-01-01
65117585,NA,"master",1995-10-01
7252592,"female","bachelor",2006-05-01
6628170,"male",NA,2005-06-01
5331457,"male",NA,1981-01-01
6556429,"male",NA,1978-01-01
7807954,"male","master",1986-08-01
5316308,"male",NA,1983-05-01
8374624,"female","master",NA
6457229,"male","master",1985-01-01
6566663,NA,"master",2007-05-01
6607750,"female","bachelor",1994-01-01
6576046,NA,NA,2008-07-22
6631254,"male","master",1990-01-01
6601819,NA,"master",2004-01-01
7968111,"male",NA,1984-10-01
6589384,"male",NA,1993-01-01
6633940,NA,"master",2001-08-01
6567963,"male",NA,1993-11-01
6613681,"male","bachelor",1991-03-01
6566891,"female",NA,1984-04-01
6611012,"male","bachelor",1996-09-01
6615066,NA,"bachelor",2001-01-01
6570596,"male",NA,1989-06-01
6571156,NA,"bachelor",1990-01-01
6631182,"male",NA,2007-01-01
6564152,"male",NA,1999-01-01
7803960,"male",NA,1985-01-01
7317784,NA,NA,1989-01-01
6572355,"male",NA,2007-04-01
6555807,"male",NA,2001-01-01
6637310,"male","others",1989-01-01
6619279,"female","master",2005-06-01
6551704,"male","master",1985-05-01
7289242,"male",NA,1991-01-01
7828542,"female",NA,2004-10-01
6618258,"male","others",1990-06-01
6592217,"male","bachelor",1993-07-01
6555138,"male","master",1985-01-01
6572350,"male","bachelor",1998-01-01
6573973,"male","bachelor",1998-10-01
6603020,"male",NA,1995-04-01
6609032,"male",NA,1996-10-01
6629530,NA,NA,2003-03-01
7298698,"male",NA,1988-01-01
7274535,"male","master",1988-01-01
36663314,"male","bachelor",1999-08-01
36645781,"male","master",2004-01-01
36648830,NA,NA,1989-01-01
30962475,NA,"bachelor",1991-07-01
36707247,"male","associate",2004-07-01
35447609,"male",NA,1994-01-01
36671436,"male",NA,2003-01-01
36659083,"male","master",1984-01-01
36708693,"male","bachelor",1985-05-01
65134819,"male","master",2002-06-01
36670359,"male","master",1989-06-01
36703768,"male","master",1979-05-01
36656594,"female","master",1996-01-01
18677233,"male",NA,1982-02-01
36689924,"male","bachelor",1997-06-01
65285178,"male","master",1989-01-01
65273081,"female","bachelor",1990-01-01
36734338,"male","master",2000-02-01
65311233,"male",NA,2004-01-01
65291826,"female","others",1977-09-01
65278287,"male","bachelor",1982-10-01
65223991,"male","bachelor",2008-02-01
65232026,"female",NA,2005-08-01
65272393,"male",NA,2010-03-01
65304838,"male","master",1997-01-01
31386706,"female",NA,2014-04-01
36256960,NA,"master",2006-04-01
20385292,NA,"associate",1997-12-01
36782737,"male","bachelor",1980-12-01
20341408,"female","master",1987-06-01
20334605,"male","certificate",1980-01-01
65302340,"male",NA,1985-09-01
