source,target,weight
do,62,-0.011744404
62,do,-0.011744404
moral,south,-0.011905894
south,moral,-0.011905894
do,differ,-0.01198958
differ,do,-0.01198958
lot,do,-0.01198958
do,lot,-0.01198958
chanc,black,-0.012044636
sleep,black,-0.012044636
black,chanc,-0.012044636
stai,chanc,-0.012044636
seper,chanc,-0.012044636
idea,armi,-0.012044636
chanc,stai,-0.012044636
sleep,stai,-0.012044636
chanc,seper,-0.012044636
sleep,seper,-0.012044636
armi,idea,-0.012044636
black,sleep,-0.012044636
stai,sleep,-0.012044636
seper,sleep,-0.012044636
offic,south,-0.012189114
war,south,-0.012189114
south,offic,-0.012189114
south,war,-0.012189114
differ,62,-0.012250512
lot,62,-0.012250512
62,differ,-0.012250512
62,lot,-0.012250512
friction,black,-0.012253614
friction,stai,-0.012253614
black,friction,-0.012253614
stai,friction,-0.012253614
seper,friction,-0.012253614
idea,friction,-0.012253614
friction,seper,-0.012253614
friction,idea,-0.012253614
boi,chanc,-0.01234516
moral,chanc,-0.01234516
boi,armi,-0.01234516
chanc,boi,-0.01234516
armi,boi,-0.01234516
sleep,boi,-0.01234516
chanc,moral,-0.01234516
sleep,moral,-0.01234516
boi,sleep,-0.01234516
moral,sleep,-0.01234516
lot,differ,-0.012506253
differ,lot,-0.012506253
boi,friction,-0.012559352
moral,friction,-0.012559352
friction,boi,-0.012559352
friction,moral,-0.012559352
offic,chanc,-0.012638829
war,chanc,-0.012638829
offic,sleep,-0.012638829
war,sleep,-0.012638829
chanc,offic,-0.012638829
sleep,offic,-0.012638829
chanc,war,-0.012638829
sleep,war,-0.012638829
south,62,-0.012737479
62,south,-0.012737479
offic,friction,-0.012858116
war,friction,-0.012858116
friction,offic,-0.012858116
friction,war,-0.012858116
do,chanc,-0.012926112
chanc,do,-0.012926112
sleep,do,-0.012926112
do,sleep,-0.012926112
differ,south,-0.013003386
south,differ,-0.013003386
do,friction,-0.013150384
friction,do,-0.013150384
62,chanc,-0.013207426
chanc,62,-0.013207426
armi,62,-0.013207426
sleep,62,-0.013207426
62,armi,-0.013207426
62,sleep,-0.013207426
southern,black,-0.013252041
black,southern,-0.013252041
stai,southern,-0.013252041
seper,southern,-0.013252041
southern,stai,-0.013252041
southern,seper,-0.013252041
friction,62,-0.013436578
62,friction,-0.013436578
differ,chanc,-0.013483143
lot,chanc,-0.013483143
chanc,differ,-0.013483143
sleep,differ,-0.013483143
differ,sleep,-0.013483143
lot,sleep,-0.013483143
chanc,lot,-0.013483143
sleep,lot,-0.013483143
moral,southern,-0.01358269
southern,moral,-0.01358269
differ,friction,-0.01371708
friction,differ,-0.01371708
reason,black,-0.013818736
question,black,-0.013818736
black,reason,-0.013818736
stai,reason,-0.013818736
seper,reason,-0.013818736
idea,reason,-0.013818736
black,question,-0.013818736
stai,question,-0.013818736
seper,question,-0.013818736
reason,stai,-0.013818736
question,stai,-0.013818736
reason,seper,-0.013818736
question,seper,-0.013818736
reason,idea,-0.013818736
offic,southern,-0.013905799
southern,offic,-0.013905799
peopl,soldier,-0.013964561
soldier,peopl,-0.013964561
south,chanc,-0.014019109
south,armi,-0.014019109
chanc,south,-0.014019109
armi,south,-0.014019109
sleep,south,-0.014019109
south,sleep,-0.014019109
boi,reason,-0.014163525
moral,reason,-0.014163525
boi,question,-0.014163525
reason,boi,-0.014163525
question,boi,-0.014163525
reason,moral,-0.014163525
do,southern,-0.01422188
southern,do,-0.01422188
