UnitID,Institution Name,SECTOR (HD2019)
493761,MIXED Institute of Cosmetology & Barber,9
485582,MKG Beauty & Business,9
490249,Mobile Technical Training,9
174321,Model College of Hair Design,9
118958,Modern Beauty Academy,9
242954,Modern Hairstyling Institute-Arecibo,9
242945,Modern Hairstyling Institute-Bayamon,9
438337,Modern Hairstyling Institute-Carolina,9
371928,Modern Technology School,6
193265,Modern Welding School,9
118994,Moler Barber College,9
200262,Moler Barber College,9
204121,Moler Hollywood Beauty Academy,6
250902,Moler-Pickens Beauty Academy,6
193308,Monroe College,3
457749,Montana Academy of Salons,9
493655,Montana Barber Institute,9
163408,Montgomery Beauty School,9
444662,Moore Career College,9
483470,More Tech Institute,9
237570,Morgantown Beauty College Inc,6
414124,Motoring Technical Training Institute,9
479062,MotoRing Technical Training Institute,9
237598,Mountain State College,6
448275,Mountain State School of Massage,9
443173,Mr John's School of Cosmetology & Nails-Jacksonville,9
147439,Mr John's School of Cosmetology Esthetics & Nails-Decatur,6
436100,Mr Leon's School of Hair Design-Lewiston,6
142416,Mr Leon's School of Hair Design-Moscow,9
376631,Mr Wayne's School of Unisex Hair Design,9
398130,Mt Sierra College,3
118189,MTI Business College Inc,9
118198,MTI College,6
119270,Musicians Institute,3
490337,My Beauty & Barber College,9
457606,My Le's Beauty College,9
439747,My Le's Beauty College,9
451228,MyComputerCareer.com,9
451477,MyComputerCareer.edu-Columbus,6
480037,MyComputerCareer.edu-Raleigh,9
406486,Myotherapy College of Utah,9
434432,Myotherapy Institute,6
448123,MyrAngel Beauty Institute,9
442611,NASCAR Technical Institute,6
221157,Nashville College of Medical Careers,9
490115,Nashville Film Institute,9
440758,National American University-Albuquerque West,3
451875,National American University-Austin,3
477996,National American University-Bellevue,3
491118,National American University-Career Point College Teachout Site,3
466161,National American University-Centennial,3
466189,National American University-Colorado Springs South,3
440749,National American University-Ellsworth AFB Extension,3
491093,National American University-Garden City,3
482325,National American University-Georgetown,3
485290,National American University-Harold D. Buckingham Graduate School,3
247700,National American University-Independence,3
482370,National American University-Indianapolis,3
492573,National American University-Killeen,3
494269,National American University-Kings Bay,3
478014,National American University-Mesquite,3
442718,National American University-Overland Park,3
219204,National American University-Rapid City,3
482334,National American University-Richardson,3
482343,National American University-Rochester,3
174385,National American University-Roseville,3
219213,National American University-Sioux Falls,3
466152,National American University-Tulsa,3
451884,National American University-Wichita,3
165635,National Aviation Academy of New England,6
378956,National Aviation Academy of Tampa Bay,6
454847,National Beauty College,6
204334,National Beauty College,9
455868,National Career College,6
371964,National Career Education,6
457767,National Career Institute,9
388043,National College-Nashville,6
119553,National Holistic Institute,9
461023,National Paralegal College,3
488280,National Personal Training Institute,9
462318,National Personal Training Institute of Colorado,9
462327,National Personal Training Institute of Colorado,9
481544,National Personal Training Institute of Columbus,9
490018,National Personal Training Institute-Tampa,9
447759,National Polytechnic College,6
375106,National Tractor Trailer School Inc-Buffalo,9
367334,National Tractor Trailer School Inc-Liverpool,9
242972,National University College,3
488110,Natural Images Beauty College,9
483513,Neecee's Barber College,9
227155,Neilson Beauty College,9
491668,Neo-Esthetique European Institute,9
178527,Neosho Beauty College,9
483258,Networks Barber College,9
445692,Neumont College of Computer Science,3
414939,Nevada Career Institute,6
449685,New Age Training,9
101277,New Beginning College of Cosmetology,9
485591,New Beginnings Beauty Academy,9
214290,New Castle School of Trades,6
439774,New Concept Massage and Beauty School,9
476823,New Dimensions Beauty Academy Inc,6
419280,New Dimensions School of Hair Design,9
164438,New England College of Business and Finance,3
230977,New England Culinary Institute,3
373678,New England Hair Academy,9
182999,New England School of Hair Design,9
167224,New England School of Photography,9
129932,New England Tractor Trailer Training School of Connecticut,9
480903,New England Tractor Trailer Training School of CT-Bridgeport,9
468963,New England Tractor Trailer Training School of Massachusetts,9
217323,New England Tractor Trailer Training School of Rhode Island,9
183035,New Hampshire Institute for Therapeutic Arts,9
483638,New Horizons Medical Institute,6
485120,New Horizons Medical Institute-Winder,6
434469,New Professions Technical Institute,9
107442,New Tyler Barber College Inc,9
440262,New York Automotive and Diesel Institute,6
421841,New York Conservatory for Dramatic Arts,6
461148,New York Film Academy,3
481243,New York Institute of Beauty,9
431071,New York Institute of Massage Inc,9
457800,New York Medical Career Training Center,6
193858,New York School for Medical and Dental Assistants,6
475404,New York School of Esthetics & Day Spa,9
119845,Newberry School of Beauty,9
119775,Newschool of Architecture and Design,3
444787,Nightingale College,3
147642,Niles School of Cosmetology,9
492421,No Grease Barber School,9
119951,North Adrian's College of Beauty Inc,9
162371,North American Trade Schools,9
418889,North Central Institute,6
447892,North Florida Cosmetology Institute Inc,9
484367,North-West College-Anaheim,6
372028,North-West College-Glendale,9
484376,North-West College-Long Beach,6
120069,North-West College-Pomona,9
445364,North-West College-Riverside,6
120087,North-West College-Van Nuys,9
120078,North-West College-West Covina,6
449719,Northcoast Medical Training Academy,9
461962,Northeast Technical Institute,9
204431,Northern Institute of Cosmetology,9
490744,Northern Technical College,9
461412,Northern Virginia School of Therapeutic Massage,9
445948,Northwest Career College,6
377546,Northwest College of Art & Design,3
209083,Northwest College-Beaverton,6
209205,Northwest College-Clackamas,6
468246,Northwest College-Eugene,6
441168,Northwest College-Hillsboro,6
484950,Northwest College-Medford,6
468255,Northwest College-Tualatin,6
369686,Northwest Educational Center,9
260992,Northwestern College,3
168573,Northwestern Technological Institute,9
368452,Nossi College of Art,3
409032,Nouvelle Institute,9
459426,Nova Academy of Cosmetology,9
428055,Nova College de Puerto Rico,6
377272,Nuvani Institute,9
377281,Nuvani Institute,9
447980,Nuvo College of Cosmetology,9
231004,O'Briens Aveda Institute,9
227298,Ocean Corporation,9
147819,Oehrlein School of Cosmetology,9
227313,Ogle School Hair Skin Nails-Arlington,9
381404,Ogle School Hair Skin Nails-Dallas,9
478591,Ogle School Hair Skin Nails-Denton,9
227322,Ogle School Hair Skin Nails-Ft Worth,9
248703,Ogle School Hair Skin Nails-Hurst,9
460978,Ogle School Hair Skin Nails-North Dallas,9
480125,Ogle School Hair Skin Nails-San Antonio,9
484604,Ogle School Hair Skin Nails-Stafford,9
203739,Ohio Business College-Sandusky,6
203720,Ohio Business College-Sheffield,6
418269,Ohio Media School-Cincinnati,9
410797,Ohio Media School-Valley View,9
453792,Ohio Medical Career College,6
204714,Ohio State Beauty Academy,6
204723,Ohio State College of Barber Styling,6
405021,Ohio State School of Cosmetology,6
204778,Ohio State School of Cosmetology-Canal Winchester,6
405012,Ohio State School of Cosmetology-Heath,6
204608,Ohio Technical College,6
204884,Ohio Valley College of Technology,6
155353,Old Town Barber College-Wichita,9
455859,Oliver Finley Academy of Cosmetology,9
187505,Olympian Academy of Cosmetology,9
439844,Omega Institute of Cosmetology,9
455026,Omega Studios' School of Applied Recording Arts & Sciences,9
444796,Omnitech Institute,9
460455,Onondaga School of Therapeutic Massage-Rochester,9
457846,Onondaga School of Therapeutic Massage-Syracuse,9
159601,Opelousas School of Cosmetology,9
444635,Orion Institute,9
407434,Orlo School of Hair Design and Cosmetology,9
455798,Oxford Academy of Hair Design Inc,9
185970,P B Cosmetology Education Center,9
443216,P C Age-Jersey City,9
391005,P&A Scholars Beauty School,9
422695,Pacific College,3
442842,Pacific College of Health Science-Chicago,3
414595,Pacific College of Oriental Medicine-New York,3
378576,Pacific College of Oriental Medicine-San Diego,3
115746,Pacifica Graduate Institute,3
130110,Paier College of Art Inc,3
447731,Palace Beauty College,9
447722,Palladium Technical Academy Inc,9
449490,Palm Beach Academy of Health & Beauty,9
475538,Palmetto Beauty School,9
365125,Palomar Institute of Cosmetology,9
475413,Panache Academy of Beauty,9
204963,Paramount Beauty Academy,6
186016,Parisian Beauty School,9
483896,Parisian Spa Institute,9
484190,Park Place Premier Barber School,9
235158,Paroba College of Cosmetology,9
160117,Pat Goins Benton Road Beauty School,9
483665,Paul Mitchell the School-Ardmore,9
107789,Paul Mitchell the School-Arkansas,9
475486,Paul Mitchell the School-Arlington,9
454926,Paul Mitchell the School-Atlanta,9
451565,Paul Mitchell the School-Austin,9
454652,Paul Mitchell the School-Birmingham,9
260929,Paul Mitchell the School-Boise,9
143376,Paul Mitchell the School-Bradley,9
467872,Paul Mitchell the School-Charleston,9
458274,Paul Mitchell the School-Chicago,9
455284,Paul Mitchell the School-Cincinnati,9
456065,Paul Mitchell the School-Cleveland,9
459286,Paul Mitchell the School-Colorado Springs,9
467863,Paul Mitchell the School-Columbia,9
456074,Paul Mitchell the School-Columbus,9
442240,Paul Mitchell the School-Costa Mesa,9
459301,Paul Mitchell the School-Delaware,9
482176,Paul Mitchell the School-Denver,9
459231,Paul Mitchell the School-East Bay,9
454607,Paul Mitchell the School-Esani,9
484093,Paul Mitchell The School-Farmington Hills,9
199689,Paul Mitchell the School-Fayetteville,9
475547,Paul Mitchell the School-Fort Myers,9
459198,Paul Mitchell the School-Fresno,9
444486,Paul Mitchell the School-Gastonia,9
172680,Paul Mitchell the School-Grand Rapids,9
446288,Paul Mitchell the School-Great Lakes,9
483337,Paul Mitchell the School-Greenville,9
461591,Paul Mitchell the School-Honolulu,6
249238,Paul Mitchell the School-Houston,9
417008,Paul Mitchell the School-Huntsville,9
461917,Paul Mitchell the School-Indianapolis,9
136109,Paul Mitchell the School-Jacksonville,9
481508,Paul Mitchell the School-Jersey Shore,9
488749,Paul Mitchell the School-Jessup,9
248660,Paul Mitchell the School-Knoxville,9
484118,Paul Mitchell the School-Lansing,9
462008,Paul Mitchell the School-Las Vegas,9
156426,Paul Mitchell the School-Lexington,9
448220,Paul Mitchell the School-Logan,9
483328,Paul Mitchell the School-Lombard,9
156842,Paul Mitchell the School-Louisville,9
486983,Paul Mitchell the School-Madison,9
456029,Paul Mitchell the School-Memphis,9
484109,Paul Mitchell the School-Merrillville,9
451121,Paul Mitchell the School-Miami,9
449977,Paul Mitchell the School-Michigan,9
459578,Paul Mitchell the School-Milwaukee,9
177685,Paul Mitchell the School-Missouri Columbia,9
459170,Paul Mitchell the School-Modesto,9
220491,Paul Mitchell the School-Murfreesboro,9
488998,Paul Mitchell the School-Nampa,9
457545,Paul Mitchell the School-Normal,9
129349,Paul Mitchell the School-North Haven,9
476294,Paul Mitchell the School-Ogden,9
445212,Paul Mitchell the School-Orlando,9
476984,Paul Mitchell the School-Overland Park,9
454768,Paul Mitchell the School-Pasadena,9
459116,Paul Mitchell the School-Phoenix,9
208187,Paul Mitchell the School-Portland,6
183202,Paul Mitchell the School-Portsmouth,9
380456,Paul Mitchell the School-Provo,9
475556,Paul Mitchell the School-Raleigh,9
476841,Paul Mitchell the School-Reno,9
454944,Paul Mitchell the School-Rexburg,6
443641,Paul Mitchell the School-Rhode Island,9
234924,Paul Mitchell the School-Richland,9
231280,Paul Mitchell the School-Roanoke,9
455761,Paul Mitchell the School-Sacramento,9
230214,Paul Mitchell the School-Salt Lake City,9
451714,Paul Mitchell the School-San Antonio,9
449968,Paul Mitchell the School-San Diego,6
494454,Paul Mitchell the School-San Jose,9
484011,Paul Mitchell the School-Schenectady,9
449986,Paul Mitchell the School-Sherman Oaks,9
462071,Paul Mitchell the School-Spokane,9
455080,Paul Mitchell the School-Springfield,9
461421,Paul Mitchell the School-St Louis,9
421610,Paul Mitchell the School-St. George,9
449959,Paul Mitchell the School-Tampa,9
457323,Paul Mitchell the School-Temecula,9
485032,Paul Mitchell the School-Toledo,9
486567,Paul Mitchell the School-Tulsa,9
449995,Paul Mitchell the School-Tysons Corner,9
488989,Paul Mitchell the School-Webster,9
408066,Paul Mitchell the School-Wichita,9
480930,Paul Mitchell the School-Woodbridge,9
443225,PC AGE-Metropark,9
455345,PCCenter,9
154208,PCI Academy-Ames,6
443979,PCI Academy-Plymouth,9
439871,PCI College,3
369783,PCI Health Training Center,9
490735,Peloton College,9
459514,Peloton College,6
214892,Penn Commercial Business/Technical School,6
186052,Pennco Tech-Blackwood,6
214944,Pennco Tech-Bristol,6
215008,Pennsylvania Gunsmith School,6
261861,Pennsylvania Institute of Health and Technology,6
460914,Penrose Academy,9
449533,Pensacola School of Massage Therapy & Health Careers,9
491534,Pets Playground Grooming School,9
209667,Phagans Beauty College,6
209676,Phagans Central Oregon Beauty College,6
208859,Phagans Grants Pass College of Beauty,6
209153,Phagans Medford Beauty School,6
209694,Phagans School of Beauty,6
209700,Phagans School of Hair Design,6
488396,Phipps Academy of Barbering,9
447698,Phoenix Institute of Herbal Medicine & Acupuncture,3
488147,PiBerry Institute,9
105543,Pima Medical Institute-Albuquerque,6
442967,Pima Medical Institute-Albuquerque West,9
461689,Pima Medical Institute-Aurora,6
434140,Pima Medical Institute-Chula Vista,6
442134,Pima Medical Institute-Colorado Springs,6
404912,Pima Medical Institute-Denver,6
489812,Pima Medical Institute-Dillon,6
456038,Pima Medical Institute-East Valley,6
486813,Pima Medical Institute-El Paso,6
460136,Pima Medical Institute-Houston,6
445230,Pima Medical Institute-Las Vegas,6
260691,Pima Medical Institute-Mesa,6
486822,Pima Medical Institute-Phoenix,6
449074,Pima Medical Institute-Renton,6
492449,Pima Medical Institute-San Marcos,6
368629,Pima Medical Institute-Seattle,6
105534,Pima Medical Institute-Tucson,3
494588,Pima Medical Institution-San Antonio,9
160199,Pineville Beauty School,9
453109,Pinnacle Career Institute-North Kansas City,6
177302,Pinnacle Career Institute-South Kansas City,6
408163,Pinnacle Institute of Cosmetology,9
210076,Pioneer Pacific College,3
418913,Pipo Academy of Hair Design,9
444811,PITC Institute,6
216782,Pittsburgh Career Institute,6
373216,Pivot Point Academy,9
156310,PJ's College of Cosmetology-Bowling Green,9
150853,PJ's College of Cosmetology-Clarksville,9
156754,PJ's College of Cosmetology-Glasgow,6
152150,PJ's College of Cosmetology-Richmond,9
245962,Platt College,6
490878,Platt College-Anaheim,3
103963,Platt College-Arizona Automotive Institute Arizona,9
260813,Platt College-Aurora,3
213534,Platt College-Berks Technical Institute,6
491394,Platt College-Edge Tech Academy,9
428143,Platt College-Lawton,9
260789,Platt College-Los Angeles,3
456579,Platt College-McCann-Allentown,6
438221,Platt College-McCann-Lewisburg,6
367112,Platt College-McCann-Monroe,6
460826,Platt College-Miller-Motte Technical-Augusta,6
441025,Platt College-Miller-Motte Technical-Charleston,6
443650,Platt College-Miller-Motte Technical-Chattanooga,6
458441,Platt College-Miller-Motte Technical-Columbus,6
460835,Platt College-Miller-Motte Technical-Conway,6
475060,Platt College-Miller-Motte Technical-Macon,6
449117,Platt College-Miller-Motte-Cary,6
458405,Platt College-Miller-Motte-Fayetteville,6
460817,Platt College-Miller-Motte-Jacksonville,6
456205,Platt College-Miller-Motte-Raleigh,6
198978,Platt College-Miller-Motte-Wilmington,3
447379,Platt College-Moore,6
445258,Platt College-OKC-Memorial,6
432384,Platt College-Ontario,3
480204,Platt College-Riverside,3
121275,Platt College-San Diego,3
456931,Platt College-STVT-Corpus Christi,9
228219,Platt College-STVT-McAllen,9
460172,Platt College-STVT-San Antonio,9
194499,Plaza College,3
493576,PMCA Pittsburgh Multicultural Cosmetology Academy,9
245980,Ponca City Beauty College,9
243081,Ponce Health Sciences University,3
492704,Ponce Health Sciences University-Centro Universitario de San Juan,3
494807,Ponce Health Sciences University-East,3
494010,Ponce Health Sciences University-St Louis,3
243072,Ponce Paramedical College Inc,6
171775,Port Huron Cosmetology College,9
129002,Porter and Chester Institute of Hamden,9
130174,Porter and Chester Institute of Stratford,9
130183,Post University,3
486576,PPG Technical College,9
430582,Praxis Institute,9
493691,Premier Academy of Cosmetology,9
488369,Premier Barber Institute,9
416458,Premiere Career College,6
493488,Premiere International College,6
484154,Preparing People Barber Styling College,9
481368,Prestige Health & Beauty Sciences Academy,9
486327,Princess Beauty School,9
491853,Princess Institute of Beauty,9
420130,Prism Career Institute-Cherry Hill,9
417840,Prism Career Institute-Philadelphia,9
430403,Prism Career Institute-West Atlantic City,9
493628,Pro Beauty Academy,9
139506,Pro Way Hair School,9
486105,Professional Academy of Cosmetology,9
458016,Professional Career Training Institute,9
107655,Professional Cosmetology Education Center,9
437750,Professional Golfers Career College,6
454908,Professional Hands Institute,6
121433,Professional Institute of Beauty,9
205054,Professional Skills Institute,6
409193,Professional Technical Institution Inc,9
148098,Professional's Choice Hair Design Academy,9
457466,Profile Institute of Barber-Styling,9
461944,Protege Academy,9
487083,Protege Academy,9
380438,Provo College,3
436067,Pryor Beauty College,9
493673,Puerto Rico School of Nurse Anesthetists,3
461713,Pure Aesthetics Natural Skincare School,9
418764,Quality Technical and Beauty College,9
376677,Queen City College,9
439507,Quest College,6
488776,Radiological Technologies University VT,3
363147,Raphael's School of Beauty Culture Inc-Alliance,6
407568,Raphael's School of Beauty Culture Inc-Boardman,6
363882,Raphael's School of Beauty Culture Inc-Brunswick,6
205142,Raphael's School of Beauty Culture Inc-Niles,6
138309,Rasmussen College-Florida,3
448673,Rasmussen College-Illinois,3
480657,Rasmussen College-Kansas,3
175014,Rasmussen College-Minnesota,3
200013,Rasmussen College-North Dakota,3
450571,Rasmussen College-Wisconsin,3
152275,Ravenscroft Beauty College,9
490531,Ray J's College of Hair,9
114637,Redondo Beach Beauty College,9
475653,Reflections Academy of Beauty,9
105659,Refrigeration School Inc,6
490197,Regan Career Institute,9
488183,Regina Webb Academy,6
458104,Renaissance Academie,9
178989,Research College of Nursing,3
491701,Rexburg College of Massage Therapy,9
484127,Ricci's Academy of Cosmetology,9
242413,Richport Technical College,9
476726,Rio Grande Valley College,6
483717,River Valley Cosmetology Institute,9
485704,River Valley School of Massage,9
419235,Rivertown School of Beauty Barber Skin Care and Nails,9
185466,Rizzieri Aveda School for Beauty and Wellness,9
481447,Rizzieri Institute,9
165750,Rob Roy Academy-Fall River,9
167039,Rob Roy Academy-New Bedford,9
168032,Rob Roy Academy-Taunton,9
373696,Rob Roy Academy-Worcester,9
186274,Robert Fiance Beauty Schools,9
383279,Robert Fiance Beauty Schools-North Plainfield,9
185767,Robert Fiance Beauty Schools-West New York,9
163754,Robert Paul Academy of Cosmetology Arts & Sciences,9
105677,Roberto-Venn School of Luthiery,9
127945,Rocky Mountain College of Art and Design,3
475495,Rocky Mountain University of Health Professions,3
480790,Rocky Vista University,3
152309,Rogers Academy of Hair Design,9
369446,Rosel School of Cosmetology,9
121992,Rosemead Beauty School,9
490832,Ross College-Canton,6
490841,Ross College-Grand Rapids North,6
421513,Ross College-Hopkinsville,6
373085,Ross College-Quad Cities,6
452081,Ross College-Sylvania,6
490814,Ross Medical Education Center - Kalamazoo,9
261685,Ross Medical Education Center-Ann Arbor,9
456515,Ross Medical Education Center-Battle Creek,9
480550,Ross Medical Education Center-Bowling Green,9
261676,Ross Medical Education Center-Brighton,9
460127,Ross Medical Education Center-Canton,9
481906,Ross Medical Education Center-Charleston,9
203234,Ross Medical Education Center-Cincinnati,9
460093,Ross Medical Education Center-Davison,9
480523,Ross Medical Education Center-Dayton,9
488952,Ross Medical Education Center-Elyria,9
481890,Ross Medical Education Center-Erlanger,9
484349,Ross Medical Education Center-Evansville,6
172015,Ross Medical Education Center-Flint,9
456506,Ross Medical Education Center-Fort Wayne,6
460109,Ross Medical Education Center-Granger,6
486707,Ross Medical Education Center-Huntsville,9
484358,Ross Medical Education Center-Johnson City,9
365833,Ross Medical Education Center-Kentwood,9
486716,Ross Medical Education Center-Knoxville,9
481863,Ross Medical Education Center-Kokomo,6
488961,Ross Medical Education Center-Lafayette,6
171988,Ross Medical Education Center-Lansing,9
171997,Ross Medical Education Center-Madison Heights,9
488970,Ross Medical Education Center-Midland,9
476230,Ross Medical Education Center-Morgantown,9
486752,Ross Medical Education Center-Muncie,6
452072,Ross Medical Education Center-New Baltimore,9
460118,Ross Medical Education Center-Niles,9
480532,Ross Medical Education Center-Ontario,9
484330,Ross Medical Education Center-Owensboro,9
363013,Ross Medical Education Center-Port Huron,9
365824,Ross Medical Education Center-Roosevelt Park,9
247409,Ross Medical Education Center-Saginaw,9
367158,Ross Medical Education Center-Taylor,9
446516,Rosslyn Training Academy of Cosmetology,9
213932,Roxborough Memorial Hospital School of Nursing,6
382267,Royale College of Beauty and Barbering,9
437857,Rudae's School of Beauty Culture-Ft Wayne,9
441876,Rudy & Kelly Academy-A Paul Mitchell Partner School,9
490160,Sacramento Ultrasound Institute,6
447458,SAE Expression College,3
476948,SAE Institute of Technology-Atlanta,6
485139,SAE Institute of Technology-Chicago,6
476911,SAE Institute of Technology-Los Angeles,9
476966,SAE Institute of Technology-Miami,9
446525,SAE Institute of Technology-Nashville,3
459462,SAE Institute of Technology-New York,9
459499,Sage School of Massage & Esthetics,9
486424,Saint Michael College of Allied Health,6
179195,Salem College of Hairstyling,9
237783,Salem University,3
459532,Salon & Spa Institute,9
485874,Salon Boutique Academy,9
476629,Salon Institute-Toledo Campus,6
491835,Salon Professional Academy of San Antonio,9
121868,Salon Success Academy-Corona,9
456588,Salon Success Academy-Fontana,9
456597,Salon Success Academy-Redlands,9
115357,Salon Success Academy-Riverside,9
121859,Salon Success Academy-Upland,9
492953,Salon Success Academy-West Covina,9
466523,Salter College-Chicopee,6
167738,Salter College-West Boylston,6
491543,San Bernardino Beauty College,9
457244,San Diego Culinary Institute,9
493512,San Diego Global Knowledge University,3
486372,San Francisco Film School,6
454777,San Francisco Institute of Esthetics & Cosmetology Inc,9
486239,San Ignacio University,3
122685,San Joaquin Valley College-Visalia,3
486442,Sandra Academy of Salon Services  Inc,9
493895,SANS Technology Institute,3
461500,Santa Ana Beauty Academy,9
481128,Santa Ana Beauty College,9
122834,Santa Barbara Business College-Bakersfield,3
122852,Santa Barbara Business College-Santa Maria,3
406149,Sarasota School of Massage Therapy,9
480301,Savannah Law School,3
404338,Schiller International University,3
131061,Schilling-Douglas School of Hair Design LLC,9
377218,School of Automotive Machinists & Technology,6
197151,School of Visual Arts,3
201982,Scott College of Cosmetology,6
107831,Searcy Beauty College,9
488448,Seattle Film Institute,3
439914,Seattle Institute of East Asian Medicine,3
369695,Sebring Career Schools-Houston,9
246406,Sebring Career Schools-Huntsville,9
368540,Seguin Beauty School-New Braunfels,9
228088,Seguin Beauty School-Seguin,9
475839,Sessions College for Professional Design,6
483939,Setting the Standard Barbering and Natural Hair Academy,9
215983,Sharon Regional School of Nursing,9
481331,Sharp Edgez Barber Institute,9
391759,Sharps Academy of Hair Styling,9
121637,Shasta School of Cosmetology,9
439932,Shawnee Beauty College,9
412544,Shear Ego International School of Hair Design,9
451167,Shear Excellence Hair Academy,9
480842,Shear Finesse Beauty Academy,9
493789,Shear Perfection Academy of Cosmetology,9
199670,Sherrill's University of Barber & Cosmetology,9
123350,Sierra College of Beauty,9
460932,Skin Institute,9
455381,Skin Science Institute,9
444857,Skinworks School of Advanced Skincare,9
110778,Sofia University,3
445957,Soma Institute-The National School of Clinical Massage Therapy,9
488077,Sonoran Desert Institute,6
481094,Sotheby's Institute of Art-NY,3
123642,South Coast College,6
220552,South College,3
493637,South Eastern Beauty Academy,9
443252,South Florida Institute of Technology,9
216074,South Hills Beauty Academy,9
216083,South Hills School of Business & Technology,6
228185,South Texas Barber College Inc,9
455974,South Texas Training Center,9
456922,South Texas Vocational Technical Institute-Brownsville,9
228200,South Texas Vocational Technical Institute-Weslaco,9
480073,South University-Austin,3
480082,South University-Cleveland,3
251312,South University-Columbia,3
481720,South University-High Point,3
101116,South University-Montgomery,3
468024,South University-Novi,3
139579,South University-Savannah,3
449898,South University-Tampa,3
133465,South University-West Palm Beach,3
459259,South University–Richmond,3
475121,South University–Savannah Online,3
459268,South University–Virginia Beach,3
449807,Southeast Texas Career Institute,9
428170,Southeastern College-West Palm Beach,6
491923,Southeastern Esthetics Institute,9
443261,Southeastern Institute-Charleston,6
451352,Southeastern Institute-Charlotte,9
444866,Southeastern Institute-Columbia,6
461856,Southern California Health Institute,9
399869,Southern California Institute of Technology,3
226903,Southern Careers Institute-Austin,6
459967,Southern Careers Institute-Brownsville,9
405076,Southern Careers Institute-Corpus Christi,9
459985,Southern Careers Institute-Harlingen,9
408385,Southern Careers Institute-Pharr,9
482015,Southern Careers Institute-San Antonio,9
430245,Southern Careers Institute-San Antonio,9
493992,Southern Careers Institute-Waco,9
207786,Southern School of Beauty Inc,9
490063,Southern States University,3
446552,Southern Technical College,6
366553,Southern Technical College,3
481322,Southern Texas Careers Academy,9
233082,Southside College of Health Sciences,6
436261,Southwest Acupuncture College-Boulder,3
366605,Southwest Acupuncture College-Santa Fe,3
442879,Southwest Institute of Healing Arts,6
228282,Southwest School of Business and Technical Careers-San Antonio,9
451556,Southwest University at El Paso,3
402776,Southwest University of Visual Arts-Albuquerque,3
232724,Sovah School of Health Professions,6
445638,Spa Tech Institute-Ipswich,9
445656,Spa Tech Institute-Plymouth,9
445647,Spa Tech Institute-Westboro,9
161527,Spa Tech Institute-Westbrook,9
413680,Spartan College of Aeronautics & Technology,6
207254,Spartan College of Aeronautics and Technology,3
126605,Spartan College of Aeronautics and Technology,6
489371,Spartan College of Aeronautics and Technology,6
172325,Specs Howard School of Media Arts,9
217572,St Joseph School of Nursing,6
442426,St Louis College of Health Careers-Fenton,3
179511,St Louis College of Health Careers-St Louis,6
189811,St Paul's School of Nursing-Queens,6
195784,St Paul's School of Nursing-Staten Island,6
491792,Stacey James Institute,6
407151,Stage One-The Hair School,9
446561,Stanbridge University,3
493318,Stanbridge University-Los Angeles,6
483814,Standard Healthcare Services-College of Nursing,6
382902,Star College of Cosmetology 2,9
462053,State Career College,9
239877,State College of Beauty Culture Inc,9
233666,Staunton School of Cosmetology,9
448600,Stautzenberger College-Brecksville,6
205887,Stautzenberger College-Maumee,6
494852,Stautzenberger College-Rockford Career College,6
444529,Stellar Career College,9
146807,Steven Papageorge Hair Academy,9
178767,Stevens-The Institute of Business & Arts,3
160597,Stevensons Academy of Hair Design,9
219453,Stewart School,9
448619,Stone Academy-East Hartford,6
413778,Stone Academy-Waterbury,6
130509,Stone Academy-West Haven,6
434496,Strand College of Hair Design,9
491066,Strand Institute of Beauty & Esthetics,9
438498,Stratford University,3
450377,Strayer University-Alabama,3
458885,Strayer University-Arkansas,3
450298,Strayer University-Delaware,3
131803,Strayer University-District of Columbia,3
449038,Strayer University-Florida,3
458919,Strayer University-Georgia,3
459994,Strayer University-Global Region,3
430184,Strayer University-Maryland,3
458955,Strayer University-Mississippi,3
453215,Strayer University-New Jersey,3
453163,Strayer University-North Carolina,3
443784,Strayer University-Pennsylvania,3
458964,Strayer University-South Carolina,3
443766,Strayer University-Tennessee,3
458973,Strayer University-Texas,3
233684,Strayer University-Virginia,3
456621,Strayer University-West Virginia,3
455725,Studio Academy of Beauty,9
485476,Studio Beauty School,9
430564,Studio Jewelers,9
236744,Stylemaster College of Hair Design,9
231721,Suffolk Beauty Academy,9
157793,Sullivan University,3
400080,Summit College,9
457420,Summit Salon Academy,9
457572,Summit Salon Academy,9
459550,Summit Salon Academy,6
177603,Summit Salon Academy Kansas City,9
457439,Summit Salon Academy-Gainesville,9
462017,Summit Salon Academy-Kokomo,9
156967,Summit Salon Academy-Lexington,9
457916,Summit Salon Academy-Perrysburg,6
209719,Summit Salon Academy-Portland,6
208512,Sumner College,6
218867,Sumter Beauty College,9
483610,Sutter Beauty College,9
196389,Swedish Institute a College of Health Sciences,6
233286,Sylvain Melloul International Hair Academy,9
454689,Taft University System,3
484394,Taylor Andrews Academy of Hair Design-Provo,9
461494,Taylor Andrews Academy of Hair Design-West Jordan,9
461926,Taylor Andrews Academy-St George,9
149310,Taylor Business Institute,6
449524,Taylor College,6
151564,Taylor Institute of Cosmetology,9
261719,Taylortown School of Beauty Inc,9
249566,TDDS Technical Institute,9
444893,Technical Learning Centers Inc,9
457448,Tenaj Salon Institute,9
448150,Tennessee Career Institute,9
221829,Tennessee School of Beauty of Knoxville Inc,9
187000,Teterboro School of Aeronautics,6
440989,Texas Barber College,9
458061,Texas Beauty College,9
