UnitID,Institution Name,SECTOR (HD2019)
488174,Ea La Mar's Cosmetology & Barber College,9
447421,Eagle Gate College-Layton,3
230366,Eagle Gate College-Murray,3
451006,Eagle Rock College,6
439394,East West College of Natural Medicine,3
208637,East West College of the Healing Arts,9
483799,East-West Healing Arts Institute,9
106892,Eastern College of Health Vocations-Little Rock,9
364751,Eastern College of Health Vocations-New Orleans,9
448354,Eastern International College-Belleville,3
421878,Eastern International College-Jersey City,3
446224,Eastern School of Acupuncture and Traditional Medicine,3
441858,Eastern Virginia Career College,6
183488,Eastwick College-Hackensack,6
185721,Eastwick College-Nutley,6
184959,Eastwick College-Ramsey,3
446534,eClips School of Cosmetology and Barbering,9
248934,ECPI University,3
376321,EDIC College,3
494834,Educational Technical College,9
240985,Educational Technical College-Recinto de Bayamon,6
448707,Educational Technical College-Recinto de Coamo,9
146454,Educators of Beauty College of Cosmetology-Peru,9
260965,Educators of Beauty College of Cosmetology-Rockford,9
149204,Educators of Beauty College of Cosmetology-Sterling,9
490461,EduMed Partners,9
410964,EINE Inc,9
476887,Elaine Sterling Institute,9
177287,Elaine Steven Beauty College,9
483382,Electrical Training Center,9
114044,Elegance International,9
494001,Elevate Salon Institute,9
451282,Elevate Salon Institute,9
457891,Elevate Salon Institute,6
142489,Elevate Salon Institute-Chubbuck,6
479983,Elevate Salon Institute-Westminster,9
492005,Elite Academy of Hair Design,9
451529,Elite College of Cosmetology,9
461607,Elite Cosmetology School,9
490294,Elite Cosmetology  Barber & Spa Academy,9
490188,Elite Institute of Cosmetology,6
461999,Elite School of Cosmetology,6
452887,Elite Welding Academy LLC,9
362782,Elizabeth Grady School of Esthetics and Massage Therapy,9
190974,Elmira Business Institute,6
404684,Emma's Beauty Academy-Juana Diaz,9
241906,Emma's Beauty Academy-Mayaguez,9
114114,Emperor's College of Traditional Oriental Medicine,3
212328,Empire Beauty  School-Lehigh Valley,9
481678,Empire Beauty School-Augusta,9
447175,Empire Beauty School-Aurora,9
447148,Empire Beauty School-Avondale,9
368230,Empire Beauty School-Bloomfield,9
174978,Empire Beauty School-Bloomington,9
430218,Empire Beauty School-Bordentown,9
164845,Empire Beauty School-Boston,9
383765,Empire Beauty School-Brooklyn,9
485014,Empire Beauty School-Buffalo,9
375984,Empire Beauty School-Center City Philadelphia,9
104443,Empire Beauty School-Chandler,9
459019,Empire Beauty School-Charlotte,9
485397,Empire Beauty School-Cheltenham,9
157614,Empire Beauty School-Chenoweth,9
184816,Empire Beauty School-Cherry Hill,9
407470,Empire Beauty School-Cincinnati,9
450614,Empire Beauty School-Concord,9
157669,Empire Beauty School-Dixie,9
417381,Empire Beauty School-Dunwoody,9
459037,Empire Beauty School-E Greensboro,9
458803,Empire Beauty School-E Memphis,9
157650,Empire Beauty School-Elizabethtown,9
104434,Empire Beauty School-Flagstaff,9
157678,Empire Beauty School-Florence,9
443678,Empire Beauty School-Framingham,9
480310,Empire Beauty School-Glen Burnie,9
407735,Empire Beauty School-Green Bay,9
212337,Empire Beauty School-Gwinnett,9
415039,Empire Beauty School-Hanover,9
143543,Empire Beauty School-Hanover Park,9
212382,Empire Beauty School-Harrisburg,9
450641,Empire Beauty School-Hooksett,9
248305,Empire Beauty School-Hurstborne,9
151652,Empire Beauty School-Indianapolis,9
458821,Empire Beauty School-Jackson,9
440101,Empire Beauty School-Kennesaw,9
182704,Empire Beauty School-Laconia,9
491145,Empire Beauty School-Lakeland,9
212276,Empire Beauty School-Lancaster,9
456126,Empire Beauty School-Lauderhill,9
212230,Empire Beauty School-Lebanon,9
447166,Empire Beauty School-Littleton,9
161493,Empire Beauty School-Maine,9
407179,Empire Beauty School-Malden,9
195067,Empire Beauty School-Manhattan,9
169284,Empire Beauty School-Michigan,9
444282,Empire Beauty School-Midlothian,9
448798,Empire Beauty School-Milwaukee,9
430227,Empire Beauty School-Monroeville,9
458867,Empire Beauty School-Morrow,9
458812,Empire Beauty School-Nashville,9
212753,Empire Beauty School-NE Philadelphia,9
450605,Empire Beauty School-North Hills,9
486691,Empire Beauty School-Northlake,9
106111,Empire Beauty School-NW Phoenix,9
444291,Empire Beauty School-Owings Mills,9
458849,Empire Beauty School-Paramus,9
193991,Empire Beauty School-Peekskill,9
459064,Empire Beauty School-Pineville,9
212300,Empire Beauty School-Pottsville,9
190239,Empire Beauty School-Queens,9
212391,Empire Beauty School-Reading,9
450599,Empire Beauty School-Richmond,9
481845,Empire Beauty School-Rochester,9
459000,Empire Beauty School-S Memphis,9
478582,Empire Beauty School-Savannah,9
212294,Empire Beauty School-Shamokin Dam,9
182722,Empire Beauty School-Somersworth,9
458858,Empire Beauty School-Speedway,9
456135,Empire Beauty School-Spring Lake Park,9
458830,Empire Beauty School-Springfield,9
481748,Empire Beauty School-Stone Park,9
491136,Empire Beauty School-Tampa,9
128337,Empire Beauty School-Thornton,9
103741,Empire Beauty School-Tucson,9
184506,Empire Beauty School-Union,9
481739,Empire Beauty School-Vernon Hills,9
476179,Empire Beauty School-Virginia Beach,9
212373,Empire Beauty School-Warminster,9
217581,Empire Beauty School-Warwick,9
478616,Empire Beauty School-West Greensboro,9
444307,Empire Beauty School-West Mifflin,9
459055,Empire Beauty School-West Palm,9
459046,Empire Beauty School-Winston-Salem,9
212355,Empire Beauty School-Wyoming Valley,9
212267,Empire Beauty School-York,9
114123,Empire College,3
207087,Enid Beauty College,9
461801,Entourage Institute of Beauty and Esthetics,9
457581,Eric Fisher Academy,9
212434,Erie Institute of Technology Inc,6
420255,Escuela de Peritos Electricistas de Isabela Inc,9
444583,Escuela Hotelera de San Juan,9
431123,Escuela Tecnica de Electricidad,9
494649,Esteem Academy of Beauty,9
446251,Estelle Medical Academy,9
461582,Estelle Skin Care and Spa Institute,9
417062,Estes Institute of Cosmetology Arts and Science,9
244613,ETI School of Skilled Trades,9
200590,ETI Technical College,6
450720,Euphoria Institute of Beauty Arts & Sciences-Summerlin,6
457332,European Academy of Cosmetology and Hairdressing,9
458423,European Massage Therapy School-Las Vegas,9
491598,European Medical School of Massage,9
230199,Evans Hairstyling College-Cedar City,6
454935,Evans Hairstyling College-Rexburg,6
230205,Evans Hairstyling College-St George,6
446260,Evergreen Beauty and Barber College-Everett,9
207102,Eves College of Hairstyling,9
461537,Evolve Beauty Academy,9
224758,Exposito School of Hair Design,9
493813,Falcon Institute of Health and Science,9
381486,Faust Institute of Cosmetology-Spirit Lake,6
153339,Faust Institute of Cosmetology-Storm Lake,6
114460,Federico Beauty Institute,9
487861,Felbry College School of Nursing,6
114354,FIDM-Fashion Institute of Design & Merchandising-Los Angeles,3
114415,FIDM-Fashion Institute of Design & Merchandising-Orange County,6
248846,FIDM-Fashion Institute of Design & Merchandising-San Diego,6
114390,FIDM-Fashion Institute of Design & Merchandising-San Francisco,3
436599,FINE Mortuary College,6
457864,Finger Lakes School of Massage,9
482103,Finger Lakes School of Massage,9
460552,Finger Lakes School of Massage,9
461874,First Class Cosmetology School,9
484075,First Coast Barber Academy,9
145099,First Institute of Travel  Inc.,9
114585,Five Branches University,3
191205,Five Towns College,3
476513,Flair Beauty College,9
169947,Flint Institute of Barbering Inc,6
462035,Florida Academy,9
447908,Florida Academy of Health & Beauty,9
441380,Florida Barber Academy,9
487384,Florida Career College,6
487445,Florida Career College-Boynton Beach,6
487409,Florida Career College-Hialeah,6
487490,Florida Career College-Houston Campus,6
487436,Florida Career College-Jacksonville,6
487418,Florida Career College-Lauderdale Lakes,6
487454,Florida Career College-Margate,6
133997,Florida Career College-Miami,6
487472,Florida Career College-Orlando,6
487427,Florida Career College-Tampa,6
487393,Florida Career College-West Palm Beach,6
434715,Florida Coastal School of Law,3
434441,Florida College of Integrative Medicine,3
441423,Florida Education Institute,6
476814,Florida Institute of Recording Sound and Technology,9
133942,Florida Institute of Ultrasound Inc,6
486512,Florida International Training Institute,9
408844,Florida National University-Main Campus,3
134024,Florida School of Massage,9
134112,Florida Technical College,3
476939,Florida Vocational Institute,6
488253,Focus Personal Training Institute,9
208044,Formations Institute of Cosmetology & Barbering,9
218043,Forrest College,6
134228,Fort Pierce Beauty Academy,9
224828,Fort Worth Beauty School,9
392415,Fortis College,6
371052,Fortis College,9
439738,Fortis College-Baton Rouge,6
205179,Fortis College-Centerville,6
450067,Fortis College-Cincinnati,6
460020,Fortis College-Columbia,6
450058,Fortis College-Columbus,6
490975,Fortis College-Cutler Bay,6
487302,Fortis College-Cuyahoga Falls,6
455460,Fortis College-Dothan,9
436641,Fortis College-Foley,9
458478,Fortis College-Grand Prairie,6
458681,Fortis College-Indianapolis,6
451909,Fortis College-Landover,6
494843,Fortis College-Landover,6
475130,Fortis College-Montgomery,6
455488,Fortis College-Montgomery,9
233329,Fortis College-Norfolk,6
439792,Fortis College-Orange Park,6
456180,Fortis College-Phoenix,6
201399,Fortis College-Ravenna,6
382957,Fortis College-Richmond,6
456454,Fortis College-Salt Lake City,6
372921,Fortis College-Smyrna,6
459958,Fortis Institute,6
455628,Fortis Institute-Birmingham,6
494436,Fortis Institute-Cookeville,6
418870,Fortis Institute-Cookeville,6
216418,Fortis Institute-Erie,6
249609,Fortis Institute-Forty Fort,6
475024,Fortis Institute-Lawrenceville,9
452124,Fortis Institute-Nashville,6
455479,Fortis Institute-Pensacola,6
445744,Fortis Institute-Port Saint Lucie,6
385503,Fortis Institute-Scranton,6
163347,Fortis Institute-Towson,9
183725,Fortis Institute-Wayne,9
488271,Fosbre Academy of Hair Design,9
175698,Fosters Cosmetology College,9
485236,Fountain of Youth Academy of Cosmetology,9
145239,Fox College,6
483577,Franklin Hair Academy School of Cosmetology,9
455017,Frederick School of Cosmetology,9
114761,Fredrick and Charles Beauty College,9
372073,Fremont College,3
455062,French Academy of Cosmetology,9
134237,Full Sail University,3
476498,Futura Career Institute,9
459310,Future-Tech Institute,6
145406,G Skin & Beauty Institute,9
407090,G Skin & Beauty Institute,9
485926,GA Beauty & Barber School,9
461254,Galaxy Medical College,6
491181,Galen College of Nursing-ARH,6
452948,Galen College of Nursing-Cincinnati,3
156471,Galen College of Nursing-Louisville,3
406033,Galen College of Nursing-San Antonio,3
406024,Galen College of Nursing-Tampa Bay,3
488013,Garden State Science and Technology Institute,9
458131,Gary Manuel Aveda Institute,9
486099,GDS Institute,9
145309,Gem City College,9
480912,Gemini School of Visual Arts & Communication,3
235583,Gene Juarez Academy,9
407708,Gene Juarez Academy,9
220765,Genesis Career College-Cookeville,9
382780,Genesis Career College-Lebanon,9
138822,Georgia Career Institute,9
408862,Georgia Institute of Cosmetology,9
202888,Gerbers Akron Beauty School,9
235307,Glen Dow Academy of Hair Design,9
115010,Glendale Career College,3
494746,Glendale Career College-Brightwood Teachout,6
488651,Glitz School of Cosmetology,9
492935,Global Medical & Technical Training Institute,9
493521,Global Tech College,6
449384,Gnomon,3
492281,GoodFellas Barber College,9
491729,Goshen School of Cosmetology,9
493150,Gould's Academy,9
486530,Gould's Academy,9
363679,Grabber School of Hair Design,9
483841,Grace International Beauty School,9
104717,Grand Canyon University,3
442569,Grantham University,3
213181,Great Lakes Institute of Technology,6
490072,Great Lakes Truck Driving School,9
459213,Gurnick Academy of Medical Arts,3
159027,Guy's Shreveport Academy of Cosmetology Inc,9
436632,Gwinnett College,9
140003,Gwinnett College-Lilburn,6
444714,Gwinnett College-Marietta Campus,6
425250,Gwinnett College-Sandy Springs,6
490559,Gwinnett Institute,6
436030,Hair Academy II,9
163541,Hair Academy Inc-New Carrollton,9
488262,Hair Academy School of Barbering & Beauty,9
447971,Hair Expressions Academy,9
367981,Hair Professionals Career College,9
145424,Hair Professionals Career College,9
145433,Hair Professionals School of Cosmetology,9
367051,Hairmasters Institute of Cosmetology,9
153427,Hamilton Technical College,3
369950,Hamrick School,9
455327,Hands on Therapy,9
490382,Harmony Health Care Institute,9
184870,Harris School of Business-Cherry Hill Campus,9
489399,Harris School of Business-Danbury,9
444200,Harris School of Business-Dover Campus,9
448983,Harris School of Business-Linwood Campus,9
433970,Harris School of Business-Sanford Campus,9
460598,Harris School of Business-Upper Darby Campus,9
185332,Harris School of Business-Voorhees Campus,9
441362,Harris School of Business-Wilmington Campus,9
417600,Hastings Beauty School,9
141608,Hawaii Institute of Hair Design,9
460756,Hawaii Medical College,6
155159,Hays Academy of Hair Design,9
478917,Hays Academy of Hair Design,9
490054,HCI College,3
439668,HDS Truck Driving Institute,9
219125,Headlines Academy Inc,6
247010,Headmasters School of Hair Design,9
455071,Healing Arts Center,9
381866,Healing Arts Institute,9
454795,Healing Hands School of Holistic Health,9
441830,Healing Mountain Massage School,9
456968,Health And Style Institute,6
444644,Health Works Institute,9
493752,Health-Tech Institute of Memphis,9
450960,Healthcare Career College,6
446303,Healthcare Training Institute,6
481465,Healthcare Training Institute,6
484002,High Desert Medical College,6
168555,Hillsdale Beauty College,9
115658,Hilltop Beauty School,9
480000,Hinton Barber and Beauty College,9
490407,Hogan Institute of Cosmetology and Esthetics,9
184746,Hohokus School of Trade and Technical Sciences,9
461379,Holistic Massage Training Institute,9
443234,Hollywood Institute,9
134529,Hollywood Institute of Beauty Careers,9
485388,Hollywood Institute of Beauty Careers-Casselberry,9
485379,Hollywood Institute of Beauty Careers-West Palm Beach,9
203386,Hondros College of Nursing,3
488332,Hope College of Arts and Sciences,6
488411,Hoss Lee Academy,9
107099,Hot Springs Beauty College,9
489122,House of Heavilin Beauty College-Academy of Beauty Professionals,9
489131,House of Heavilin Beauty College-Academy of Beauty Professionals,9
489140,House of Heavilin Beauty College-Academy of Beauty Professionals,9
176716,House of Heavilin Beauty College-Blue Springs,9
177588,House of Heavilin Beauty College-Kansas City,9
421771,House of Heavilin Beauty College-Raymore,9
493743,Houston Barber School,9
458034,Houston International College Cardiotech Ultrasound School,6
492157,Houston School of Carpentry,9
383792,Houston Training School-Gulfgate,9
380067,Houston Training School-Main Campus,9
484996,Houston Training Schools-Gessner,9
242112,Huertas College,3
191728,Hunter Business School,6
237437,Huntington Junior College,6
377643,Huntington School of Beauty Culture,6
488068,Huntington University of Health Sciences,3
212993,Hussian College School of Art,3
363439,Hussian College-Daymar College Bowling Green,3
368443,Hussian College-Daymar College Clarksville,3
205559,Hussian College-Daymar College Columbus,6
444255,Hussian College-Daymar College Murfreesboro,3
220002,Hussian College-Daymar College Nashville,3
486965,Hussian College-Studio School Los Angeles,3
486345,HVAC Technical Institute,9
372329,IBMC College,6
491738,IBS School of Cosmetology and Massage,6
242130,ICPR Junior College-Arecibo,6
243841,ICPR Junior College-General Institutional,6
460677,ICPR Junior College-Manati,6
242149,ICPR Junior College-Mayaguez,6
493947,Idaho College of Osteopathic Medicine,3
449597,Ideal Beauty Academy,9
480161,Ideal Beauty Academy,9
483780,IGlobal University,3
419253,Illinois Media School,9
460145,Illinois Media School-Chicago Campus,9
487922,Image Maker Beauty Institute,9
106908,Imagine-Paul Mitchell Partner School,9
491880,Independent Training & Apprenticeship Program,9
488420,Indiana Wellness College,9
415057,Industrial Management Training Institute,9
444671,Industrial Technical College,9
485564,Infinity College,9
451635,Inland Massage Institute,9
388663,Inner State Beauty School,6
483106,Innovate Salon Academy,9
492731,Innovate Salon Academy,9
457554,Innovations Design Academy,9
491932,Installer Institute,9
376288,Institucion Chaviano de Mayaguez,9
115931,Institute for Business and Technology,6
441548,Institute for Therapeutic Massage,9
458122,Institute of Advanced Medical Esthetics,9
240879,Institute of Beauty Careers,9
444680,Institute of Beauty Occupation and Technology Course,9
489414,Institute of Beauty Occupations and Technology Course-San Sebastian,9
444699,Institute of Clinical Acupuncture & Oriental Med,3
457819,Institute of Culinary Education,9
493080,Institute of Culinary Education,9
448017,Institute of Health & Technology,9
481207,Institute of Health Sciences,9
461218,Institute of Medical Careers,6
491570,Institute of Medical Ultrasound,9
454616,Institute of Production and Recording,3
448044,Institute of Professional Careers,9
431141,Institute of Technology,6
441663,Institute of Technology,9
242422,Instituto de Banca y Comercio Inc,6
451501,Instituto Educativo Premier,9
483373,Integrity College of Health,9
128179,Intellitec College-Colorado Springs,6
128188,Intellitec College-Grand Junction,6
443696,Interactive College of Technology,6
440776,Interactive College of Technology,6
367361,Interactive College of Technology,6
138655,Interactive College of Technology-Chamblee,6
442435,Interactive College of Technology-Gainesville,6
138664,Interactive College of Technology-Morrow,6
367103,Interactive College of Technology-Newport,6
483869,InterAmerican Technical Institute,9
481960,InterCoast Colleges-Fairfield,6
457208,InterCoast Colleges-Rancho Cordova,9
442888,InterCoast Colleges-Riverside,6
366289,InterCoast Colleges-Santa Ana,6
443571,InterCoast Colleges-West Covina,6
116226,Interior Designers Institute,3
134714,International Academy,9
457785,International Academy of Style,9
235501,International Air and Hospitality Academy,9
491686,International Barber College,9
431284,International Beauty College,9
488378,International Beauty Education Center,9
238005,International Beauty School 4,6
225779,International Business College-El Paso,6
225788,International Business College-El Paso,6
151458,International Business College-Fort Wayne,6
151467,International Business College-Indianapolis,6
462336,International College of Beauty Arts & Sciences,9
203289,International College of Broadcasting,6
461175,International College of Cosmetology,9
455053,International Cosmetology Academy,9
453297,International Culinary Arts and Sciences Institute,9
475097,International Culinary Center-California,9
488925,International Diving Institute,9
485528,International Hair and Barber Academy,9
457341,International Institute of Cosmetology,9
127316,International Salon and Spa Academy,9
113449,International School of Beauty Inc,9
480347,International School of Cosmetology-Toni & Guy Hairdressing Academy,9
365091,International School of Skin Nailcare & Massage Therapy,9
485519,International Sports Sciences Association,6
242750,International Technical College,9
153597,Iowa School of Beauty-Des Moines,6
153171,Iowa School of Beauty-Marshalltown,6
154165,Iowa School of Beauty-Ottumwa,6
154457,Iowa School of Beauty-Sioux City,6
443137,Irene's Myomassology Institute,9
191959,Island Drafting and Technical Institute,6
159197,ITI Technical College,6
438984,IVAEM College,9
481474,J D Academy of Salon and Spa,9
150765,J Michael Harrold Beauty Academy,9
490416,J's Barber College,9
192004,Jamestown Business College,3
443146,Jay's Technical Institute,9
483276,JB's Hair Design and Barber College,9
414540,Jean Madeline Aveda Institute,9
207704,Jenks Beauty College,9
248192,Jenny Lea Academy of Cosmetology,6
451918,Jenny Lea Academy of Cosmetology,9
455196,Jersey College,6
419341,Jna Institute of Culinary Arts,6
185174,Joe Kubert School of Cartoon and Graphic Art,9
188696,Joffrey Ballet School,6
401764,John Amico School of Hair Design,9
159328,John Jay Beauty College,9
455239,John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,9
428125,John Wesley International Barber and Beauty College,9
491242,Johnny Matthew's Hairdressing Training School,9
210474,Jolie Hair and Beauty Academy-Hazleton,9
431099,Jolie Hair and Beauty Academy-Ludlow,9
478661,Jolie Hair and Beauty Academy-Northfield,9
213215,Jolie Hair and Beauty Academy-Wilkes-Barre,9
486734,Jolie Health & Beauty Academy-Cherry Hill,9
484321,Jolie Health and Beauty Academy-Turnersville,9
461281,Jose Maria Vargas University,3
456551,Josef's School of Hair  Skin & Body-Fargo,6
200110,Josef's School of Hair  Skin & Body-Grand Forks,6
181190,Joseph's College Cosmetology,6
484057,Jupiter Beauty Academy,9
200387,JZ Trend Academy Paul Mitchell Partner School,6
485810,K & G 5 Star Barber College,9
481313,Kaizen Beauty Academy,9
494658,KC Beauty Academy,9
374343,KC's School of Hair Design,9
492652,KCK Beauty & Barber Academy,9
225991,KD Conservatory College of Film and Dramatic Arts,6
182892,Keene Beauty Academy,9
218195,Kenneth Shuler School of Cosmetology and Nails-Columbia,9
445850,Kenneth Shuler School of Cosmetology-Columbia,9
460011,Kenneth Shuler School of Cosmetology-Florence,9
489159,Kenneth Shuler School of Cosmetology-Goose Creek,9
467906,Kenneth Shuler School of Cosmetology-Greenville,9
218159,Kenneth Shuler School of Cosmetology-North Augusta,9
432117,Kenneth Shuler School of Cosmetology-Rock Hill,9
445841,Kenneth Shuler School of Cosmetology-Spartanburg,9
488439,Kenny's Academy of Barbering,9
493497,Kenny's Beauty Academy,9
487904,Kentucky Horseshoeing School,9
457475,Keune Academy by 124,9
490452,Kor Beauty Academy,9
490717,L Makeup Institute,9
457633,L'esprit Academy,9
429012,L3 Commercial Training Solutions Airline Academy,9
383163,La Belle Beauty Academy,9
135142,La Belle Beauty School,9
153773,La James College of Hairstyling and Cosmetology,6
153746,La James International College-Cedar Falls,6
154332,La James International College-Davenport,6
143695,La James International College-East Moline,9
153782,La James International College-Ft Dodge,6
154341,La James International College-Iowa City,6
153764,La James International College-Johnston,6
180771,La'James International College,6
483920,LaBarberia Institute of Hair,6
451291,Lakewood School of Therapeutic Massage,9
456214,Lamson Institute,9
117238,Lancaster Beauty School,9
213455,Lancaster School of Cosmetology & Therapeutic Bodywork,9
213473,Lansdale School of Business,6
213491,Lansdale School of Cosmetology Inc,9
226125,Laredo Beauty College Inc,9
486503,Laredo CHI Academy Beauty School,9
476489,Larry's Barber College,9
182148,Las Vegas College,6
160472,LaSalle Tech,9
485485,Latin Beauty Academy,9
250027,Laurel Business Institute,6
408729,Laurel Technical Institute,6
215992,Laurel Technical Institute,6
454786,Laurus College,3
481298,Lawrence & Company College of Cosmetology,9
483957,Lawrence & Company College of Cosmetology,9
483221,Learnet Academy Inc,6
488138,Learning Bridge Career Institute,9
488235,Lebanon College of Cosmetology,9
484172,Lee Professional Institute,9
444228,LeGrand Institute of Cosmetology Inc,9
491677,Lehigh Valley Barber School,9
441618,Leon Studio One School of Beauty Knowledge,9
198844,Leons Beauty School Inc,9
444732,Leston College,9
213552,Levittown Beauty Academy,9
450632,Lexington Healing Arts Academy,9
427335,Lia Schorr Institute of Cosmetic Skin Care Training,9
455956,Liberty Junior College,6
242820,Liceo de Arte y Tecnologia,6
376330,Liceo de Arte-Dise-O y Comercio,9
475574,Lil Lou's Beauty and Barber College LLC,9
494029,Lil Lou's Beauty and Barber College-Hammond,9
192271,LIM College,3
163028,Lincoln College of Technology-Columbia,6
126951,Lincoln College of Technology-Denver,6
226277,Lincoln College of Technology-Grand Prairie,6
151661,Lincoln College of Technology-Indianapolis,6
434159,Lincoln College of Technology-Marietta,6
146700,Lincoln College of Technology-Melrose Park,6
221148,Lincoln College of Technology-Nashville,6
117548,Lincoln Law School of Sacramento,3
213570,Lincoln Technical Institute-Allentown,6
129181,Lincoln Technical Institute-East Windsor,6
184056,Lincoln Technical Institute-Iselin,9
433101,Lincoln Technical Institute-Lincoln,9
420343,Lincoln Technical Institute-Mahwah,6
374574,Lincoln Technical Institute-Moorestown,9
129923,Lincoln Technical Institute-New Britain,9
442073,Lincoln Technical Institute-Paramus,9
213589,Lincoln Technical Institute-Philadelphia,6
445911,Lincoln Technical Institute-Shelton,9
165556,Lincoln Technical Institute-Somerville,9
184427,Lincoln Technical Institute-South Plainfield,6
185396,Lincoln Technical Institute-Union,9
449320,Lincoln Technical Institute-Whitestone,9
461722,Lindsey Institute of Cosmetology,9
421832,Living Arts College,3
383297,Long Island Beauty School-Hauppauge,9
192484,Long Island Beauty School-Hempstead,9
192509,Long Island Business Institute,6
461838,Long Island Nail Skin & Hair Institute,9
135337,Loraines Academy & Spa,9
490124,Los Angeles Academy of Figurative Art,3
446385,Los Angeles College of Music,3
436429,Los Angeles Film School,3
400558,Los Angeles Pacific College,6
494621,Lotus School of Integrated Professions,9
159531,Louisiana Academy of Beauty,9
449612,Louisiana Culinary Institute,6
458007,Love Beauty School Inc,9
166498,Lowell Academy Hairstyling Institute,9
117955,Lu Ross Academy,9
483726,Luckes Beauty Academy LLC,9
178004,Lutheran School of Nursing,6
118143,Lyle's College of  Beauty,9
118134,Lyle's College of Beauty,9
482246,Lynnes Welding Training,9
492379,Lynnes Welding Training-Bismarck,9
118161,Lytles Redwood Empire Beauty College Inc,9
170736,M J Murphy Beauty College of Mount Pleasant,9
481003,M T Training Center,9
364168,Madison Media Institute,6
148399,Madison Media Institute-Rockford Career College,6
176390,Magnolia College of Cosmetology,9
490221,MAK Beauty Institute,9
449366,Make-up Designory,9
461272,Mandalyn Academy,9
192688,Mandl School-The College of Allied Health,6
461351,Manhattan Institute,9
490674,Manuel and Theresa's School of Hair Design,9
451547,Manuel and Theresa's School of Hair Design-Bryan,9
470296,Manuel and Theresa's School of Hair Design-Victoria,9
411684,Marian Health Careers Center-Los Angeles Campus,9
475282,Marian Health Careers Center-Van Nuys Campus,9
457642,Marketti Academy of Cosmetology,9
487977,Martinsburg College,6
163815,Maryland Beauty Academy of Essex,9
166805,Massachusetts School of Barbering,9
490470,Massage Institute of Memphis,9
381361,Massage Therapy Institute of Colorado,9
490267,Master's Barber & Styling College,9
461333,Mauna Loa Helicopters,9
454698,Mayfield College,6
493549,McAllen Careers Institute,9
484039,McDougle Technical  Institute,9
439455,MDT College of Health Sciences,9
414461,Mech-Tech College,6
488059,Med Academy,6
455336,MediaTech Institute-Dallas,6
456153,MediaTech Institute-Houston,6
476595,Medical Allied Career Center,3
488217,Medical Career & Technical College,9
493479,Medical Career College of Northern California,9
479965,Medical Career Institute,6
455831,Medical Institute of Palm Beach,9
490179,Medical Prep Institute of Tampa Bay,3
436650,Medical Training College,9
484066,MedQuest College,6
476993,Medspa Academies,9
451538,Memphis Institute of Barbering,9
419217,Mercy Hospital School of Practical Nursing-Plantation General Hospital,9
237552,Meredith Manor International Equestrian Center,6
244279,Meridian College,6
461324,Meridian Institute of Surgical Assisting,6
491808,Meridian University,3
178077,Merrell University of Beauty Arts and Science,9
135559,Merryfield School of Pet Grooming,9
457952,Metro Beauty Academy,9
178110,Metro Business College-Cape Girardeau,6
245430,Metro Business College-Jefferson City,6
245421,Metro Business College-Rolla,6
140827,Miami Ad School - Atlanta,6
476355,Miami Ad School-New York,6
440819,Miami Ad School-San Francisco,6
428000,Miami Ad School-Wynwood,6
224776,Miami International University of Art & Design-Art Institute Dallas,3
480851,Miami Media School,6
451103,Miami Regional University,3
169655,MIAT College of Technology,6
494728,Michael's Barber & Hair Stylist Academy,9
182953,Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,9
170611,Michigan College of Beauty-Monroe,9
381370,Michigan College of Beauty-Troy,9
423412,Mid Cities Barber College,9
147165,Midstate College,3
193186,Midway Paris Beauty School,9
493831,Midwest Barber College,9
439020,Midwest College of Oriental Medicine-Evanston,3
383020,Midwest College of Oriental Medicine-Racine,3
178183,Midwest Institute,6
458265,Midwest Technical Institute-East Peoria,9
469638,Midwest Technical Institute-Moline,6
475459,Midwest Technical Institute-Ridgeland,9
437556,Midwest Technical Institute-Springfield,9
482097,Midwest Technical Institute-Springfield,9
457536,Midwestern Career College,6
385549,Milan Institute of Cosmetology,9
460534,Milan Institute of Cosmetology-El Paso,9
454546,Milan Institute of Cosmetology-Fairfield,9
460516,Milan Institute of Cosmetology-La Quinta,9
454555,Milan Institute of Cosmetology-Reno,9
449904,Milan Institute of Cosmetology-San Antonio Military,9
454573,Milan Institute of Cosmetology-Visalia,9
440855,Milan Institute-Amarillo,9
457077,Milan Institute-Bakersfield,9
489760,Milan Institute-Bakersfield West,9
460525,Milan Institute-Boise,9
448895,Milan Institute-Fresno,9
475325,Milan Institute-Las Vegas,9
482060,Milan Institute-Merced,9
442657,Milan Institute-Palm Desert,9
437778,Milan Institute-San Antonio Ingram,9
443669,Milan Institute-Sparks,9
112288,Milan Institute-Visalia,9
193201,Mildred Elley School-Albany Campus,6
461014,Mildred Elley-New York Campus,6
425986,Mildred Elley-Pittsfield Campus,9
461883,Millennia Atlantic University,3
451264,Millennium Training Institute,9
449861,Milwaukee Career College,6
483887,Mind Body Institute,9
174118,Minneapolis Business College,6
480170,Minnesota School of Cosmetology-Plymouth Campus,9
174190,Minnesota School of Cosmetology-Woodbury Campus,9
488299,Mission Beauty Institute,9
176062,Mississippi College of Beauty Culture,9
455105,Mississippi Institute of Aesthetics Nails & Cosmetology,9
440226,Missouri College of Cosmetology North,9
413972,Mitchells Academy,9
199005,Mitchells Academy,9
476902,Mitsu Sato Hair Academy,9
