"state","year","per_change","11","13","15","17","19","21","23","25","27","29","31","33","35","37","39","41","43","45","47","49","51","53","55","<NA>"
"Hawaii",2014,-66.02,"9.58","5.99","6.16","2.14","1.11","1.30","0.58","2.74","2.51","8.31","1.93","1.86","5.81","2.28","5.16","15.77","12.88","0.06","1.05","3.65","1.42","4.50","0.24","2.95"
"Hawaii",2015,-74.98,"10.87","5.87","6.77","2.23","0.97","1.43","0.37","3.32","2.10","12.75","1.92","2.06","5.47","2.12","2.44","14.04","12.70","0.09","1.10","3.50","1.15","3.71","0.23","2.79"
"Hawaii",2016,-74.14,"10.06","5.42","6.66","1.85","0.99","1.20","0.32","3.10","1.76","15.46","1.76","2.31","4.91","1.88","2.02","16.77","11.51","0.04","0.76","3.58","0.97","3.41","0.23","3.03"
"Hawaii",2017,-74.43,"10.04","6.04","5.80","1.71","0.91","1.03","0.23","2.56","1.78","21.53","1.93","2.04","4.98","2.13","2.07","11.62","12.79","0.05","0.77","2.92","1.04","3.06","0.23","2.74"
"Hawaii",2018,-66.62,"9.78","5.84","6.04","1.91","0.83","1.48","0.38","2.72","1.86","13.63","1.88","2.14","6.70","2.51","3.66","13.04","12.33","0.07","1.12","3.33","1.56","3.94","0.20","3.07"
"Hawaii",2019,-65.64,"10.13","6.27","5.84","2.10","0.93","1.61","0.42","2.50","1.91","10.92","1.87","2.26","7.69","2.51","3.16","13.26","12.37","0.10","1.12","3.57","1.70","4.08","0.30","3.38"
"Idaho",2010,-76.27,"10.56","4.26","6.56","3.49","0.89","1.38","0.86","2.73","2.64","15.10","3.22","0.81","2.79","1.59","3.73","15.79","10.06","0.15","1.51","3.91","2.18","3.76","0.11","1.90"
"Idaho",2011,-68.79,"10.03","4.48","6.76","3.60","1.42","1.81","0.60","2.90","2.17","12.62","3.20","1.18","2.95","2.15","2.62","13.35","10.41","0.31","2.28","4.67","2.87","5.42","0.05","2.15"
"Idaho",2012,-58.65,"9.01","4.29","5.81","2.83","1.42","1.91","0.57","3.41","2.43","12.03","2.83","1.24","3.63","2.55","2.78","11.13","11.79","0.44","2.81","4.51","3.54","6.35","0.18","2.55"
"Idaho",2013,-59.81,"8.80","4.26","4.95","2.44","1.34","1.54","0.66","4.04","2.72","9.27","2.55","1.13","4.78","2.50","3.61","12.13","12.94","0.34","2.59","4.51","3.55","6.51","0.19","2.63"
"Idaho",2014,-63.99,"8.35","3.98","5.07","2.27","1.67","1.68","0.47","4.26","2.70","9.84","2.80","1.06","4.84","2.67","3.30","12.33","12.08","0.37","2.47","4.15","3.59","7.31","0.29","2.46"
"Idaho",2015,-73,"8.95","4.52","5.64","2.75","1.73","1.71","0.33","4.56","2.51","13.39","2.86","1.37","3.49","2.01","1.85","11.79","12.03","0.41","1.94","3.72","2.82","6.95","0.28","2.38"
"Idaho",2016,-72.72,"8.55","4.40","5.39","2.47","1.83","1.69","0.36","4.61","2.30","15.65","2.62","1.21","3.80","1.60","1.47","12.64","11.22","0.27","1.49","3.10","3.01","7.57","0.23","2.52"
"Idaho",2017,-75.66,"8.77","4.26","5.47","2.87","1.37","1.24","0.23","3.95","2.15","19.58","2.43","0.90","3.69","1.34","1.20","12.66","9.84","0.18","1.30","2.80","2.85","8.64","0.32","1.97"
"Idaho",2018,-77.07,"8.48","4.62","6.61","3.02","1.42","1.26","0.32","4.78","2.42","16.72","2.27","0.88","3.80","1.83","2.10","11.63","9.40","0.15","1.77","3.31","2.40","8.34","0.18","2.29"
"Idaho",2019,-71.98,"8.97","4.96","5.99","2.89","1.39","1.56","0.50","3.97","2.31","11.12","2.41","1.10","5.16","2.43","2.47","11.30","10.85","0.37","2.30","3.72","3.05","8.25","0.24","2.68"
"Illinois",2010,-65.93,"15.29","8.54","17.62","2.97","0.90","0.93","1.10","1.67","2.60","9.78","1.82","0.66","1.67","0.68","1.27","12.99","8.84","0.03","0.50","2.50","1.91","3.28","0.02","2.43"
"Illinois",2011,-65.17,"15.65","8.95","16.30","3.35","0.84","0.98","1.28","1.87","2.37","9.38","1.73","0.62","1.67","0.66","1.48","13.13","8.90","0.02","0.48","2.29","2.32","3.36","0.02","2.34"
"Illinois",2012,-69.79,"14.40","9.18","16.51","3.56","0.97","1.03","1.76","2.39","2.33","8.79","1.86","0.66","2.08","0.80","1.83","11.48","9.13","0.04","0.57","2.37","2.35","3.29","0.04","2.58"
"Illinois",2013,-56.68,"13.02","7.65","12.26","2.60","0.81","1.11","1.53","3.34","2.84","7.89","1.73","0.78","4.10","0.93","3.53","13.39","9.65","0.06","0.62","2.39","2.38","4.50","0.04","2.84"
"Illinois",2014,-57.89,"11.76","6.96","10.97","2.72","0.91","1.18","1.23","2.96","2.61","8.19","1.58","0.82","4.84","1.07","3.98","12.87","9.35","0.05","0.55","2.43","2.61","7.61","0.05","2.70"
"Illinois",2015,-65.51,"12.98","8.50","13.34","2.90","0.91","1.09","0.84","2.40","2.29","10.30","1.61","0.92","2.95","0.80","1.23","12.37","9.36","0.04","0.49","2.49","2.08","7.56","0.04","2.50"
"Illinois",2016,-62.05,"11.71","7.67","10.18","2.34","0.92","1.00","0.76","2.27","1.99","10.61","1.74","0.97","3.77","0.86","1.07","12.66","9.18","0.04","0.50","2.48","2.50","12.27","0.04","2.47"
"Illinois",2017,-67.49,"11.33","7.67","10.40","2.40","0.89","1.03","0.63","1.81","1.96","12.14","1.81","0.91","3.63","0.90","1.15","11.82","9.58","0.05","0.51","2.19","2.51","12.12","0.05","2.51"
"Illinois",2018,-65.95,"11.45","7.19","11.42","2.40","0.84","1.08","0.67","3.09","2.01","9.45","1.92","0.92","3.76","1.33","2.36","11.01","9.72","0.05","0.61","2.41","2.80","10.72","0.05","2.75"
"Illinois",2019,-62.59,"11.68","7.29","10.45","2.24","0.85","1.28","0.70","2.83","2.23","9.17","2.03","1.05","4.77","1.51","2.22","11.35","10.21","0.07","0.67","2.59","2.73","9.11","0.08","2.89"
"Indiana",2010,-70.54,"12.82","5.83","8.30","4.14","0.85","0.97","0.67","2.04","2.30","13.05","2.78","0.69","2.52","1.14","1.73","14.81","10.11","0.04","0.91","3.83","2.56","5.57","0.04","2.29"
"Indiana",2011,-71.18,"14.02","6.04","8.21","5.06","0.78","0.99","0.53","2.09","1.82","12.25","2.31","0.69","2.18","1.04","1.27","14.24","9.74","0.04","0.92","3.57","3.30","6.72","0.05","2.14"
"Indiana",2012,-75.85,"12.65","5.77","8.81","5.75","1.05","1.11","0.79","2.95","2.16","11.54","1.99","0.76","2.91","1.48","2.01","12.40","9.19","0.06","1.07","3.54","3.52","6.06","0.07","2.37"
"Indiana",2013,-61.58,"10.72","5.35","7.31","3.87","0.80","0.99","0.81","2.63","3.56","9.15","2.27","0.76","5.23","1.40","3.04","13.95","10.40","0.09","1.14","3.52","3.52","6.69","0.08","2.71"
"Indiana",2014,-64.31,"9.93","4.49","5.81","3.39","0.88","1.06","0.45","2.39","2.54","9.92","2.65","0.84","5.97","1.49","3.18","13.98","10.77","0.07","0.99","3.62","3.89","8.90","0.10","2.68"
"Indiana",2015,-72.15,"10.21","5.23","6.73","3.48","0.90","1.11","0.30","2.07","2.02","13.88","2.89","1.05","3.83","1.12","1.46","12.94","10.16","0.07","0.83","3.73","2.99","10.75","0.09","2.17"
"Indiana",2016,-67.42,"9.52","4.73","5.21","2.96","0.79","1.02","0.23","1.59","1.79","14.01","2.90","0.92","4.24","1.10","1.15","12.60","9.55","0.05","1.03","3.53","3.45","15.16","0.08","2.36"
"Indiana",2017,-73.26,"9.23","4.68","5.38","3.19","0.80","0.98","0.24","1.71","1.73","16.32","2.74","0.78","3.72","1.17","1.15","11.19","9.64","0.05","1.05","3.11","3.79","15.07","0.10","2.19"
"Indiana",2018,-75.25,"9.59","4.89","6.07","3.13","0.88","1.08","0.32","2.46","1.87","13.54","2.61","0.98","4.21","1.91","2.15","10.87","9.98","0.08","1.27","3.96","3.86","11.60","0.06","2.63"
"Indiana",2019,-67.98,"9.56","4.94","5.90","2.72","0.78","1.16","0.38","2.15","1.84","12.71","2.58","1.09","5.27","2.19","2.05","10.99","9.76","0.09","1.32","4.17","3.68","11.92","0.12","2.63"
"Iowa",2010,-66.03,"10.46","5.04","10.24","3.08","0.99","1.12","0.46","2.18","2.57","12.68","2.64","0.98","2.62","1.57","1.48","12.96","10.68","0.13","1.55","4.23","3.22","6.49","0.07","2.56"
"Iowa",2011,-59.94,"10.46","4.94","8.94","3.67","0.94","1.18","0.42","2.82","2.41","11.07","2.78","0.89","2.74","1.77","1.38","11.83","10.83","0.17","1.92","4.34","4.40","7.48","0.08","2.55"
"Iowa",2012,-62.05,"10.12","5.47","9.40","3.97","1.22","1.38","0.47","2.65","2.60","10.75","2.58","0.96","2.87","1.85","1.64","10.18","11.13","0.15","1.87","4.21","4.70","7.06","0.09","2.71"
"Iowa",2013,-56.94,"10.04","5.26","7.60","3.65","0.95","1.26","0.49","2.53","2.89","9.63","2.49","0.97","4.46","1.73","2.48","11.70","10.76","0.18","1.86","4.04","4.04","7.56","0.12","3.33"
"Iowa",2014,-50.99,"8.81","4.65","7.08","3.19","0.93","1.27","0.42","2.79","3.14","9.38","2.43","0.82","5.57","1.85","2.74","11.97","10.69","0.17","1.66","3.80","4.60","9.00","0.12","2.92"
"Iowa",2015,-59.8,"8.80","5.97","7.80","3.18","0.87","1.42","0.40","2.24","2.61","13.55","2.88","1.06","3.36","1.42","1.44","10.63","10.81","0.16","1.27","3.90","3.96","9.31","0.10","2.87"
"Iowa",2016,-52.8,"8.07","5.36","6.25","2.55","0.77","1.26","0.29","2.07","2.27","12.66","2.33","1.22","3.58","1.33","1.15","12.71","11.02","0.21","1.49","3.40","3.71","13.42","0.08","2.78"
"Iowa",2017,-57.77,"7.89","5.90","6.48","2.82","0.75","1.05","0.28","1.84","2.11","13.30","2.16","1.35","3.85","1.36","1.09","11.60","10.11","0.25","1.47","3.30","4.12","14.04","0.10","2.78"
"Iowa",2018,-64.19,"8.40","5.50","7.59","3.44","0.80","1.05","0.42","1.82","2.21","13.10","2.45","1.25","4.13","1.56","1.63","10.50","9.79","0.21","1.72","3.98","4.42","10.77","0.07","3.19"
"Iowa",2019,-67.54,"8.03","5.25","6.94","2.96","0.79","1.11","0.41","1.86","2.24","11.18","2.51","1.12","4.47","1.81","1.56","10.69","9.79","0.16","1.66","3.90","3.78","14.97","0.16","2.64"
"Kansas",2010,-64.66,"11.46","5.40","8.82","3.63","0.91","1.26","0.57","2.04","2.09","15.97","3.10","1.16","2.06","1.31","1.37","12.22","10.95","0.13","1.37","4.09","2.74","4.72","0.08","2.56"
"Kansas",2011,-58.44,"12.55","6.96","13.22","4.71","1.00","0.92","0.53","2.56","1.98","11.54","2.29","0.90","1.71","0.89","1.03","11.75","11.57","0.06","0.96","3.39","3.02","4.32","0.10","2.04"
"Kansas",2012,-67.37,"12.03","6.46","10.41","4.29","1.19","1.47","0.76","3.96","2.09","12.83","2.26","1.19","1.82","1.10","1.38","10.74","11.10","0.06","1.03","3.68","3.04","4.47","0.16","2.48"
"Kansas",2013,-54.55,"11.08","5.52","8.04","3.43","0.86","1.21","0.75","3.76","3.24","9.50","2.26","1.12","4.16","1.31","2.56","12.32","11.30","0.13","1.36","3.79","3.34","5.84","0.16","2.97"
"Kansas",2014,-58.72,"10.21","5.08","7.16","3.35","1.02","1.30","0.43","4.01","2.75","10.27","2.07","1.05","4.70","1.43","2.97","12.50","10.56","0.12","1.33","3.68","3.76","7.34","0.16","2.74"
"Kansas",2015,-69.22,"9.94","5.63","8.15","2.97","0.88","1.34","0.43","4.10","2.34","14.84","2.49","1.55","3.05","1.17","1.18","11.50","10.55","0.13","1.34","3.80","2.87","7.04","0.20","2.51"
"Kansas",2016,-61.86,"8.14","4.49","5.39","2.19","0.79","1.25","0.33","3.23","1.67","12.93","2.15","1.29","2.88","1.00","0.90","10.20","9.33","0.10","1.16","3.09","2.69","22.15","0.14","2.51"
"Kansas",2017,-70.87,"9.10","4.90","7.29","2.66","0.77","1.16","0.33","3.66","2.10","16.76","2.49","1.17","3.53","1.30","0.95","10.51","10.14","0.08","1.07","2.97","3.23","11.32","0.16","2.35"
"Kansas",2018,-73.53,"9.29","4.86","6.27","2.72","0.78","1.27","0.40","3.36","1.94","14.11","2.34","1.33","4.15","1.84","2.19","10.98","10.33","0.08","1.42","3.70","3.79","10.04","0.10","2.68"
"Kansas",2019,-67.43,"9.17","4.57","5.91","2.40","0.79","1.22","0.39","3.19","1.92","11.46","2.46","1.15","5.08","2.13","2.17","11.00","9.80","0.14","1.52","3.72","3.43","13.62","0.15","2.62"
"Kentucky",2010,-79.17,"11.27","4.73","7.83","2.66","0.61","0.96","0.53","1.76","2.41","16.39","3.23","0.75","2.80","1.26","1.71","14.76","10.28","0.06","1.14","4.20","2.25","6.15","0.05","2.22"
"Kentucky",2011,-79.24,"11.83","5.00","9.67","3.30","0.81","1.10","0.49","2.13","1.96","14.66","2.82","0.98","2.36","1.06","1.58","13.35","10.37","0.09","1.01","3.53","2.89","6.66","0.05","2.31"
"Kentucky",2012,-76.34,"11.34","5.79","9.17","3.69","0.93","1.27","0.75","2.79","2.00","14.37","2.69","1.03","3.18","1.08","1.70","11.98","10.95","0.06","0.85","3.19","3.06","5.58","0.08","2.47"
"Kentucky",2013,-68.38,"10.78","4.78","6.15","3.05","0.71","1.02","0.66","2.14","2.37","10.52","2.62","0.88","5.56","1.34","2.74","14.20","11.72","0.09","1.08","3.37","3.69","7.37","0.12","3.05"
"Kentucky",2014,-70.06,"9.49","4.35","5.96","2.89","0.68","1.11","0.40","1.89","2.56","11.23","2.71","0.86","5.61","1.38","2.87","14.39","12.34","0.06","0.97","3.14","3.97","8.32","0.12","2.69"
"Kentucky",2015,-77.43,"9.51","4.77","6.11","2.96","0.63","1.17","0.29","1.76","2.13","16.60","3.23","1.19","3.65","1.24","1.51","12.92","10.72","0.06","0.82","3.15","2.95","10.01","0.11","2.49"
"Kentucky",2016,-66.81,"8.63","4.47","4.60","2.54","0.58","0.84","0.22","1.42","1.75","14.38","2.56","1.05","5.24","1.37","2.56","13.34","10.04","0.05","0.84","3.08","3.14","14.74","0.11","2.45"
"Kentucky",2017,-71.1,"8.37","4.11","4.83","2.59","0.49","0.81","0.20","1.70","2.03","15.50","2.34","0.99","4.75","1.52","1.76","12.41","10.01","0.06","0.93","3.26","3.34","15.83","0.10","2.10"
"Kentucky",2018,-69.11,"9.02","4.50","5.11","2.68","0.58","1.14","0.33","2.78","1.83","13.63","2.51","1.15","5.19","2.15","2.22","11.59","10.57","0.12","1.36","3.77","3.71","11.37","0.07","2.64"
"Kentucky",2019,-62.22,"8.39","4.08","4.78","2.14","0.54","1.15","0.30","2.54","1.72","11.56","2.61","0.99","5.33","2.17","1.69","10.05","9.01","0.11","1.15","3.43","2.98","20.70","0.10","2.47"
"Louisiana",2010,-74.35,"11.80","4.07","3.78","3.31","0.75","0.92","0.85","1.49","2.44","15.09","2.57","1.06","4.09","1.50","1.87","16.95","10.38","0.05","1.72","4.97","2.09","5.99","0.06","2.23"
"Louisiana",2011,-73.92,"12.31","4.38","4.15","4.41","0.82","1.25","0.71","1.53","1.64","15.22","2.51","1.19","2.95","1.38","1.48","14.71","10.35","0.11","2.06","4.98","2.94","6.68","0.06","2.16"
"Louisiana",2012,-77.43,"11.61","5.21","4.76","5.19","0.99","1.59","1.00","2.22","1.83","13.72","2.19","1.37","3.18","1.49","1.76","11.89","10.82","0.11","2.17","5.12","3.56","5.81","0.14","2.25"
"Louisiana",2013,-65.12,"10.62","4.34","4.10","4.48","0.78","1.28","0.94","2.25","2.44","10.25","1.92","1.30","4.90","1.49","2.61","14.90","11.39","0.12","2.21","4.77","3.38","6.43","0.17","2.94"
"Louisiana",2014,-67.57,"9.92","3.83","4.20","3.77","0.84","1.27","0.60","2.46","2.28","12.07","2.15","1.28","4.95","1.75","2.87","15.48","11.06","0.08","1.92","4.24","3.00","6.86","0.16","2.96"
"Louisiana",2015,-77.43,"10.34","4.66","4.94","3.40","0.89","1.37","0.44","2.33","2.19","15.47","2.20","1.43","3.97","1.43","1.50","14.51","10.39","0.09","1.57","4.18","2.14","8.10","0.15","2.31"
"Louisiana",2016,-74.86,"9.90","4.44","4.23","2.26","0.85","1.28","0.47","1.92","1.85","15.81","2.29","1.22","5.35","1.59","1.78","14.61","10.47","0.08","1.73","3.89","2.21","9.17","0.12","2.47"
"Louisiana",2017,-76.46,"9.48","4.06","3.93","2.68","0.69","1.06","0.42","2.07","1.91","17.68","2.18","1.24","5.03","1.54","1.38","13.60","10.17","0.08","1.85","4.14","2.47","9.85","0.18","2.31"
"Louisiana",2018,-72.01,"9.66","4.25","4.84","2.90","0.76","1.20","0.50","2.93","1.73","15.60","1.83","1.30","5.48","1.79","2.55","12.59","9.30","0.07","2.06","4.47","2.34","9.34","0.12","2.39"
"Louisiana",2019,-70.07,"9.34","4.60","4.97","2.68","0.71","1.59","0.50","2.45","1.65","13.76","2.04","1.40","5.95","2.00","2.20","11.81","9.06","0.07","1.95","4.30","2.36","12.03","0.14","2.43"
"Maine",2010,-69.19,"10.11","4.71","7.18","2.19","0.85","2.15","0.54","4.22","2.79","20.26","3.68","1.09","3.63","1.54","2.71","10.62","10.27","0.09","1.01","2.50","1.98","3.64","0.07","2.16"
"Maine",2011,-70.81,"11.42","4.92","8.19","3.10","0.78","2.19","0.51","4.79","2.75","17.19","3.23","1.15","2.49","1.39","2.71","11.05","10.68","0.12","0.95","2.46","2.07","3.80","0.05","2.01"
"Maine",2012,-73.38,"10.39","4.44","7.48","2.60","0.86","2.38","0.75","6.97","3.04","16.75","2.73","1.08","2.64","1.57","2.98","11.35","10.11","0.07","1.21","2.51","1.98","3.73","0.08","2.31"
"Maine",2013,-42.17,"10.44","4.34","5.20","1.77","0.71","3.19","0.63","3.26","2.76","11.75","2.97","1.17","4.37","2.39","4.11","11.55","12.97","0.09","1.27","3.76","3.40","5.30","0.09","2.52"
"Maine",2014,-59.16,"9.84","4.77","6.29","2.30","0.70","1.44","0.48","1.95","2.93","13.86","3.55","0.94","5.45","1.61","3.18","12.66","11.79","0.07","1.24","2.84","4.55","4.79","0.04","2.75"
"Maine",2015,-68.47,"9.54","4.91","6.59","1.79","0.87","2.56","0.39","2.42","2.00","19.02","4.18","1.30","3.19","1.40","1.78","11.19","12.35","0.07","1.26","2.69","2.40","4.82","0.04","3.23"
"Maine",2016,-71.53,"8.49","5.20","5.61","1.63","0.78","1.90","0.26","2.16","1.89","23.13","3.06","1.08","3.18","1.33","1.38","12.12","10.76","0.09","1.90","2.37","2.89","5.91","0.05","2.82"
"Maine",2017,-72.86,"7.28","4.70","4.56","1.69","0.67","1.18","0.15","2.99","1.79","29.79","2.02","0.78","2.53","1.17","1.37","12.88","8.02","0.05","1.19","1.71","2.45","8.94","0.05","2.06"
"Maine",2018,-77.1,"7.78","3.79","5.32","2.10","0.63","1.41","0.20","3.84","2.09","27.62","3.55","0.83","3.07","1.73","3.71","9.78","7.91","0.05","1.36","2.75","2.23","6.18","0.04","2.02"
"Maine",2019,-78.51,"8.56","4.45","5.43","2.24","0.78","1.92","0.33","3.22","2.17","18.99","3.01","0.95","3.46","1.47","1.37","9.31","8.67","0.08","1.67","2.45","2.39","14.38","0.11","2.58"
"Maryland",2010,-65.33,"12.76","6.86","21.73","3.36","1.43","0.91","0.69","1.97","2.61","10.17","1.94","1.17","2.27","0.77","1.44","11.23","8.56","0.04","0.74","2.99","1.39","2.49","0.06","2.41"
"Maryland",2011,-62.53,"13.81","7.28","21.14","3.54","1.40","0.95","0.80","1.94","2.29","9.52","1.79","1.23","1.69","0.84","1.64","10.68","8.74","0.03","0.82","3.22","1.48","2.61","0.05","2.51"
"Maryland",2012,-68.4,"12.92","7.34","21.61","3.54","1.59","1.01","0.96","2.60","2.34","8.89","1.73","1.27","2.10","0.89","1.71","10.06","8.89","0.04","0.77","2.93","1.38","2.55","0.08","2.79"
"Maryland",2013,-59.46,"12.44","6.50","15.53","2.86","1.15","1.10","0.87","2.53","2.57","8.67","1.88","1.17","4.04","1.04","2.78","12.44","10.34","0.05","0.84","2.90","1.70","3.50","0.09","3.03"
"Maryland",2014,-64.94,"11.78","6.03","15.35","2.84","1.29","1.08","0.78","2.29","2.59","9.10","1.98","1.00","4.43","1.05","3.64","12.02","9.98","0.05","0.85","2.94","2.05","4.06","0.10","2.72"
"Maryland",2015,-68.85,"11.78","6.61","16.87","2.85","1.35","1.13","0.57","2.07","2.54","12.69","2.06","1.28","2.85","0.82","1.31","11.40","9.55","0.04","0.81","2.89","1.35","4.39","0.09","2.71"
"Maryland",2016,-64.9,"11.05","6.60","14.29","2.65","1.37","1.06","0.51","2.01","2.16","14.12","2.02","1.22","3.04","0.89","1.01","11.05","9.40","0.05","0.85","3.06","1.55","6.98","0.06","2.95"
"Maryland",2017,-66.56,"10.29","6.61","14.10","2.65","1.32","0.93","0.44","1.93","2.11","16.18","2.00","1.00","3.34","0.91","1.02","10.14","9.61","0.04","0.78","2.78","1.49","7.62","0.07","2.62"
"Maryland",2018,-63.12,"10.55","6.36","14.48","2.58","1.20","1.10","0.52","2.85","2.32","10.71","1.89","1.20","3.88","1.39","2.66","9.67","9.57","0.05","1.12","3.09","1.83","8.05","0.08","2.88"
"Maryland",2019,-60.27,"10.95","6.62","13.60","2.61","1.16","1.27","0.63","2.73","2.37","9.51","1.83","1.16","3.98","1.45","2.14","9.77","9.76","0.06","1.06","3.23","1.84","9.23","0.10","2.95"
"Massachusetts",2010,-65.77,"15.28","8.22","17.94","3.66","1.90","1.33","1.17","2.04","2.77","10.00","1.93","0.58","2.23","0.71","1.51","10.16","9.13","0.03","0.63","1.98","1.99","2.28","0.02","2.50"
"Massachusetts",2011,-59.4,"15.56","8.33","17.42","4.05","1.80","1.25","1.22","2.91","2.68","8.74","1.68","0.63","1.94","0.67","2.28","10.67","9.01","0.03","0.51","1.79","1.96","2.32","0.02","2.55"
"Massachusetts",2012,-63.88,"16.31","8.64","17.88","4.07","2.06","1.41","1.65","3.93","2.70","8.43","1.43","0.65","2.04","0.61","2.03","9.60","8.20","0.03","0.45","1.66","1.73","1.92","0.04","2.52"
"Massachusetts",2013,-52.73,"14.69","7.54","13.60","2.96","1.65","1.51","1.22","4.56","3.06","7.92","1.60","0.62","3.95","0.93","3.67","11.13","9.40","0.04","0.61","1.79","1.96","2.60","0.06","2.94"
"Massachusetts",2014,-60.52,"13.23","6.87","13.75","2.70","1.56","1.44","0.99","4.55","2.94","8.87","1.70","0.70","4.27","0.90","4.79","10.79","8.91","0.03","0.54","1.85","2.74","3.21","0.05","2.62"
"Massachusetts",2015,-67.85,"14.29","7.71","15.30","3.08","1.74","1.59","0.65","4.72","2.54","12.22","2.05","0.96","2.49","0.64","1.14","9.90","8.97","0.04","0.70","1.94","1.67","3.01","0.04","2.59"
"Massachusetts",2016,-62.31,"12.92","7.02","12.24","2.92","1.82","1.52","0.52","3.89","2.36","14.34","2.17","1.02","3.73","0.68","1.21","10.12","8.73","0.05","0.66","1.92","1.91","5.57","0.04","2.63"
"Massachusetts",2017,-61.97,"12.55","6.88","12.08","3.00","1.67","1.60","0.46","4.62","2.47","15.73","2.01","0.98","3.69","0.74","1.17","9.51","8.86","0.05","0.58","1.73","1.78","5.08","0.04","2.72"
"Massachusetts",2018,-54.13,"13.37","6.94","13.04","3.03","1.73","1.63","0.64","5.20","2.58","10.96","2.11","0.88","3.65","1.04","2.62","9.00","9.65","0.05","0.71","1.92","1.86","4.35","0.04","2.97"
"Massachusetts",2019,-52.25,"13.64","6.71","11.96","2.69","1.72","1.89","0.65","5.38","2.59","9.93","2.32","1.02","4.07","1.19","2.60","8.95","10.02","0.09","0.71","1.99","1.88","4.85","0.08","3.05"
"Michigan",2010,-66.43,"11.09","5.61","10.73","5.58","0.77","1.27","0.72","2.10","2.78","11.92","2.83","0.74","2.33","1.51","1.96","13.47","9.37","0.05","1.10","3.80","4.05","4.14","0.03","2.05"
"Michigan",2011,-66.52,"12.07","6.25","12.12","7.69","0.80","1.00","0.71","1.76","2.71","10.31","2.32","0.73","1.71","1.33","1.34","12.41","8.82","0.06","1.08","3.82","4.70","4.24","0.04","1.98"
"Michigan",2012,-66.47,"11.49","6.42","11.46","7.41","0.87","1.07","0.79","2.53","2.94","9.72","2.39","0.72","2.04","1.49","1.71","11.33","9.28","0.06","1.17","3.69","4.88","4.30","0.05","2.18"
"Michigan",2013,-56.76,"10.85","6.14","10.10","5.94","0.81","0.96","0.72","2.60","2.93","8.75","2.33","0.77","3.71","1.54","2.97","12.65","10.10","0.07","1.23","3.53","3.98","4.66","0.07","2.60"
"Michigan",2014,-58.08,"10.12","5.38","8.80","5.80","0.90","1.02","0.55","2.67","3.14","9.05","2.38","0.91","4.44","1.70","3.06","12.35","9.90","0.08","1.24","3.69","4.66","5.64","0.07","2.45"
"Michigan",2015,-65.42,"10.27","6.09","10.14","6.57","0.84","1.08","0.37","2.33","2.73","12.06","2.48","1.00","3.05","1.33","1.15","11.46","9.62","0.07","0.96","3.83","3.65","6.44","0.06","2.41"
"Michigan",2016,-61.96,"10.10","5.65","8.89","5.95","0.80","1.00","0.36","2.26","2.38","11.81","2.46","1.11","4.08","1.55","1.19","11.36","9.29","0.08","1.15","3.55","4.19","8.17","0.06","2.58"
"Michigan",2017,-62.37,"9.66","5.29","8.39","5.41","0.80","1.04","0.31","1.91","2.31","13.21","2.74","1.23","4.40","1.60","1.22","11.24","9.66","0.09","1.19","3.53","4.29","7.61","0.06","2.79"
"Michigan",2018,-68.33,"9.70","5.54","9.64","4.72","0.77","1.04","0.42","2.43","2.33","11.00","2.64","1.05","4.43","2.02","2.20","10.95","9.95","0.08","1.20","3.59","4.19","7.32","0.04","2.75"
"Michigan",2019,-65.17,"9.19","5.20","8.50","4.03","0.75","1.21","0.48","2.68","2.31","10.50","2.76","1.00","5.08","2.24","2.17","10.30","9.75","0.10","1.23","3.43","4.02","10.23","0.08","2.78"
"Minnesota",2010,-63.93,"13.14","8.17","16.64","3.74","1.12","1.18","1.12","2.90","2.65","10.62","1.70","0.64","1.66","0.72","1.68","11.95","9.00","0.05","0.65","2.45","2.94","2.71","0.24","2.32"
"Minnesota",2011,-62.37,"13.44","8.52","15.68","4.51","1.03","1.06","1.21","2.61","2.50","10.15","1.64","0.55","1.60","0.73","1.87","11.47","9.06","0.04","0.69","2.37","3.66","3.10","0.10","2.42"
"Minnesota",2012,-70.3,"12.46","8.14","14.57","4.41","1.34","1.18","1.78","3.39","2.32","10.26","1.82","0.57","1.85","0.93","3.25","9.73","9.26","0.05","0.69","2.32","3.84","3.14","0.05","2.63"
"Minnesota",2013,-56.17,"11.39","7.20","11.18","3.83","1.13","1.67","1.10","4.34","2.77","8.32","1.96","0.68","3.21","1.24","3.11","10.63","10.76","0.09","1.06","2.89","4.24","4.13","0.09","2.99"
"Minnesota",2014,-64.68,"11.24","6.70","10.33","3.71","1.32","1.80","0.87","4.06","2.78","8.65","2.03","0.66","3.55","1.30","2.92","10.80","10.24","0.08","0.97","2.94","5.08","5.09","0.10","2.79"
"Minnesota",2015,-70.83,"11.70","8.10","11.97","3.34","1.21","1.62","0.63","3.12","2.46","10.90","2.11","0.94","2.83","1.02","1.58","10.77","10.65","0.07","0.86","2.67","3.76","4.91","0.09","2.66"
"Minnesota",2016,-60.96,"10.10","6.81","9.73","2.75","1.00","1.29","0.52","2.49","2.21","11.33","1.86","0.82","3.73","1.05","1.24","10.58","10.03","0.07","0.87","2.39","3.66","12.65","0.06","2.74"
"Minnesota",2017,-70.09,"9.90","7.10","10.18","2.86","0.88","1.14","0.57","2.22","2.38","12.67","1.84","0.86","3.91","0.96","1.40","10.59","11.47","0.09","0.84","2.45","4.31","8.64","0.08","2.64"
