day	month	year	nav_per_share	outstanding_shares
16	1	2007	68.20	18650000
12	1	2007	68.02	18650000
11	1	2007	67.74	18650000
10	1	2007	66.94	18650000
9	1	2007	66.86	18450000
8	1	2007	66.92	18450000
5	1	2007	66.80	18450000
4	1	2007	67.15	18450000
3	1	2007	66.46	18450000
29	12	2006	66.42	18350000
28	12	2006	66.64	18350000
27	12	2006	66.61	18350000
26	12	2006	66.29	18350000
22	12	2006	66.22	18350000
21	12	2006	66.59	18650000
20	12	2006	66.71	18300000
19	12	2006	66.85	18300000
18	12	2006	66.53	18300000
15	12	2006	66.55	18400000
14	12	2006	66.35	18400000
13	12	2006	66.01	18400000
12	12	2006	66.14	18400000
11	12	2006	66.22	18700000
8	12	2006	66.20	18700000
7	12	2006	66.02	18600000
6	12	2006	66.20	18600000
5	12	2006	66.06	18600000
4	12	2006	65.84	18600000
1	12	2006	66.01	18600000
30	11	2006	65.94	18600000
29	11	2006	65.75	18600000
28	11	2006	65.30	18600000
27	11	2006	65.03	18800000
24	11	2006	65.56	18800000
22	11	2006	65.88	18800000
21	11	2006	65.73	18800000
20	11	2006	65.80	18800000
17	11	2006	66.03	19600000
16	11	2006	65.76	19600000
15	11	2006	65.45	19600000
14	11	2006	65.11	19600000
13	11	2006	64.63	20050000
10	11	2006	64.55	20050000
9	11	2006	64.32	20050000
8	11	2006	65.96	20050000
7	11	2006	66.79	20050000
6	11	2006	66.36	20050000
3	11	2006	65.54	20050000
2	11	2006	65.81	20050000
1	11	2006	65.54	20050000
31	10	2006	66.03	20050000
30	10	2006	66.27	20050000
27	10	2006	66.62	20050000
26	10	2006	66.89	20050000
25	10	2006	66.54	20050000
24	10	2006	66.83	20050000
23	10	2006	67.07	19900000
20	10	2006	66.96	19900000
19	10	2006	66.63	19900000
18	10	2006	66.61	19800000
17	10	2006	65.90	19800000
16	10	2006	65.77	19800000
13	10	2006	65.68	19950000
12	10	2006	65.92	19950000
11	10	2006	65.48	19950000
10	10	2006	65.55	19950000
9	10	2006	65.76	19950000
6	10	2006	65.88	19950000
5	10	2006	66.01	19950000
4	10	2006	65.85	19800000
3	10	2006	65.30	19550000
2	10	2006	65.13	19550000
29	9	2006	65.53	19550000
28	9	2006	65.46	19550000
27	9	2006	65.49	19250000
26	9	2006	65.27	19250000
25	9	2006	65.34	19250000
22	9	2006	65.09	19250000
21	9	2006	65.54	19250000
20	9	2006	65.94	19250000
19	9	2006	65.54	19250000
18	9	2006	65.48	19250000
15	9	2006	65.56	19250000
14	9	2006	65.47	19250000
13	9	2006	65.57	19250000
12	9	2006	65.67	19250000
11	9	2006	64.91	19250000
8	9	2006	64.59	19250000
7	9	2006	64.14	19250000
6	9	2006	64.51	18950000
5	9	2006	65.02	18950000
1	9	2006	65.23	18950000
31	8	2006	64.91	18950000
30	8	2006	65.02	18950000
29	8	2006	64.98	18700000
28	8	2006	64.68	18700000
25	8	2006	64.20	18700000
24	8	2006	64.22	18700000
23	8	2006	63.79	18700000
22	8	2006	63.82	18850000
21	8	2006	63.69	18850000
18	8	2006	63.93	18850000
17	8	2006	63.84	18500000
16	8	2006	63.66	18500000
15	8	2006	63.14	18500000
14	8	2006	62.49	18500000
11	8	2006	62.37	18500000
10	8	2006	62.70	18500000
9	8	2006	62.72	18500000
8	8	2006	62.68	18500000
7	8	2006	62.70	18500000
4	8	2006	62.99	18500000
3	8	2006	63.02	18500000
2	8	2006	63.45	18500000
1	8	2006	63.07	18300000
31	7	2006	63.09	18300000
28	7	2006	63.33	18300000
27	7	2006	62.94	18300000
26	7	2006	63.32	18300000
25	7	2006	63.09	18300000
24	7	2006	62.47	18300000
21	7	2006	61.23	18300000
20	7	2006	61.23	18300000
19	7	2006	61.29	18300000
18	7	2006	59.86	18400000
17	7	2006	59.83	18400000
14	7	2006	59.68	18400000
13	7	2006	60.14	18400000
12	7	2006	60.68	18400000
11	7	2006	61.14	18250000
10	7	2006	60.96	18250000
7	7	2006	60.77	18250000
6	7	2006	60.74	18250000
5	7	2006	60.46	18200000
3	7	2006	60.67	18200000
30	6	2006	60.43	18200000
29	6	2006	60.07	18200000
28	6	2006	58.98	18900000
27	6	2006	58.86	19000000
26	6	2006	59.64	19000000
23	6	2006	59.71	19000000
22	6	2006	59.62	19000000
21	6	2006	60.05	19000000
20	6	2006	59.67	19000000
19	6	2006	59.85	18850000
16	6	2006	60.43	18850000
15	6	2006	60.61	18850000
14	6	2006	59.73	18850000
13	6	2006	59.63	18850000
12	6	2006	59.88	18850000
9	6	2006	60.57	18850000
8	6	2006	60.94	18850000
7	6	2006	60.80	18850000
6	6	2006	60.50	18700000
5	6	2006	60.49	18700000
2	6	2006	61.52	18700000
1	6	2006	61.27	18700000
31	5	2006	60.44	18700000
30	5	2006	59.91	18700000
26	5	2006	60.81	18700000
25	5	2006	60.40	18700000
24	5	2006	59.78	18700000
23	5	2006	59.57	18700000
22	5	2006	59.90	18700000
19	5	2006	60.20	18700000
18	5	2006	60.33	18700000
17	5	2006	60.71	18700000
16	5	2006	61.43	18850000
15	5	2006	61.23	18850000
12	5	2006	60.50	18850000
11	5	2006	60.72	18850000
10	5	2006	61.00	18850000
9	5	2006	61.04	19050000
8	5	2006	61.43	19050000
5	5	2006	61.42	19050000
4	5	2006	60.80	19050000
3	5	2006	60.60	19050000
2	5	2006	61.18	19050000
1	5	2006	61.34	19050000
28	4	2006	61.79	19050000
27	4	2006	61.16	19250000
26	4	2006	61.38	19250000
25	4	2006	61.37	19050000
24	4	2006	61.86	19050000
21	4	2006	62.04	19600000
20	4	2006	62.21	19600000
19	4	2006	61.78	19650000
18	4	2006	61.97	21900000
17	4	2006	61.37	21900000
13	4	2006	61.73	21900000
12	4	2006	61.70	22100000
11	4	2006	61.36	22100000
10	4	2006	61.97	22100000
7	4	2006	62.14	22100000
6	4	2006	62.88	22100000
5	4	2006	63.41	22100000
4	4	2006	63.62	22100000
3	4	2006	63.56	22100000
31	3	2006	63.71	22100000
30	3	2006	63.96	22100000
29	3	2006	64.05	22100000
28	3	2006	63.84	22100000
27	3	2006	64.43	22100000
24	3	2006	64.90	22100000
23	3	2006	65.09	22100000
22	3	2006	65.41	22100000
21	3	2006	64.76	22100000
20	3	2006	65.29	22100000
17	3	2006	65.22	22100000
16	3	2006	64.91	22100000
15	3	2006	64.92	22100000
14	3	2006	64.71	21900000
13	3	2006	64.34	21900000
10	3	2006	64.26	21900000
9	3	2006	64.00	21900000
8	3	2006	64.42	21900000
7	3	2006	63.93	21900000
6	3	2006	63.94	21900000
3	3	2006	64.34	21900000
2	3	2006	64.53	21900000
1	3	2006	64.72	21900000
28	2	2006	64.52	21600000
27	2	2006	65.41	21400000
24	2	2006	64.86	21400000
23	2	2006	64.76	21400000
22	2	2006	64.98	21550000
21	2	2006	64.41	21450000
17	2	2006	64.86	21450000
16	2	2006	64.91	21450000
15	2	2006	64.53	21450000
14	2	2006	64.01	21150000
13	2	2006	63.41	21150000
10	2	2006	63.53	21150000
9	2	2006	63.68	21150000
8	2	2006	63.65	21150000
7	2	2006	62.92	21050000
6	2	2006	63.11	21100000
3	2	2006	63.59	21150000
2	2	2006	63.79	21150000
1	2	2006	64.35	21150000
31	1	2006	64.00	21150000
30	1	2006	63.92	21150000
27	1	2006	64.27	21150000
26	1	2006	63.50	21150000
25	1	2006	63.06	21200000
24	1	2006	63.20	21200000
23	1	2006	63.35	20900000
20	1	2006	63.56	20900000
19	1	2006	64.78	20900000
18	1	2006	64.42	20900000
17	1	2006	64.27	20650000
13	1	2006	64.42	20650000
12	1	2006	64.49	20650000
11	1	2006	64.66	20650000
10	1	2006	64.84	20650000
9	1	2006	65.09	20650000
6	1	2006	64.68	20650000
5	1	2006	64.21	20650000
4	1	2006	64.28	20650000
3	1	2006	63.69	20650000
30	12	2005	62.96	20650000
29	12	2005	63.35	20400000
28	12	2005	63.54	20400000
27	12	2005	63.49	20400000
23	12	2005	64.06	20400000
22	12	2005	64.06	20650000
21	12	2005	63.73	20650000
20	12	2005	63.36	20150000
19	12	2005	63.40	20150000
16	12	2005	63.02	20150000
15	12	2005	63.03	20150000
14	12	2005	62.84	20150000
13	12	2005	62.79	20150000
12	12	2005	62.13	20150000
9	12	2005	62.15	20150000
8	12	2005	62.07	19950000
7	12	2005	61.89	19950000
6	12	2005	62.13	19700000
5	12	2005	62.29	19700000
2	12	2005	62.23	19300000
1	12	2005	61.99	19300000
30	11	2005	61.39	19300000
29	11	2005	61.63	19900000
28	11	2005	61.64	19900000
25	11	2005	62.38	19900000
23	11	2005	62.34	19900000
22	11	2005	62.33	19900000
21	11	2005	62.57	19900000
18	11	2005	62.41	19900000
17	11	2005	62.22	19900000
16	11	2005	61.78	19900000
15	11	2005	61.94	19900000
14	11	2005	61.57	19700000
11	11	2005	62.05	19700000
10	11	2005	61.94	19700000
9	11	2005	61.19	19700000
8	11	2005	61.05	19700000
7	11	2005	61.21	20100000
4	11	2005	61.11	20100000
3	11	2005	60.84	20100000
2	11	2005	60.40	20100000
1	11	2005	60.22	20550000
31	10	2005	60.46	20550000
28	10	2005	59.97	20550000
27	10	2005	59.13	20550000
26	10	2005	59.57	20550000
25	10	2005	60.20	20350000
24	10	2005	60.51	20350000
21	10	2005	59.96	20350000
20	10	2005	60.26	20350000
19	10	2005	61.55	20350000
18	10	2005	60.82	20350000
17	10	2005	60.91	20750000
14	10	2005	60.95	20750000
13	10	2005	60.51	20750000
12	10	2005	60.16	20750000
11	10	2005	60.19	20750000
10	10	2005	60.65	20750000
7	10	2005	60.70	20750000
6	10	2005	60.84	20750000
5	10	2005	61.42	20750000
4	10	2005	62.50	20750000
3	10	2005	62.25	20550000
30	9	2005	62.18	20550000
29	9	2005	62.08	20550000
28	9	2005	61.87	20550000
27	9	2005	61.86	20550000
26	9	2005	62.17	20550000
23	9	2005	62.29	20550000
22	9	2005	62.34	20550000
21	9	2005	62.30	20550000
20	9	2005	62.66	20550000
19	9	2005	63.05	20550000
16	9	2005	63.55	20550000
15	9	2005	63.12	20550000
14	9	2005	63.11	20550000
13	9	2005	63.30	20550000
12	9	2005	64.06	20200000
9	9	2005	64.28	20650000
8	9	2005	63.94	20650000
7	9	2005	64.12	20650000
6	9	2005	63.72	20650000
2	9	2005	62.75	20650000
1	9	2005	62.79	20650000
31	8	2005	62.75	20650000
30	8	2005	61.99	21000000
29	8	2005	62.12	21000000
26	8	2005	61.49	21000000
25	8	2005	61.79	21000000
24	8	2005	61.69	21000000
23	8	2005	61.86	21000000
22	8	2005	62.14	21000000
19	8	2005	62.17	20800000
18	8	2005	62.53	20800000
17	8	2005	62.53	20800000
16	8	2005	62.40	20800000
15	8	2005	62.87	20800000
12	8	2005	62.77	20800000
11	8	2005	63.17	20800000
10	8	2005	62.70	20800000
9	8	2005	62.72	20800000
8	8	2005	62.06	20800000
5	8	2005	62.42	20800000
4	8	2005	62.96	21400000
3	8	2005	63.55	20800000
2	8	2005	63.44	20800000
1	8	2005	63.15	20800000
29	7	2005	62.76	20800000
28	7	2005	63.11	20800000
27	7	2005	62.54	20800000
26	7	2005	62.00	20800000
25	7	2005	61.75	20800000
22	7	2005	62.17	20800000
21	7	2005	62.26	20800000
20	7	2005	62.87	20800000
19	7	2005	62.05	20800000
18	7	2005	61.98	20800000
15	7	2005	62.36	20800000
14	7	2005	62.08	20800000
13	7	2005	61.72	20800000
12	7	2005	62.10	20800000
11	7	2005	62.09	20550000
8	7	2005	61.92	20550000
7	7	2005	61.14	20550000
6	7	2005	61.04	20550000
5	7	2005	61.45	20550000
1	7	2005	61.07	20750000
30	6	2005	61.16	20750000
29	6	2005	61.60	20750000
28	6	2005	61.73	20750000
27	6	2005	61.03	20750000
24	6	2005	61.22	20750000
23	6	2005	61.48	20750000
22	6	2005	61.94	20400000
21	6	2005	62.09	20400000
20	6	2005	62.31	20400000
17	6	2005	62.39	20250000
16	6	2005	62.06	19900000
15	6	2005	61.71	19900000
14	6	2005	61.84	19900000
13	6	2005	61.41	19900000
10	6	2005	61.15	19900000
9	6	2005	61.36	19900000
8	6	2005	61.00	19900000
7	6	2005	61.43	20600000
6	6	2005	61.36	20600000
3	6	2005	61.35	20600000
2	6	2005	61.75	20600000
1	6	2005	61.64	20600000
31	5	2005	61.30	21200000
27	5	2005	61.68	21200000
26	5	2005	61.80	21200000
25	5	2005	61.55	21100000
24	5	2005	61.92	21100000
23	5	2005	61.86	21100000
20	5	2005	61.62	21000000
19	5	2005	61.76	21000000
18	5	2005	61.66	20650000
17	5	2005	61.57	20650000
16	5	2005	61.53	20650000
13	5	2005	60.86	20650000
12	5	2005	61.26	20650000
11	5	2005	61.43	20500000
10	5	2005	61.18	20250000
9	5	2005	61.48	20000000
6	5	2005	61.14	20000000
5	5	2005	61.29	19800000
4	5	2005	61.33	19450000
3	5	2005	60.81	19450000
2	5	2005	60.64	19350000
29	4	2005	60.43	18950000
28	4	2005	59.55	18850000
27	4	2005	60.06	18850000
26	4	2005	59.60	18500000
25	4	2005	59.94	18350000
22	4	2005	59.82	18350000
21	4	2005	59.98	18350000
20	4	2005	59.19	18350000
19	4	2005	59.91	18350000
18	4	2005	59.78	17550000
15	4	2005	60.25	17400000
14	4	2005	59.85	17400000
13	4	2005	60.06	17400000
12	4	2005	59.86	17400000
11	4	2005	59.50	17400000
8	4	2005	59.54	17400000
7	4	2005	60.02	17400000
6	4	2005	59.42	17400000
5	4	2005	59.24	17100000
4	4	2005	58.19	17100000
1	4	2005	57.99	17100000
31	3	2005	58.44	17100000
30	3	2005	58.84	17100000
29	3	2005	57.98	17100000
28	3	2005	58.21	16900000
24	3	2005	58.26	16900000
23	3	2005	58.28	16950000
22	3	2005	57.67	16950000
21	3	2005	57.74	16950000
18	3	2005	57.95	16950000
17	3	2005	57.92	16950000
16	3	2005	57.88	16950000
15	3	2005	58.34	16950000
14	3	2005	58.98	16950000
11	3	2005	58.47	16950000
10	3	2005	59.04	16950000
9	3	2005	58.90	16950000
8	3	2005	59.24	16950000
7	3	2005	59.64	16950000
4	3	2005	59.45	16950000
3	3	2005	59.09	16750000
2	3	2005	59.17	16750000
1	3	2005	59.10	16750000
28	2	2005	58.59	16750000
25	2	2005	59.55	16750000
24	2	2005	59.00	16750000
23	2	2005	58.54	16750000
22	2	2005	58.19	17400000
18	2	2005	59.02	17400000
17	2	2005	58.20	17500000
16	2	2005	58.29	17500000
15	2	2005	58.44	17500000
14	2	2005	58.40	17500000
11	2	2005	58.41	17500000
10	2	2005	57.79	17100000
9	2	2005	57.62	17100000
8	2	2005	58.31	17100000
7	2	2005	58.25	17100000
4	2	2005	58.18	17100000
3	2	2005	57.58	17100000
2	2	2005	57.75	17100000
1	2	2005	57.55	17100000
31	1	2005	57.03	17100000
28	1	2005	56.96	17100000
27	1	2005	57.53	17100000
26	1	2005	57.58	17100000
25	1	2005	57.18	17100000
24	1	2005	56.73	17100000
21	1	2005	57.27	17100000
20	1	2005	57.76	17100000
19	1	2005	58.01	17100000
18	1	2005	58.36	16850000
14	1	2005	57.93	16850000
13	1	2005	57.59	16400000
12	1	2005	58.50	16400000
11	1	2005	58.14	16300000
10	1	2005	58.57	16000000
7	1	2005	58.06	16000000
6	1	2005	58.03	16000000
5	1	2005	57.61	16000000
4	1	2005	57.77	16000000
3	1	2005	58.27	15850000
31	12	2004	58.92	15850000
30	12	2004	59.14	15850000
29	12	2004	59.16	15850000
28	12	2004	59.06	15700000
27	12	2004	58.39	15450000
23	12	2004	58.47	15450000
22	12	2004	58.35	15450000
21	12	2004	57.87	15650000
20	12	2004	57.39	15650000
17	12	2004	58.06	15700000
16	12	2004	59.01	15050000
15	12	2004	58.25	14350000
14	12	2004	58.08	14150000
13	12	2004	57.64	14150000
10	12	2004	57.27	14150000
9	12	2004	57.43	14050000
8	12	2004	56.99	14050000
7	12	2004	56.10	14050000
6	12	2004	56.69	13450000
3	12	2004	56.97	13450000
2	12	2004	57.23	13350000
1	12	2004	56.66	13150000
30	11	2004	55.70	13150000
29	11	2004	55.61	13150000
26	11	2004	55.58	13150000
24	11	2004	55.29	13150000
23	11	2004	55.14	13150000
22	11	2004	55.27	13050000
19	11	2004	55.19	13050000
18	11	2004	55.85	13050000
17	11	2004	56.04	13050000
16	11	2004	55.97	13050000
15	11	2004	56.35	12800000
12	11	2004	56.17	12800000
11	11	2004	55.99	12800000
10	11	2004	55.71	12800000
9	11	2004	55.75	12800000
8	11	2004	55.70	12550000
5	11	2004	55.81	12550000
4	11	2004	55.49	12550000
3	11	2004	55.29	12350000
2	11	2004	53.64	12350000
1	11	2004	54.08	12350000
29	10	2004	54.63	12350000
28	10	2004	54.59	12350000
27	10	2004	54.66	12250000
26	10	2004	53.27	12250000
25	10	2004	52.32	12250000
22	10	2004	52.65	12250000
21	10	2004	53.14	12250000
20	10	2004	53.58	12250000
19	10	2004	53.43	12350000
18	10	2004	54.40	12350000
15	10	2004	53.79	12350000
14	10	2004	53.76	12350000
13	10	2004	54.19	12350000
12	10	2004	54.70	12350000
11	10	2004	54.72	12350000
8	10	2004	54.45	12350000
7	10	2004	55.03	12350000
6	10	2004	56.32	12250000
5	10	2004	56.43	12250000
4	10	2004	56.68	12250000
1	10	2004	56.36	12250000
30	9	2004	55.82	12250000
29	9	2004	56.76	12250000
28	9	2004	56.56	12250000
27	9	2004	56.04	12250000
24	9	2004	56.42	12250000
23	9	2004	56.41	12250000
22	9	2004	56.71	12250000
21	9	2004	57.51	12250000
20	9	2004	57.23	12250000
17	9	2004	57.70	12250000
16	9	2004	57.53	12250000
15	9	2004	57.57	12250000
14	9	2004	57.74	12250000
13	9	2004	57.48	12250000
10	9	2004	57.18	12250000
9	9	2004	57.23	12250000
8	9	2004	57.42	12250000
7	9	2004	57.50	12250000
3	9	2004	57.19	12250000
2	9	2004	57.26	12250000
1	9	2004	56.71	12250000
31	8	2004	56.54	12250000
30	8	2004	56.15	12250000
27	8	2004	56.87	12250000
26	8	2004	56.44	12250000
25	8	2004	56.53	12250000
24	8	2004	56.02	12250000
23	8	2004	55.92	12250000
20	8	2004	56.11	12250000
19	8	2004	55.63	12250000
18	8	2004	55.90	12250000
17	8	2004	55.05	12250000
16	8	2004	54.97	12250000
13	8	2004	54.22	12250000
12	8	2004	54.56	12250000
11	8	2004	54.93	12250000
10	8	2004	54.05	12250000
9	8	2004	53.22	12250000
6	8	2004	53.40	12250000
5	8	2004	54.24	12100000
4	8	2004	55.24	12100000
3	8	2004	55.37	12100000
2	8	2004	55.52	12100000
30	7	2004	55.55	12100000
29	7	2004	55.35	12100000
28	7	2004	55.03	12100000
27	7	2004	55.26	12000000
26	7	2004	54.77	12000000
23	7	2004	55.35	12000000
22	7	2004	55.89	12000000
21	7	2004	55.65	11750000
20	7	2004	56.52	11750000
19	7	2004	56.22	11750000
16	7	2004	56.58	11750000
15	7	2004	57.00	11750000
14	7	2004	57.50	11750000
13	7	2004	57.33	11750000
12	7	2004	56.97	11700000
9	7	2004	57.12	11700000
8	7	2004	57.23	11700000
7	7	2004	57.50	11700000
6	7	2004	57.56	11700000
2	7	2004	58.15	11700000
1	7	2004	58.24	11700000
30	6	2004	58.73	11700000
29	6	2004	58.43	11700000
28	6	2004	58.03	11700000
25	6	2004	58.13	11700000
24	6	2004	58.83	11700000
23	6	2004	58.87	11700000
22	6	2004	58.47	11500000
21	6	2004	58.68	11500000
18	6	2004	59.13	11500000
17	6	2004	59.08	11600000
16	6	2004	59.08	11600000
15	6	2004	58.91	11600000
14	6	2004	58.83	11600000
10	6	2004	59.19	11600000
9	6	2004	59.25	11600000
8	6	2004	60.04	11600000
7	6	2004	60.00	11600000
4	6	2004	59.49	11600000
3	6	2004	59.29	11600000
2	6	2004	59.60	11600000
1	6	2004	59.32	11300000
28	5	2004	58.90	11300000
27	5	2004	59.00	11300000
26	5	2004	58.37	11300000
25	5	2004	58.09	11300000
24	5	2004	57.44	11300000
21	5	2004	57.77	11300000
20	5	2004	57.67	11300000
19	5	2004	58.03	11300000
18	5	2004	58.53	11300000
17	5	2004	58.43	11300000
14	5	2004	58.74	11300000
13	5	2004	58.68	11300000
12	5	2004	58.77	11300000
11	5	2004	58.59	11300000
10	5	2004	58.38	11300000
7	5	2004	59.26	11300000
6	5	2004	59.79	11300000
5	5	2004	60.04	11250000
4	5	2004	59.68	11250000
3	5	2004	59.76	11050000
30	4	2004	58.99	11050000
29	4	2004	59.23	11050000
28	4	2004	59.66	11050000
27	4	2004	60.35	11050000
26	4	2004	60.21	10850000
23	4	2004	60.15	10850000
22	4	2004	60.32	10850000
21	4	2004	59.87	10850000
20	4	2004	59.18	10850000
19	4	2004	60.17	10850000
16	4	2004	60.09	10850000
15	4	2004	59.76	10850000
14	4	2004	58.76	10850000
13	4	2004	58.34	10850000
12	4	2004	58.93	10850000
8	4	2004	58.59	10850000
7	4	2004	58.85	10850000
6	4	2004	59.03	10850000
5	4	2004	59.31	10200000
2	4	2004	58.63	10200000
1	4	2004	57.90	10200000
31	3	2004	57.38	10200000
30	3	2004	57.23	10200000
29	3	2004	57.17	9950000
26	3	2004	56.28	9950000
25	3	2004	56.43	9950000
24	3	2004	55.89	9950000
23	3	2004	56.24	9950000
22	3	2004	56.08	9950000
19	3	2004	56.84	9950000
18	3	2004	57.55	9950000
17	3	2004	57.73	9950000
16	3	2004	57.56	9950000
15	3	2004	57.30	9950000
12	3	2004	58.04	9950000
11	3	2004	57.62	9950000
10	3	2004	58.64	9950000
9	3	2004	59.69	9950000
8	3	2004	60.25	9950000
5	3	2004	60.38	9950000
4	3	2004	60.16	9950000
3	3	2004	59.81	9950000
2	3	2004	59.46	9950000
1	3	2004	59.84	9950000
27	2	2004	59.44	9950000
26	2	2004	59.63	9950000
25	2	2004	59.58	9950000
24	2	2004	59.42	9950000
23	2	2004	59.23	9950000
20	2	2004	59.53	9950000
19	2	2004	59.74	9950000
18	2	2004	60.04	9950000
17	2	2004	60.32	9950000
13	2	2004	60.01	9950000
12	2	2004	60.26	9950000
11	2	2004	60.53	9950000
10	2	2004	60.04	9800000
9	2	2004	59.74	9550000
6	2	2004	60.16	9500000
5	2	2004	59.66	9500000
4	2	2004	59.96	9400000
3	2	2004	59.89	9400000
2	2	2004	59.57	9400000
30	1	2004	58.82	9400000
29	1	2004	59.17	9200000
28	1	2004	58.40	9200000
27	1	2004	58.91	9200000
26	1	2004	59.51	9200000
23	1	2004	58.68	9000000
22	1	2004	58.85	9000000
21	1	2004	58.80	8850000
20	1	2004	58.01	8850000
16	1	2004	58.00	9150000
15	1	2004	57.80	8950000
14	1	2004	57.71	8950000
13	1	2004	57.30	8950000
12	1	2004	57.51	8950000
9	1	2004	57.48	8950000
8	1	2004	57.89	8950000
7	1	2004	58.09	8950000
6	1	2004	57.56	8950000
5	1	2004	57.56	8750000
2	1	2004	57.40	8600000
31	12	2003	57.08	8600000
30	12	2003	56.97	8600000
29	12	2003	56.90	8600000
26	12	2003	56.24	8600000
24	12	2003	56.19	8600000
23	12	2003	56.07	8450000
22	12	2003	55.88	8350000
19	12	2003	55.92	8350000
18	12	2003	55.97	8200000
17	12	2003	55.51	8200000
16	12	2003	55.36	8200000
15	12	2003	55.15	8200000
12	12	2003	55.37	8200000
11	12	2003	55.44	8200000
10	12	2003	54.74	8200000
9	12	2003	55.04	8200000
8	12	2003	55.34	8200000
5	12	2003	54.95	8200000
4	12	2003	55.30	8000000
3	12	2003	55.27	8000000
2	12	2003	55.26	8000000
1	12	2003	55.21	8000000
28	11	2003	54.25	8000000
26	11	2003	54.38	7900000
25	11	2003	54.35	7900000
24	11	2003	54.57	7900000
21	11	2003	53.58	7900000
20	11	2003	54.12	7900000
19	11	2003	54.85	7900000
18	11	2003	54.40	7900000
17	11	2003	54.61	7900000
14	11	2003	54.81	7900000
13	11	2003	54.35	7900000
12	11	2003	53.08	7900000
11	11	2003	52.14	7900000
10	11	2003	52.06	7900000
7	11	2003	52.57	7900000
6	11	2003	52.97	7900000
5	11	2003	52.73	7900000
4	11	2003	52.59	7900000
3	11	2003	53.12	7900000
31	10	2003	53.25	7900000
30	10	2003	52.67	7900000
29	10	2003	53.11	7900000
28	10	2003	53.40	7900000
27	10	2003	52.80	7900000
24	10	2003	52.88	7900000
23	10	2003	52.69	7900000
22	10	2003	52.14	7900000
21	10	2003	53.69	7900000
20	10	2003	53.10	7900000
17	10	2003	52.89	7900000
16	10	2003	53.46	7900000
15	10	2003	53.12	7900000
14	10	2003	53.57	7900000
13	10	2003	53.34	7900000
10	10	2003	53.17	7900000
9	10	2003	53.28	7900000
8	10	2003	53.14	7900000
7	10	2003	53.45	7900000
6	10	2003	53.45	7900000
3	10	2003	53.58	7900000
2	10	2003	53.86	7900000
1	10	2003	53.49	7800000
30	9	2003	52.63	7800000
29	9	2003	52.77	7800000
26	9	2003	52.30	7800000
25	9	2003	52.66	7800000
24	9	2003	53.17	7800000
23	9	2003	54.16	7800000
22	9	2003	53.85	7600000
19	9	2003	54.48	7600000
18	9	2003	54.99	8000000
17	9	2003	54.72	8000000
16	9	2003	54.78	8000000
15	9	2003	54.47	8000000
12	9	2003	54.65	8000000
11	9	2003	54.63	8000000
10	9	2003	54.44	8000000
9	9	2003	54.41	8000000
8	9	2003	54.37	8000000
5	9	2003	53.25	8000000
4	9	2003	53.37	8000000
3	9	2003	53.29	8000000
2	9	2003	53.46	8000000
29	8	2003	52.63	8000000
28	8	2003	52.34	8000000
27	8	2003	52.20	8000000
26	8	2003	52.25	8000000
25	8	2003	52.12	8000000
22	8	2003	51.91	8000000
21	8	2003	52.64	8000000
20	8	2003	52.79	8000000
19	8	2003	52.91	8000000
18	8	2003	53.07	8150000
15	8	2003	52.89	8150000
14	8	2003	52.75	8150000
13	8	2003	52.81	8150000
12	8	2003	53.59	8150000
11	8	2003	53.43	8150000
8	8	2003	53.30	8150000
7	8	2003	53.33	8150000
6	8	2003	52.36	8150000
5	8	2003	52.61	8150000
4	8	2003	53.66	8150000
1	8	2003	53.55	8150000
31	7	2003	54.47	8150000
30	7	2003	54.61	8150000
29	7	2003	54.26	8150000
28	7	2003	54.48	8150000
25	7	2003	54.55	8150000
24	7	2003	53.92	8150000
23	7	2003	54.45	8150000
22	7	2003	54.07	7950000
21	7	2003	54.04	7950000
18	7	2003	54.93	7950000
17	7	2003	54.44	7950000
16	7	2003	54.82	7950000
15	7	2003	55.34	7950000
14	7	2003	55.55	7950000
11	7	2003	55.36	7950000
10	7	2003	54.83	7950000
9	7	2003	55.31	7950000
8	7	2003	55.53	7950000
7	7	2003	55.54	7950000
3	7	2003	54.88	7950000
2	7	2003	55.20	7950000
1	7	2003	54.68	7950000
30	6	2003	54.39	7950000
27	6	2003	54.75	7950000
26	6	2003	55.62	7950000
25	6	2003	54.71	7850000
24	6	2003	54.98	7850000
23	6	2003	54.93	7850000
20	6	2003	55.91	7850000
19	6	2003	55.58	7850000
18	6	2003	56.87	7850000
17	6	2003	57.21	7850000
16	6	2003	56.12	7750000
13	6	2003	54.48	7750000
12	6	2003	54.97	7750000
11	6	2003	54.94	7750000
10	6	2003	54.08	7750000
9	6	2003	53.66	7750000
6	6	2003	54.25	7750000
5	6	2003	54.12	7750000
4	6	2003	53.25	7750000
3	6	2003	52.52	7950000
2	6	2003	52.07	7750000
30	5	2003	52.43	7750000
29	5	2003	51.75	7750000
28	5	2003	52.20	7750000
27	5	2003	52.33	7750000
23	5	2003	51.53	7750000
22	5	2003	51.55	7750000
21	5	2003	50.95	7450000
20	5	2003	50.55	7450000
19	5	2003	51.21	7450000
16	5	2003	52.79	7450000
15	5	2003	52.87	7450000
14	5	2003	52.50	7450000
13	5	2003	52.36	7450000
12	5	2003	52.42	7450000
9	5	2003	51.76	7450000
8	5	2003	51.23	7450000
7	5	2003	51.51	7450000
6	5	2003	51.81	7450000
