"State","date","Year","Month","jolts","bgt","per_change","Month2","time"
"Alabama","2010-01",2010,1,38000,4688,-87.6631578947368,"01",2010-01-01
"Alabama","2010-10",2010,10,46000,16997,-63.05,"10",2010-10-01
"Alabama","2010-11",2010,11,44000,12425,-71.7613636363636,"11",2010-11-01
"Alabama","2010-12",2010,12,43000,14182,-67.0186046511628,"12",2010-12-01
"Alabama","2010-02",2010,2,38000,7088,-81.3473684210526,"02",2010-02-01
"Alabama","2010-03",2010,3,40000,12015,-69.9625,"03",2010-03-01
"Alabama","2010-04",2010,4,42000,11427,-72.7928571428571,"04",2010-04-01
"Alabama","2010-05",2010,5,46000,14940,-67.5217391304348,"05",2010-05-01
"Alabama","2010-06",2010,6,46000,12834,-72.1,"06",2010-06-01
"Alabama","2010-07",2010,7,45000,14710,-67.3111111111111,"07",2010-07-01
"Alabama","2010-08",2010,8,44000,17136,-61.0545454545454,"08",2010-08-01
"Alabama","2010-09",2010,9,46000,14701,-68.0413043478261,"09",2010-09-01
"Alabama","2011-01",2011,1,43000,11424,-73.4325581395349,"01",2011-01-01
"Alabama","2011-10",2011,10,59000,15244,-74.1627118644068,"10",2011-10-01
"Alabama","2011-11",2011,11,57000,12173,-78.6438596491228,"11",2011-11-01
"Alabama","2011-12",2011,12,55000,9258,-83.1672727272727,"12",2011-12-01
"Alabama","2011-02",2011,2,46000,13079,-71.5673913043478,"02",2011-02-01
"Alabama","2011-03",2011,3,46000,21774,-52.6652173913044,"03",2011-03-01
"Alabama","2011-04",2011,4,47000,16125,-65.6914893617021,"04",2011-04-01
"Alabama","2011-05",2011,5,47000,18034,-61.6297872340426,"05",2011-05-01
"Alabama","2011-06",2011,6,49000,17346,-64.6,"06",2011-06-01
"Alabama","2011-07",2011,7,56000,21591,-61.4446428571429,"07",2011-07-01
"Alabama","2011-08",2011,8,57000,23884,-58.0982456140351,"08",2011-08-01
"Alabama","2011-09",2011,9,64000,16498,-74.221875,"09",2011-09-01
"Alabama","2012-01",2012,1,60000,17603,-70.6616666666667,"01",2012-01-01
"Alabama","2012-10",2012,10,54000,10117,-81.2648148148148,"10",2012-10-01
"Alabama","2012-11",2012,11,51000,19446,-61.8705882352941,"11",2012-11-01
"Alabama","2012-12",2012,12,46000,9824,-78.6434782608696,"12",2012-12-01
"Alabama","2012-02",2012,2,69000,17735,-74.2971014492754,"02",2012-02-01
"Alabama","2012-03",2012,3,77000,17690,-77.025974025974,"03",2012-03-01
"Alabama","2012-04",2012,4,77000,22886,-70.2779220779221,"04",2012-04-01
"Alabama","2012-05",2012,5,73000,18462,-74.7095890410959,"05",2012-05-01
"Alabama","2012-06",2012,6,64000,15470,-75.828125,"06",2012-06-01
"Alabama","2012-07",2012,7,60000,12473,-79.2116666666667,"07",2012-07-01
"Alabama","2012-08",2012,8,55000,9276,-83.1345454545454,"08",2012-08-01
"Alabama","2012-09",2012,9,56000,14119,-74.7875,"09",2012-09-01
"Alabama","2013-01",2013,1,48000,16022,-66.6208333333333,"01",2013-01-01
"Alabama","2013-10",2013,10,47000,25651,-45.4234042553191,"10",2013-10-01
"Alabama","2013-11",2013,11,46000,20284,-55.904347826087,"11",2013-11-01
"Alabama","2013-12",2013,12,46000,17688,-61.5478260869565,"12",2013-12-01
"Alabama","2013-02",2013,2,54000,11685,-78.3611111111111,"02",2013-02-01
"Alabama","2013-03",2013,3,59000,14900,-74.7457627118644,"03",2013-03-01
"Alabama","2013-04",2013,4,62000,11533,-81.3983870967742,"04",2013-04-01
"Alabama","2013-05",2013,5,61000,17675,-71.0245901639344,"05",2013-05-01
"Alabama","2013-06",2013,6,58000,25638,-55.7965517241379,"06",2013-06-01
"Alabama","2013-07",2013,7,52000,22718,-56.3115384615385,"07",2013-07-01
"Alabama","2013-08",2013,8,49000,22697,-53.6795918367347,"08",2013-08-01
"Alabama","2013-09",2013,9,46000,29192,-36.5391304347826,"09",2013-09-01
"Alabama","2014-01",2014,1,46000,22299,-51.5239130434783,"01",2014-01-01
"Alabama","2014-10",2014,10,65000,21140,-67.4769230769231,"10",2014-10-01
"Alabama","2014-11",2014,11,60000,13161,-78.065,"11",2014-11-01
"Alabama","2014-12",2014,12,60000,14367,-76.055,"12",2014-12-01
"Alabama","2014-02",2014,2,51000,20284,-60.2274509803922,"02",2014-02-01
"Alabama","2014-03",2014,3,54000,27116,-49.7851851851852,"03",2014-03-01
"Alabama","2014-04",2014,4,58000,22567,-61.0913793103448,"04",2014-04-01
"Alabama","2014-05",2014,5,59000,21696,-63.2271186440678,"05",2014-05-01
"Alabama","2014-06",2014,6,61000,16302,-73.2754098360656,"06",2014-06-01
"Alabama","2014-07",2014,7,60000,12890,-78.5166666666667,"07",2014-07-01
"Alabama","2014-08",2014,8,62000,20148,-67.5032258064516,"08",2014-08-01
"Alabama","2014-09",2014,9,62000,18488,-70.1806451612903,"09",2014-09-01
"Alabama","2015-01",2015,1,61000,13727,-77.4967213114754,"01",2015-01-01
"Alabama","2015-10",2015,10,77000,22401,-70.9077922077922,"10",2015-10-01
"Alabama","2015-11",2015,11,76000,15789,-79.225,"11",2015-11-01
"Alabama","2015-12",2015,12,76000,17340,-77.1842105263158,"12",2015-12-01
"Alabama","2015-02",2015,2,66000,11642,-82.3606060606061,"02",2015-02-01
"Alabama","2015-03",2015,3,70000,17731,-74.67,"03",2015-03-01
"Alabama","2015-04",2015,4,73000,18970,-74.013698630137,"04",2015-04-01
"Alabama","2015-05",2015,5,75000,27398,-63.4693333333333,"05",2015-05-01
"Alabama","2015-06",2015,6,73000,28088,-61.5232876712329,"06",2015-06-01
"Alabama","2015-07",2015,7,74000,26204,-64.5891891891892,"07",2015-07-01
"Alabama","2015-08",2015,8,76000,22465,-70.4407894736842,"08",2015-08-01
"Alabama","2015-09",2015,9,78000,24582,-68.4846153846154,"09",2015-09-01
"Alabama","2016-01",2016,1,76000,22593,-70.2723684210526,"01",2016-01-01
"Alabama","2016-10",2016,10,71000,37315,-47.443661971831,"10",2016-10-01
"Alabama","2016-11",2016,11,69000,24437,-64.5840579710145,"11",2016-11-01
"Alabama","2016-12",2016,12,66000,21459,-67.4863636363636,"12",2016-12-01
"Alabama","2016-02",2016,2,78000,22007,-71.7858974358974,"02",2016-02-01
"Alabama","2016-03",2016,3,82000,23761,-71.0231707317073,"03",2016-03-01
"Alabama","2016-04",2016,4,84000,29111,-65.3440476190476,"04",2016-04-01
"Alabama","2016-05",2016,5,83000,26709,-67.8204819277108,"05",2016-05-01
"Alabama","2016-06",2016,6,81000,30713,-62.0827160493827,"06",2016-06-01
"Alabama","2016-07",2016,7,80000,27991,-65.01125,"07",2016-07-01
"Alabama","2016-08",2016,8,77000,28221,-63.3493506493506,"08",2016-08-01
"Alabama","2016-09",2016,9,76000,33220,-56.2894736842105,"09",2016-09-01
"Alabama","2017-01",2017,1,66000,25366,-61.5666666666667,"01",2017-01-01
"Alabama","2017-10",2017,10,80000,19841,-75.19875,"10",2017-10-01
"Alabama","2017-11",2017,11,80000,16438,-79.4525,"11",2017-11-01
"Alabama","2017-12",2017,12,77000,20179,-73.7935064935065,"12",2017-12-01
"Alabama","2017-02",2017,2,67000,25775,-61.5298507462687,"02",2017-02-01
"Alabama","2017-03",2017,3,68000,33603,-50.5838235294118,"03",2017-03-01
"Alabama","2017-04",2017,4,75000,25070,-66.5733333333333,"04",2017-04-01
"Alabama","2017-05",2017,5,76000,25608,-66.3052631578947,"05",2017-05-01
"Alabama","2017-06",2017,6,82000,26075,-68.2012195121951,"06",2017-06-01
"Alabama","2017-07",2017,7,83000,27109,-67.3385542168675,"07",2017-07-01
"Alabama","2017-08",2017,8,84000,24255,-71.125,"08",2017-08-01
"Alabama","2017-09",2017,9,83000,21599,-73.9771084337349,"09",2017-09-01
"Alabama","2018-01",2018,1,76000,27446,-63.8868421052632,"01",2018-01-01
"Alabama","2018-10",2018,10,96000,26185,-72.7239583333333,"10",2018-10-01
"Alabama","2018-11",2018,11,95000,24482,-74.2294736842105,"11",2018-11-01
"Alabama","2018-12",2018,12,93000,27377,-70.5623655913978,"12",2018-12-01
"Alabama","2018-02",2018,2,81000,26147,-67.7197530864198,"02",2018-02-01
"Alabama","2018-03",2018,3,89000,36570,-58.9101123595506,"03",2018-03-01
"Alabama","2018-04",2018,4,96000,28142,-70.6854166666667,"04",2018-04-01
"Alabama","2018-05",2018,5,98000,29886,-69.5040816326531,"05",2018-05-01
"Alabama","2018-06",2018,6,96000,18466,-80.7645833333333,"06",2018-06-01
"Alabama","2018-07",2018,7,97000,30951,-68.0917525773196,"07",2018-07-01
"Alabama","2018-08",2018,8,96000,24706,-74.2645833333333,"08",2018-08-01
"Alabama","2018-09",2018,9,97000,21676,-77.6536082474227,"09",2018-09-01
"Alabama","2019-01",2019,1,91000,26356,-71.0373626373626,"01",2019-01-01
"Alabama","2019-10",2019,10,105000,36684,-65.0628571428571,"10",2019-10-01
"Alabama","2019-11",2019,11,102000,42493,-58.3401960784314,"11",2019-11-01
"Alabama","2019-12",2019,12,92000,25601,-72.1728260869565,"12",2019-12-01
"Alabama","2019-02",2019,2,91000,25950,-71.4835164835165,"02",2019-02-01
"Alabama","2019-03",2019,3,96000,33463,-65.1427083333333,"03",2019-03-01
"Alabama","2019-04",2019,4,1e+05,37971,-62.029,"04",2019-04-01
"Alabama","2019-05",2019,5,103000,37537,-63.5563106796116,"05",2019-05-01
"Alabama","2019-06",2019,6,104000,33132,-68.1423076923077,"06",2019-06-01
"Alabama","2019-07",2019,7,1e+05,29568,-70.432,"07",2019-07-01
"Alabama","2019-08",2019,8,97000,37904,-60.9237113402062,"08",2019-08-01
"Alabama","2019-09",2019,9,98000,34935,-64.3520408163265,"09",2019-09-01
"Alaska","2010-01",2010,1,9000,536,-94.0444444444444,"01",2010-01-01
"Alaska","2010-10",2010,10,11000,7276,-33.8545454545455,"10",2010-10-01
"Alaska","2010-11",2010,11,10000,5972,-40.28,"11",2010-11-01
"Alaska","2010-12",2010,12,10000,6105,-38.95,"12",2010-12-01
"Alaska","2010-02",2010,2,10000,6604,-33.96,"02",2010-02-01
"Alaska","2010-03",2010,3,10000,3547,-64.53,"03",2010-03-01
"Alaska","2010-04",2010,4,11000,5896,-46.4,"04",2010-04-01
"Alaska","2010-05",2010,5,13000,8317,-36.0230769230769,"05",2010-05-01
"Alaska","2010-06",2010,6,15000,6922,-53.8533333333333,"06",2010-06-01
"Alaska","2010-07",2010,7,16000,8723,-45.48125,"07",2010-07-01
"Alaska","2010-08",2010,8,14000,7722,-44.8428571428571,"08",2010-08-01
"Alaska","2010-09",2010,9,12000,6090,-49.25,"09",2010-09-01
"Alaska","2011-01",2011,1,9000,6392,-28.9777777777778,"01",2011-01-01
"Alaska","2011-10",2011,10,12000,3786,-68.45,"10",2011-10-01
"Alaska","2011-11",2011,11,10000,3032,-69.68,"11",2011-11-01
"Alaska","2011-12",2011,12,9000,2511,-72.1,"12",2011-12-01
"Alaska","2011-02",2011,2,10000,5217,-47.83,"02",2011-02-01
"Alaska","2011-03",2011,3,10000,6596,-34.04,"03",2011-03-01
"Alaska","2011-04",2011,4,12000,4936,-58.8666666666667,"04",2011-04-01
"Alaska","2011-05",2011,5,14000,5785,-58.6785714285714,"05",2011-05-01
"Alaska","2011-06",2011,6,17000,5356,-68.4941176470588,"06",2011-06-01
"Alaska","2011-07",2011,7,18000,5605,-68.8611111111111,"07",2011-07-01
"Alaska","2011-08",2011,8,16000,5830,-63.5625,"08",2011-08-01
"Alaska","2011-09",2011,9,13000,4869,-62.5461538461538,"09",2011-09-01
"Alaska","2012-01",2012,1,10000,4778,-52.22,"01",2012-01-01
"Alaska","2012-10",2012,10,11000,3577,-67.4818181818182,"10",2012-10-01
"Alaska","2012-11",2012,11,10000,9947,-0.53,"11",2012-11-01
"Alaska","2012-12",2012,12,10000,4580,-54.2,"12",2012-12-01
"Alaska","2012-02",2012,2,11000,5354,-51.3272727272727,"02",2012-02-01
"Alaska","2012-03",2012,3,11000,7251,-34.0818181818182,"03",2012-03-01
"Alaska","2012-04",2012,4,12000,4883,-59.3083333333333,"04",2012-04-01
"Alaska","2012-05",2012,5,14000,6927,-50.5214285714286,"05",2012-05-01
"Alaska","2012-06",2012,6,16000,10874,-32.0375,"06",2012-06-01
"Alaska","2012-07",2012,7,16000,3872,-75.8,"07",2012-07-01
"Alaska","2012-08",2012,8,14000,3406,-75.6714285714286,"08",2012-08-01
"Alaska","2012-09",2012,9,12000,9418,-21.5166666666667,"09",2012-09-01
"Alaska","2013-01",2013,1,10000,5185,-48.15,"01",2013-01-01
"Alaska","2013-10",2013,10,12000,5640,-53,"10",2013-10-01
"Alaska","2013-11",2013,11,10000,5875,-41.25,"11",2013-11-01
"Alaska","2013-12",2013,12,10000,5084,-49.16,"12",2013-12-01
"Alaska","2013-02",2013,2,12000,4626,-61.45,"02",2013-02-01
"Alaska","2013-03",2013,3,13000,4033,-68.9769230769231,"03",2013-03-01
"Alaska","2013-04",2013,4,14000,3378,-75.8714285714286,"04",2013-04-01
"Alaska","2013-05",2013,5,16000,4063,-74.60625,"05",2013-05-01
"Alaska","2013-06",2013,6,18000,6632,-63.1555555555556,"06",2013-06-01
"Alaska","2013-07",2013,7,18000,6121,-65.9944444444444,"07",2013-07-01
"Alaska","2013-08",2013,8,16000,6329,-60.44375,"08",2013-08-01
"Alaska","2013-09",2013,9,13000,6330,-51.3076923076923,"09",2013-09-01
"Alaska","2014-01",2014,1,11000,6030,-45.1818181818182,"01",2014-01-01
"Alaska","2014-10",2014,10,14000,9724,-30.5428571428571,"10",2014-10-01
"Alaska","2014-11",2014,11,13000,7850,-39.6153846153846,"11",2014-11-01
"Alaska","2014-12",2014,12,12000,6888,-42.6,"12",2014-12-01
"Alaska","2014-02",2014,2,13000,6472,-50.2153846153846,"02",2014-02-01
"Alaska","2014-03",2014,3,15000,6487,-56.7533333333333,"03",2014-03-01
"Alaska","2014-04",2014,4,16000,7645,-52.21875,"04",2014-04-01
"Alaska","2014-05",2014,5,19000,7452,-60.7789473684211,"05",2014-05-01
"Alaska","2014-06",2014,6,23000,6856,-70.1913043478261,"06",2014-06-01
"Alaska","2014-07",2014,7,23000,5480,-76.1739130434783,"07",2014-07-01
"Alaska","2014-08",2014,8,20000,6932,-65.34,"08",2014-08-01
"Alaska","2014-09",2014,9,16000,6023,-62.35625,"09",2014-09-01
"Alaska","2015-01",2015,1,14000,6651,-52.4928571428571,"01",2015-01-01
"Alaska","2015-10",2015,10,15000,6059,-59.6066666666667,"10",2015-10-01
"Alaska","2015-11",2015,11,14000,4276,-69.4571428571429,"11",2015-11-01
"Alaska","2015-12",2015,12,14000,4604,-67.1142857142857,"12",2015-12-01
"Alaska","2015-02",2015,2,15000,5534,-63.1066666666667,"02",2015-02-01
"Alaska","2015-03",2015,3,16000,5714,-64.2875,"03",2015-03-01
"Alaska","2015-04",2015,4,17000,6777,-60.1352941176471,"04",2015-04-01
"Alaska","2015-05",2015,5,21000,7762,-63.0380952380952,"05",2015-05-01
"Alaska","2015-06",2015,6,23000,6826,-70.3217391304348,"06",2015-06-01
"Alaska","2015-07",2015,7,25000,6219,-75.124,"07",2015-07-01
"Alaska","2015-08",2015,8,21000,6448,-69.2952380952381,"08",2015-08-01
"Alaska","2015-09",2015,9,18000,6365,-64.6388888888889,"09",2015-09-01
"Alaska","2016-01",2016,1,15000,5337,-64.42,"01",2016-01-01
"Alaska","2016-10",2016,10,15000,6027,-59.82,"10",2016-10-01
"Alaska","2016-11",2016,11,14000,6697,-52.1642857142857,"11",2016-11-01
"Alaska","2016-12",2016,12,14000,6401,-54.2785714285714,"12",2016-12-01
"Alaska","2016-02",2016,2,16000,5645,-64.71875,"02",2016-02-01
"Alaska","2016-03",2016,3,16000,6156,-61.525,"03",2016-03-01
"Alaska","2016-04",2016,4,18000,6495,-63.9166666666667,"04",2016-04-01
"Alaska","2016-05",2016,5,22000,5627,-74.4227272727273,"05",2016-05-01
"Alaska","2016-06",2016,6,27000,6575,-75.6481481481482,"06",2016-06-01
"Alaska","2016-07",2016,7,26000,6171,-76.2653846153846,"07",2016-07-01
"Alaska","2016-08",2016,8,22000,5537,-74.8318181818182,"08",2016-08-01
"Alaska","2016-09",2016,9,18000,7316,-59.3555555555555,"09",2016-09-01
"Alaska","2017-01",2017,1,15000,6233,-58.4466666666667,"01",2017-01-01
"Alaska","2017-10",2017,10,17000,5273,-68.9823529411765,"10",2017-10-01
"Alaska","2017-11",2017,11,15000,4183,-72.1133333333333,"11",2017-11-01
"Alaska","2017-12",2017,12,15000,3530,-76.4666666666667,"12",2017-12-01
"Alaska","2017-02",2017,2,16000,7034,-56.0375,"02",2017-02-01
"Alaska","2017-03",2017,3,16000,7336,-54.15,"03",2017-03-01
"Alaska","2017-04",2017,4,16000,5824,-63.6,"04",2017-04-01
"Alaska","2017-05",2017,5,20000,6649,-66.755,"05",2017-05-01
"Alaska","2017-06",2017,6,25000,6082,-75.672,"06",2017-06-01
"Alaska","2017-07",2017,7,27000,6870,-74.5555555555556,"07",2017-07-01
"Alaska","2017-08",2017,8,24000,5073,-78.8625,"08",2017-08-01
"Alaska","2017-09",2017,9,19000,5666,-70.178947368421,"09",2017-09-01
"Alaska","2018-01",2018,1,15000,4643,-69.0466666666667,"01",2018-01-01
"Alaska","2018-10",2018,10,19000,5471,-71.2052631578947,"10",2018-10-01
"Alaska","2018-11",2018,11,17000,5954,-64.9764705882353,"11",2018-11-01
"Alaska","2018-12",2018,12,17000,4862,-71.4,"12",2018-12-01
"Alaska","2018-02",2018,2,17000,5067,-70.1941176470588,"02",2018-02-01
"Alaska","2018-03",2018,3,19000,6153,-67.6157894736842,"03",2018-03-01
"Alaska","2018-04",2018,4,20000,6596,-67.02,"04",2018-04-01
"Alaska","2018-05",2018,5,24000,7239,-69.8375,"05",2018-05-01
"Alaska","2018-06",2018,6,30000,5486,-81.7133333333333,"06",2018-06-01
"Alaska","2018-07",2018,7,33000,6766,-79.4969696969697,"07",2018-07-01
"Alaska","2018-08",2018,8,29000,6839,-76.4172413793103,"08",2018-08-01
"Alaska","2018-09",2018,9,23000,5718,-75.1391304347826,"09",2018-09-01
"Alaska","2019-01",2019,1,18000,5156,-71.3555555555556,"01",2019-01-01
"Alaska","2019-10",2019,10,18000,7112,-60.4888888888889,"10",2019-10-01
"Alaska","2019-11",2019,11,16000,6974,-56.4125,"11",2019-11-01
"Alaska","2019-12",2019,12,16000,6733,-57.91875,"12",2019-12-01
"Alaska","2019-02",2019,2,20000,4904,-75.48,"02",2019-02-01
"Alaska","2019-03",2019,3,20000,7366,-63.17,"03",2019-03-01
"Alaska","2019-04",2019,4,21000,6377,-69.6333333333333,"04",2019-04-01
"Alaska","2019-05",2019,5,26000,6991,-73.1115384615385,"05",2019-05-01
"Alaska","2019-06",2019,6,31000,5842,-81.1548387096774,"06",2019-06-01
"Alaska","2019-07",2019,7,33000,4143,-87.4454545454546,"07",2019-07-01
"Alaska","2019-08",2019,8,29000,5109,-82.3827586206897,"08",2019-08-01
"Alaska","2019-09",2019,9,22000,7700,-65,"09",2019-09-01
"Arizona","2010-01",2010,1,49000,6484,-86.7673469387755,"01",2010-01-01
"Arizona","2010-10",2010,10,73000,32667,-55.2506849315068,"10",2010-10-01
"Arizona","2010-11",2010,11,74000,29902,-59.5918918918919,"11",2010-11-01
"Arizona","2010-12",2010,12,73000,40059,-45.1246575342466,"12",2010-12-01
"Arizona","2010-02",2010,2,54000,19347,-64.1722222222222,"02",2010-02-01
"Arizona","2010-03",2010,3,60000,16642,-72.2633333333333,"03",2010-03-01
"Arizona","2010-04",2010,4,61000,18442,-69.7672131147541,"04",2010-04-01
"Arizona","2010-05",2010,5,58000,21584,-62.7862068965517,"05",2010-05-01
"Arizona","2010-06",2010,6,59000,20212,-65.7423728813559,"06",2010-06-01
"Arizona","2010-07",2010,7,59000,25388,-56.9694915254237,"07",2010-07-01
"Arizona","2010-08",2010,8,63000,29521,-53.1412698412698,"08",2010-08-01
"Arizona","2010-09",2010,9,66000,25404,-61.5090909090909,"09",2010-09-01
"Arizona","2011-01",2011,1,65000,31339,-51.7861538461539,"01",2011-01-01
"Arizona","2011-10",2011,10,81000,32727,-59.5962962962963,"10",2011-10-01
"Arizona","2011-11",2011,11,85000,21436,-74.7811764705882,"11",2011-11-01
"Arizona","2011-12",2011,12,80000,24581,-69.27375,"12",2011-12-01
"Arizona","2011-02",2011,2,59000,42768,-27.5118644067797,"02",2011-02-01
"Arizona","2011-03",2011,3,61000,44477,-27.0868852459016,"03",2011-03-01
"Arizona","2011-04",2011,4,64000,35913,-43.8859375,"04",2011-04-01
"Arizona","2011-05",2011,5,62000,45596,-26.458064516129,"05",2011-05-01
"Arizona","2011-06",2011,6,64000,26750,-58.203125,"06",2011-06-01
"Arizona","2011-07",2011,7,68000,39248,-42.2823529411765,"07",2011-07-01
"Arizona","2011-08",2011,8,74000,40736,-44.9513513513514,"08",2011-08-01
"Arizona","2011-09",2011,9,79000,28232,-64.2632911392405,"09",2011-09-01
"Arizona","2012-01",2012,1,79000,26990,-65.8354430379747,"01",2012-01-01
"Arizona","2012-10",2012,10,79000,20777,-73.7,"10",2012-10-01
"Arizona","2012-11",2012,11,79000,28725,-63.6392405063291,"11",2012-11-01
"Arizona","2012-12",2012,12,82000,25164,-69.3121951219512,"12",2012-12-01
"Arizona","2012-02",2012,2,73000,29800,-59.1780821917808,"02",2012-02-01
"Arizona","2012-03",2012,3,78000,29602,-62.0487179487179,"03",2012-03-01
"Arizona","2012-04",2012,4,79000,24083,-69.5151898734177,"04",2012-04-01
"Arizona","2012-05",2012,5,79000,33105,-58.0949367088608,"05",2012-05-01
"Arizona","2012-06",2012,6,76000,32680,-57,"06",2012-06-01
"Arizona","2012-07",2012,7,74000,25847,-65.0716216216216,"07",2012-07-01
"Arizona","2012-08",2012,8,80000,17895,-77.63125,"08",2012-08-01
"Arizona","2012-09",2012,9,78000,21703,-72.175641025641,"09",2012-09-01
"Arizona","2013-01",2013,1,85000,28213,-66.8082352941177,"01",2013-01-01
"Arizona","2013-10",2013,10,86000,37625,-56.25,"10",2013-10-01
"Arizona","2013-11",2013,11,85000,41679,-50.9658823529412,"11",2013-11-01
"Arizona","2013-12",2013,12,82000,35213,-57.0573170731707,"12",2013-12-01
"Arizona","2013-02",2013,2,89000,23594,-73.4898876404494,"02",2013-02-01
"Arizona","2013-03",2013,3,94000,23471,-75.0308510638298,"03",2013-03-01
"Arizona","2013-04",2013,4,97000,18423,-81.0072164948454,"04",2013-04-01
"Arizona","2013-05",2013,5,92000,26755,-70.9184782608696,"05",2013-05-01
"Arizona","2013-06",2013,6,85000,37051,-56.4105882352941,"06",2013-06-01
"Arizona","2013-07",2013,7,76000,41697,-45.1355263157895,"07",2013-07-01
"Arizona","2013-08",2013,8,77000,40613,-47.2558441558442,"08",2013-08-01
"Arizona","2013-09",2013,9,78000,41246,-47.1205128205128,"09",2013-09-01
"Arizona","2014-01",2014,1,79000,41292,-47.7316455696202,"01",2014-01-01
"Arizona","2014-10",2014,10,118000,40693,-65.514406779661,"10",2014-10-01
"Arizona","2014-11",2014,11,111000,37570,-66.1531531531532,"11",2014-11-01
"Arizona","2014-12",2014,12,105000,39730,-62.1619047619048,"12",2014-12-01
"Arizona","2014-02",2014,2,87000,36850,-57.6436781609195,"02",2014-02-01
"Arizona","2014-03",2014,3,96000,41677,-56.5864583333333,"03",2014-03-01
"Arizona","2014-04",2014,4,101000,43576,-56.8554455445544,"04",2014-04-01
"Arizona","2014-05",2014,5,97000,37509,-61.3309278350516,"05",2014-05-01
"Arizona","2014-06",2014,6,102000,36431,-64.2833333333333,"06",2014-06-01
"Arizona","2014-07",2014,7,96000,29910,-68.84375,"07",2014-07-01
"Arizona","2014-08",2014,8,106000,38723,-63.4688679245283,"08",2014-08-01
"Arizona","2014-09",2014,9,108000,38658,-64.2055555555556,"09",2014-09-01
"Arizona","2015-01",2015,1,103000,41191,-60.0087378640777,"01",2015-01-01
"Arizona","2015-10",2015,10,116000,47134,-59.3672413793103,"10",2015-10-01
"Arizona","2015-11",2015,11,114000,42164,-63.0140350877193,"11",2015-11-01
"Arizona","2015-12",2015,12,115000,40659,-64.644347826087,"12",2015-12-01
"Arizona","2015-02",2015,2,106000,30202,-71.5075471698113,"02",2015-02-01
"Arizona","2015-03",2015,3,109000,48296,-55.6917431192661,"03",2015-03-01
"Arizona","2015-04",2015,4,120000,48916,-59.2366666666667,"04",2015-04-01
"Arizona","2015-05",2015,5,116000,55682,-51.998275862069,"05",2015-05-01
"Arizona","2015-06",2015,6,108000,54808,-49.2518518518519,"06",2015-06-01
"Arizona","2015-07",2015,7,1e+05,51072,-48.928,"07",2015-07-01
"Arizona","2015-08",2015,8,103000,49275,-52.1601941747573,"08",2015-08-01
"Arizona","2015-09",2015,9,111000,45886,-58.6612612612613,"09",2015-09-01
"Arizona","2016-01",2016,1,115000,48292,-58.0069565217391,"01",2016-01-01
"Arizona","2016-10",2016,10,125000,48906,-60.8752,"10",2016-10-01
"Arizona","2016-11",2016,11,121000,42871,-64.5694214876033,"11",2016-11-01
"Arizona","2016-12",2016,12,115000,42878,-62.7147826086956,"12",2016-12-01
"Arizona","2016-02",2016,2,113000,44424,-60.6867256637168,"02",2016-02-01
"Arizona","2016-03",2016,3,117000,49733,-57.4931623931624,"03",2016-03-01
"Arizona","2016-04",2016,4,110000,49453,-55.0427272727273,"04",2016-04-01
"Arizona","2016-05",2016,5,112000,41137,-63.2705357142857,"05",2016-05-01
"Arizona","2016-06",2016,6,106000,45399,-57.1707547169811,"06",2016-06-01
"Arizona","2016-07",2016,7,112000,47403,-57.6758928571429,"07",2016-07-01
"Arizona","2016-08",2016,8,119000,44513,-62.5941176470588,"08",2016-08-01
"Arizona","2016-09",2016,9,128000,46708,-63.509375,"09",2016-09-01
"Arizona","2017-01",2017,1,112000,49655,-55.6651785714286,"01",2017-01-01
"Arizona","2017-10",2017,10,135000,36680,-72.8296296296296,"10",2017-10-01
"Arizona","2017-11",2017,11,131000,35440,-72.9465648854962,"11",2017-11-01
"Arizona","2017-12",2017,12,131000,28869,-77.9625954198473,"12",2017-12-01
"Arizona","2017-02",2017,2,110000,56158,-48.9472727272727,"02",2017-02-01
"Arizona","2017-03",2017,3,110000,57753,-47.4972727272727,"03",2017-03-01
"Arizona","2017-04",2017,4,116000,54930,-52.6465517241379,"04",2017-04-01
"Arizona","2017-05",2017,5,112000,54618,-51.2339285714286,"05",2017-05-01
"Arizona","2017-06",2017,6,118000,53872,-54.3457627118644,"06",2017-06-01
"Arizona","2017-07",2017,7,124000,45568,-63.2516129032258,"07",2017-07-01
"Arizona","2017-08",2017,8,135000,43595,-67.7074074074074,"08",2017-08-01
"Arizona","2017-09",2017,9,137000,40782,-70.2321167883212,"09",2017-09-01
"Arizona","2018-01",2018,1,129000,35715,-72.3139534883721,"01",2018-01-01
"Arizona","2018-10",2018,10,168000,81206,-51.6630952380952,"10",2018-10-01
"Arizona","2018-11",2018,11,161000,79813,-50.4267080745342,"11",2018-11-01
"Arizona","2018-12",2018,12,159000,68507,-56.9138364779874,"12",2018-12-01
"Arizona","2018-02",2018,2,129000,36661,-71.5806201550388,"02",2018-02-01
"Arizona","2018-03",2018,3,129000,50105,-61.1589147286822,"03",2018-03-01
"Arizona","2018-04",2018,4,141000,65006,-53.8964539007092,"04",2018-04-01
"Arizona","2018-05",2018,5,141000,86048,-38.9730496453901,"05",2018-05-01
"Arizona","2018-06",2018,6,148000,60019,-59.4466216216216,"06",2018-06-01
"Arizona","2018-07",2018,7,149000,83371,-44.0463087248322,"07",2018-07-01
"Arizona","2018-08",2018,8,165000,73395,-55.5181818181818,"08",2018-08-01
