"State","date","Year","Month","jolts","bgt","per_change","Month2","time"
"Tennessee","2010-06",2010,6,57000,13825,-75.7456140350877,"06",2010-06-01
"Tennessee","2010-07",2010,7,59000,20570,-65.135593220339,"07",2010-07-01
"Tennessee","2010-08",2010,8,60000,19557,-67.405,"08",2010-08-01
"Tennessee","2010-09",2010,9,62000,18714,-69.8161290322581,"09",2010-09-01
"Tennessee","2011-01",2011,1,52000,15109,-70.9442307692308,"01",2011-01-01
"Tennessee","2011-10",2011,10,73000,16532,-77.3534246575342,"10",2011-10-01
"Tennessee","2011-11",2011,11,74000,15472,-79.0918918918919,"11",2011-11-01
"Tennessee","2011-12",2011,12,74000,20889,-71.7716216216216,"12",2011-12-01
"Tennessee","2011-02",2011,2,61000,16592,-72.8,"02",2011-02-01
"Tennessee","2011-03",2011,3,68000,20771,-69.4544117647059,"03",2011-03-01
"Tennessee","2011-04",2011,4,76000,15707,-79.3328947368421,"04",2011-04-01
"Tennessee","2011-05",2011,5,77000,23670,-69.2597402597403,"05",2011-05-01
"Tennessee","2011-06",2011,6,76000,18539,-75.6065789473684,"06",2011-06-01
"Tennessee","2011-07",2011,7,73000,20293,-72.2013698630137,"07",2011-07-01
"Tennessee","2011-08",2011,8,70000,21194,-69.7228571428571,"08",2011-08-01
"Tennessee","2011-09",2011,9,75000,17990,-76.0133333333333,"09",2011-09-01
"Tennessee","2012-01",2012,1,84000,21374,-74.5547619047619,"01",2012-01-01
"Tennessee","2012-10",2012,10,87000,16641,-80.8724137931034,"10",2012-10-01
"Tennessee","2012-11",2012,11,84000,14635,-82.5773809523809,"11",2012-11-01
"Tennessee","2012-12",2012,12,77000,15887,-79.3675324675325,"12",2012-12-01
"Tennessee","2012-02",2012,2,89000,22979,-74.1808988764045,"02",2012-02-01
"Tennessee","2012-03",2012,3,99000,21581,-78.2010101010101,"03",2012-03-01
"Tennessee","2012-04",2012,4,94000,19462,-79.2957446808511,"04",2012-04-01
"Tennessee","2012-05",2012,5,93000,20244,-78.2322580645161,"05",2012-05-01
"Tennessee","2012-06",2012,6,87000,17077,-80.3712643678161,"06",2012-06-01
"Tennessee","2012-07",2012,7,85000,15308,-81.9905882352941,"07",2012-07-01
"Tennessee","2012-08",2012,8,85000,14370,-83.0941176470588,"08",2012-08-01
"Tennessee","2012-09",2012,9,86000,14954,-82.6116279069768,"09",2012-09-01
"Tennessee","2013-01",2013,1,78000,23897,-69.3628205128205,"01",2013-01-01
"Tennessee","2013-10",2013,10,91000,33884,-62.7648351648352,"10",2013-10-01
"Tennessee","2013-11",2013,11,86000,24333,-71.7058139534884,"11",2013-11-01
"Tennessee","2013-12",2013,12,79000,26370,-66.620253164557,"12",2013-12-01
"Tennessee","2013-02",2013,2,81000,23007,-71.5962962962963,"02",2013-02-01
"Tennessee","2013-03",2013,3,87000,24214,-72.167816091954,"03",2013-03-01
"Tennessee","2013-04",2013,4,84000,17930,-78.6547619047619,"04",2013-04-01
"Tennessee","2013-05",2013,5,88000,18666,-78.7886363636364,"05",2013-05-01
"Tennessee","2013-06",2013,6,88000,19792,-77.5090909090909,"06",2013-06-01
"Tennessee","2013-07",2013,7,87000,32355,-62.8103448275862,"07",2013-07-01
"Tennessee","2013-08",2013,8,85000,31576,-62.8517647058824,"08",2013-08-01
"Tennessee","2013-09",2013,9,87000,33351,-61.6655172413793,"09",2013-09-01
"Tennessee","2014-01",2014,1,75000,29453,-60.7293333333333,"01",2014-01-01
"Tennessee","2014-10",2014,10,98000,24698,-74.7979591836735,"10",2014-10-01
"Tennessee","2014-11",2014,11,96000,22110,-76.96875,"11",2014-11-01
"Tennessee","2014-12",2014,12,94000,20961,-77.7010638297872,"12",2014-12-01
"Tennessee","2014-02",2014,2,82000,29887,-63.5524390243902,"02",2014-02-01
"Tennessee","2014-03",2014,3,89000,27331,-69.2910112359551,"03",2014-03-01
"Tennessee","2014-04",2014,4,91000,31052,-65.8769230769231,"04",2014-04-01
"Tennessee","2014-05",2014,5,93000,29256,-68.541935483871,"05",2014-05-01
"Tennessee","2014-06",2014,6,93000,24316,-73.8537634408602,"06",2014-06-01
"Tennessee","2014-07",2014,7,94000,19003,-79.7840425531915,"07",2014-07-01
"Tennessee","2014-08",2014,8,97000,23835,-75.4278350515464,"08",2014-08-01
"Tennessee","2014-09",2014,9,96000,25740,-73.1875,"09",2014-09-01
"Tennessee","2015-01",2015,1,97000,23683,-75.5845360824742,"01",2015-01-01
"Tennessee","2015-10",2015,10,123000,38407,-68.7747967479675,"10",2015-10-01
"Tennessee","2015-11",2015,11,117000,28275,-75.8333333333333,"11",2015-11-01
"Tennessee","2015-12",2015,12,110000,28788,-73.8290909090909,"12",2015-12-01
"Tennessee","2015-02",2015,2,96000,17451,-81.821875,"02",2015-02-01
"Tennessee","2015-03",2015,3,101000,23141,-77.0881188118812,"03",2015-03-01
"Tennessee","2015-04",2015,4,104000,28365,-72.7259615384615,"04",2015-04-01
"Tennessee","2015-05",2015,5,109000,33721,-69.0633027522936,"05",2015-05-01
"Tennessee","2015-06",2015,6,116000,32902,-71.6362068965517,"06",2015-06-01
"Tennessee","2015-07",2015,7,128000,40255,-68.55078125,"07",2015-07-01
"Tennessee","2015-08",2015,8,133000,40994,-69.1774436090226,"08",2015-08-01
"Tennessee","2015-09",2015,9,132000,33398,-74.6984848484849,"09",2015-09-01
"Tennessee","2016-01",2016,1,108000,39324,-63.5888888888889,"01",2016-01-01
"Tennessee","2016-10",2016,10,107000,49184,-54.0336448598131,"10",2016-10-01
"Tennessee","2016-11",2016,11,1e+05,32920,-67.08,"11",2016-11-01
"Tennessee","2016-12",2016,12,105000,27584,-73.7295238095238,"12",2016-12-01
"Tennessee","2016-02",2016,2,108000,30878,-71.4092592592593,"02",2016-02-01
"Tennessee","2016-03",2016,3,120000,34366,-71.3616666666667,"03",2016-03-01
"Tennessee","2016-04",2016,4,118000,33864,-71.3016949152542,"04",2016-04-01
"Tennessee","2016-05",2016,5,126000,32249,-74.4055555555556,"05",2016-05-01
"Tennessee","2016-06",2016,6,123000,40640,-66.9593495934959,"06",2016-06-01
"Tennessee","2016-07",2016,7,129000,44403,-65.5790697674419,"07",2016-07-01
"Tennessee","2016-08",2016,8,123000,43811,-64.3813008130081,"08",2016-08-01
"Tennessee","2016-09",2016,9,117000,49186,-57.9606837606838,"09",2016-09-01
"Tennessee","2017-01",2017,1,107000,33975,-68.2476635514019,"01",2017-01-01
"Tennessee","2017-10",2017,10,129000,30995,-75.9728682170543,"10",2017-10-01
"Tennessee","2017-11",2017,11,129000,28449,-77.946511627907,"11",2017-11-01
"Tennessee","2017-12",2017,12,127000,23232,-81.7070866141732,"12",2017-12-01
"Tennessee","2017-02",2017,2,116000,33086,-71.4775862068965,"02",2017-02-01
"Tennessee","2017-03",2017,3,114000,40478,-64.4929824561403,"03",2017-03-01
"Tennessee","2017-04",2017,4,121000,34351,-71.6107438016529,"04",2017-04-01
"Tennessee","2017-05",2017,5,120000,35653,-70.2891666666667,"05",2017-05-01
"Tennessee","2017-06",2017,6,129000,36524,-71.6868217054264,"06",2017-06-01
"Tennessee","2017-07",2017,7,133000,38357,-71.1601503759398,"07",2017-07-01
"Tennessee","2017-08",2017,8,139000,34631,-75.0856115107914,"08",2017-08-01
"Tennessee","2017-09",2017,9,135000,31905,-76.3666666666667,"09",2017-09-01
"Tennessee","2018-01",2018,1,130000,31788,-75.5476923076923,"01",2018-01-01
"Tennessee","2018-10",2018,10,166000,56287,-66.0921686746988,"10",2018-10-01
"Tennessee","2018-11",2018,11,162000,55217,-65.9154320987654,"11",2018-11-01
"Tennessee","2018-12",2018,12,159000,48896,-69.2477987421384,"12",2018-12-01
"Tennessee","2018-02",2018,2,125000,32340,-74.128,"02",2018-02-01
"Tennessee","2018-03",2018,3,129000,39335,-69.5077519379845,"03",2018-03-01
"Tennessee","2018-04",2018,4,141000,40757,-71.0943262411348,"04",2018-04-01
"Tennessee","2018-05",2018,5,144000,62702,-56.4569444444444,"05",2018-05-01
"Tennessee","2018-06",2018,6,151000,42315,-71.976821192053,"06",2018-06-01
"Tennessee","2018-07",2018,7,152000,55460,-63.5131578947368,"07",2018-07-01
"Tennessee","2018-08",2018,8,162000,54345,-66.4537037037037,"08",2018-08-01
"Tennessee","2018-09",2018,9,164000,45740,-72.109756097561,"09",2018-09-01
"Tennessee","2019-01",2019,1,153000,47365,-69.0424836601307,"01",2019-01-01
"Tennessee","2019-10",2019,10,165000,67532,-59.0715151515152,"10",2019-10-01
"Tennessee","2019-11",2019,11,152000,69592,-54.2157894736842,"11",2019-11-01
"Tennessee","2019-12",2019,12,134000,49647,-62.95,"12",2019-12-01
"Tennessee","2019-02",2019,2,150000,47388,-68.408,"02",2019-02-01
"Tennessee","2019-03",2019,3,146000,53491,-63.3623287671233,"03",2019-03-01
"Tennessee","2019-04",2019,4,141000,51381,-63.5595744680851,"04",2019-04-01
"Tennessee","2019-05",2019,5,141000,63811,-54.7439716312057,"05",2019-05-01
"Tennessee","2019-06",2019,6,142000,49172,-65.3718309859155,"06",2019-06-01
"Tennessee","2019-07",2019,7,142000,46355,-67.3556338028169,"07",2019-07-01
"Tennessee","2019-08",2019,8,152000,66685,-56.1282894736842,"08",2019-08-01
"Tennessee","2019-09",2019,9,158000,62796,-60.2556962025317,"09",2019-09-01
"Texas","2010-01",2010,1,188000,14884,-92.0829787234043,"01",2010-01-01
"Texas","2010-10",2010,10,231000,83298,-63.9402597402597,"10",2010-10-01
"Texas","2010-11",2010,11,236000,71990,-69.4957627118644,"11",2010-11-01
"Texas","2010-12",2010,12,237000,90760,-61.704641350211,"12",2010-12-01
"Texas","2010-02",2010,2,196000,48481,-75.2647959183673,"02",2010-02-01
"Texas","2010-03",2010,3,201000,55263,-72.5059701492537,"03",2010-03-01
"Texas","2010-04",2010,4,208000,62557,-69.9245192307692,"04",2010-04-01
"Texas","2010-05",2010,5,204000,77870,-61.828431372549,"05",2010-05-01
"Texas","2010-06",2010,6,197000,60760,-69.1573604060914,"06",2010-06-01
"Texas","2010-07",2010,7,190000,79643,-58.0826315789474,"07",2010-07-01
"Texas","2010-08",2010,8,199000,80601,-59.4969849246231,"08",2010-08-01
"Texas","2010-09",2010,9,211000,74721,-64.5872037914692,"09",2010-09-01
"Texas","2011-01",2011,1,236000,82000,-65.2542372881356,"01",2011-01-01
"Texas","2011-10",2011,10,305000,95662,-68.6354098360656,"10",2011-10-01
"Texas","2011-11",2011,11,324000,67958,-79.0253086419753,"11",2011-11-01
"Texas","2011-12",2011,12,324000,69917,-78.4206790123457,"12",2011-12-01
"Texas","2011-02",2011,2,244000,76751,-68.5446721311475,"02",2011-02-01
"Texas","2011-03",2011,3,255000,100292,-60.6698039215686,"03",2011-03-01
"Texas","2011-04",2011,4,252000,72264,-71.3238095238095,"04",2011-04-01
"Texas","2011-05",2011,5,249000,104913,-57.866265060241,"05",2011-05-01
"Texas","2011-06",2011,6,258000,80365,-68.8507751937985,"06",2011-06-01
"Texas","2011-07",2011,7,270000,105250,-61.0185185185185,"07",2011-07-01
"Texas","2011-08",2011,8,273000,97817,-64.1695970695971,"08",2011-08-01
"Texas","2011-09",2011,9,286000,92551,-67.6395104895105,"09",2011-09-01
"Texas","2012-01",2012,1,341000,95468,-72.0035190615836,"01",2012-01-01
"Texas","2012-10",2012,10,357000,76198,-78.6560224089636,"10",2012-10-01
"Texas","2012-11",2012,11,353000,75088,-78.728611898017,"11",2012-11-01
"Texas","2012-12",2012,12,339000,84369,-75.112389380531,"12",2012-12-01
"Texas","2012-02",2012,2,343000,83192,-75.7457725947522,"02",2012-02-01
"Texas","2012-03",2012,3,362000,101354,-72.0016574585635,"03",2012-03-01
"Texas","2012-04",2012,4,364000,84789,-76.7063186813187,"04",2012-04-01
"Texas","2012-05",2012,5,379000,90062,-76.2369393139842,"05",2012-05-01
"Texas","2012-06",2012,6,370000,87585,-76.3283783783784,"06",2012-06-01
"Texas","2012-07",2012,7,351000,79037,-77.4823361823362,"07",2012-07-01
"Texas","2012-08",2012,8,343000,76475,-77.7040816326531,"08",2012-08-01
"Texas","2012-09",2012,9,344000,71827,-79.1200581395349,"09",2012-09-01
"Texas","2013-01",2013,1,330000,119673,-63.7354545454546,"01",2013-01-01
"Texas","2013-10",2013,10,359000,124861,-65.2197771587744,"10",2013-10-01
"Texas","2013-11",2013,11,346000,119035,-65.5968208092486,"11",2013-11-01
"Texas","2013-12",2013,12,350000,106453,-69.5848571428571,"12",2013-12-01
"Texas","2013-02",2013,2,353000,95662,-72.900283286119,"02",2013-02-01
"Texas","2013-03",2013,3,372000,89498,-75.9413978494624,"03",2013-03-01
"Texas","2013-04",2013,4,382000,83592,-78.117277486911,"04",2013-04-01
"Texas","2013-05",2013,5,379000,100116,-73.5841688654353,"05",2013-05-01
"Texas","2013-06",2013,6,371000,104845,-71.7398921832884,"06",2013-06-01
"Texas","2013-07",2013,7,366000,140124,-61.7147540983607,"07",2013-07-01
"Texas","2013-08",2013,8,358000,113610,-68.2653631284916,"08",2013-08-01
"Texas","2013-09",2013,9,359000,116024,-67.6813370473538,"09",2013-09-01
"Texas","2014-01",2014,1,350000,137986,-60.5754285714286,"01",2014-01-01
"Texas","2014-10",2014,10,480000,123481,-74.2747916666667,"10",2014-10-01
"Texas","2014-11",2014,11,453000,118404,-73.8622516556291,"11",2014-11-01
"Texas","2014-12",2014,12,441000,108402,-75.4190476190476,"12",2014-12-01
"Texas","2014-02",2014,2,374000,124775,-66.6377005347594,"02",2014-02-01
"Texas","2014-03",2014,3,385000,125687,-67.354025974026,"03",2014-03-01
"Texas","2014-04",2014,4,407000,121917,-70.0449631449631,"04",2014-04-01
"Texas","2014-05",2014,5,412000,123773,-69.9580097087379,"05",2014-05-01
"Texas","2014-06",2014,6,428000,106595,-75.0946261682243,"06",2014-06-01
"Texas","2014-07",2014,7,441000,98788,-77.5990929705215,"07",2014-07-01
"Texas","2014-08",2014,8,474000,120609,-74.5550632911392,"08",2014-08-01
"Texas","2014-09",2014,9,476000,108763,-77.1506302521008,"09",2014-09-01
"Texas","2015-01",2015,1,440000,119571,-72.8247727272727,"01",2015-01-01
"Texas","2015-10",2015,10,554000,165300,-70.1624548736462,"10",2015-10-01
"Texas","2015-11",2015,11,540000,140251,-74.0275925925926,"11",2015-11-01
"Texas","2015-12",2015,12,533000,118809,-77.7093808630394,"12",2015-12-01
"Texas","2015-02",2015,2,442000,95834,-78.3180995475113,"02",2015-02-01
"Texas","2015-03",2015,3,444000,127944,-71.1837837837838,"03",2015-03-01
"Texas","2015-04",2015,4,460000,138629,-69.8632608695652,"04",2015-04-01
"Texas","2015-05",2015,5,466000,139363,-70.0937768240343,"05",2015-05-01
"Texas","2015-06",2015,6,481000,162299,-66.2580041580042,"06",2015-06-01
"Texas","2015-07",2015,7,501000,168672,-66.3329341317365,"07",2015-07-01
"Texas","2015-08",2015,8,534000,164537,-69.1878277153558,"08",2015-08-01
"Texas","2015-09",2015,9,545000,156565,-71.2724770642202,"09",2015-09-01
"Texas","2016-01",2016,1,507000,152567,-69.9078895463511,"01",2016-01-01
"Texas","2016-10",2016,10,505000,153661,-69.5720792079208,"10",2016-10-01
"Texas","2016-11",2016,11,498000,124387,-75.0226907630522,"11",2016-11-01
"Texas","2016-12",2016,12,485000,112278,-76.8498969072165,"12",2016-12-01
"Texas","2016-02",2016,2,524000,131104,-74.9801526717557,"02",2016-02-01
"Texas","2016-03",2016,3,569000,142355,-74.981546572935,"03",2016-03-01
"Texas","2016-04",2016,4,585000,129796,-77.8126495726496,"04",2016-04-01
"Texas","2016-05",2016,5,572000,130719,-77.147027972028,"05",2016-05-01
"Texas","2016-06",2016,6,533000,148131,-72.2080675422139,"06",2016-06-01
"Texas","2016-07",2016,7,532000,165023,-68.9806390977444,"07",2016-07-01
"Texas","2016-08",2016,8,526000,143328,-72.7513307984791,"08",2016-08-01
"Texas","2016-09",2016,9,532000,161911,-69.5656015037594,"09",2016-09-01
"Texas","2017-01",2017,1,466000,127806,-72.5738197424893,"01",2017-01-01
"Texas","2017-10",2017,10,505000,121598,-75.9211881188119,"10",2017-10-01
"Texas","2017-11",2017,11,480000,119479,-75.1085416666667,"11",2017-11-01
"Texas","2017-12",2017,12,432000,100959,-76.6298611111111,"12",2017-12-01
"Texas","2017-02",2017,2,453000,125486,-72.2988962472406,"02",2017-02-01
"Texas","2017-03",2017,3,454000,144217,-68.234140969163,"03",2017-03-01
"Texas","2017-04",2017,4,484000,140263,-71.0200413223141,"04",2017-04-01
"Texas","2017-05",2017,5,479000,134696,-71.8797494780793,"05",2017-05-01
"Texas","2017-06",2017,6,476000,143501,-69.852731092437,"06",2017-06-01
"Texas","2017-07",2017,7,471000,141026,-70.0581740976645,"07",2017-07-01
"Texas","2017-08",2017,8,490000,135820,-72.2816326530612,"08",2017-08-01
"Texas","2017-09",2017,9,508000,117280,-76.9133858267716,"09",2017-09-01
"Texas","2018-01",2018,1,423000,120701,-71.4654846335697,"01",2018-01-01
"Texas","2018-10",2018,10,629000,258363,-58.9248012718601,"10",2018-10-01
"Texas","2018-11",2018,11,656000,237034,-63.8667682926829,"11",2018-11-01
"Texas","2018-12",2018,12,671000,211522,-68.4766020864381,"12",2018-12-01
"Texas","2018-02",2018,2,442000,110504,-74.9990950226244,"02",2018-02-01
"Texas","2018-03",2018,3,479000,150477,-68.5851774530271,"03",2018-03-01
"Texas","2018-04",2018,4,495000,185816,-62.4614141414141,"04",2018-04-01
"Texas","2018-05",2018,5,511000,295989,-42.0765166340509,"05",2018-05-01
"Texas","2018-06",2018,6,554000,184207,-66.7496389891697,"06",2018-06-01
"Texas","2018-07",2018,7,617000,257473,-58.2701782820097,"07",2018-07-01
"Texas","2018-08",2018,8,642000,236793,-63.1163551401869,"08",2018-08-01
"Texas","2018-09",2018,9,641000,211709,-66.9720748829953,"09",2018-09-01
"Texas","2019-01",2019,1,657000,210007,-68.0354642313547,"01",2019-01-01
"Texas","2019-10",2019,10,571000,271060,-52.5288966725044,"10",2019-10-01
"Texas","2019-11",2019,11,536000,256600,-52.1268656716418,"11",2019-11-01
"Texas","2019-12",2019,12,496000,230448,-53.5387096774193,"12",2019-12-01
"Texas","2019-02",2019,2,630000,214472,-65.9568253968254,"02",2019-02-01
"Texas","2019-03",2019,3,613000,245507,-59.9499184339315,"03",2019-03-01
"Texas","2019-04",2019,4,634000,206036,-67.5022082018927,"04",2019-04-01
"Texas","2019-05",2019,5,636000,258707,-59.3227987421384,"05",2019-05-01
"Texas","2019-06",2019,6,625000,205589,-67.10576,"06",2019-06-01
"Texas","2019-07",2019,7,595000,199654,-66.4447058823529,"07",2019-07-01
"Texas","2019-08",2019,8,598000,291667,-51.226254180602,"08",2019-08-01
"Texas","2019-09",2019,9,591000,279743,-52.6661590524535,"09",2019-09-01
"Utah","2010-01",2010,1,22000,1981,-90.9954545454545,"01",2010-01-01
"Utah","2010-10",2010,10,29000,7490,-74.1724137931035,"10",2010-10-01
"Utah","2010-11",2010,11,31000,6644,-78.5677419354839,"11",2010-11-01
"Utah","2010-12",2010,12,31000,8255,-73.3709677419355,"12",2010-12-01
"Utah","2010-02",2010,2,24000,4605,-80.8125,"02",2010-02-01
"Utah","2010-03",2010,3,27000,6169,-77.1518518518518,"03",2010-03-01
"Utah","2010-04",2010,4,31000,6419,-79.2935483870968,"04",2010-04-01
"Utah","2010-05",2010,5,32000,8738,-72.69375,"05",2010-05-01
"Utah","2010-06",2010,6,31000,6230,-79.9032258064516,"06",2010-06-01
"Utah","2010-07",2010,7,28000,7914,-71.7357142857143,"07",2010-07-01
"Utah","2010-08",2010,8,26000,8018,-69.1615384615385,"08",2010-08-01
"Utah","2010-09",2010,9,27000,7778,-71.1925925925926,"09",2010-09-01
"Utah","2011-01",2011,1,28000,7028,-74.9,"01",2011-01-01
"Utah","2011-10",2011,10,39000,11712,-69.9692307692308,"10",2011-10-01
"Utah","2011-11",2011,11,35000,8510,-75.6857142857143,"11",2011-11-01
"Utah","2011-12",2011,12,32000,9495,-70.328125,"12",2011-12-01
"Utah","2011-02",2011,2,27000,9461,-64.9592592592593,"02",2011-02-01
"Utah","2011-03",2011,3,29000,10120,-65.1034482758621,"03",2011-03-01
"Utah","2011-04",2011,4,33000,8823,-73.2636363636364,"04",2011-04-01
"Utah","2011-05",2011,5,34000,17119,-49.65,"05",2011-05-01
"Utah","2011-06",2011,6,34000,8371,-75.3794117647059,"06",2011-06-01
"Utah","2011-07",2011,7,35000,9992,-71.4514285714286,"07",2011-07-01
"Utah","2011-08",2011,8,37000,9942,-73.1297297297297,"08",2011-08-01
"Utah","2011-09",2011,9,38000,8640,-77.2631578947368,"09",2011-09-01
"Utah","2012-01",2012,1,28000,9629,-65.6107142857143,"01",2012-01-01
"Utah","2012-10",2012,10,35000,11033,-68.4771428571429,"10",2012-10-01
"Utah","2012-11",2012,11,36000,10249,-71.5305555555556,"11",2012-11-01
"Utah","2012-12",2012,12,33000,9566,-71.0121212121212,"12",2012-12-01
"Utah","2012-02",2012,2,28000,9852,-64.8142857142857,"02",2012-02-01
"Utah","2012-03",2012,3,29000,10465,-63.9137931034483,"03",2012-03-01
"Utah","2012-04",2012,4,33000,9073,-72.5060606060606,"04",2012-04-01
"Utah","2012-05",2012,5,37000,8947,-75.8189189189189,"05",2012-05-01
"Utah","2012-06",2012,6,36000,9786,-72.8166666666667,"06",2012-06-01
"Utah","2012-07",2012,7,34000,9055,-73.3676470588235,"07",2012-07-01
"Utah","2012-08",2012,8,32000,10683,-66.615625,"08",2012-08-01
"Utah","2012-09",2012,9,33000,8103,-75.4454545454546,"09",2012-09-01
"Utah","2013-01",2013,1,32000,16651,-47.965625,"01",2013-01-01
"Utah","2013-10",2013,10,39000,14730,-62.2307692307692,"10",2013-10-01
"Utah","2013-11",2013,11,39000,13952,-64.225641025641,"11",2013-11-01
"Utah","2013-12",2013,12,40000,11533,-71.1675,"12",2013-12-01
"Utah","2013-02",2013,2,33000,10989,-66.7,"02",2013-02-01
"Utah","2013-03",2013,3,36000,12609,-64.975,"03",2013-03-01
"Utah","2013-04",2013,4,39000,8945,-77.0641025641026,"04",2013-04-01
"Utah","2013-05",2013,5,41000,8722,-78.7268292682927,"05",2013-05-01
"Utah","2013-06",2013,6,40000,10788,-73.03,"06",2013-06-01
"Utah","2013-07",2013,7,38000,19107,-49.7184210526316,"07",2013-07-01
"Utah","2013-08",2013,8,36000,16585,-53.9305555555556,"08",2013-08-01
"Utah","2013-09",2013,9,35000,14151,-59.5685714285714,"09",2013-09-01
"Utah","2014-01",2014,1,37000,15608,-57.8162162162162,"01",2014-01-01
"Utah","2014-10",2014,10,54000,12417,-77.0055555555556,"10",2014-10-01
"Utah","2014-11",2014,11,50000,10672,-78.656,"11",2014-11-01
"Utah","2014-12",2014,12,50000,9129,-81.742,"12",2014-12-01
"Utah","2014-02",2014,2,38000,14140,-62.7894736842105,"02",2014-02-01
"Utah","2014-03",2014,3,41000,14319,-65.0756097560976,"03",2014-03-01
"Utah","2014-04",2014,4,45000,15345,-65.9,"04",2014-04-01
"Utah","2014-05",2014,5,48000,12860,-73.2083333333333,"05",2014-05-01
"Utah","2014-06",2014,6,50000,10475,-79.05,"06",2014-06-01
"Utah","2014-07",2014,7,48000,9894,-79.3875,"07",2014-07-01
"Utah","2014-08",2014,8,50000,11742,-76.516,"08",2014-08-01
"Utah","2014-09",2014,9,51000,10916,-78.5960784313725,"09",2014-09-01
"Utah","2015-01",2015,1,47000,10716,-77.2,"01",2015-01-01
"Utah","2015-10",2015,10,60000,19672,-67.2133333333333,"10",2015-10-01
"Utah","2015-11",2015,11,58000,24631,-57.5327586206896,"11",2015-11-01
"Utah","2015-12",2015,12,56000,15678,-72.0035714285714,"12",2015-12-01
"Utah","2015-02",2015,2,50000,8524,-82.952,"02",2015-02-01
"Utah","2015-03",2015,3,53000,15183,-71.3528301886792,"03",2015-03-01
"Utah","2015-04",2015,4,60000,15952,-73.4133333333333,"04",2015-04-01
"Utah","2015-05",2015,5,63000,18078,-71.3047619047619,"05",2015-05-01
"Utah","2015-06",2015,6,61000,21187,-65.2672131147541,"06",2015-06-01
"Utah","2015-07",2015,7,60000,19915,-66.8083333333333,"07",2015-07-01
"Utah","2015-08",2015,8,58000,21645,-62.6810344827586,"08",2015-08-01
"Utah","2015-09",2015,9,60000,22624,-62.2933333333333,"09",2015-09-01
"Utah","2016-01",2016,1,53000,20156,-61.9698113207547,"01",2016-01-01
"Utah","2016-10",2016,10,61000,22032,-63.8819672131148,"10",2016-10-01
"Utah","2016-11",2016,11,61000,18297,-70.0049180327869,"11",2016-11-01
"Utah","2016-12",2016,12,58000,15406,-73.4379310344828,"12",2016-12-01
"Utah","2016-02",2016,2,54000,19507,-63.8759259259259,"02",2016-02-01
"Utah","2016-03",2016,3,57000,26676,-53.2,"03",2016-03-01
"Utah","2016-04",2016,4,65000,20029,-69.1861538461538,"04",2016-04-01
"Utah","2016-05",2016,5,69000,15302,-77.8231884057971,"05",2016-05-01
"Utah","2016-06",2016,6,68000,21793,-67.9514705882353,"06",2016-06-01
"Utah","2016-07",2016,7,63000,22405,-64.4365079365079,"07",2016-07-01
"Utah","2016-08",2016,8,60000,20890,-65.1833333333333,"08",2016-08-01
"Utah","2016-09",2016,9,61000,23318,-61.7737704918033,"09",2016-09-01
"Utah","2017-01",2017,1,58000,18417,-68.2465517241379,"01",2017-01-01
"Utah","2017-10",2017,10,73000,16268,-77.7150684931507,"10",2017-10-01
"Utah","2017-11",2017,11,71000,15313,-78.4323943661972,"11",2017-11-01
"Utah","2017-12",2017,12,66000,11342,-82.8151515151515,"12",2017-12-01
"Utah","2017-02",2017,2,57000,17980,-68.4561403508772,"02",2017-02-01
"Utah","2017-03",2017,3,59000,23471,-60.2186440677966,"03",2017-03-01
"Utah","2017-04",2017,4,63000,19299,-69.3666666666667,"04",2017-04-01
"Utah","2017-05",2017,5,66000,18749,-71.5924242424242,"05",2017-05-01
"Utah","2017-06",2017,6,68000,20281,-70.175,"06",2017-06-01
"Utah","2017-07",2017,7,68000,18184,-73.2588235294118,"07",2017-07-01
"Utah","2017-08",2017,8,69000,19288,-72.0463768115942,"08",2017-08-01
"Utah","2017-09",2017,9,72000,16446,-77.1583333333333,"09",2017-09-01
"Utah","2018-01",2018,1,68000,16751,-75.3661764705882,"01",2018-01-01
"Utah","2018-10",2018,10,87000,21867,-74.8655172413793,"10",2018-10-01
"Utah","2018-11",2018,11,86000,18730,-78.2209302325581,"11",2018-11-01
"Utah","2018-12",2018,12,83000,20321,-75.5168674698795,"12",2018-12-01
"Utah","2018-02",2018,2,72000,17141,-76.1930555555556,"02",2018-02-01
"Utah","2018-03",2018,3,75000,21818,-70.9093333333333,"03",2018-03-01
"Utah","2018-04",2018,4,76000,20290,-73.3026315789474,"04",2018-04-01
"Utah","2018-05",2018,5,75000,24184,-67.7546666666667,"05",2018-05-01
"Utah","2018-06",2018,6,75000,17571,-76.572,"06",2018-06-01
"Utah","2018-07",2018,7,73000,21489,-70.5630136986301,"07",2018-07-01
"Utah","2018-08",2018,8,76000,19080,-74.8947368421053,"08",2018-08-01
"Utah","2018-09",2018,9,81000,17594,-78.279012345679,"09",2018-09-01
"Utah","2019-01",2019,1,85000,19260,-77.3411764705882,"01",2019-01-01
"Utah","2019-10",2019,10,77000,29998,-61.0415584415584,"10",2019-10-01
"Utah","2019-11",2019,11,75000,28697,-61.7373333333333,"11",2019-11-01
"Utah","2019-12",2019,12,69000,24832,-64.0115942028986,"12",2019-12-01
"Utah","2019-02",2019,2,87000,17719,-79.6333333333333,"02",2019-02-01
"Utah","2019-03",2019,3,92000,24201,-73.6945652173913,"03",2019-03-01
"Utah","2019-04",2019,4,93000,22398,-75.9161290322581,"04",2019-04-01
