ER17001,ER17002,ER17004,ER17022,ER19161,ER19162,ER20064,ER20065,ER20377,ER20378,ER20456,ER21001,ER21002,ER21003,ER21009,ER22534,ER22535,ER23500,ER23501,ER24099,ER24144,ER24145,ER25001,ER25002,ER25003,ER25009,ER26515,ER26516,ER27468,ER27469,ER28037,ER28043,ER36001,ER36002,ER36003,ER36009,ER37533,ER37534,ER40639,ER40640,ER41027,ER41033,ER41034,ER42001,ER42002,ER42003,ER42009,ER43524,ER43525,ER46617,ER46618,ER46935,ER46975,ER46976,ER47301,ER47302,ER47303,ER47309,ER48849,ER48850,ER51978,ER51979,ER52343,ER52399,ER52400,ER53001,ER53002,ER53003,ER53009,ER54592,ER54593,ER57747,ER57748,ER58152,ER58217,ER58218,ER60001,ER60002,ER60003,ER60009,ER61703,ER61704,ER64927,ER64928,ER65349,ER65453,ER65454,ER66001,ER66002,ER66003,ER66009,ER67756,ER67757,ER71047,ER71048,ER71426,ER71532,ER71533,ER72001,ER72002,ER72003,ER72009,ER73779,ER73780,ER77069,ER77070,ER77448,ER77593,ER77594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6894,9,3190,5,0,0,0,6030,0,0,2,5925,9,3190,5,0,0,0,29600,0,0,1,4322,9,3190,1,200,5,0,65401,0,0
6,3352,9,3191,1,3000,5,0,0,0,50678,8,83,9,3191,1,5000,5,0,91000,0,0,6,5692,9,3191,1,4000,5,0,122700,0,7,2634,9,3191,1,5000,5,0,269000,0,0,5,1552,9,3191,1,999998,5,0,134189,0,0,5,1764,9,3191,5,0,0,0,48000,0,0,3,5520,9,3191,1,2000,5,0,77648,0,0,1,4155,9,3191,1,5000,5,0,92875,0,0,2,9044,9,3191,1,10000,5,0,103847,0,0,1,4792,9,3191,1,1500,5,0,98005,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6894,9,3191,5,0,0,0,38000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7681,9,3191,5,0,0,0,7350,0,0,5,1517,9,3191,5,0,0,0,13500,0,0,3,6927,9,3191,5,0,0,0,50000,0,0,1,3496,9,3191,5,0,5,0,9500,0,0,2,5819,9,3191,5,0,0,0,22000,0,0,1,5464,9,3191,5,0,0,0,24000,0,0
6,7425,9,3192,5,0,0,0,0,0,16440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8,7759,9,3192,5,0,0,0,300,0,0,6,944,9,3192,5,0,0,0,200,0,7,7531,9,3192,5,0,0,0,0,0,0,5,6904,9,3192,5,0,0,0,7826,0,0,5,1568,9,3192,5,0,0,0,18000,0,0,3,8205,34,3192,5,0,0,0,0,0,0,1,5703,9,3192,5,0,0,0,0,0,0,,,,,,,,,,,,1,2702,9,3192,5,0,0,0,0,0,0
6,3117,9,3193,5,0,0,0,0,0,15852,8,4946,9,3193,5,0,0,0,4224,0,0,6,3025,9,3193,5,0,0,0,5988,0,7,6352,9,3193,5,0,0,0,6276,0,0,5,6911,9,3193,5,0,0,0,7128,0,0,5,2460,9,3193,5,0,0,0,7128,0,0,3,5336,9,3193,5,0,0,0,7524,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4477,9,3193,5,0,0,0,0,0,43951,8,958,9,3193,5,0,0,0,80000,0,0,6,6990,9,3193,5,0,0,0,79200,0,7,8042,9,3193,5,0,0,0,56500,0,0,5,8071,9,3193,5,0,0,0,113000,0,0,5,3206,9,3193,5,0,0,0,67196,0,0,3,8152,9,3193,5,0,0,0,116500,0,0,1,6480,9,3193,5,0,0,0,100650,0,0,2,2041,9,3193,5,0,0,0,103300,0,0,1,5096,9,3193,5,0,0,0,104600,0,0
6,4805,9,3193,5,0,0,0,0,0,16000,8,6236,9,3193,5,0,0,0,15500,0,0,6,3172,9,3193,5,0,1,10,41000,0,7,7554,9,3193,5,0,0,0,27206,0,0,5,8392,9,3193,5,0,1,20,45000,0,0,5,8663,9,3193,1,500,0,0,58000,0,0,,,,,,,,,,,,1,8625,9,3193,1,0,0,0,95000,0,0,2,2319,9,3193,5,0,0,0,110000,0,0,,,,,,,,,,,
6,4911,9,3193,5,0,5,0,0,0,20724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3497,9,3193,5,0,0,0,12864,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8,5159,9,3193,5,0,1,60,37700,0,0,6,3880,9,3193,1,60,5,0,148401,0,7,6908,9,3193,5,0,1,200,27400,0,0,5,6957,9,3193,1,999998,1,130,69200,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,8389,9,3193,5,0,5,0,62047,0,0,1,4213,9,3193,5,0,5,0,41611,0,0,2,1851,9,3193,5,0,5,0,64506,0,0,1,6939,9,3193,5,0,0,0,85792,0,0
,,,,,,,,,,,8,7275,9,3194,1,0,5,0,1000,0,0,6,3020,9,3194,5,0,0,0,28000,0,7,3379,9,3194,5,0,1,80,37000,0,0,5,769,9,3194,5,0,0,0,52400,0,0,5,6323,9,3194,5,0,0,0,35000,0,0,3,6054,9,3194,5,0,0,0,58000,0,0,1,6520,9,3194,5,0,0,0,57586,0,0,2,3143,9,3194,5,0,0,0,59800,0,0,1,8323,9,3194,5,0,0,0,58000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8665,9,3194,5,0,5,0,53000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3234,9,3194,5,0,5,0,5000,0,0,,,,,,,,,,,
6,6085,42,3195,5,0,0,0,0,0,33000,8,6429,42,3195,5,0,0,0,42500,0,0,6,6001,42,3195,5,0,0,0,28000,0,7,5355,42,3195,5,0,0,0,15984,0,0,5,5402,42,3195,5,0,0,0,2300,0,0,5,6411,42,3195,5,0,0,0,8880,0,0,3,7717,42,3195,5,0,0,0,15000,0,0,1,6892,42,3195,5,0,0,0,10800,0,0,2,9032,42,3195,5,0,0,0,13200,0,0,1,7763,42,3195,5,0,0,0,0,0,0
6,6756,42,3195,5,0,0,0,0,0,17000,8,3642,42,3195,5,0,0,0,27000,0,0,6,791,42,3195,5,0,0,0,21600,0,7,7440,42,3195,5,0,0,0,15000,0,0,5,1970,42,3195,5,0,0,0,38189,0,0,5,5734,42,3195,5,0,0,0,30434,0,0,3,2879,42,3195,1,999998,0,0,45000,0,0,1,4408,42,3195,5,0,0,0,30000,0,0,2,8596,42,3195,1,0,0,0,79500,0,0,1,4957,42,3195,5,0,0,0,61000,0,0
6,6649,42,3195,5,0,0,0,0,0,20000,,,,,,,,,,,,6,6074,42,3195,5,0,5,0,30000,0,7,5759,42,3195,5,0,0,0,31931,0,0,5,2278,42,3195,5,0,0,0,34000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9347,42,3195,5,0,0,0,55000,0,0
6,6650,42,3195,5,0,0,0,0,0,18000,8,1775,42,3195,5,0,5,0,31300,0,0,6,6069,42,3195,1,0,0,0,14327,0,7,2259,42,3195,5,0,5,0,21500,0,0,5,2383,42,3195,5,0,0,0,37000,0,0,5,8107,42,3195,5,0,5,0,30000,0,0,3,7569,42,3195,1,0,0,0,31000,0,0,1,4002,42,3195,5,0,0,0,30000,0,0,2,9276,42,3195,1,0,0,0,30000,0,0,1,9023,42,3195,1,0,0,0,30000,0,0
,,,,,,,,,,,8,1441,42,3195,5,0,0,0,47725,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6178,42,3195,5,0,0,0,13000,0,0,3,7655,42,3195,5,0,0,0,34200,0,0,,,,,,,,,,,,2,9390,42,3195,5,0,0,0,23730,0,0,,,,,,,,,,,
6,3506,42,3196,5,0,0,0,0,0,11400,8,5635,42,3196,5,0,0,0,8000,0,0,6,6157,42,3196,5,0,5,0,6000,0,7,3597,42,3196,5,0,0,0,13500,0,0,5,8300,42,3196,5,0,0,0,9700,0,0,5,7636,42,3196,5,0,0,0,22100,0,0,3,5578,42,3196,5,0,0,0,20094,0,0,1,8078,42,3196,5,0,5,0,23600,0,0,2,9096,42,3196,5,0,0,0,14250,0,0,1,7536,42,3196,5,0,0,0,38200,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8383,42,3196,5,0,5,0,22000,0,0,5,6512,42,3196,1,200,1,10,32010,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7970,42,3196,5,0,0,0,21985,0,0,3,2399,42,3196,5,0,0,0,25200,0,0,1,1922,42,3196,5,0,0,0,18000,0,0,2,8229,42,3196,5,0,0,0,24000,0,0,1,8872,42,3196,5,0,0,0,26300,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8318,42,3196,5,0,0,0,9607,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3455,42,3196,1,10000,5,0,138000,0,0,1,2053,42,3196,1,15000,1,30,177020,0,0,2,6346,42,3196,5,0,5,0,237620,0,0,1,8386,42,3196,5,0,5,0,120500,0,0
6,3641,42,3197,5,0,0,0,0,0,38548,8,6941,42,3197,5,0,0,0,4252,0,0,6,4421,42,3197,5,0,0,0,13092,0,7,2039,42,3197,5,0,0,0,9736,0,0,5,8336,42,3197,5,0,0,0,14706,0,0,5,6960,42,3197,5,0,5,0,10188,0,0,3,5585,42,3197,5,0,0,0,0,0,0,1,6418,42,3197,5,0,0,0,10800,0,0,2,8060,42,3197,5,0,0,0,10200,0,0,1,3732,42,3197,5,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8569,42,3197,5,0,0,0,32485,0,0,5,7076,42,3197,5,0,5,0,55000,0,0,3,4624,42,3197,5,0,0,0,56500,0,0,1,8193,42,3197,5,0,0,0,42283,0,0,,,,,,,,,,,,1,3812,42,3197,1,999998,5,0,143400,0,0
6,5830,42,3198,5,0,0,0,0,0,3880,8,7136,42,3198,5,0,0,0,1200,0,0,6,4476,42,3198,5,0,0,0,13872,0,7,1572,42,3198,5,0,0,0,14952,0,0,5,7891,42,3198,5,0,0,0,15288,0,0,5,5966,42,3198,5,0,5,0,15264,0,0,3,5460,42,3198,5,0,0,0,7608,0,0,1,5172,42,3198,5,0,0,0,8400,0,0,2,2352,42,3198,5,0,0,0,18072,0,0,1,1231,42,3198,5,0,0,0,9504,0,0
6,6001,42,3199,5,0,0,0,0,0,10668,8,5462,42,3199,5,0,5,0,11016,0,0,6,4924,42,3199,5,0,0,0,11556,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,6,6117,42,3199,5,0,0,0,2400,0,7,7093,42,3199,5,0,0,0,1000,0,0,5,8463,42,3199,5,0,0,0,22057,0,0,5,8555,42,3199,1,0,0,0,27384,0,0,3,7704,42,3199,5,0,0,0,24686,0,0,1,8349,42,3199,5,0,0,0,22384,0,0,,,,,,,,,,,,1,2356,42,3199,5,0,0,0,9838,0,0
6,5831,42,3199,5,0,0,0,0,0,19000,8,6660,42,3199,5,0,0,0,21000,0,0,6,5478,42,3199,5,0,0,0,40000,0,7,7654,42,3199,5,0,0,0,30000,0,0,5,7563,42,3199,5,0,0,0,45800,0,0,5,8163,42,3199,5,0,0,0,35506,0,0,3,6834,42,3199,5,0,0,0,35000,0,0,1,5595,42,3199,5,0,0,0,48000,0,0,2,7562,42,3199,5,0,0,0,58847,0,0,1,2175,42,3199,5,0,0,0,76000,0,0
6,5737,42,3200,5,0,0,0,0,0,17108,8,6920,42,3200,1,0,0,0,19900,0,0,6,5491,42,3200,5,0,0,0,20965,0,7,3721,42,3200,5,0,0,0,31760,0,0,5,5941,42,3200,5,0,0,0,29378,0,0,5,6846,42,3200,5,0,0,0,27280,0,0,3,5473,42,3200,5,0,0,0,11200,0,0,1,6278,42,3200,5,0,0,0,30432,0,0,2,3358,42,3200,5,0,0,0,44094,0,0,1,2668,42,3200,5,0,0,0,17480,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7360,42,3200,5,0,5,0,25000,0,0,3,3268,42,3200,5,0,5,0,20000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2863,42,3200,5,0,0,0,50100,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3533,42,3200,5,0,0,0,20800,0,0,1,1440,42,3200,5,0,0,0,56180,0,0
,,,,,,,,,,,8,6927,42,3201,5,0,0,0,28600,0,0,6,5362,42,3201,5,0,0,0,33864,0,7,5909,42,3201,5,0,5,0,46000,0,0,5,3307,42,3201,1,1500,1,15,50000,0,0,5,3895,42,3201,5,0,5,0,45200,0,0,3,6440,42,3201,5,0,5,0,53000,0,0,1,5117,42,3201,5,0,0,0,38560,0,0,2,3008,42,3201,5,0,5,0,54236,0,0,1,1885,42,3201,5,0,0,0,52932,0,0
6,3505,42,3201,5,0,0,0,0,0,29750,8,5496,42,3201,5,0,5,0,26439,0,0,6,5590,42,3201,5,0,5,0,28030,0,7,6945,42,3201,5,0,5,0,35700,0,0,5,4536,42,3201,5,0,5,0,42000,0,0,5,3726,42,3201,5,0,1,240,44352,0,0,3,6095,42,3201,5,0,0,0,16000,0,0,1,5248,42,3201,5,0,0,0,18000,0,0,2,3501,42,3201,1,0,5,0,23000,0,0,1,2246,42,3201,5,0,5,0,43065,0,0
6,6378,42,3201,5,0,0,0,0,0,100,8,625,42,3201,5,0,0,0,10860,0,0,6,4326,42,3201,5,0,0,0,18200,0,7,6594,42,3201,5,0,0,0,31500,0,0,5,3703,42,3201,5,0,0,0,38000,0,0,5,3644,42,3201,5,0,0,0,38000,0,0,3,7395,42,3201,5,0,0,0,101073,0,0,1,7353,42,3201,5,0,0,0,97620,0,0,2,3045,42,3201,1,999998,0,0,83000,0,0,1,1597,42,3201,5,0,0,0,100495,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2733,42,3201,5,0,0,0,0,0,0
6,6757,2,3202,5,0,0,0,0,0,20200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3692,2,3203,1,0,5,0,0,0,17150,8,4629,2,3203,5,0,0,0,21753,0,0,6,5215,2,3203,5,0,5,0,23600,0,7,6587,2,3203,5,0,0,0,28567,0,0,5,6370,2,3203,5,0,1,100,20630,0,0,5,3160,2,3203,5,0,5,0,24804,0,0,3,5227,2,3203,5,0,0,0,9100,0,0,1,5811,2,3203,5,0,0,0,8220,0,0,2,2116,2,3203,5,0,0,0,8376,0,0,1,1091,2,3203,5,0,0,0,8544,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,794,2,3203,1,1500,5,0,26252,0,0,3,4684,2,3203,5,0,0,0,43920,0,0,1,3300,2,3203,1,0,0,0,36778,0,0,2,2289,2,3203,1,200,5,0,49865,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6816,2,3203,5,0,0,0,42728,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,922,42,3203,1,0,0,0,115760,0,0
6,2609,2,3204,5,0,5,0,0,0,29000,8,5285,2,3204,5,0,5,0,34700,0,0,6,4683,2,3204,5,0,0,0,31980,0,7,7595,2,3204,1,999998,0,0,46179,0,0,5,4962,2,3204,5,0,5,0,51400,0,0,5,5368,2,3204,5,0,0,0,46160,0,0,3,6216,2,3204,5,0,0,0,85200,0,0,1,5419,2,3204,5,0,5,0,62500,0,0,2,3402,2,3204,5,0,0,0,170820,0,0,1,4207,4,3204,5,0,0,0,207000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4469,2,3204,5,0,0,0,44700,0,0
6,1969,2,3205,5,0,0,0,0,0,9200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8,6985,2,3205,8,0,0,0,30000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7149,2,3206,5,0,0,0,0,0,38641,8,6992,2,3206,5,0,0,0,33885,0,0,6,7294,2,3206,5,0,5,0,35305,0,7,7328,2,3206,5,0,0,0,64200,0,0,5,4373,2,3206,5,0,0,0,90788,0,0,5,3274,2,3206,5,0,5,0,50000,0,0,3,6124,2,3206,9,0,0,0,63137,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8676,2,3206,5,0,0,0,70000,0,0,2,3286,4,3206,8,0,0,0,69000,0,0,1,7360,2,3206,5,0,0,0,53330,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,6151,2,3206,5,0,0,0,24500,0,0,5,1275,2,3206,5,0,0,0,15633,0,0,3,7720,2,3206,5,0,0,0,27580,0,0,1,8707,4,3206,5,0,0,0,75000,0,0,2,3262,2,3206,5,0,0,0,67000,0,0,1,7350,2,3206,5,0,0,0,59916,0,0
6,5176,2,3207,1,300,5,0,0,0,62400,8,4974,2,3207,1,200,5,0,70600,0,0,6,7292,2,3207,8,0,0,0,66000,0,7,6657,2,3207,1,999998,0,0,96446,0,0,5,6321,2,3207,1,999998,0,0,147778,0,0,5,638,2,3207,1,0,0,0,173600,0,0,3,4766,2,3207,1,500,0,0,139300,0,0,1,4302,2,3207,1,0,0,0,54308,0,0,2,2967,2,3207,1,500,5,0,36543,0,0,1,882,2,3207,1,999999,0,0,54090,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2570,4,3207,5,0,0,0,77000,0,0,1,460,4,3207,5,0,0,0,31150,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6666,2,3207,5,0,5,0,1640,0,0,1,4276,2,3207,5,0,0,0,2640,0,0,2,2568,2,3207,5,0,0,0,1000,0,0,1,239,2,3207,5,0,5,0,8450,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1159,2,3207,5,0,0,0,23000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8985,4,3207,5,0,0,0,90000,0,0,,,,,,,,,,,,,,,,,,,,,,
6,3269,2,3208,1,999998,5,0,0,0,6300,8,5027,2,3208,5,0,0,0,16026,0,0,6,5914,2,3208,5,0,0,0,8925,0,7,6673,2,3208,5,0,0,0,18000,0,0,5,6112,2,3208,5,0,5,0,12000,0,0,5,3107,2,3208,1,500,5,0,14846,0,0,3,6218,2,3208,1,0,0,0,20400,0,0,1,5302,2,3208,5,0,0,0,22523,0,0,2,7941,2,3208,5,0,5,0,23760,0,0,1,7319,2,3208,5,0,0,0,27600,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7358,2,3208,5,0,0,0,20000,0,0,5,192,2,3208,5,0,0,0,33000,0,0,5,222,2,3208,5,0,1,80,29400,0,0,3,5752,2,3208,5,0,0,0,35500,0,0,1,5563,2,3208,5,0,0,0,18487,0,0,2,9388,2,3208,5,0,0,0,26000,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,8032,2,3208,5,0,0,0,16000,0,0,5,936,2,3208,5,0,0,0,50000,0,0,5,721,2,3208,5,0,0,0,58200,0,0,3,6143,2,3208,5,0,5,0,86440,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8524,2,3208,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
6,2057,4,3209,1,1000,1,50,0,0,101326,8,4261,4,3209,1,4800,5,0,125075,0,0,6,904,4,3209,1,5000,5,0,117124,0,7,6510,4,3209,1,5000,5,0,105264,0,0,5,4820,4,3209,1,6000,5,0,103170,0,0,5,1946,4,3209,1,9200,1,200,120410,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,7682,4,3209,5,0,0,0,9535,0,0,5,4541,4,3209,5,0,0,0,10941,0,0,5,2292,4,3209,5,0,0,0,10580,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6256,4,3210,5,0,5,0,0,0,84600,8,4134,4,3210,1,450,5,0,90400,0,0,6,694,4,3210,1,500,5,0,90100,0,7,6725,4,3210,1,500,1,200,99240,0,0,5,7411,4,3210,1,100,5,0,115000,0,0,5,2021,4,3210,5,0,5,0,45000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2325,4,3210,1,500,5,0,70100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5445,4,3210,1,200,1,500,213032,0,0,2,3382,4,3210,5,0,5,0,130020,0,0,1,2376,4,3210,1,50000,5,0,165000,0,0
6,7232,4,3211,1,999998,0,0,0,0,26000,,,,,,,,,,,,6,7406,4,3211,1,200,5,0,31000,0,,,,,,,,,,,,5,7619,4,3211,5,0,5,0,50000,0,0,5,8005,4,3211,1,400,5,0,61000,0,0,3,8066,4,3211,1,999999,1,100,70000,0,0,1,7296,4,3211,5,0,5,0,70000,0,0,,,,,,,,,,,,1,3625,4,3211,5,0,0,0,80000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3772,4,3211,5,0,5,0,158100,0,0
6,5912,4,3212,5,0,0,0,0,0,16800,8,7669,4,3212,5,0,0,0,11949,0,0,6,5399,4,3212,5,0,0,0,31000,0,7,7272,4,3212,5,0,0,0,39000,0,0,5,4757,4,3212,5,0,0,0,43500,0,0,5,5739,4,3212,1,0,0,0,104000,0,0,3,2063,4,3212,1,13000,0,0,102010,0,0,1,7596,4,3212,1,200,0,0,148100,0,0,2,3449,4,3212,5,0,0,0,274500,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7192,4,3212,5,0,0,0,36600,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7729,4,3212,5,0,0,0,21000,0,0,2,3257,4,3212,5,0,0,0,95847,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,5593,4,3212,5,0,0,0,211000,0,0
6,2214,4,3214,5,0,0,0,0,0,39493,8,4052,4,3214,5,0,0,0,29166,0,0,6,7551,4,3214,5,0,0,0,38940,0,7,8120,4,3214,5,0,0,0,5500,0,0,5,8150,4,3214,5,0,0,0,48989,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8,7643,4,3214,5,0,0,0,9400,0,0,6,7548,4,3214,5,0,0,0,19500,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5241,43,3214,5,0,5,0,25760,0,0,5,2203,43,3214,5,0,0,0,32000,0,0,5,8766,43,3214,5,0,0,0,76000,0,0,3,30,43,3214,5,0,5,0,68500,0,0,1,3693,43,3214,5,0,0,0,69600,0,0,2,5567,43,3214,5,0,0,0,88000,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7706,4,3214,5,0,0,0,61300,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
