ER17001,ER17002,ER17004,ER17022,ER19161,ER19162,ER20064,ER20065,ER20377,ER20378,ER20456,ER21001,ER21002,ER21003,ER21009,ER22534,ER22535,ER23500,ER23501,ER24099,ER24144,ER24145,ER25001,ER25002,ER25003,ER25009,ER26515,ER26516,ER27468,ER27469,ER28037,ER28043,ER36001,ER36002,ER36003,ER36009,ER37533,ER37534,ER40639,ER40640,ER41027,ER41033,ER41034,ER42001,ER42002,ER42003,ER42009,ER43524,ER43525,ER46617,ER46618,ER46935,ER46975,ER46976,ER47301,ER47302,ER47303,ER47309,ER48849,ER48850,ER51978,ER51979,ER52343,ER52399,ER52400,ER53001,ER53002,ER53003,ER53009,ER54592,ER54593,ER57747,ER57748,ER58152,ER58217,ER58218,ER60001,ER60002,ER60003,ER60009,ER61703,ER61704,ER64927,ER64928,ER65349,ER65453,ER65454,ER66001,ER66002,ER66003,ER66009,ER67756,ER67757,ER71047,ER71048,ER71426,ER71532,ER71533,ER72001,ER72002,ER72003,ER72009,ER73779,ER73780,ER77069,ER77070,ER77448,ER77593,ER77594
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,8774,42,1151,5,0,0,0,40000,0,0,2,6333,23,1151,5,0,0,0,89050,0,0,1,2074,23,1151,5,0,0,0,84100,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2609,10,1151,5,0,0,0,82050,0,0
6,2315,42,1151,8,0,1,100,0,0,32240,8,1903,42,1151,5,0,8,0,35050,0,0,6,632,42,1151,5,0,5,0,226500,0,7,2186,42,1151,1,999998,5,0,39650,0,0,5,73,42,1151,1,999998,8,0,69639,0,0,5,140,42,1151,8,0,5,0,16016,0,0,3,5461,42,1151,1,999999,5,0,51714,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5086,37,1151,1,7800,1,500,0,0,326480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8028,4,1151,5,0,0,0,96000,0,0,5,966,4,1151,8,0,5,0,156641,0,0,3,2828,4,1151,1,200,5,0,116100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2089,10,1151,1,800,5,0,130100,0,0
6,795,34,1152,5,0,5,0,0,0,18300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2991,42,1152,5,0,1,100,0,0,105182,8,6711,42,1152,5,0,1,300,138848,0,0,6,6256,42,1152,1,5000,1,400,200990,0,7,3230,42,1152,5,0,1,100,273650,0,0,5,1670,42,1152,1,15000,1,100,282000,0,0,5,465,42,1152,1,10000,1,200,367100,0,0,3,2415,42,1152,1,8600,1,100,339076,0,0,1,479,42,1152,1,12000,5,0,343100,0,0,2,1029,42,1152,1,7000,5,0,358700,0,0,1,1367,42,1152,5,0,5,0,266126,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1856,9,1152,1,500,5,0,31766,0,0,,,,,,,,,,,
6,2625,18,1152,1,1500,5,0,0,0,98000,8,2792,18,1152,1,3300,5,0,107200,0,0,6,3261,18,1152,1,3400,1,100,110046,0,7,2304,18,1152,1,3500,5,0,138100,0,0,5,2552,18,1152,1,2500,5,0,152000,0,0,5,111,18,1152,5,0,1,200,70100,0,0,3,2920,18,1152,5,0,1,100,71956,0,0,1,314,18,1152,5,0,1,200,60500,0,0,2,1179,18,1152,5,0,5,0,69456,0,0,1,1613,18,1152,1,2000,5,0,82000,0,0
6,329,34,1152,5,0,5,0,0,0,36000,8,7648,34,1152,5,0,5,0,35000,0,0,6,2030,34,1152,5,0,0,0,45000,0,7,3631,34,1152,5,0,0,0,25000,0,0,5,5545,34,1152,5,0,5,0,57000,0,0,5,722,34,1152,5,0,0,0,52000,0,0,3,870,34,1152,5,0,0,0,50365,0,0,1,952,9,1152,5,0,0,0,4706,0,0,2,1126,9,1152,5,0,0,0,18842,0,0,1,1865,34,1152,5,0,0,0,23492,0,0
6,7249,10,1152,5,0,1,50,0,0,52982,8,1950,39,1152,5,0,5,0,64450,0,0,6,1780,31,1152,5,0,1,100,60050,0,,,,,,,,,,,,5,2924,34,1152,1,300,1,200,75700,0,0,5,533,16,1152,5,0,1,200,90100,0,0,,,,,,,,,,,,1,3023,12,1152,5,0,1,100,83364,0,0,2,1115,10,1152,5,0,1,100,110200,0,0,1,1636,15,1152,5,0,1,250,133238,0,0
6,5514,42,1152,1,700,5,0,0,0,96000,8,7025,42,1152,5,0,5,0,94371,0,0,6,5194,42,1152,1,1000,5,0,105200,0,7,1665,42,1152,1,2000,5,0,181600,0,0,5,3972,42,1152,1,2000,5,0,125100,0,0,5,2168,42,1152,1,1000,5,0,149320,0,0,3,6472,42,1152,1,1500,5,0,242000,0,0,1,3375,42,1152,1,6000,5,0,306000,0,0,2,1571,42,1152,1,12000,1,200,406000,0,0,1,2116,42,1152,1,6300,1,100,506000,0,0
6,2629,9,1152,5,0,0,0,0,0,41796,8,2418,9,1152,5,0,5,0,37310,0,0,6,7117,9,1152,5,0,0,0,28030,0,7,4864,9,1152,1,0,0,0,30002,0,0,5,4842,9,1152,1,0,0,0,28210,0,0,5,88,9,1152,5,0,0,0,1750,0,0,3,6197,9,1152,5,0,0,0,355,0,0,1,696,9,1152,5,0,0,0,0,0,0,2,1195,9,1152,5,0,0,0,10000,0,0,1,2069,9,1152,5,0,0,0,6010,0,0
6,4828,9,1152,1,0,0,0,0,0,62000,8,2925,9,1152,1,100,0,0,8000,0,0,6,6247,9,1152,5,0,0,0,73000,0,7,1819,9,1152,1,300,5,0,106214,0,0,5,2694,9,1152,1,0,0,0,92500,0,0,5,1299,9,1152,1,0,1,30,85800,0,0,3,6825,9,1152,1,500,5,0,95226,0,0,1,83,9,1152,5,0,0,0,126050,0,0,2,1063,9,1152,1,1000,5,0,129947,0,0,1,1739,9,1152,5,0,5,0,133000,0,0
6,3098,4,1152,5,0,0,0,0,0,16000,8,2671,4,1152,1,0,5,0,30500,0,0,6,7529,18,1152,5,0,1,50,36100,0,7,2374,9,1152,5,0,1,75,21620,0,0,5,2335,18,1152,5,0,1,300,139109,0,0,5,564,18,1152,1,0,1,100,150214,0,0,3,3712,18,1152,1,1200,1,100,157500,0,0,1,5499,18,1152,1,999998,1,300,341604,0,0,2,2396,18,1152,5,0,5,0,110024,0,0,1,1454,18,1152,5,0,1,35,165020,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7800,4,1152,5,0,0,0,71818,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,4593,4,1152,1,500,0,0,0,0,119800,8,7235,4,1152,1,500,0,0,131900,0,0,6,3527,4,1152,1,700,0,0,126522,0,7,2823,4,1152,1,500,1,150,121000,0,0,5,2469,4,1152,1,1000,1,400,111389,0,0,5,366,4,1152,1,999999,1,150,65778,0,0,3,6941,4,1152,1,500,5,0,141300,0,0,1,4808,4,1152,1,500,0,0,106800,0,0,2,1214,4,1152,1,500,0,0,140980,0,0,1,1984,4,1152,1,500,0,0,63119,0,0
6,4975,37,1152,1,0,5,0,0,0,93000,8,7594,9,1152,1,500,5,0,92000,0,0,6,7601,9,1152,1,999998,1,100,109600,0,7,2132,9,1152,1,500,1,250,160100,0,0,5,4547,9,1152,1,500,5,0,137265,0,0,5,1061,9,1152,1,999998,0,0,312059,0,0,3,5904,9,1152,5,0,5,0,129000,0,0,1,939,9,1152,1,500,5,0,210010,0,0,,,,,,,,,,,,1,2038,9,1152,5,0,1,100,142820,0,0
6,2712,45,1152,1,1000,5,0,0,0,113300,8,1764,45,1152,1,6000,5,0,122744,0,0,6,3616,4,1152,1,2000,5,0,90250,0,7,2269,4,1152,1,3000,5,0,122450,0,0,5,3091,45,1152,1,3000,5,0,126975,0,0,5,396,42,1152,5,0,5,0,112428,0,0,3,4832,42,1152,5,0,5,0,154560,0,0,1,5583,45,1152,1,3500,5,0,145795,0,0,2,1232,45,1152,1,8000,5,0,216870,0,0,1,1409,45,1152,1,11000,5,0,172076,0,0
6,2990,42,1152,5,0,5,0,0,0,55010,8,1561,48,1152,1,0,5,0,58100,0,0,6,7259,11,1152,1,500,5,0,90000,0,7,4095,2,1152,1,1600,5,0,113000,0,0,5,2636,10,1152,1,2000,5,0,110000,0,0,5,310,10,1152,1,500,5,0,115600,0,0,3,1778,39,1152,1,1500,5,0,102812,0,0,1,2586,39,1152,1,0,5,0,122500,0,0,2,1073,39,1152,1,500,5,0,144550,0,0,1,1802,39,1152,8,0,5,0,187700,0,0
6,622,42,1152,5,0,1,70,0,0,62793,8,3652,42,1152,1,100,5,0,71020,0,0,6,1209,42,1152,1,200,5,0,45020,0,7,2246,42,1152,1,200,5,0,87227,0,0,5,2095,42,1152,1,4180,5,0,115988,0,0,5,1295,42,1152,1,9000,5,0,130060,0,0,3,822,42,1152,1,3900,5,0,130057,0,0,1,2161,42,1152,1,9500,1,300,135466,0,0,2,1120,42,1152,1,5000,5,0,133400,0,0,1,1528,42,1152,1,3000,1,200,133990,0,0
6,2628,37,1152,1,0,1,40,0,0,71000,8,3807,37,1152,5,0,5,0,73200,0,0,6,1533,37,1152,1,600,1,30,87000,0,7,2598,37,1152,1,400,5,0,86300,0,0,5,2956,37,1152,1,600,1,100,85400,0,0,5,194,37,1152,1,1000,1,100,90000,0,0,3,637,37,1152,1,800,1,50,93000,0,0,1,2031,37,1152,1,500,1,100,99324,0,0,2,1080,37,1152,1,550,5,0,110800,0,0,1,1389,37,1152,5,0,1,200,129000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2773,31,1152,5,0,1,10,54600,0,0,,,,,,,,,,,,,,,,,,,,,,,3,5094,16,1152,5,0,1,100,95050,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3945,4,1152,5,0,0,0,0,0,65160,8,7261,4,1152,9,0,5,0,78300,0,0,6,7848,4,1152,8,0,5,0,82772,0,7,4749,4,1152,1,999998,5,0,99000,0,0,5,4024,4,1152,1,999998,5,0,107520,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4930,44,1152,5,0,1,25,28776,0,0,2,2063,44,1152,5,0,5,0,8050,0,0,1,2578,44,1152,5,0,0,0,35088,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2326,18,1152,5,0,0,0,91000,0,0,1,1635,18,1152,5,0,0,0,105820,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2400,4,1152,5,0,5,0,75600,0,0,3,3850,4,1152,5,0,5,0,85835,0,0,1,170,4,1152,5,0,5,0,103800,0,0,2,1140,4,1152,5,0,5,0,118500,0,0,1,2355,4,1152,5,0,1,200,160000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,7753,18,1152,5,0,1,100,79857,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1250,36,1154,1,500,5,0,19150,0,0,1,1343,36,1154,5,0,0,0,52000,0,0,2,246,36,1154,5,0,0,0,11046,0,0,1,238,36,1154,5,0,0,0,46424,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1810,36,1154,5,0,0,0,58186,0,0,,,,,,,,,,,,5,3127,36,1154,5,0,1,100,16050,0,0,3,3509,36,1154,5,0,1,100,24581,0,0,1,1874,36,1154,5,0,1,100,26200,0,0,2,241,36,1154,5,0,5,0,31631,0,0,1,583,36,1154,1,50,1,50,29050,0,0
6,506,24,1154,5,0,0,0,0,0,42000,8,897,24,1154,5,0,5,0,41108,0,0,6,71,24,1154,5,0,0,0,13223,0,7,1525,36,1154,5,0,0,0,21306,0,0,5,1025,36,1154,5,0,0,0,22644,0,0,5,421,36,1154,5,0,5,0,36552,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,591,36,1154,1,2349,1,100,0,0,77110,8,682,36,1154,1,3000,5,0,81320,0,0,6,414,36,1154,1,2500,1,25,94847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,8207,36,1154,5,0,1,50,32800,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,362,0,1155,5,0,5,0,0,0,34273,8,3279,0,1155,5,0,5,0,46620,0,0,6,2162,0,1155,1,0,0,0,60791,0,7,4935,0,1155,5,0,1,250,73368,0,0,5,1842,0,1155,1,120,0,0,57834,0,0,5,693,0,1155,1,1500,1,200,83108,0,0,3,6261,0,1155,5,0,1,49,45134,0,0,1,5615,0,1155,5,0,1,200,72854,0,0,2,1394,0,1155,1,100,0,0,51004,0,0,1,3151,0,1155,1,224,1,100,65217,0,0
6,244,0,1155,5,0,1,67,0,0,54649,8,3271,0,1155,5,0,1,100,81832,0,0,6,2659,0,1155,5,0,5,0,81700,0,7,2453,0,1155,5,0,1,120,84462,0,0,5,3325,0,1155,5,0,1,60,98189,0,0,5,1317,0,1155,5,0,1,120,111316,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2142,0,1155,5,0,0,0,0,0,51246,8,3234,0,1155,1,100,1,20,78300,0,0,6,2729,0,1155,5,0,5,0,82000,0,7,4805,0,1155,5,0,1,200,101336,0,0,5,2338,0,1155,1,400,1,200,124000,0,0,5,3631,0,1155,1,500,1,100,143000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3223,0,1155,5,0,0,0,10000,0,0,3,6988,0,1155,5,0,0,0,41261,0,0,1,6597,0,1155,5,0,1,25,19710,0,0,2,2260,0,1155,5,0,1,200,37000,0,0,1,3378,0,1155,5,0,1,120,960,0,0
,,,,,,,,,,,,,,,,,,,,,,6,3708,0,1155,5,0,0,0,10150,0,7,7286,0,1155,5,0,0,0,11752,0,0,5,5955,0,1155,5,0,0,0,17400,0,0,5,3764,0,1155,5,0,1,60,19462,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,662,0,1155,1,67,1,67,0,0,53466,8,3202,0,1155,1,999998,1,150,70659,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2346,0,1155,1,0,5,0,0,0,70148,8,6805,0,1155,5,0,1,200,91600,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,6003,0,1155,5,0,0,0,51700,0,0,2,1809,0,1155,5,0,5,0,93400,0,0,1,3205,0,1155,5,0,0,0,95435,0,0
6,1626,36,1156,5,0,5,0,0,0,15340,8,798,36,1156,5,0,5,0,15150,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5952,5,1161,5,0,5,0,0,0,40000,8,5393,5,1161,5,0,5,0,33200,0,0,6,5787,5,1161,5,0,1,50,55550,0,7,7094,5,1161,1,500,5,0,36000,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6425,5,1161,1,200,5,0,0,0,87200,8,6649,5,1161,1,200,5,0,98000,0,0,6,7264,26,1161,1,100,5,0,-6810,0,7,5650,26,1161,1,300,5,0,187700,0,0,5,7212,26,1161,1,1000,5,0,59500,0,0,5,7660,40,1161,1,800,5,0,28000,0,0,3,6715,26,1161,1,0,5,0,31300,0,0,1,3044,26,1161,5,0,1,25,49900,0,0,2,6250,26,1161,5,0,5,0,88000,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4413,5,1162,1,250,5,0,88000,0,0,5,4659,5,1162,1,250,5,0,52400,0,0,,,,,,,,,,,,,,,,,,,,,,,2,4724,5,1162,1,250,5,0,204900,0,0,1,1357,5,1162,1,250,0,0,51650,0,0
6,7103,5,1162,5,0,5,0,0,0,30500,8,6638,5,1162,1,180,5,0,40000,0,0,6,5415,5,1162,1,500,5,0,55100,0,7,4924,5,1162,5,0,0,0,12500,0,0,5,8677,5,1162,5,0,1,500,60500,0,0,5,7757,5,1162,5,0,1,100,145500,0,0,3,3543,5,1162,5,0,5,0,598000,0,0,1,4699,5,1162,1,1200,1,50,100400,0,0,2,3823,5,1162,5,0,1,100,127400,0,0,1,346,5,1162,8,0,1,100,132000,0,0
6,5607,5,1162,1,500,1,100,0,0,468612,8,5598,5,1162,1,0,1,250,89476,0,0,6,910,5,1162,5,0,1,200,111302,0,7,4936,2,1162,5,0,1,500,190144,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,6095,5,1162,5,0,0,0,0,0,51265,8,4623,5,1162,1,0,0,0,106000,0,0,6,731,5,1162,5,0,5,0,38100,0,7,5504,5,1162,5,0,0,0,84844,0,0,5,4513,5,1162,5,0,0,0,55200,0,0,5,7749,5,1162,5,0,5,0,59000,0,0,3,8627,5,1162,5,0,5,0,44409,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,5836,5,1162,5,0,5,0,0,0,46000,8,4740,5,1162,1,150,5,0,58000,0,0,6,193,5,1162,1,850,5,0,70010,0,7,6173,5,1162,1,1000,5,0,88350,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7109,5,1162,1,250,5,0,202500,0,0,1,3747,5,1162,5,0,5,0,211416,0,0,,,,,,,,,,,,,,,,,,,,,,
6,6635,5,1163,5,0,5,0,0,0,32400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,8,6998,5,1163,1,2000,1,200,21549,0,0,6,106,5,1163,1,1600,1,400,12120,0,7,40,5,1163,1,1200,1,500,18294,0,0,5,776,5,1163,1,3000,1,500,11900,0,0,5,18,5,1163,1,1200,1,250,11376,0,0,3,518,5,1163,5,0,1,300,13941,0,0,1,4296,5,1163,5,0,8,0,15401,0,0,2,7197,5,1163,5,0,0,0,18270,0,0,,,,,,,,,,,
6,7026,5,1163,1,2200,1,50,0,0,103000,8,7067,5,1163,1,2800,1,60,113540,0,0,6,2691,5,1163,1,4000,1,200,120880,0,7,108,5,1163,1,1900,1,50,124100,0,0,5,535,5,1163,1,1820,1,200,110450,0,0,5,475,5,1163,1,2600,1,50,53550,0,0,3,347,5,1163,1,1700,1,50,120600,0,0,1,3706,5,1163,1,2600,1,150,105990,0,0,2,6586,5,1163,1,1800,1,50,107240,0,0,1,5421,5,1163,5,0,5,0,116600,0,0
6,6555,5,1163,1,750,5,0,0,0,84100,8,6938,5,1163,1,425,5,0,97100,0,0,6,3746,5,1163,1,600,1,50,101700,0,7,1000,5,1163,1,600,5,0,109400,0,0,5,788,5,1163,1,600,5,0,117700,0,0,5,548,5,1163,1,600,5,0,137364,0,0,3,1969,5,1163,1,600,5,0,113670,0,0,1,3781,5,1163,5,0,5,0,70581,0,0,2,6236,5,1163,5,0,5,0,76492,0,0,1,5673,5,1163,5,0,0,0,92400,0,0
6,7360,5,1163,1,1500,5,0,0,0,90550,8,7216,5,1163,1,1500,1,50,103126,0,0,6,5122,5,1163,1,1000,1,100,104850,0,7,7183,5,1163,1,1500,1,250,119380,0,0,5,3570,5,1163,1,750,5,0,118500,0,0,5,8201,5,1163,1,2000,5,0,125000,0,0,3,7406,5,1163,1,2000,1,200,184670,0,0,1,5202,5,1163,1,1200,1,200,173000,0,0,2,7155,5,1163,1,3956,1,25,125156,0,0,1,6489,5,1163,1,1200,1,60,240386,0,0
6,6557,5,1163,1,4545,1,150,0,0,89753,8,7063,5,1163,1,5359,1,100,94650,0,0,6,2552,5,1163,1,6400,1,175,109890,0,7,6220,5,1163,1,6924,1,250,145120,0,0,5,1798,5,1163,1,6484,1,180,150650,0,0,5,559,5,1163,1,8590,1,500,210927,0,0,3,6895,5,1163,1,2500,1,500,130871,0,0,1,4010,5,1163,1,6236,1,100,151526,0,0,2,6452,5,1163,1,6546,1,200,146448,0,0,1,5824,5,1163,5,0,1,200,143584,0,0
6,6556,5,1163,1,500,1,25,0,0,48100,8,6505,5,1163,1,800,1,100,50650,0,0,6,1087,5,1163,1,300,1,100,56100,0,7,2910,5,1163,1,1000,1,200,66800,0,0,5,370,5,1163,1,500,1,200,72200,0,0,5,1865,5,1163,1,1000,1,200,77600,0,0,3,3419,5,1163,1,500,1,50,80750,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,7214,5,1163,5,0,1,30,0,0,69200,8,6976,5,1163,1,600,1,25,62000,0,0,6,1912,5,1163,1,400,5,0,66000,0,7,5418,5,1163,5,0,5,0,145300,0,0,5,1800,5,1163,5,0,1,50,119000,0,0,5,618,5,1163,5,0,5,0,141700,0,0,3,1228,5,1163,1,500,5,0,132100,0,0,1,4622,5,1163,1,500,1,50,147000,0,0,2,7015,5,1163,5,0,5,0,138100,0,0,1,5718,5,1163,1,500,1,50,134200,0,0
,,,,,,,,,,,,,,,,,,,,,,6,6156,5,1163,5,0,0,0,15550,0,7,4720,5,1163,5,0,1,25,39300,0,0,5,726,5,1163,5,0,5,0,43600,0,0,5,1166,5,1163,1,500,1,50,97000,0,0,3,2778,5,1163,1,500,1,100,142672,0,0,1,4110,5,1163,1,2000,5,0,76100,0,0,2,6844,5,1163,1,2500,5,0,76100,0,0,1,4763,5,1163,1,2500,5,0,85200,0,0
,,,,,,,,,,,8,7295,5,1163,5,0,5,0,29000,0,0,6,3524,5,1163,5,0,5,0,9150,0,7,439,5,1163,5,0,5,0,12000,0,0,5,5852,42,1163,5,0,5,0,55500,0,0,5,1008,42,1163,1,1800,5,0,135000,0,0,3,6598,5,1163,1,4000,1,250,368010,0,0,1,4602,5,1163,1,8352,1,500,412002,0,0,2,7455,5,1163,1,49358,1,1000,485040,0,0,1,5396,5,1163,1,14000,1,500,432012,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,4713,5,1163,5,0,0,0,19188,0,0,5,691,5,1163,5,0,5,0,62270,0,0,3,5020,5,1163,1,0,0,0,71350,0,0,1,5480,5,1163,1,1000,1,40,76676,0,0,2,6657,5,1163,1,1200,5,0,82006,0,0,1,4725,5,1163,1,1200,5,0,82030,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2324,5,1163,5,0,0,0,27000,0,0,3,2305,5,1163,5,0,0,0,24950,0,0,1,5002,5,1163,5,0,5,0,45010,0,0,2,6873,5,1163,1,0,0,0,87050,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5514,5,1163,5,0,5,0,52000,0,0,5,3522,35,1163,5,0,5,0,58800,0,0,3,5411,5,1163,5,0,5,0,61608,0,0,,,,,,,,,,,,2,7216,5,1163,1,2000,1,100,286000,0,0,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,5292,5,1163,5,0,1,100,89500,0,0,5,775,5,1163,5,0,1,200,70120,0,0,3,3602,5,1163,1,300,1,200,128600,0,0,1,8976,5,1163,1,0,1,250,147700,0,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7316,5,1163,5,0,0,0,18012,0,0,1,6422,5,1163,5,0,5,0,74700,0,0,2,7566,5,1163,5,0,0,0,233100,0,0,1,8156,5,1163,5,0,0,0,215100,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4669,5,1163,1,0,0,0,35930,0,0,2,6984,5,1163,5,0,0,0,59400,0,0,1,6473,5,1163,5,0,0,0,75000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7476,5,1163,1,500,5,0,100005,0,0,1,6468,5,1163,5,0,5,0,158000,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7089,5,1163,1,0,5,0,45100,0,0
6,7038,5,1163,1,1200,1,50,0,0,115380,8,6525,5,1163,1,1000,1,150,81650,0,0,6,2034,5,1163,1,2000,1,300,131790,0,7,3143,5,1163,5,0,1,250,100614,0,0,5,148,5,1163,5,0,1,200,158680,0,0,5,856,5,1163,1,4400,1,150,145250,0,0,3,475,5,1163,1,3000,1,250,123080,0,0,1,3767,5,1163,1,4644,1,180,82722,0,0,2,6543,5,1163,1,2990,1,250,40841,0,0,1,5305,5,1163,1,2500,1,250,148563,0,0
