X,Y,Store_Name,Address,City,County,type
-123.32261,42.44936,Fireball Circle K 122,1044 NW 6th St,Grants Pass,JOSEPHINE,snap
-123.64639,42.166836,Cave Junction 76 Circle K 114,112 S Redwood Hwy,Cave Junction,JOSEPHINE,snap
-123.96328,45.884811,Cannon Beach Fresh Foods,3401 S Hemlock St,Cannon Beach,CLATSOP,snap
-122.52117,45.55941,Costco Wholesale 0002,4849 NE 138th Ave,Portland,MULTNOMAH,snap
-122.84272,45.508335,Costco Wholesale 0009,15901 SW Jenkins Rd,Aloha,WASHINGTON,snap
-123.06544,44.090122,Costco Wholesale 0017,2828 Chad Dr,Eugene,LANE,snap
-122.99684,44.919441,Costco Wholesale 0068,1010 Hawthorne Ave SE,Salem,MARION,snap
-122.57539,45.427906,Costco Wholesale 0097,13130 SE 84th Ave,Clackamas,CLACKAMAS,snap
-121.26756,44.055027,Costco Wholesale 0101,2500 NE Highway 20,Bend,DESCHUTES,snap
-122.75834,45.434673,Costco Wholesale 0111,7850 SW Dartmouth St,Portland,WASHINGTON,snap
-122.79941,45.476559,am-pm Mini Market 5382,11925 SW Allen Blvd,Beaverton,WASHINGTON,snap
-121.31633,44.020889,"Papa Bend, Inc. OR095",61160 S Highway 97,Bend,DESCHUTES,snap
-124.10169,44.007717,FRED MEYER 00464,4701 Highway 101,Florence,LANE,snap
-123.48055,45.080326,Dollar General 19855,511 NE Main St,Willamina,YAMHILL,snap
-124.40073,43.119049,Mother's Natural Grocery,975 2nd St SE,Bandon,COOS,snap
-122.67599,45.519508,CVS Pharmacey 11280,538 SW 4th Ave,Portland,MULTNOMAH,snap
-121.21004,44.523998,The Store,501 First St,Culver,JEFFERSON,snap
-123.2821,43.598743,Yoncalla Bakery,2630 Eagle Valley Rd,Yoncalla,DOUGLAS,snap
-121.14272,44.663067,Wild Winds Ranch Smokehouse & Foods,1891 NW Mill St,Madras,JEFFERSON,snap
-122.59915,45.544312,Plaid Pantry 229,6220 NE Sandy Blvd,Portland,MULTNOMAH,snap
-117.00227,44.024887,Franz Family Bakery Outlet 9070,2715 Sw 4th Ave,Ontario,MALHEUR,snap
-124.12942,43.059059,Dollar General 20154,1001 Maryland Ct,Myrtle Point,COOS,snap
-123.32911,43.212982,Fast Stop Diamond Lake Inc.,2295 NE Diamond Lake Blvd,Roseburg,DOUGLAS,snap
-122.68409,45.514355,Park Ave Market LLC,1503 SW Park Ave,Portland,MULTNOMAH,snap
-122.89055,44.907631,Macleay Village Store,8342 Macleay Rd SE,Salem,MARION,snap
-122.75012,45.486038,7-Eleven 34161H,7170 SW Beaverton Hillsdale Hwy,Portland,WASHINGTON,snap
-122.91667,44.141918,Mohawk General Store,91130 Donna Rd,Springfield,LANE,snap
-123.03785,44.05661,Dari Mart Stores Inc 16,1243 Rainbow Dr,Springfield,LANE,snap
-124.10444,43.972805,SAFEWAY 0363,700 Highway 101,Florence,LANE,snap
-123.09044,44.040077,SAFEWAY  4288,145 E 18th Ave,Eugene,LANE,snap
-123.08878,44.011372,SAFEWAY 4513,350 E 40th Ave,Eugene,LANE,snap
-123.20513,44.228893,SAFEWAY 0386,1755 Ivy St,Junction City,LANE,snap
-123.05209,43.797276,SAFEWAY  1458,1500 E Main St,Cottage Grove,LANE,snap
-122.2771,45.400005,SAFEWAY  782,37601 Highway 26,Sandy,CLACKAMAS,snap
-123.00199,44.057957,Dari Mart Stores Inc 1,1554 M St,Springfield,LANE,snap
-123.12423,44.086575,Dari Mart Stores Inc 2,1495 River Rd,Eugene,LANE,snap
-123.11867,44.040478,Dari Mart Stores Inc 3,1735 W 18th Ave,Eugene,LANE,snap
-123.20482,44.221077,Dari Mart Store 5,825 Ivy St,Junction City,LANE,snap
-123.1433,44.070484,Dari Mart Stores Inc 6,800 Highway 99 N,Eugene,LANE,snap
-123.06942,44.0774,SAFEWAY 0420,1500 Coburg Rd,Eugene,LANE,snap
-123.10596,44.027699,Dari Mart Stores Inc 9,853 W 28th Ave,Eugene,LANE,snap
-121.16919,44.293434,Walmart SuperCenter 2243,300 NW Oaktree Ln,Redmond,DESCHUTES,snap
-123.07214,44.067307,7-ELEVEN 15399 F,445 Coburg Rd,Eugene,LANE,snap
-123.30616,42.436821,FRED MEYER 00126,1101 Grants Pass Pkwy,Grants Pass,JOSEPHINE,snap
-123.38609,45.098206,Sheridan Market & Smoke Shop,836 E Main St,Sheridan,YAMHILL,snap
-121.1779,44.268486,FRED MEYER 00650,944 SW Veterans Way,Redmond,DESCHUTES,snap
-122.78463,45.486462,"Uwajimaya, Inc.",10500 SW Beaverton Hillsdale Hwy,Beaverton,WASHINGTON,snap
-122.78838,45.372704,Schwan's Home Service 104960,20350 SW Avery Ct,Tualatin,WASHINGTON,snap
-123.06676,44.639114,Costco Wholesale 0682,3130 Killdeer Ave SE,Albany,LINN,snap
-122.93372,45.536987,Costco Wholesale 0692,1255 NE 48th Ave,Hillsboro,WASHINGTON,snap
-123.00504,44.971054,El Rodeo Meat Market & Taqueria LLC,3445 Portland Rd NE,Salem,MARION,snap
-121.1431,45.599136,The Outpost 5,2917 E 2nd St,The Dalles,WASCO,snap
-123.82003,45.406914,South Prairie Store,6730 S Prairie Rd,Tillamook,TILLAMOOK,snap
-122.85495,45.143742,Tienda La Jerusalem,585 N Front St,Woodburn,MARION,snap
-122.76609,45.332939,Costco Wholesale 0766,25900 SW Heather Pl,Wilsonville,CLACKAMAS,snap
-122.68056,42.185341,Kaama Distribution Co,1908 Ashland St,Ashland,JACKSON,snap
-121.51347,45.653816,Pine Grove Grocery,2375 Highway 35,Hood River,HOOD RIVER,snap
-122.46152,45.504494,Grocery Outlet Of Gresham 108,2925 NW Division St,Gresham,MULTNOMAH,snap
-122.63429,45.427673,A-1food Mart,13211 SE McLoughlin Blvd,Portland,CLACKAMAS,snap
-123.02654,44.988125,7-Eleven 17727 G,4380 River Rd N,Keizer,MARION,snap
-119.49805,45.894588,Irrigon Shell 475,300 SE Highway 730,Irrigon,MORROW,snap
-123.39539,45.098171,Country Dollars,136 S Bridge St,Sheridan,YAMHILL,snap
-123.61605,42.279312,Speedy Mart 2,18398 Redwood Hwy,Selma,JOSEPHINE,snap
-122.86749,45.517628,Dollar Tree 4279,1297 SW 185th Ave,Hillsboro,WASHINGTON,snap
-123.9152,46.145672,Costco Wholesale 1059,1804 SE ENSIGN LANE,WARRENTON,CLATSOP,snap
-122.53811,45.533543,joe's ampm 4208,12140 NE Halsey St,Portland,MULTNOMAH,snap
-123.36426,42.571747,Joe Creek Country Store & Rv Park,699 Jumpoff Joe Creek Rd,Grants Pass,JOSEPHINE,snap
-123.1276,44.094456,Bi-Mart 601,2030 River Rd,Eugene,LANE,snap
-122.59644,45.344116,La Espiga LLC A,812 Molalla Ave,Oregon City,CLACKAMAS,snap
-123.07004,44.038883,Toms Market,1490 E 19th Ave,Eugene,LANE,snap
-122.64123,45.416721,BUY RITE GROCERY,2120 SE Oak Grove Blvd,Portland,CLACKAMAS,snap
-122.88427,45.866131,Yankton Store and Restaurant,33144 Pittsburg Rd,Saint Helens,COLUMBIA,snap
-122.72685,45.445156,7-Eleven 24242 C,11111 SW Capitol Hwy,Portland,MULTNOMAH,snap
-123.39574,45.099407,TJS Superette,129 W Main St,Sheridan,YAMHILL,snap
-122.82066,45.859695,Chevron St Helens,115 N Columbia River Hwy,Saint Helens,COLUMBIA,snap
-122.98348,44.967148,Use It Again,3248 Lancaster Dr NE,Salem,MARION,snap
-122.5905,45.487022,Everyday Food Mart,7020 SE Foster Rd,Portland,MULTNOMAH,snap
-122.58866,45.486294,Kaah Market,7238 SE Foster Rd,Portland,MULTNOMAH,snap
-123.2584,44.582546,Trader Joes 154,1550 NW 9th St,Corvallis,BENTON,snap
-124.00212,44.996967,Dollar Tree 4354,4157 NW Highway 101,Lincoln City,LINCOLN,snap
-122.99625,45.591751,Sunshine Market & Deli Cnc.,9900 NW Glencoe Rd,North Plains,WASHINGTON,snap
-122.79235,45.004192,Dollar Tree 7295,333 Westfield St,Silverton,MARION,snap
-121.17326,44.273071,Ryan's Produce,451 Sw 5th St,Redmond,DESCHUTES,snap
-123.01707,44.939468,US Market #220,1765 Center St NE,Salem,MARION,snap
-121.99577,42.704086,Jo's Motel and Campground,52851 Hwy 62,Fort Klamath,KLAMATH,snap
-123.25735,44.584343,Corvallis Grocery Outlet 198,1755 NW 9th St,Corvallis,BENTON,snap
-123.02509,45.004978,7-eleven 17762D,5550 River Rd N,Keizer,MARION,snap
-122.59825,45.432018,7-Eleven 2363-19325 F,6303 SE Harmony Rd,Portland,CLACKAMAS,snap
-122.66163,45.541019,Merkato Ethiopian Food Store Llc,2605 Ne Mlk Jr Blvd,Portland,MULTNOMAH,snap
-123.33641,43.386272,Sutherlin Chevron,1484 W Central Ave,Sutherlin,DOUGLAS,snap
-121.17316,45.248001,TYGH Valley General Store,57723 Tygh Valley Rd,Tygh Valley,WASCO,snap
-118.68406,45.642143,Arrowhead Travel Plaza,72485 Highway 331,Pendleton,UMATILLA,snap
-118.10397,45.329754,Oak Street Mobil,408 Adams Ave,La Grande,UNION,snap
-122.58043,45.421452,JUSTY'S PRODUCE & FLOWERS,7924 SE Lake Rd,Milwaukie,CLACKAMAS,snap
-122.56818,45.489975,Nicks AM PM,9222 SE Holgate Blvd,Portland,MULTNOMAH,snap
-122.90739,44.547958,Buy2 31,300 N Santiam Hwy,Lebanon,LINN,snap
-123.42633,42.73698,Pickers,332 Pacific Ave,Glendale,DOUGLAS,snap
-122.91378,44.566517,Guneet Inc,33750 Santiam Hwy,Lebanon,LINN,snap
-122.42783,45.529945,FRED MEYER 00660,22855 NE Park Ln,Wood Village,MULTNOMAH,snap
-123.9216,45.990719,PAPA MURPHYS OR-024,507 S Roosevelt Dr,Seaside,CLATSOP,snap
-122.66061,45.53471,Walgreens 6140,1620 NE Grand Ave,Portland,MULTNOMAH,snap
-124.10398,44.311443,C&K Market 77,231 Highway 101 N,Yachats,LINCOLN,snap
-122.65257,45.345798,"Xanadu Restaurant Mgmt, Inc. 38100",2000 8th Ave,West Linn,CLACKAMAS,snap
-118.83501,45.483265,PILOT ROCK MARKET,168 NW BIRCH ST,PILOT ROCK,UMATILLA,snap
-123.36223,43.239349,ARS 537,2610 Nw Edenbower Blvd,Roseburg,DOUGLAS,snap
-122.42161,45.504436,Schedeens In Gresham,845 NE 10th St,Gresham,MULTNOMAH,snap
-122.74297,44.585178,Lacomb Grocery,34076 E Lacomb Rd,Lebanon,LINN,snap
-122.63458,45.429985,7-ELEVEN 20716B,12820 SE McLoughlin Blvd,Milwaukie,CLACKAMAS,snap
-122.86022,45.493145,7-ELEVEN 25458C,17771 SW Tualatin Valley Hwy,Aloha,WASHINGTON,snap
-122.71368,44.400417,Circle K 38800H,2405 Highway 20,Sweet Home,LINN,snap
-122.986,44.059464,Walmart SuperCenter 3239,2659 Olympic St,Springfield,LANE,snap
-123.16777,44.024166,Bailey Hill Market,3190 Bailey Hill Rd,Eugene,LANE,snap
-123.05791,43.796497,Cottage Grove Growers Market-Coast Fork Farm Stand,90 S 10th St,Cottage Grove,LANE,snap
-122.71799,45.485065,"Hillsdale Food & Fuel, LLC",3975 SW Beaverton Hillsdale Hwy,Portland,MULTNOMAH,snap
-124.216,43.3633,Dollar Tree 3801,522 S 4th St,Coos Bay,COOS,snap
-118.80344,45.667709,Dollar Tree 2423,1700 SW Court Ave,Pendleton,UMATILLA,snap
-123.21336,44.851231,Circle K 38797H,1696 Monmouth St,Independence,POLK,snap
-122.62002,45.548271,Beaumont Village Market,4130 NE Fremont St,Portland,MULTNOMAH,snap
-122.84126,44.054371,Mathers Market,38477 McKenzie Hwy,Springfield,LANE,snap
-123.01948,44.055542,Everyone's Market 1,1128 5th St,Springfield,LANE,snap
-123.03365,44.932907,Monday Hospital Market,880 Oak Street,Salem,MARION,snap
-122.91556,44.54501,Priyanura Inc,590 Tangent St,Lebanon,LINN,snap
-122.94684,45.307968,Dollar Tree 2979,1016 N Springbrook Rd,Newberg,YAMHILL,snap
-121.30553,44.083076,Vitamin Cottage Natural Food Market,3188 N Highway 97,Bend,DESCHUTES,snap
-119.284,45.832733,One Stop Mart 09 09,1050 S Highway 395,Hermiston,UMATILLA,snap
-123.36126,43.214073,Anderson Market & Deli,1030 W Harvard Ave,Roseburg,DOUGLAS,snap
-124.1925,43.174644,Highway Deli Mart Inc 1,240 west W Main,Coquille,COOS,snap
-122.68031,45.51152,Natural Mart,1726 Sw 4th Ave,Portland,MULTNOMAH,snap
-122.96587,45.530655,7-eleven 14 505  B,1645 NE Cornell Rd,Hillsboro,WASHINGTON,snap
-123.26579,44.546535,Circle K 38798H,1900 SW 3rd St,Corvallis,BENTON,snap
-123.03071,44.92144,12th St Market,1695 12th St SE,Salem,MARION,snap
-123.18094,45.22678,Buy2 At Mcminnville,1720 NE Highway 99w,McMinnville,YAMHILL,snap
-120.86481,44.308193,The Outpost 2,950 NW Madras Hwy,Prineville,CROOK,snap
-122.57881,45.515144,Panaderia Super Market 5 De Mayo Inc.,1134 SE 82nd Ave,Portland,MULTNOMAH,snap
-119.31096,45.849304,"Mo.mm,llc 18",1295 NW 11th St,Hermiston,UMATILLA,snap
-123.15492,44.047981,buy2 008,3890 W 11th Ave,Eugene,LANE,snap
-122.60092,45.555573,7-Eleven 16710 B,4507 NE 60th Ave,Portland,MULTNOMAH,snap
-122.80811,45.868107,Zatterbergs Market,770 West St,Saint Helens,COLUMBIA,snap
-122.78429,45.004543,Silverton Farmers Market,200 W Main St,Silverton,MARION,snap
-124.10661,43.701412,Rej Stores 6,1050 Hawthorne Ave,Reedsport,DOUGLAS,snap
-122.42969,45.499298,Discounts Plus 3,211 Ne Roberts Ave,Gresham,MULTNOMAH,snap
-123.03638,45.520027,76 Of Cornelius Cornelius,2888 Baseline St,Cornelius,WASHINGTON,snap
-123.06178,44.045017,Buy2 023,2091 Franklin Blvd,Eugene,LANE,snap
-122.37291,45.431927,Green Food Mart,28190 SE Highway 212,Boring,CLACKAMAS,snap
-123.19028,45.209991,Circle K 38793H,840 NE 3rd St,McMinnville,YAMHILL,snap
-123.01024,44.717525,Santiam Market & Deli,114 N 2nd St,Jefferson,MARION,snap
-120.82644,44.30294,Cross Street Station Cross St.,1717 NE 3rd St,Prineville,CROOK,snap
-123.17545,45.294102,Main Street Market & Deli,208 E Main St,Carlton,YAMHILL,snap
-122.70374,45.462246,7-Eleven 19302E,8635 SW Barbur Blvd,Portland,MULTNOMAH,snap
-121.7225,42.206444,ARS 534,5400 S 6th St,Klamath Falls,KLAMATH,snap
-122.76534,45.433907,Daxing Seafood Market Co.,11945 Sw Pacific Hwy,Portland,WASHINGTON,snap
-123.6607,46.16552,Country Market Inc,40490 Old Highway 30,Astoria,CLATSOP,snap
-123.03118,44.8834,Circle K 38794H,4995 Commercial St SE,Salem,MARION,snap
-123.33708,43.289646,Umpqua Community College Bookstore,1140 Umpqua College Rd,Roseburg,DOUGLAS,snap
-122.97096,44.969963,Middle Grove Market,4592 Silverton Rd,Salem,MARION,snap
-122.96642,45.53091,Papa Murphy's Take And Bake Pizza OR90,1591 NE Arrington Rd,Hillsboro,WASHINGTON,snap
-123.92956,46.100399,Sunset Lake Park Store,33242 Sunset Beach Ln,Warrenton,CLATSOP,snap
-120.34619,42.193222,Lakeview Chevron 6303,715 N 4th St,Lakeview,LAKE,snap
-121.73548,42.206451,Grocery Outlet Of Klamath Falls 149,4333 S 6th St,Klamath Falls,KLAMATH,snap
-118.08635,45.331036,Spruce Street Market,2004 N Spruce St,La Grande,UNION,snap
-122.62268,45.504539,7-eleven 39612A,2505 SE Cesar E Chavez Blvd,Portland,MULTNOMAH,snap
-122.54293,45.53355,Papa Murphy's OR040,11635 NE Halsey St,Portland,MULTNOMAH,snap
-122.4336,45.534599,Fairview Minit Mart,1610 NE 223rd Ave,Fairview,MULTNOMAH,snap
-123.1278,44.054775,Dari Mart Stores Inc 49,2310 W 6th Ave,Eugene,LANE,snap
-123.04871,43.798737,Papa Murphy's Take & Bake Pizza OR087,154 Gateway Blvd,Cottage Grove,LANE,snap
-122.5791,45.531078,Saigon Market LLC,1111 NE 82nd Ave,Portland,MULTNOMAH,snap
-122.69445,45.527229,21st Ave Quick Stop Market LLC,602 NW 21st Ave,Portland,MULTNOMAH,snap
-121.78029,42.226711,Klamath Falls Farmers Market,100 S 9th St,Klamath Falls,KLAMATH,snap
-122.6614,45.560516,7-Eleven Store 35861A,5150 NE M L King Blvd,Portland,MULTNOMAH,snap
-123.1537,43.995811,Spencer Creek Community Growers' Market,86013 Lorane Hwy,Eugene,LANE,snap
-122.96592,44.969673,American Market,4742 Silverton Rd Ne,Salem,MARION,snap
-123.09273,44.040951,"Papa Murphy's Of Oregon, LLC OR132",1711 Willamette St,Eugene,LANE,snap
-117.91695,45.565556,Elgin Chevron,785 Albany Street,Elgin,UNION,snap
-122.53379,45.287884,Beavercreek Chevron,22025 S Beavercreek Rd,Beavercreek,CLACKAMAS,snap
-122.60258,45.377518,Gladstone Texaco,19805 McLoughlin Blvd,Gladstone,CLACKAMAS,snap
-122.63343,45.422302,Oak Grove 76,13939 SE McLoughlin Blvd,Portland,CLACKAMAS,snap
-122.58497,45.371193,Trail's End 76,13001 Clackamas River Dr,Oregon City,CLACKAMAS,snap
-123.91148,46.022858,Supermart 11,3300 Highway 101 N,Seaside,CLATSOP,snap
-122.41319,45.52803,Papa Murphy's Take N Bake Pizza OR98,731 NE 242nd Dr,Wood Village,MULTNOMAH,snap
-122.98334,44.947876,Smoker Friendly,4035 Cypress St NE,Salem,MARION,snap
-122.96695,44.045773,Springfield Conoco Phillips 20,4095 Main St,Springfield,LANE,snap
-122.79546,45.370422,76 Of Tualatin,20599 SW 115th Ave,Tualatin,WASHINGTON,snap
-124.18265,43.168228,Coquille Valley Produce And Deli Llc,454 Highway 42 E,Coquille,COOS,snap
-122.57808,45.457813,Smoker Friendly 1,8320 SE Augusta National St,Portland,MULTNOMAH,snap
-122.61623,44.774876,Lyons Corner Market,518 W Main St,Lyons,LINN,snap
-122.79391,44.813522,Stayton ARCO AM/PM 81839,100 Whitney St,Stayton,MARION,snap
-122.45744,45.417534,Dollartree 2534,19980 SE Highway 212,Damascus,CLACKAMAS,snap
-122.47617,45.504581,Leathers Shell 18,18145 SE Division St,Portland,MULTNOMAH,snap
-122.92238,45.499596,Plaid Pantry 219,5801 SE Tualatin Valley Hwy,Hillsboro,WASHINGTON,snap
-123.0103,44.725006,Dollar General 18165,780 N 2nd St,Jefferson,MARION,snap
-124.13918,43.063511,Fat Albert's Deli Mart LLC,415 8th St,Myrtle Point,COOS,snap
-122.63012,45.531902,Plaid Pantry 220,3318 NE Sandy Blvd,Portland,MULTNOMAH,snap
-123.41264,43.122955,Winston Food Mart & Deli,40 Northwest Main Street,Winston,DOUGLAS,snap
-123.48582,45.075413,Willamina Select Market,112 W Main St,Willamina,YAMHILL,snap
-123.09455,44.049896,Buy2 025,110 W Broadway,Eugene,LANE,snap
-124.27864,42.053448,Cielito Lindo Fast Food & Mini Mart,500 Chetco Avenue,Brookings,CURRY,snap
-122.86043,42.341537,7-eleven 20531D,1220 Crater Lake Ave,Medford,JACKSON,snap
-121.22612,44.758049,Rainbow Market,8529 Nw Highway 26,Madras,JEFFERSON,snap
-122.63062,45.568668,Food Villa Market,6316 NE 33rd Ave,Portland,MULTNOMAH,snap
-123.06516,43.797573,Main St Market,822 W Main St,Cottage Grove,LANE,snap
-122.89929,44.045612,Everyone's Market 2,7095 Main St,Springfield,LANE,snap
-123.20508,44.227928,Everyone's Market 3,1610 Ivy St,Junction City,LANE,snap
-124.21222,43.37133,Bayshore Chevron,600 N Bayshore Dr,Coos Bay,COOS,snap
-123.01781,44.957985,Isabella's Market,2222 Fairgrounds Rd NE,Salem,MARION,snap
-121.79864,42.255035,97 Market 6410,3730 N Highway 97,Klamath Falls,KLAMATH,snap
-122.77863,45.441921,7-eleven 25562C,10765 SW Greenburg Rd,Portland,WASHINGTON,snap
-119.70407,45.831581,Tienda El Sol Ii Llc 1,203 SW Kinkade Rd,Boardman,MORROW,snap
-123.81591,46.188728,Mini Mart East 3,2264 Marine Dr,Astoria,CLATSOP,snap
-123.37213,43.151493,Buy2 026 026,4446 Old Highway 99 S,Roseburg,DOUGLAS,snap
-123.31212,44.569008,Country Market And Deli,310 NW 53rd St,Corvallis,BENTON,snap
-123.36697,43.149002,Love's Travel Stop 312,280 Grant Smith Rd,Roseburg,DOUGLAS,snap
-116.97657,44.044136,Love's Travel Stop 372,1041 Nw Washington Ave,Ontario,MALHEUR,snap
-123.26866,44.568577,University Market,1149 NW Van Buren Ave,Corvallis,BENTON,snap
-120.81982,44.302856,El Vaquero,2164 NE 3rd St,Prineville,CROOK,snap
-124.24473,42.037781,Brookings Farmers Market,15786 Highway 101 S,Brookings,CURRY,snap
-119.28846,45.917046,Mcnary Market,205 Willamette St,Umatilla,UMATILLA,snap
-123.35133,43.259438,Costco 1073,4141 NE Stephens St,Roseburg,DOUGLAS,snap
-119.49577,45.895023,Irrigon Mini Mart,420 E Hwy 730,Irrigon,MORROW,snap
-121.88596,42.532562,Crater Lake Junction Travel Center,34005 Highway 97 N,Chiloquin,KLAMATH,snap
-123.01649,44.934254,Oregon Market 1,2096 State St,Salem,MARION,snap
-123.27561,44.586376,Jacksons Food Store 110,2075 NW Circle Blvd,Corvallis,BENTON,snap
-123.41248,43.123371,7-eleven #21300d 21300D,50 NW Main St,Winston,DOUGLAS,snap
-123.06197,43.777309,Hillcrest Market,77967 S 6th St,Cottage Grove,LANE,snap
-122.58598,45.148548,Real Deal Grocery,803 W Main St,Molalla,CLACKAMAS,snap
-117.84254,44.780506,Baker County Custom Meats,2390 11th St,Baker City,BAKER,snap
-122.91907,42.386448,Fair City Market,1775 N 10th St,Central Point,JACKSON,snap
-124.06041,44.804775,Nava's Martket,20 Schoolhouse Rd,Depoe Bay,LINCOLN,snap
-123.06932,45.520977,Walmart SuperCenter 4221,220 N Adair St,Cornelius,WASHINGTON,snap
-122.90439,43.997746,Jasper Store,36763 Jasper Lowell Rd,Jasper,LANE,snap
-121.81207,42.276402,Ama 97 North Inc,5350 N Highway 97,Klamath Falls,KLAMATH,snap
-122.64413,45.429028,River Road Mart,12960 SE River Rd,Portland,CLACKAMAS,snap
-122.89922,42.323689,Walgreens 12596,2280 W Main St,Medford,JACKSON,snap
-122.93735,46.089489,Dollar General 18501,211 W B St,Rainier,COLUMBIA,snap
-122.63511,45.512032,Hawthorne Market,2950 SE Hawthorne Blvd,Portland,MULTNOMAH,snap
-123.29402,43.017899,Smokes & More,674 S Main St,Myrtle Creek,DOUGLAS,snap
-122.86715,45.494968,Nuevo Horizonte Market Llc,3460 SW 185th Ave,Beaverton,WASHINGTON,snap
-123.34014,42.973038,DOLLARTREE 7791,120 Petite St,Myrtle Creek,DOUGLAS,snap
-121.22623,44.20414,Green Acres,7777 S Highway 97,Redmond,DESCHUTES,snap
-122.70448,45.556644,7-Eleven 29058B,4606 N Channel Ave,Portland,MULTNOMAH,snap
-122.67938,44.406242,Hilltop Market,4824 Highway 20,Sweet Home,LINN,snap
-123.34014,42.973038,Grocery Outlet Of Myrtle Creek 399,130 Petite St,Myrtle Creek,DOUGLAS,snap
-122.86572,45.526932,Walker Road Chevron,18335 NW Walker Rd,Beaverton,WASHINGTON,snap
-123.94896,45.01926,Otis Market Llc,1264 Salmon River Hwy,Otis,LINCOLN,snap
-123.20459,44.218502,Dollar Tree 3582,520 Ivy St,Junction City,LANE,snap
-123.27758,43.028038,Dollar General 16483,649 N Myrtle Rd,Myrtle Creek,DOUGLAS,snap
-122.76779,45.302185,South Wilsonville,30085 SW Parkway Ave,Wilsonville,CLACKAMAS,snap
-124.11237,43.697788,Recreation Station,1575 Highway 101 S,Reedsport,DOUGLAS,snap
-122.91492,42.370689,Oregon Highway Market,357 S Front St,Central Point,JACKSON,snap
-123.03182,44.885956,Privet European Food & Bakery n/a,1130 Royvonne Ave SE,Salem,MARION,snap
-124.10205,43.977386,Papa Murphy's Take 'N Bake OR018,1737 12th St,Florence,LANE,snap
-123.40276,42.583118,HUGO HITCHING POST,6411 Hugo Rd,Grants Pass,JOSEPHINE,snap
-122.71509,45.588623,Village Market,4632 N Trenton St,Portland,MULTNOMAH,snap
-122.96414,45.530708,Airport Arco AMPM 83269,1729 NE Cornell Rd,Hillsboro,WASHINGTON,snap
-122.74901,45.589493,7-eleven 35496A,8101 N Lombard St,Portland,MULTNOMAH,snap
-124.23733,43.391598,Quick E Mart Llc,1880 Newmark St,North Bend,COOS,snap
-123.17936,44.07003,Dollar Tree 5545,4740 Royal Ave,Eugene,LANE,snap
-123.92024,46.149498,Dollar Tree 4096,1609 SE Ensign Ln,Warrenton,CLATSOP,snap
-122.66977,45.496265,South Waterfront Community Relations,3715 SW River Pkwy,Portland,MULTNOMAH,snap
-122.53758,45.503834,Mingala International Mart,2548 SE 122nd Ave,Portland,MULTNOMAH,snap
-122.54721,45.496593,7-Eleven 14500B,11220 SE Powell Blvd,Portland,MULTNOMAH,snap
-123.14944,42.538685,Wimer Market,8816 E Evans Creek Rd,Rogue River,JACKSON,snap
-123.01859,43.325439,Idleyld Trading Post,23873 N Umpqua Hwy,Idleyld Park,DOUGLAS,snap
-124.41497,43.111622,Highway Deli Mart Inc 3,1355 Oregon Ave SE,Bandon,COOS,snap
-122.682,45.57024,Interstate Arco,6508 N Interstate Ave,Portland,MULTNOMAH,snap
-122.67206,45.527313,Mccormick Pier Grocery & Deli,600 NW Naito Pkwy,Portland,MULTNOMAH,snap
-121.69604,43.462448,Dollar General 18282,136620 Highway 97 N,Crescent,KLAMATH,snap
-123.02999,44.921143,Salem Public Market,1240 Rural Ave SE,Salem,MARION,snap
-121.72277,42.196339,Homedale Mini Mart,3348 Homedale Rd,Klamath Falls,KLAMATH,snap
-122.56692,42.543667,Butte Falls General Store,415 Broad St,Butte Falls,JACKSON,snap
-123.18815,45.212421,Big Apple Market,813 NE Lafayette Ave,McMinnville,YAMHILL,snap
-122.64901,45.475414,Papa Murphy's-West Moreland OR 058,6545 SE Milwaukie Ave,Portland,MULTNOMAH,snap
-122.86761,45.494118,Green Light Food Mart,18535 SW Tualatin Valley Hwy,Beaverton,WASHINGTON,snap
-123.23291,42.377136,Hidden Valley Market,7200 Williams Hwy.,Murphy,JOSEPHINE,snap
-117.82979,44.774731,Jacksons Food Stores 0172,1702 Main St,Baker City,BAKER,snap
-121.306,44.038944,Parkway Deli LLC,1095 SE Division St,Bend,DESCHUTES,snap
-122.61955,45.447517,7 Eleven 14508E,10435 SE 42nd Ave,Portland,CLACKAMAS,snap
-122.62052,45.512001,New Seasons Market - Hawthorne 10,4034 SE Hawthorne Blvd,Portland,MULTNOMAH,snap
-121.17433,44.276218,76 Of Redmond,109 SW 6th St,Redmond,DESCHUTES,snap
-122.84511,42.315792,Crown Market 700,1808 E Barnett Rd,Medford,JACKSON,snap
-122.67742,45.523319,Helen`s Market,2 NW Broadway,Portland,MULTNOMAH,snap
-122.55903,45.526318,Market Express,10125 NE Glisan St,Portland,MULTNOMAH,snap
-122.6803,45.521042,Picomart,810 SW Washington St,Portland,MULTNOMAH,snap
-122.56852,45.490318,7-eleven 35628A,4450 SE 92nd Ave,Portland,MULTNOMAH,snap
-121.7571,42.197372,Washburn Market 6310,3301 Washburn Way,Klamath Falls,KLAMATH,snap
-123.18546,44.084652,Everyones Market Inc 6,5045 Barger Dr,Eugene,LANE,snap
-122.74524,45.487061,Dollar Tree 4543,6721 SW Beaverton Hillsdale Hwy,Portland,WASHINGTON,snap
-123.92929,45.720322,Manzanita Fresh Foods,730 Manzanita Ave,Manzanita,TILLAMOOK,snap
