individual_id,YEAR,family_interview_id,psid_state_of_residence_code,family_composition_change,age,sex,number_of_children_in_fu,1968_family_identifier,marital_status,health_status,race,religion,wtr_donated,wtr_donated_to_health_org,amt_of_health_donations,total_donation_amt,total_family_income,wealth_wo_equity,wealth_with_equity,weight,year,health_donation_adj,total_donation_adj,family_income_adj,wealth_adj
2920003,2005,4497.0,48.0,0.0,48.0,1.0,0.0,2920.0,1.0,3.0,1.0,8.0,1.0,5.0,0.0,2000.0,85180.0,57000.0,77000.0,25.575,2003,0.0,2813.1630434782605,119812.61402173911,108306.77717391304
2924001,2005,3151.0,31.0,0.0,69.0,1.0,0.0,2924.0,1.0,4.0,1.0,1.0,1.0,1.0,100.0,250.0,30044.0,252500.0,702500.0,58.228,2003,140.65815217391304,351.64538043478257,42259.33523913043,988123.519021739
2924170,2005,4608.0,31.0,0.0,47.0,1.0,2.0,2924.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,800.0,160690.0,800000.0,1450000.0,29.354,2003,0.0,1125.2652173913043,226023.58472826084,2039543.2065217388
2927003,2005,5506.0,12.0,0.0,60.0,1.0,0.0,2927.0,1.0,2.0,7.0,1.0,1.0,5.0,0.0,500.0,79650.0,53000.0,273000.0,61.263,2003,0.0,703.2907608695651,112034.21820652173,383996.7554347826
3006001,2005,1544.0,31.0,1.0,52.0,1.0,0.0,3006.0,1.0,3.0,1.0,2.0,1.0,5.0,0.0,1000.0,137500.0,21000.0,251000.0,26.908,2003,0.0,1406.5815217391303,193404.95923913043,353051.96195652167
3007001,2005,1084.0,31.0,0.0,50.0,1.0,0.0,3007.0,1.0,3.0,1.0,2.0,1.0,5.0,0.0,100.0,88200.0,325500.0,625500.0,31.237,2003,0.0,140.65815217391304,124060.4902173913,879816.741847826
3012001,2005,5934.0,31.0,1.0,41.0,1.0,0.0,3012.0,4.0,2.0,2.0,0.0,1.0,5.0,0.0,500.0,86660.0,48000.0,48000.0,58.698,2003,0.0,703.2907608695651,121894.35467391303,67515.91304347826
3013001,2005,4886.0,31.0,0.0,50.0,1.0,0.0,3013.0,1.0,3.0,4.0,0.0,1.0,5.0,0.0,30.0,4000.0,6000.0,6000.0,9.125,2003,0.0,42.197445652173904,5626.326086956521,8439.489130434782
3022001,2005,4643.0,31.0,0.0,66.0,2.0,0.0,3022.0,5.0,3.0,1.0,1.0,1.0,5.0,0.0,180.0,20000.0,2000.0,54000.0,16.963,2003,0.0,253.18467391304347,28131.630434782608,75955.40217391304
3023001,2005,4415.0,31.0,0.0,45.0,1.0,2.0,3023.0,1.0,5.0,4.0,10.0,1.0,5.0,0.0,750.0,34006.0,-19800.0,65200.0,18.275,2003,0.0,1054.9361413043478,47832.211228260865,91709.1152173913
3024001,2005,4055.0,31.0,0.0,53.0,1.0,2.0,3024.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,19000.0,-1000.0,-1000.0,18.873,2003,0.0,0.0,26725.04891304348,-1406.5815217391303
3027001,2005,5312.0,31.0,0.0,46.0,2.0,3.0,3027.0,5.0,5.0,2.0,8.0,5.0,0.0,0.0,0.0,42987.0,0.0,200000.0,17.055,2003,0.0,0.0,60464.719874999995,281316.30434782605
3038001,2005,3818.0,31.0,0.0,46.0,2.0,0.0,3038.0,5.0,1.0,2.0,8.0,1.0,5.0,0.0,100.0,60930.0,7200.0,157200.0,11.154,2003,0.0,140.65815217391304,85703.0121195652,221114.61521739129
3040001,2005,4102.0,31.0,0.0,50.0,1.0,1.0,3040.0,1.0,1.0,4.0,10.0,5.0,0.0,0.0,0.0,44000.0,28162.0,28162.0,13.467,2003,0.0,0.0,61889.58695652173,39612.148815217384
3054001,2005,4748.0,12.0,0.0,60.0,1.0,0.0,3054.0,1.0,4.0,7.0,1.0,1.0,1.0,25.0,345.0,70704.0,-24000.0,-24000.0,36.947,2003,35.16453804347826,485.270625,99450.93991304348,-33757.95652173913
3056001,2005,2230.0,12.0,2.0,40.0,1.0,1.0,3056.0,1.0,2.0,2.0,10.0,1.0,5.0,0.0,2090.0,149050.0,160800.0,185800.0,6.029,2003,0.0,2939.7553804347826,209650.9758152174,261342.84673913041
3057001,2005,3380.0,12.0,1.0,30.0,1.0,2.0,3057.0,1.0,3.0,1.0,8.0,5.0,0.0,0.0,0.0,48000.0,26000.0,95000.0,19.645,2003,0.0,0.0,67515.91304347826,133625.24456521738
3062001,2005,3209.0,21.0,1.0,31.0,1.0,1.0,3062.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,35200.0,12300.0,82300.0,20.582,2003,0.0,0.0,49511.66956521739,115761.65923913041
3066001,2005,809.0,37.0,0.0,41.0,1.0,2.0,3066.0,1.0,2.0,4.0,0.0,5.0,0.0,0.0,0.0,151917.0,156000.0,496000.0,29.641,2003,0.0,0.0,213683.64503804347,697664.4347826086
3078001,2005,4411.0,9.0,1.0,38.0,1.0,2.0,3078.0,4.0,1.0,1.0,1.0,1.0,1.0,2000.0,3000.0,168000.0,384000.0,584000.0,8.046,2003,2813.1630434782605,4219.744565217391,236305.69565217392,821443.6086956522
3084001,2005,5936.0,9.0,0.0,57.0,1.0,2.0,3084.0,1.0,5.0,1.0,1.0,1.0,5.0,0.0,300.0,20865.0,-6800.0,-6800.0,11.951,2003,0.0,421.97445652173906,29348.323451086955,-9564.754347826087
3087001,2005,3594.0,9.0,0.0,52.0,1.0,0.0,3087.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,452.0,82000.0,59300.0,326300.0,31.852,2003,0.0,635.7748478260869,115339.68478260869,458967.5505434782
3090001,2005,4420.0,42.0,0.0,50.0,1.0,1.0,3090.0,1.0,4.0,4.0,0.0,1.0,5.0,0.0,2300.0,197090.0,220000.0,480000.0,31.285,2003,0.0,3235.1375,277223.1521195652,675159.1304347825
3091001,2005,764.0,42.0,0.0,54.0,1.0,1.0,3091.0,1.0,3.0,4.0,8.0,1.0,5.0,0.0,7540.0,101100.0,155000.0,215000.0,31.465,2003,0.0,10605.624673913044,142205.39184782607,302415.027173913
3094001,2005,2476.0,42.0,0.0,38.0,1.0,3.0,3094.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,15000.0,1730.0,61730.0,32.306,2003,0.0,0.0,21098.722826086952,86828.27733695651
3095001,2005,3603.0,42.0,0.0,40.0,2.0,3.0,3095.0,5.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,20400.0,801.0,34401.0,29.253,2003,0.0,0.0,28694.26304347826,48387.81092934782
3096001,2005,6231.0,42.0,0.0,42.0,1.0,2.0,3096.0,1.0,1.0,4.0,10.0,1.0,5.0,0.0,5100.0,129000.0,115000.0,245000.0,25.283,2003,0.0,7173.565760869565,181449.0163043478,344612.4728260869
3098002,2005,4939.0,42.0,0.0,42.0,2.0,3.0,3098.0,4.0,3.0,1.0,1.0,1.0,5.0,0.0,1300.0,31200.0,49000.0,79000.0,64.779,2003,0.0,1828.5559782608696,43885.34347826087,111119.94021739131
3099001,2005,5102.0,42.0,0.0,43.0,1.0,4.0,3099.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,24673.0,311000.0,304000.0,34.89,2003,0.0,0.0,34704.585885869565,427600.7826086957
3104001,2005,4730.0,10.0,1.0,34.0,1.0,1.0,3104.0,1.0,2.0,7.0,10.0,1.0,1.0,200.0,2700.0,124611.0,14000.0,89000.0,9.533,2003,281.3163043478261,3797.7701086956517,175275.53000543476,125185.7554347826
3107001,2005,7436.0,5.0,1.0,31.0,1.0,1.0,3107.0,1.0,1.0,7.0,1.0,5.0,0.0,0.0,0.0,46000.0,4500.0,64500.0,24.394,2003,0.0,0.0,64702.74999999999,90724.5081521739
3109001,2005,3339.0,45.0,0.0,45.0,1.0,1.0,3109.0,1.0,2.0,4.0,8.0,1.0,5.0,0.0,1000.0,91300.0,275000.0,635000.0,22.593,2003,0.0,1406.5815217391303,128420.89293478259,893179.2663043478
3116001,2005,1992.0,46.0,1.0,40.0,2.0,1.0,3116.0,2.0,2.0,4.0,10.0,5.0,0.0,0.0,0.0,35044.0,26700.0,276700.0,31.03,2003,0.0,0.0,49292.24284782608,389201.10706521734
3119001,2005,3400.0,46.0,0.0,58.0,2.0,0.0,3119.0,2.0,2.0,7.0,10.0,1.0,1.0,100.0,2200.0,45000.0,935000.0,1015000.0,20.215,2003,140.65815217391304,3094.4793478260867,63296.16847826086,1427680.2445652173
3121001,2005,5780.0,0.0,1.0,50.0,1.0,0.0,3121.0,1.0,3.0,4.0,1.0,1.0,5.0,0.0,760.0,94000.0,173000.0,173000.0,45.077,2003,0.0,1069.001956521739,132218.66304347824,243338.60326086957
3131001,2005,3428.0,4.0,0.0,33.0,2.0,2.0,3131.0,2.0,3.0,7.0,0.0,1.0,5.0,0.0,500.0,25500.0,6885.0,6885.0,24.81,2003,0.0,703.2907608695651,35867.828804347824,9684.313777173913
3132001,2005,281.0,4.0,1.0,44.0,2.0,0.0,3132.0,4.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,14400.0,0.0,0.0,7.762,2003,0.0,0.0,20254.77391304348,0.0
3133001,2005,3710.0,4.0,1.0,38.0,1.0,4.0,3133.0,1.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,8688.0,500.0,500.0,23.447,2003,0.0,0.0,12220.380260869564,703.2907608695651
3140001,2005,2129.0,4.0,1.0,53.0,1.0,3.0,3140.0,1.0,1.0,1.0,1.0,1.0,1.0,40.0,1240.0,147500.0,225000.0,725000.0,18.576,2003,56.26326086956521,1744.1610869565216,207470.77445652173,1019771.6032608694
3141003,2005,579.0,4.0,2.0,28.0,1.0,0.0,3141.0,1.0,3.0,4.0,0.0,1.0,5.0,0.0,300.0,91000.0,15000.0,20000.0,11.414,2003,0.0,421.97445652173906,127998.91847826085,28131.630434782608
3143002,2005,7864.0,4.0,0.0,30.0,1.0,1.0,3143.0,2.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,19200.0,2500.0,2500.0,23.18,2003,0.0,0.0,27006.3652173913,3516.453804347826
3149001,2005,7391.0,4.0,0.0,41.0,1.0,2.0,3149.0,1.0,2.0,1.0,1.0,1.0,1.0,80.0,140.0,57000.0,15000.0,35000.0,23.121,2003,112.52652173913042,196.92141304347822,80175.14673913042,49230.35326086957
3151001,2005,6312.0,4.0,0.0,40.0,1.0,4.0,3151.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,70000.0,8000.0,328000.0,22.813,2003,0.0,0.0,98460.70652173914,461358.73913043475
3156001,2005,5414.0,4.0,1.0,37.0,1.0,2.0,3156.0,1.0,2.0,1.0,1.0,1.0,5.0,0.0,625.0,98200.0,29000.0,359000.0,18.728,2003,0.0,879.1134510869565,138126.3054347826,504962.7663043477
3159001,2005,2080.0,4.0,0.0,48.0,1.0,2.0,3159.0,1.0,2.0,7.0,2.0,5.0,0.0,0.0,0.0,79616.0,203000.0,203000.0,22.591,2003,0.0,0.0,111986.39443478259,285536.04891304346
3162001,2005,4339.0,4.0,1.0,44.0,1.0,2.0,3162.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,960.0,35000.0,10000.0,10000.0,21.955,2003,0.0,1350.318260869565,49230.35326086957,14065.815217391304
3172001,2005,1522.0,42.0,1.0,44.0,1.0,1.0,3172.0,1.0,2.0,7.0,1.0,5.0,0.0,0.0,0.0,116847.0,96000.0,103000.0,39.877,2003,0.0,0.0,164354.83107065214,144877.8967391304
3178001,2005,7455.0,48.0,0.0,37.0,1.0,2.0,3178.0,1.0,2.0,7.0,1.0,1.0,5.0,0.0,270.0,58000.0,5800.0,25800.0,19.785,2003,0.0,379.77701086956523,81581.72826086955,36289.803260869565
3179002,2005,3340.0,48.0,0.0,44.0,1.0,4.0,3179.0,5.0,3.0,7.0,1.0,5.0,0.0,0.0,0.0,40160.0,1000.0,1000.0,20.127,2003,0.0,0.0,56488.31391304348,1406.5815217391303
3190001,2005,5086.0,9.0,0.0,57.0,2.0,0.0,3190.0,5.0,3.0,2.0,1.0,5.0,0.0,0.0,0.0,40500.0,6000.0,106000.0,10.729,2003,0.0,0.0,56966.551630434784,149097.6413043478
3190021,2005,4466.0,9.0,2.0,29.0,1.0,2.0,3190.0,1.0,3.0,2.0,8.0,1.0,5.0,0.0,75.0,46200.0,37000.0,87000.0,5.839,2003,0.0,105.49361413043476,64984.06630434782,122372.59239130435
3193002,2005,6990.0,9.0,1.0,32.0,1.0,4.0,3193.0,2.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,79200.0,9300.0,65800.0,18.667,2003,0.0,0.0,111401.25652173912,92553.06413043477
3195001,2005,6001.0,42.0,0.0,47.0,1.0,0.0,3195.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,28000.0,20000.0,20000.0,63.223,2003,0.0,0.0,39384.28260869565,28131.630434782608
3195003,2005,791.0,42.0,0.0,25.0,1.0,1.0,3195.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,21600.0,-18500.0,-18500.0,32.669,2003,0.0,0.0,30382.160869565214,-26021.758152173912
3195171,2005,6069.0,42.0,0.0,27.0,1.0,0.0,3195.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,14327.0,66500.0,97164.0,31.906,2003,0.0,0.0,20152.09346195652,136669.08697826086
3196001,2005,6157.0,42.0,0.0,40.0,1.0,5.0,3196.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,40.0,6000.0,2500.0,22500.0,33.937,2003,0.0,56.26326086956521,8439.489130434782,31648.08423913043
3198001,2005,4476.0,42.0,0.0,55.0,2.0,0.0,3198.0,5.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,13872.0,6000.0,6000.0,33.317,2003,0.0,0.0,19512.098869565216,8439.489130434782
3199170,2005,5478.0,42.0,1.0,32.0,1.0,2.0,3199.0,1.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,40000.0,17300.0,17300.0,14.286,2003,0.0,0.0,56263.260869565216,24333.860326086957
3201170,2005,5590.0,42.0,1.0,52.0,1.0,0.0,3201.0,1.0,2.0,1.0,0.0,1.0,5.0,0.0,2000.0,28030.0,3500.0,5500.0,10.808,2003,0.0,2813.1630434782605,39426.48005434782,7736.198369565216
3203001,2005,5215.0,2.0,0.0,56.0,2.0,0.0,3203.0,3.0,2.0,7.0,1.0,1.0,5.0,0.0,300.0,23600.0,-31800.0,113200.0,24.241,2003,0.0,421.97445652173906,33195.323913043474,159225.02826086956
3204001,2005,4683.0,2.0,0.0,39.0,1.0,3.0,3204.0,1.0,1.0,9.0,1.0,5.0,0.0,0.0,0.0,31980.0,5.0,4005.0,23.026,2003,0.0,0.0,44982.47706521739,5633.3589945652175
3208001,2005,5914.0,2.0,1.0,35.0,2.0,5.0,3208.0,2.0,4.0,1.0,8.0,5.0,0.0,0.0,0.0,8925.0,15500.0,25500.0,20.975,2003,0.0,0.0,12553.740081521739,35867.828804347824
3218001,2005,2245.0,4.0,0.0,30.0,1.0,0.0,3218.0,2.0,1.0,7.0,0.0,5.0,0.0,0.0,0.0,22000.0,-20000.0,-20000.0,24.39,2003,0.0,0.0,30944.793478260865,-28131.630434782608
3221001,2005,4072.0,4.0,0.0,43.0,1.0,1.0,3221.0,1.0,5.0,7.0,1.0,5.0,0.0,0.0,0.0,53100.0,0.0,68000.0,16.391,2003,0.0,0.0,74689.47880434782,95647.54347826086
3222001,2005,3538.0,4.0,0.0,70.0,2.0,0.0,3222.0,3.0,3.0,7.0,1.0,5.0,0.0,0.0,0.0,8280.0,0.0,0.0,21.698,2003,0.0,0.0,11646.494999999997,0.0
3223001,2005,3552.0,4.0,0.0,41.0,1.0,2.0,3223.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,450.0,33000.0,28500.0,148500.0,23.12,2003,0.0,632.9616847826087,46417.190217391304,208877.35597826086
3224001,2005,4856.0,4.0,1.0,51.0,1.0,4.0,3224.0,2.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,63055.0,3000.0,123000.0,16.488,2003,0.0,0.0,88691.99785326087,173009.52717391303
3225001,2005,5416.0,4.0,0.0,47.0,1.0,0.0,3225.0,5.0,2.0,7.0,1.0,5.0,0.0,0.0,0.0,27500.0,3000.0,3000.0,23.084,2003,0.0,0.0,38680.99184782608,4219.744565217391
3228001,2005,4738.0,4.0,0.0,38.0,1.0,4.0,3228.0,2.0,3.0,1.0,0.0,5.0,0.0,0.0,0.0,10000.0,-3500.0,149161.0,23.183,2003,0.0,0.0,14065.815217391304,209807.10636413042
3229001,2005,2406.0,4.0,0.0,40.0,1.0,2.0,3229.0,1.0,3.0,7.0,1.0,1.0,5.0,0.0,254.0,25000.0,8000.0,8000.0,22.958,2003,0.0,357.2717065217391,35164.53804347826,11252.652173913042
3231001,2005,2447.0,4.0,0.0,35.0,1.0,2.0,3231.0,1.0,1.0,7.0,1.0,1.0,5.0,0.0,100.0,26666.0,13000.0,127000.0,24.755,2003,0.0,140.65815217391304,37507.90285869565,178635.85326086954
3232001,2005,2394.0,4.0,1.0,50.0,1.0,1.0,3232.0,2.0,3.0,1.0,1.0,1.0,5.0,0.0,250.0,30868.0,6000.0,79000.0,23.139,2003,0.0,351.64538043478257,43418.358413043476,111119.94021739131
3233001,2005,2961.0,4.0,0.0,44.0,1.0,2.0,3233.0,1.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,60200.0,40000.0,180000.0,22.976,2003,0.0,0.0,84676.20760869565,253184.67391304343
3237001,2005,3187.0,4.0,1.0,50.0,1.0,2.0,3237.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,60.0,50806.0,5000.0,65000.0,22.967,2003,0.0,84.39489130434781,71462.78079347826,91427.79891304347
3238001,2005,2645.0,4.0,0.0,47.0,1.0,2.0,3238.0,1.0,3.0,7.0,1.0,1.0,5.0,0.0,200.0,34000.0,5000.0,155000.0,22.921,2003,0.0,281.3163043478261,47823.77173913043,218020.13586956522
3239001,2005,2977.0,4.0,0.0,41.0,1.0,3.0,3239.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,40000.0,20000.0,130000.0,22.878,2003,0.0,0.0,56263.260869565216,182855.59782608695
3240001,2005,3359.0,15.0,0.0,36.0,1.0,5.0,3240.0,1.0,2.0,1.0,8.0,1.0,5.0,0.0,30.0,33000.0,8000.0,35000.0,24.647,2003,0.0,42.197445652173904,46417.190217391304,49230.35326086957
3241001,2005,1443.0,4.0,0.0,59.0,1.0,0.0,3241.0,1.0,1.0,4.0,10.0,5.0,0.0,0.0,0.0,89702.0,539000.0,539000.0,21.886,2003,0.0,0.0,126173.17566304347,758147.4402173914
3250001,2005,5171.0,4.0,1.0,45.0,1.0,2.0,3250.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,42154.0,13000.0,96000.0,23.444,2003,0.0,0.0,59293.0374673913,135031.8260869565
3257001,2005,6841.0,4.0,2.0,52.0,1.0,5.0,3257.0,5.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,3000.0,-180.0,-180.0,28.823,2003,0.0,0.0,4219.744565217391,-253.18467391304347
3263001,2005,6850.0,20.0,0.0,40.0,1.0,2.0,3263.0,4.0,1.0,7.0,1.0,5.0,0.0,0.0,0.0,57200.0,2000.0,2000.0,6.235,2003,0.0,0.0,80456.46304347826,2813.1630434782605
3275001,2005,4927.0,4.0,0.0,48.0,1.0,2.0,3275.0,1.0,1.0,5.0,1.0,1.0,1.0,100.0,100.0,140200.0,40000.0,290000.0,17.858,2003,140.65815217391304,140.65815217391304,197202.72934782607,407908.64130434784
3287001,2005,6564.0,19.0,0.0,55.0,1.0,0.0,3287.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,590.0,35600.0,-6500.0,83500.0,31.179,2003,0.0,829.8830978260869,50074.30217391304,117449.55706521739
3289001,2005,4228.0,19.0,0.0,46.0,1.0,0.0,3289.0,1.0,3.0,7.0,0.0,5.0,0.0,0.0,0.0,45020.0,107500.0,107500.0,32.222,2003,0.0,0.0,63324.30010869564,151207.5135869565
3296001,2005,7158.0,9.0,0.0,73.0,1.0,0.0,3296.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,37036.0,5000.0,5000.0,29.286,2003,0.0,0.0,52094.15323913043,7032.907608695652
3297001,2005,6007.0,9.0,0.0,61.0,1.0,0.0,3297.0,1.0,3.0,1.0,1.0,1.0,5.0,0.0,50.0,79215.0,-3000.0,337000.0,25.115,2003,0.0,70.32907608695652,111422.3552445652,474017.972826087
3302001,2005,6408.0,42.0,0.0,44.0,1.0,2.0,3302.0,1.0,2.0,1.0,1.0,1.0,1.0,200.0,2450.0,110044.0,185700.0,410700.0,32.303,2003,281.3163043478261,3446.1247282608692,154785.85697826085,577683.0309782608
3303170,2005,3252.0,42.0,1.0,25.0,1.0,2.0,3303.0,1.0,1.0,9.0,1.0,5.0,0.0,0.0,0.0,64000.0,18000.0,25000.0,12.585,2003,0.0,0.0,90021.21739130434,35164.53804347826
3306001,2005,6282.0,10.0,0.0,33.0,1.0,1.0,3306.0,1.0,1.0,7.0,10.0,1.0,1.0,50.0,1850.0,103160.0,59000.0,309000.0,14.69,2003,70.32907608695652,2602.175815217391,145102.9497826087,434633.6902173913
3309001,2005,3907.0,4.0,0.0,48.0,1.0,2.0,3309.0,1.0,2.0,4.0,8.0,1.0,1.0,100.0,7400.0,204000.0,680001.0,680001.0,22.842,2003,140.65815217391304,10408.703260869564,286942.6304347826,956476.8413641304
3312003,2005,5580.0,4.0,1.0,30.0,1.0,1.0,3312.0,1.0,2.0,7.0,1.0,1.0,5.0,0.0,100.0,58000.0,305500.0,415500.0,11.593,2003,0.0,140.65815217391304,81581.72826086955,584434.6222826086
3316170,2005,5379.0,42.0,1.0,32.0,1.0,2.0,3316.0,1.0,3.0,7.0,1.0,1.0,5.0,0.0,400.0,79000.0,-3000.0,87000.0,11.214,2003,0.0,562.6326086956522,111119.94021739131,122372.59239130435
3320001,2005,6136.0,46.0,1.0,52.0,1.0,3.0,3320.0,4.0,1.0,1.0,0.0,1.0,5.0,0.0,200.0,102400.0,692000.0,942000.0,8.528,2003,0.0,281.3163043478261,144033.94782608695,1324999.7934782607
3325001,2005,2688.0,4.0,1.0,51.0,1.0,4.0,3325.0,2.0,3.0,4.0,1.0,1.0,5.0,0.0,7500.0,188800.0,236000.0,686000.0,19.86,2003,0.0,10549.361413043476,265562.5913043478,964914.9239130435
3333001,2005,3275.0,4.0,0.0,39.0,1.0,2.0,3333.0,1.0,4.0,1.0,1.0,1.0,5.0,0.0,500.0,39368.0,5000.0,230000.0,23.607,2003,0.0,703.2907608695651,55374.301347826084,323513.74999999994
3335001,2005,2046.0,4.0,0.0,51.0,1.0,0.0,3335.0,2.0,2.0,4.0,1.0,1.0,5.0,0.0,220.0,43800.0,-14191.0,-14191.0,22.979,2003,0.0,309.4479347826087,61608.27065217391,-19960.798375
3345001,2005,1127.0,48.0,1.0,35.0,1.0,5.0,3345.0,4.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,30460.0,2000.0,65000.0,15.986,2003,0.0,0.0,42844.47315217391,91427.79891304347
3348001,2005,4181.0,48.0,1.0,48.0,2.0,0.0,3348.0,5.0,4.0,1.0,1.0,1.0,1.0,50.0,110.0,15000.0,77500.0,156500.0,19.447,2003,70.32907608695652,154.72396739130434,21098.722826086952,220130.00815217392
3349001,2005,3860.0,48.0,0.0,37.0,1.0,2.0,3349.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,34015.0,24000.0,53000.0,19.675,2003,0.0,0.0,47844.87046195652,74548.8206521739
3353001,2005,7496.0,9.0,0.0,39.0,1.0,2.0,3353.0,1.0,1.0,1.0,1.0,1.0,5.0,0.0,300.0,67000.0,41000.0,217000.0,32.769,2003,0.0,421.97445652173906,94240.96195652174,305228.19021739124
3356170,2005,4853.0,42.0,0.0,26.0,1.0,3.0,3356.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,54400.0,25100.0,33100.0,18.084,2003,0.0,0.0,76518.0347826087,46557.84836956522
3359001,2005,4687.0,2.0,0.0,50.0,1.0,1.0,3359.0,1.0,1.0,7.0,1.0,1.0,5.0,0.0,3075.0,42025.0,4100.0,4100.0,22.969,2003,0.0,4325.238179347826,59111.58845108695,5766.984239130434
3360005,2005,3646.0,2.0,0.0,50.0,2.0,1.0,3360.0,2.0,3.0,7.0,1.0,5.0,0.0,0.0,0.0,19000.0,-500.0,9500.0,23.372,2003,0.0,0.0,26725.04891304348,13362.52445652174
3361001,2005,1493.0,4.0,1.0,41.0,1.0,1.0,3361.0,1.0,3.0,4.0,0.0,1.0,5.0,0.0,300.0,239601.0,82000.0,442000.0,22.632,2003,0.0,421.97445652173906,337018.3391902174,621709.0326086956
3362001,2005,3458.0,4.0,1.0,46.0,1.0,3.0,3362.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,12000.0,0.0,0.0,11.439,2003,0.0,0.0,16878.978260869564,0.0
3365001,2005,5020.0,4.0,0.0,53.0,1.0,1.0,3365.0,1.0,3.0,7.0,1.0,1.0,5.0,0.0,250.0,77664.0,22000.0,144000.0,22.864,2003,0.0,351.64538043478257,109240.74730434781,202547.73913043478
3367001,2005,4568.0,4.0,1.0,35.0,1.0,6.0,3367.0,1.0,3.0,7.0,1.0,5.0,0.0,0.0,0.0,16510.0,-500.0,59500.0,23.165,2003,0.0,0.0,23222.66092391304,83691.60054347826
3369001,2005,2782.0,4.0,1.0,45.0,1.0,3.0,3369.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,33000.0,8500.0,130500.0,23.232,2003,0.0,0.0,46417.190217391304,183558.8885869565
3375001,2005,3287.0,4.0,1.0,49.0,1.0,2.0,3375.0,1.0,5.0,7.0,1.0,5.0,0.0,0.0,0.0,35776.0,12018.0,12018.0,20.548,2003,0.0,0.0,50321.86052173912,16904.29672826087
3377172,2005,4388.0,15.0,0.0,27.0,1.0,2.0,3377.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,50800.0,17200.0,42200.0,11.432,2003,0.0,0.0,71454.34130434782,59357.7402173913
3378001,2005,3787.0,4.0,0.0,41.0,1.0,4.0,3378.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,25000.0,0.0,0.0,19.554,2003,0.0,0.0,35164.53804347826,0.0
3379001,2005,2887.0,4.0,0.0,41.0,1.0,0.0,3379.0,1.0,2.0,1.0,1.0,5.0,0.0,0.0,0.0,29000.0,35600.0,35600.0,11.638,2003,0.0,0.0,40790.86413043478,50074.30217391304
3381001,2005,7502.0,4.0,0.0,59.0,1.0,0.0,3381.0,5.0,3.0,1.0,1.0,5.0,0.0,0.0,0.0,18100.0,7500.0,7500.0,26.954,2003,0.0,0.0,25459.125543478258,10549.361413043476
3381005,2005,5149.0,27.0,1.0,26.0,1.0,2.0,3381.0,1.0,3.0,7.0,1.0,1.0,5.0,0.0,130.0,22857.0,115100.0,225100.0,13.791,2003,0.0,182.85559782608695,32150.233842391302,316621.50054347824
3383001,2005,3716.0,4.0,0.0,67.0,1.0,0.0,3383.0,1.0,3.0,7.0,1.0,1.0,5.0,0.0,50.0,63190.0,257500.0,257500.0,26.193,2003,0.0,70.32907608695652,88881.88635869564,362194.74184782605
3386001,2005,6458.0,31.0,0.0,48.0,1.0,2.0,3386.0,1.0,4.0,7.0,10.0,1.0,5.0,0.0,650.0,87200.0,27000.0,237000.0,18.146,2003,0.0,914.2779891304348,122653.90869565216,333359.8206521739
3390002,2005,4996.0,31.0,0.0,40.0,2.0,1.0,3390.0,4.0,3.0,4.0,10.0,1.0,1.0,200.0,1900.0,62000.0,54700.0,54700.0,18.143,2003,281.3163043478261,2672.5048913043474,87208.05434782608,76940.00923913044
