individual_id,YEAR,family_interview_id,psid_state_of_residence_code,family_composition_change,age,sex,number_of_children_in_fu,1968_family_identifier,marital_status,health_status,race,religion,wtr_donated,wtr_donated_to_health_org,amt_of_health_donations,total_donation_amt,total_family_income,wealth_wo_equity,wealth_with_equity,weight,year,health_donation_adj,total_donation_adj,family_income_adj,wealth_adj
220002,2001,2012.0,4.0,0.0,38.0,1.0,1.0,220.0,1.0,4.0,1.0,1.0,1.0,5.0,0.0,170.0,76000.0,-11800.0,-11800.0,24.228,2000,0.0,255.50447154471544,114225.52845528456,-17735.016260162603
222031,2001,7215.0,24.0,1.0,27.0,2.0,0.0,222.0,2.0,2.0,1.0,0.0,1.0,1.0,200.0,500.0,34475.0,21400.0,97400.0,39.573,2000,300.5934959349594,751.4837398373984,51814.80386178862,146389.0325203252
222032,2001,369.0,24.0,0.0,25.0,1.0,0.0,222.0,2.0,1.0,1.0,0.0,5.0,5.0,0.0,0.0,10000.0,78500.0,93500.0,28.276,2000,0.0,0.0,15029.674796747968,140527.4593495935
223030,2001,1482.0,4.0,0.0,31.0,1.0,0.0,223.0,1.0,1.0,1.0,8.0,1.0,1.0,100.0,750.0,40100.0,-17500.0,-17500.0,15.318,2000,150.2967479674797,1127.2256097560974,60268.99593495935,-26301.930894308945
223031,2001,109.0,42.0,0.0,28.0,1.0,0.0,223.0,1.0,4.0,1.0,8.0,5.0,5.0,0.0,0.0,33500.0,42313.0,42313.0,15.074,2000,0.0,0.0,50349.4105691057,63595.06296747967
231003,2001,1473.0,4.0,0.0,48.0,1.0,0.0,231.0,1.0,2.0,1.0,0.0,5.0,5.0,0.0,0.0,60547.0,41000.0,49000.0,23.569,2000,0.0,0.0,91000.17199186992,73645.40650406503
236001,2001,5051.0,14.0,0.0,54.0,1.0,0.0,236.0,1.0,1.0,1.0,8.0,1.0,5.0,0.0,1610.0,111593.0,899000.0,999000.0,44.589,2000,0.0,2419.7776422764227,167720.6499593496,1501464.512195122
236031,2001,665.0,14.0,0.0,25.0,1.0,0.0,236.0,2.0,1.0,1.0,8.0,1.0,1.0,100.0,325.0,35000.0,11800.0,11800.0,52.425,2000,150.2967479674797,488.464430894309,52603.86178861789,17735.016260162603
244030,2001,6116.0,13.0,0.0,29.0,2.0,1.0,244.0,2.0,3.0,2.0,0.0,5.0,5.0,0.0,0.0,17200.0,-1600.0,-1600.0,46.337,2000,0.0,0.0,25851.040650406503,-2404.747967479675
245021,2001,5963.0,29.0,0.0,53.0,1.0,1.0,245.0,1.0,3.0,2.0,8.0,1.0,1.0,15.0,3165.0,120763.0,90400.0,185400.0,23.296,2000,22.54451219512195,4756.892073170732,181502.8617479675,278650.1707317073
245030,2001,6845.0,29.0,2.0,25.0,1.0,1.0,245.0,2.0,1.0,2.0,0.0,1.0,1.0,500.0,980.0,49899.0,47000.0,47000.0,9.916,2000,751.4837398373984,1472.9081300813007,74996.57426829268,70639.47154471544
246170,2001,879.0,34.0,0.0,48.0,1.0,1.0,246.0,1.0,2.0,1.0,8.0,1.0,1.0,100.0,1200.0,151600.0,746000.0,866000.0,23.066,2000,150.2967479674797,1803.560975609756,227849.86991869917,1301569.837398374
